@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
4,5.830952,48.114449,62,764,50.849434,11.150567,0.035654,3029072,788,3.957999,5.322674,43.159878,55.819649,626.359924,45.379711,10.439938,0.023558,1901885.5,610.39386,3.837811,3.173944,19.741819,26.47423,155.399872,19.53336,6.940871,-0.066223,55569.917969,79.285378,0.120188,4.242363,1.814108,4.213284,5.739956,7.520716,4.066688,1.673268,0.241024,94.36808,2.864231,-0.284364,-0.404552,4.361649,0.268149,1.821481,-0.17808,-1.72901,1.774794,-1.952874,0.160031,0.22033,6.947752,-0.40365,-0.523839,-0.119286,4.36553,0.11176,0.141179,0.076198,-0.007315,0.170514,-0.094316,0.121206,0.000204,0.035067,-0.407531,-0.527719,-0.123167,-0.003881,4.369444,4.842105,3.763158,43.694443,0.370018,4.445907,'class 1'
3,6.324555,27.766888,-2,-444,28.832869,-30.832869,-0.274275,7120,1780,3.306813,5.597865,25.581606,-2.24481,-369.978149,26.126007,-28.370817,-0.258313,7482.928711,1484.951904,4.333154,3.162562,15.285488,-0.934707,-120.33638,15.060351,-15.995058,-0.129438,421.30365,482.219238,-1.026341,4.399523,1.700736,5.924401,0.027391,-18.043968,6.021051,-5.993659,0.118225,0.054153,72.176636,-1.09271,-0.06637,4.37644,0.229443,2.203284,-0.566793,-2.364273,1.927751,-2.494544,0.143293,3.14134,9.778345,-1.069627,-0.043286,0.023084,4.353116,0.120158,0.141777,0.042916,-0.009211,0.160536,-0.117619,0.065062,0.000071,0.038685,-1.046303,-0.019962,0.046407,0.023324,4.372515,4.789474,3.736842,43.725147,0.382745,4.429825,'class 1'
4,7.615773,38.405727,10,-1000,50.276924,-40.276924,0.448028,410000,4100,4.119533,6.984543,33.750744,7.405215,-782.653625,43.611576,-36.20636,0.4451,174681.296875,3185.45166,4.64338,4.252945,12.475461,-6.179986,-87.722176,10.857783,-17.037769,0.441137,14859.867188,389.080933,-0.523848,4.618184,1.706342,6.186559,-8.496854,16.408501,-2.437001,-6.059853,0.481632,473.791687,6.562528,-0.498651,0.025197,4.357822,0.122937,1.917307,-1.086465,-1.3175,1.252653,-2.339118,0.149178,7.614098,6.450407,-0.23829,0.285558,0.260361,4.346635,0.115046,0.154022,0.070038,-0.009659,0.182566,-0.112528,0.108009,0.000214,0.04354,-0.227103,0.296745,0.271548,0.011187,4.355847,4.81579,3.842105,43.558475,0.402302,4.355263,'class 1'
7,5.656854,55.605755,-60,92,10.199503,-70.199501,1.227932,11635200,3232,6.652795,5.041071,50.73481,-55.192738,110.522308,8.4879,-63.680637,1.235704,7932858,2604.148926,5.355522,2.168602,27.38401,-32.838638,146.147079,-0.706458,-32.132179,1.284683,532489.25,493.788025,1.297273,4.781782,0.861655,10.967411,-15.133307,53.938637,-4.99154,-10.141767,1.304373,3037.318115,13.262415,1.871013,0.57374,4.348547,0.1159,1.726968,-1.420117,-0.518895,0.720381,-2.140498,0.134352,8.253108,4.092315,2.304248,1.006975,0.433235,4.342373,0.112929,0.153643,0.079159,-0.009109,0.185697,-0.106538,0.145371,0.000268,0.042701,2.310421,1.013149,0.439408,0.006174,4.373977,4.921052,4.027778,43.739765,0.335504,4.210526,'class 1'
4,7.071068,21.610184,14,-176,28.213203,-14.213203,0.321751,176400,900,3.92739,6.497199,17.700384,10.45935,-123.946869,22.624866,-12.165518,0.284746,66206.070313,605.185425,3.836217,3.654875,6.319763,-4.859182,-11.088966,3.399968,-8.259151,-0.313529,1604.825317,67.967514,0.091173,3.806668,1.66711,3.509573,-4.594446,4.257101,-0.868845,-3.725601,-0.274408,86.135612,4.080529,0.120723,0.029549,3.695403,0.335846,0.788963,0.076967,-0.363079,0.892369,-0.815402,0.290197,0.008638,1.458241,0.231987,0.140814,0.111264,3.775795,0.154242,0.161427,0.182203,0.002475,0.199036,-0.016833,-0.330052,0.000774,0.0233,0.151596,0.060422,0.030873,-0.080391,3.719006,4.194445,3.388889,37.190063,0.284132,3.657895,'class 1'
4,10.770329,13.076696,-6,-108,12.297058,-18.297058,-0.491397,16848,468,4.033854,9.519031,12.445845,-5.079535,-101.536499,12.156281,-17.235817,-0.487474,11144.976563,431.947693,4.000219,3.803055,9.141149,-2.058332,-58.481873,9.883308,-11.941641,-0.459577,1009.038086,238.164215,0.033635,3.930003,1.48461,4.353793,-3.981975,-2.059895,1.480014,-5.461988,-0.212089,382.064362,24.095701,0.103851,0.070217,3.742918,0.358244,0.9066,-1.034214,0.081587,0.092503,-1.126717,0.370047,0.794978,0.743249,0.290936,0.257302,0.187085,3.772071,0.145144,0.152354,0.185116,0.004711,0.180381,0.004735,-0.354543,0.000529,0.015426,0.261783,0.228148,0.157932,-0.029153,3.85,4.111111,3.368421,38.500004,0.220462,3.881579,'class 1'
2,5.09902,52.792046,70,1032,54.646881,15.353117,-1.306759,3782800,772,2.203604,4.584536,46.279881,61.141243,773.351746,48.526737,12.614505,-1.276402,2410590,644.844238,3.329572,2.647904,15.454923,19.43795,54.693329,18.63695,0.801,-1.050543,60098.46875,159.060547,-1.125968,3.761182,1.733807,0.8731,0.60836,-0.463753,1.358958,-0.750598,0.68769,0.823519,2.225115,-1.557578,-0.43161,3.724736,0.33499,0.696602,-0.434439,-0.304525,0.621481,-1.05592,0.61526,0.265522,1.406838,-1.521132,-0.395164,0.036446,3.754495,0.140717,0.14448,0.147367,-0.001004,0.187112,-0.039745,-0.364141,0.000559,0.025732,-1.550891,-0.424923,0.006687,-0.029759,3.735088,4.157895,3.394737,37.35088,0.245828,3.716374,'class 1'
4,4,47.707443,16,-1060,55.413078,-39.413078,-1.419354,1150976,4496,3.996729,3.683391,41.70977,14.422592,-803.674622,48.579819,-34.157227,-1.41984,711961.8125,3422.709473,3.901511,2.227846,11.423141,4.138819,-60.021706,13.40997,-9.271152,-1.406649,4406.075195,257.216644,0.095218,3.922966,1.752453,2.296686,-2.959898,1.57924,-0.374499,-2.585399,0.41092,21.412228,2.44404,0.073763,-0.021455,3.761352,0.33137,0.85223,-1.149022,0.263898,-0.21074,-0.938281,0.780531,0.349415,0.264658,0.235378,0.140159,0.161615,3.753704,0.133622,0.124281,0.137229,0.000556,0.159745,-0.022516,-0.416674,0.000313,0.016609,0.243025,0.147807,0.169262,0.007648,3.751608,4.026316,3.526316,37.516083,0.180186,3.744152,'class 1'
4,2.828427,31.032242,30,-92,40.179356,-10.179357,1.237812,1141200,1268,3.932278,2.15749,27.321505,25.782936,-92.840958,35.652439,-9.869502,1.227718,688773.25,1036.123535,3.997098,0.939464,7.913076,2.820842,-41.746552,10.76305,-7.942209,1.097053,1392.050049,174.943359,-0.06482,4.067245,1.620193,5.338676,-7.479567,13.691182,-2.971931,-4.507635,1.336572,65.968681,1.179193,-0.134967,-0.070147,3.786912,0.271252,1.111454,-1.524395,0.54079,-0.478807,-1.045587,-1.35758,0.373244,0.16062,0.145366,0.210186,0.280333,3.754695,0.128626,0.10052,0.119282,0.001111,0.129581,-0.010299,-0.539769,0.000139,0.009783,0.177583,0.242403,0.31255,0.032217,3.758626,3.972222,3.421053,37.586258,0.16597,3.75,'class 1'
3,4,32.171417,26,-204,40.313,-14.313001,0.185446,1008592,1492,3.266421,3.726097,27.548975,21.461065,-169.46225,34.588722,-13.127655,0.193541,524333.3125,1138.42627,4.139383,2.622136,7.036225,0.869823,-29.177887,8.098727,-7.228904,0.304389,88.875557,117.46814,-0.872962,4.215162,1.232543,7.274263,-10.244094,25.953201,-4.370831,-5.873262,-0.35548,118.442146,1.12865,-0.948741,-0.075779,3.812167,0.177004,1.567923,-2.211464,1.215976,-0.990251,-1.221213,1.475417,0.130441,0.026672,-0.545746,0.327216,0.402996,3.770956,0.135038,0.116494,0.157812,0.005152,0.125249,0.032563,-0.682665,0.000107,0.004295,-0.504535,0.368427,0.444206,0.041211,3.79693,4.131579,3.527778,37.969296,0.205708,3.743421,'class 1'
5,11.401754,23.151674,-32,236,-9.675445,-22.324554,1.017222,81920,80,4.924115,10.033111,22.093269,-30.423389,213.546082,-9.236814,-21.186575,1.137209,66085.117188,71.398399,4.652256,3.606805,18.261221,-22.980125,97.304367,-3.157333,-19.822792,-1.564616,73334.671875,138.868759,0.271859,4.295352,0.778912,11.094391,-15.077137,51.470516,-4.264583,-10.812554,-1.314022,4873.279785,21.437967,0.628763,0.356905,3.817113,0.115873,1.452385,-2.010297,0.959209,-0.685417,-1.324879,-1.301455,0.826266,0.204456,1.107001,0.835143,0.478238,3.772691,0.131985,0.102878,0.134576,0.003275,0.117345,0.017231,-1.029541,0.000091,0.005011,1.151423,0.879565,0.52266,0.044422,3.89503,4.166667,3.416667,38.950294,0.225855,3.972222,'class 1'
5,8.246211,43.48563,-58,732,-14.235177,-43.764824,-1.425068,1466704,436,5.033844,7.255456,41.267395,-54.98859,657.518433,-13.46448,-41.524109,-1.449162,1190361.875,393.671387,4.923629,2.541049,29.398252,-38.767292,319.204346,-8.751487,-30.015806,-1.538394,339784.75,226.085632,0.110215,4.355956,0.207625,12.649713,-17.675091,76.078384,-6.825662,-10.849429,-1.396214,2529.060059,8.095354,0.677888,0.567673,3.823514,0.034329,1.506369,-2.069944,0.980847,-0.609954,-1.45999,1.129828,1.547969,0.361281,1.21033,1.100115,0.532442,3.789713,0.144385,0.130135,0.168182,0.00548,0.1405,0.027683,-1.312051,0.00018,0.006364,1.244131,1.133916,0.566243,0.033801,3.906287,4.236842,3.444444,39.062866,0.240145,3.946638,'class 1'
5,5.09902,43.393547,-46,104,6.154759,-52.154758,-1.448307,3597200,1700,4.930633,4.641497,41.534008,-46.106136,190.93576,3.043224,-49.149361,-1.452104,2895376.75,1362.032959,4.831844,2.216639,32.279922,-43.101509,406.679504,-10.803147,-32.298363,-1.468417,429179.0625,231.022125,0.098789,4.277069,1.240988,11.985885,-16.921556,71.271301,-7.668986,-9.25257,1.212834,359.031555,1.253869,0.653563,0.554775,3.813347,0.115362,1.329138,-1.550401,0.126215,0.199192,-1.749594,1.010669,4.564429,1.898883,1.117286,1.018497,0.463722,3.808626,0.161123,0.15514,0.194299,0.006815,0.169585,0.024714,-1.498457,0.000396,0.010494,1.122007,1.023218,0.468443,0.004721,3.867105,4.342105,3.527778,38.671051,0.248337,3.839181,'class 1'
5,4.472136,58.068924,-76,1104,-11.92319,-64.076813,-0.431085,7855360,1360,5.027316,4.435277,53.719051,-71.052742,999.672485,-12.61565,-58.437092,-0.454648,5299918.5,1049.802246,4.687489,4.052925,31.027334,-43.113297,432.974976,-13.592464,-29.520832,-0.672009,235795.25,126.856461,0.339827,4.030136,2.266977,7.075818,-9.819186,22.385675,-3.055717,-6.76347,0.930426,662.739136,6.873716,0.99718,0.657353,3.793104,0.192103,1.248633,-0.592869,-1.073001,1.227294,-1.820163,1.011951,1.632159,4.643499,1.234211,0.894385,0.237031,3.829899,0.181194,0.173416,0.209867,0.006972,0.194814,0.015052,1.529642,0.000712,0.016157,1.197417,0.85759,0.200237,-0.036795,3.842105,4.342105,3.394737,38.421055,0.321988,3.890351,'class 1'
6,5.09902,33.526108,-32,-292,17.10589,-49.105892,-0.611013,2244608,2192,5.583444,4.711949,30.806398,-28.866489,-261.77832,16.229334,-45.095825,-0.599096,1566878.375,1880.387451,4.303702,3.426317,17.841921,-15.440573,-103.766197,10.35561,-25.796183,-0.541967,155796.078125,653.476074,1.279742,3.989906,2.125994,5.690561,-7.09169,6.558311,-0.077501,-7.014189,-0.551625,1209.967896,24.058823,1.593538,0.313796,3.771466,0.332963,0.849604,-0.715526,-0.254083,0.516397,-1.231922,1.029033,0.782459,1.52831,1.811978,0.532235,0.218439,3.828701,0.179783,0.176318,0.238842,0.012929,0.171036,0.067806,1.433071,0.000304,0.005328,1.754743,0.475,0.161204,-0.057235,3.831141,4.055555,3.526316,38.311405,0.19227,3.894737,'class 1'
2,7.211102,31.92178,42,368,33.083046,8.916954,-0.179385,515088,292,2.414931,6.125176,28.520397,36.811443,265.302185,30.52747,6.283974,-0.199274,398222.84375,293.873535,3.665833,1.910072,13.356534,12.06248,-28.907856,17.457851,-5.39537,-0.333009,37996.015625,261.134857,-1.250902,3.905661,1.717811,4.649833,-3.957074,-7.132939,2.722005,-6.679079,-0.524525,691.949036,44.190186,-1.49073,-0.239828,3.737681,0.41198,0.372052,-0.494772,0.049588,-0.094996,-0.399776,1.117467,0.01137,0.046445,-1.322749,-0.071847,0.167981,3.828861,0.178472,0.18501,0.260557,0.016754,0.151198,0.109359,1.073271,0.000059,0.000875,-1.41393,-0.163028,0.0768,-0.09118,3.741374,4,3.526316,37.413746,0.165307,3.710526,'class 1'
6,2,40.199501,-28,-704,28.426407,-56.426407,-0.463648,2822400,3600,5.504291,1.751369,35.867947,-23.548527,-614.717041,27.041977,-50.590504,-0.474304,1671030.75,3013.401123,3.89047,1.672956,16.008596,-4.633002,-210.303207,18.452196,-23.085197,-0.594722,18517.123047,862.677551,1.613822,3.678212,1.832523,3.663448,0.385125,-12.254318,5.150667,-4.765542,-0.934086,7.292309,49.165592,1.826079,0.212258,3.698131,0.401684,0.728435,0.882072,0.116744,0.835419,0.046653,1.352164,0.242033,0.311077,1.80616,0.192338,-0.019919,3.852259,0.196718,0.193563,0.268765,0.016938,0.181722,0.087044,1.01978,0.000324,0.004482,1.652032,0.03821,-0.174047,-0.154128,3.747661,4.026316,3.421053,37.476608,0.202876,3.755848,'class 1'
3,2,12.649111,-8,-48,7.313708,-15.313708,0,16384,256,3.188892,1.61535,10.332572,-7.437796,-26.100756,5.217651,-12.655447,-0.069213,8836.049805,159.723816,3.716928,0.35238,5.315732,-4.533775,-10.217957,3.275086,-7.808861,-0.998415,1262.637817,61.426945,-0.528036,3.674352,1.383831,4.315992,-2.108511,-9.725689,3.60131,-5.709821,-1.18498,192.71991,43.348579,-0.48546,0.042576,3.66026,0.354505,1.023216,1.347324,0.314844,1.200874,0.146449,-0.810643,1.009126,0.555906,-0.471369,0.056668,0.014092,3.85403,0.19399,0.200935,0.279528,0.018314,0.189152,0.090376,0.649966,0.000381,0.004878,-0.665138,-0.137102,-0.179678,-0.193769,3.757749,4.31579,3.368421,37.577488,0.259765,3.743421,'class 1'
4,1.414214,31.288975,-14,-432,24.016125,-38.016125,1.359369,377104,1924,3.957987,1.370537,29.31146,-13.420811,-373.863098,22.234116,-35.654926,1.362349,301800.6875,1675.570557,3.719505,1.367997,17.745827,-7.706266,-136.911499,13.568585,-21.274851,1.393499,36049.5625,607.032532,0.238483,3.604465,1.473498,4.878333,-2.195468,-9.89849,3.614698,-5.810166,-1.433281,214.079132,44.414036,0.353522,0.11504,3.631587,0.218414,1.626561,1.988323,0.400027,2.078901,-0.090578,-0.59575,9.30368,2.35332,0.3264,0.087918,-0.027122,3.858215,0.193143,0.200581,0.273057,0.016511,0.201776,0.071281,0.449602,0.000635,0.008515,0.099773,-0.13871,-0.25375,-0.226628,3.758187,4.055555,3.473684,37.581871,0.193028,3.783626,'class 1'
5,3.162278,35.36948,-18,-524,25.785055,-43.785053,1.338973,784080,2420,4.802934,2.922817,31.766033,-15.219185,-441.544678,23.995806,-39.214993,1.331862,462738.1875,1997.80249,3.960079,2.084677,14.422791,-5.707328,-105.653496,12.232549,-17.939877,1.272766,14827.095703,455.187622,0.842855,3.767684,1.544483,3.945708,-5.391549,6.719579,-1.649237,-3.742311,-1.400615,63.674591,2.190479,1.03525,0.192394,3.658279,0.311245,1.207244,0.959468,-0.472596,1.665264,-0.705796,-0.433408,2.587715,2.810963,1.144655,0.3018,0.109406,3.835552,0.181119,0.192332,0.262767,0.015953,0.182533,0.080234,0.171526,0.000361,0.005232,0.967382,0.124527,-0.067867,-0.177273,3.748538,4.026316,3.526316,37.485378,0.156181,3.716374,'class 1'
3,7.071068,14.96663,4,-176,20.973665,-16.973665,1.017222,11520,720,3.119538,6.469486,14.422728,2.300504,-164.353958,19.353386,-17.052881,1.041135,3507.261719,662.70813,3.641372,4.000827,11.359131,-5.634985,-67.975464,9.504335,-15.13932,1.173373,9641.970703,303.654907,-0.521835,3.625359,1.893216,2.33931,-3.197222,2.276855,-0.852017,-2.345205,-0.497644,11.3958,1.114806,-0.505821,0.016014,3.635172,0.112025,2.023197,1.892506,-0.61697,2.685428,-0.792922,-0.381458,21.666618,6.049459,-0.515635,0.0062,-0.009814,3.842785,0.186411,0.180557,0.237479,0.011844,0.18589,0.051589,0.109543,0.000509,0.009018,-0.723247,-0.201412,-0.217426,-0.207612,3.807749,4.194445,3.5,38.077488,0.204923,3.770468,'class 1'
4,3.162278,29.12044,-28,-64,8.803509,-36.803509,0.259573,815360,1040,4.038747,3.102994,27.420227,-28.774841,14.222553,5.248022,-34.022861,0.26025,638465.25,771.101196,4.133925,2.475482,21.436178,-29.099449,191.364563,-8.173215,-20.926233,0.246073,68859.765625,81.319748,-0.095178,3.789761,1.485412,7.751743,-9.708043,16.87236,-1.196382,-8.511661,-0.125375,2521.709961,26.756649,0.248986,0.344164,3.647662,0.176189,1.794021,1.37061,-0.876297,2.326,-0.95539,-0.293406,10.113776,5.38376,0.391085,0.486263,0.142099,3.82167,0.178501,0.172328,0.219497,0.009135,0.18604,0.033457,-0.13701,0.000561,0.011641,0.217078,0.312256,-0.031908,-0.174007,3.804678,4.333333,3.444444,38.046783,0.265535,3.776316,'class 1'
4,2.828427,33.045422,-40,252,-2.795349,-37.204651,-0.082574,947200,592,4.040396,2.398268,32.808239,-40.718689,288.586639,-4.49011,-36.22858,-0.094643,835082.8125,503.665222,4.206571,1.431471,27.119358,-36.55648,298.062866,-9.789281,-26.7672,-0.186628,192605.046875,144.124863,-0.166175,3.805117,1.493734,8.200105,-10.370263,19.974461,-1.467302,-8.902961,-0.113774,2972.956055,27.644512,0.235278,0.401453,3.654271,0.222762,1.48883,1.185761,-0.438599,1.849946,-0.664185,-0.147302,4.443656,3.160428,0.386125,0.5523,0.150846,3.801493,0.171519,0.165045,0.194876,0.004716,0.195197,-0.000321,-0.27498,0.000726,0.019114,0.238903,0.405077,0.003624,-0.147222,3.811842,4.416667,3.277778,38.118423,0.328443,3.812865,'class 1'
4,3.162278,40.398018,-36,-176,13.622777,-49.622776,-0.089927,2592000,2000,4.109744,2.631792,37.961918,-35.039467,-114.193993,11.502159,-46.541626,-0.095077,2068218.625,1684.540527,4.282058,0.969997,23.762089,-26.476837,63.588787,1.705941,-28.182779,-0.145633,313124.34375,446.667786,-0.172314,3.939179,1.003197,8.1764,-10.023777,16.317112,-0.816197,-9.20758,-0.170853,3537.527588,35.207649,0.170565,0.342879,3.695584,0.354473,0.929224,-0.0742,-0.433079,0.895054,-0.969254,-0.068937,0.009568,1.737821,0.41416,0.586474,0.243595,3.794666,0.160969,0.170549,0.215193,0.008156,0.190316,0.024877,-0.270877,0.000634,0.013685,0.315078,0.487392,0.144513,-0.099082,3.774853,4.194445,3.473684,37.748535,0.207832,3.783626,'class 1'
4,7.071068,21.610184,14,-176,28.213203,-14.213203,0.321751,176400,900,3.92739,6.497199,17.700384,10.45935,-123.946869,22.624866,-12.165518,0.284746,66206.070313,605.185425,3.836217,3.654875,6.319763,-4.859182,-11.088966,3.399968,-8.259151,-0.313529,1604.825317,67.967514,0.091173,3.806668,1.66711,3.509573,-4.594446,4.257101,-0.868845,-3.725601,-0.274408,86.135612,4.080529,0.120723,0.029549,3.695403,0.335846,0.788963,0.076967,-0.363079,0.892369,-0.815402,0.290197,0.008638,1.458241,0.231987,0.140814,0.111264,3.775795,0.154242,0.161427,0.182203,0.002475,0.199036,-0.016833,-0.330052,0.000774,0.0233,0.151596,0.060422,0.030873,-0.080391,3.719006,4.194445,3.388889,37.190063,0.284132,3.657895,'class 1'
3,11.401754,30.248966,42,412,28.615772,13.384227,0.595145,204624,116,3.122801,10.41256,28.284334,39.126595,354.225037,27.112814,12.013781,0.545745,174506.8125,113.990402,3.789502,4.743177,15.895004,20.415916,75.407242,17.796789,2.619128,0.374389,48008.425781,115.180702,-0.666701,4.113048,1.034278,4.202663,-1.724546,-9.622219,3.690909,-5.415455,0.362393,123.313278,41.462936,-0.990246,-0.323545,3.957408,0.590957,1.329426,-1.040047,-0.347534,0.591695,-1.631741,-0.061794,2.673775,2.471834,-0.834607,-0.167906,0.155639,4.000004,0.236495,0.214517,0.208825,-0.006074,0.288673,-0.079849,-0.429663,0.002961,0.067904,-0.877203,-0.210501,0.113044,-0.042596,3.939182,4.31579,3.368421,39.391815,0.290565,3.907895,'class 1'
4,7.071068,63.898357,78,580,82.382027,-4.382024,-0.951428,22900176,3764,3.849882,6.239392,58.510025,71.892334,522.556091,75.178062,-3.285727,-0.938127,15910129,3078.282959,3.56391,2.08412,28.605419,36.362473,173.631775,35.897083,0.465389,-0.804531,829966.625,627.702454,0.285973,4.036749,1.018441,3.253005,-0.283892,-5.540837,3.193016,-3.476908,0.164457,1.792739,22.243942,-0.186867,-0.472839,3.912132,0.681689,1.30233,-0.920762,-0.436859,0.67875,-1.599512,0.099702,2.200252,2.59524,-0.06225,-0.348222,0.124617,3.970641,0.233021,0.213123,0.239908,0.002368,0.27501,-0.035103,-0.450979,0.002768,0.048085,-0.120759,-0.406731,0.066108,-0.058509,3.850439,4.210526,3.342105,38.504387,0.295125,3.934211,'class 1'
2,8.602325,79.66806,110,2732,79.207436,30.792562,-0.726844,14181200,1172,2.271338,7.889823,72.463043,100.06089,2264.676514,71.864777,28.196117,-0.70289,9546373,953.475769,3.428914,4.127653,34.475628,47.056499,492.710144,34.561687,12.494812,-0.475448,539126.75,243.47348,-1.157577,4.173581,1.530956,3.618125,-0.76098,-6.668636,3.310962,-4.071942,0.177764,15.78233,27.253637,-1.902243,-0.744667,3.979066,0.678591,1.437212,-1.821996,0.627038,-0.274006,-1.547991,-0.004413,2.693975,0.811519,-1.707728,-0.550151,0.194515,3.975322,0.226132,0.191385,0.205447,-0.000484,0.251287,-0.045841,-0.439623,0.001863,0.044143,-1.703984,-0.546407,0.198259,0.003744,3.945029,4.31579,3.694444,39.450291,0.207518,3.907895,'class 1'
5,13.038404,21.047565,22,-64,30.235384,-8.235384,0.934648,358160,740,4.880478,12.134889,18.439716,18.488232,-68.531013,26.793173,-8.304941,0.944821,210536.9375,615.938782,4.417524,6.983753,6.742832,1.605862,-38.238205,9.621423,-8.015561,0.974349,401.083649,155.531616,0.462954,4.406021,1.597417,6.575171,-9.204821,20.356588,-3.317426,-5.887394,0.900401,279.805359,3.302367,0.474458,0.011504,4.03628,0.599287,1.649794,-2.284153,1.227669,-0.75049,-1.533663,-0.404842,1.600057,0.30668,0.844199,0.381245,0.369741,3.982728,0.221764,0.157071,0.155563,-0.00282,0.210971,-0.055408,-0.434216,0.000859,0.035479,0.897751,0.434797,0.423293,0.053552,4.06886,4.31579,3.75,40.688599,0.173934,4.118421,'class 1'
3,9.055386,66.783234,72,-88,88.611786,-16.611786,-1.101773,28698624,5536,3.159952,8.476892,60.250668,64.484505,-99.621643,79.974518,-15.490013,-1.107938,18948064,4556.738281,4.001209,5.475597,26.113306,25.305754,-93.807953,35.187439,-9.881686,-1.14026,650379.4375,1015.613037,-0.841257,4.458922,1.48805,5.761172,-7.339375,10.102471,-1.075797,-6.263577,-1.379179,724.855286,13.456533,-1.29897,-0.457713,4.082294,0.445757,1.995062,-2.745217,1.764345,-0.883305,-1.861911,-0.248697,3.608603,0.478835,-0.922342,-0.081085,0.376628,4.009219,0.219251,0.173874,0.140927,-0.009232,0.238968,-0.098041,-0.427794,0.001128,0.056787,-0.849267,-0.00801,0.449703,0.073074,4.121783,4.421052,3.861111,41.217834,0.20576,4.078947,'class 1'
