@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
3,2.139914,2.285714,2.571429,1.8225,-0.317414,2.121212,1.547348,1.801558,-0.338356,-0.020942,1.719149,2.040444,1.621203,-0.518711,-0.201296,-0.180354,1.755715,2.141593,NotSpot
4,2.017537,2.857143,1.47619,1.759543,-0.257994,2.090909,1.647727,1.784163,-0.233374,0.02462,1.659575,1.917803,1.615704,-0.401833,-0.143839,-0.168459,1.735467,2.116251,NotSpot
3,2.181633,2.857143,3.809524,1.713869,-0.467764,2.242424,2.751894,1.678049,-0.503584,-0.03582,1.638298,2.154937,1.57129,-0.610343,-0.142579,-0.106759,1.619203,2.130062,NotSpot
3,2.072197,1.714286,1.904762,1.760476,-0.311721,2.090909,2.147727,1.718514,-0.353683,-0.041962,1.651064,2.065758,1.586504,-0.485694,-0.173972,-0.13201,1.656434,2.182539,NotSpot
0,1.903876,2.142857,1.47619,1.790777,-0.113099,1.939394,2.058712,1.754103,-0.149773,-0.036674,1.66383,1.984797,1.599639,-0.304237,-0.191138,-0.154464,1.687786,2.224027,NotSpot
3,1.964734,1.571429,1.952381,1.821605,-0.143129,2.060606,1.683712,1.784359,-0.180375,-0.037247,1.689362,2.112493,1.610539,-0.354196,-0.211067,-0.17382,1.708034,2.249994,NotSpot
1,1.969376,2,1,1.857612,-0.111764,1.939394,1.871212,1.808504,-0.160872,-0.049107,1.765957,2.368067,1.619061,-0.350315,-0.238551,-0.189444,1.73808,2.252268,NotSpot
1,1.954251,2,0.666667,1.894898,-0.059353,1.969697,2.030303,1.825678,-0.128573,-0.069219,1.829787,2.475177,1.625158,-0.329093,-0.26974,-0.200521,1.755062,2.229509,NotSpot
2,2.079379,1.857143,2.142857,1.922069,-0.15731,2.242424,2.751894,1.83581,-0.243569,-0.086259,1.880851,2.541298,1.628906,-0.450473,-0.293163,-0.206904,1.761594,2.248354,NotSpot
2,2.16742,2.285714,1.238095,1.927759,-0.239661,2.121212,3.297348,1.838678,-0.328743,-0.089081,1.825532,2.495072,1.630379,-0.537042,-0.29738,-0.208299,1.755062,2.18245,NotSpot
1,2.12514,1.714286,0.904762,1.906782,-0.218358,2.424242,2.251894,1.834194,-0.290946,-0.072588,1.795745,2.462375,1.629622,-0.495518,-0.27716,-0.204572,1.764206,2.160705,NotSpot
3,2.18701,3,1,1.86186,-0.32515,1.939394,2.058712,1.823538,-0.363472,-0.038322,1.748936,2.334133,1.626938,-0.560071,-0.234921,-0.196599,1.7629,2.145708,NotSpot
3,2.176972,2.714286,1.571429,1.802396,-0.374576,2.272727,1.642045,1.807771,-0.369201,0.005375,1.689362,2.129587,1.6225,-0.554472,-0.179896,-0.185271,1.756368,2.122958,NotSpot
4,2.030061,2.571429,1.619048,1.742588,-0.287473,1.909091,1.710227,1.788414,-0.241647,0.045826,1.621277,1.88587,1.616598,-0.413463,-0.12599,-0.171816,1.732854,2.12924,NotSpot
1,1.680361,1.714286,1.904762,1.697696,0.017335,1.69697,1.530303,1.766755,0.086393,0.069058,1.651064,2.023022,1.609449,-0.070913,-0.088248,-0.157306,1.715219,2.088781,NotSpot
0,1.503393,1,1.333333,1.679033,0.175639,1.515152,1.445076,1.744275,0.240882,0.065242,1.668085,2.043208,1.601341,0.097947,-0.077692,-0.142934,1.702809,2.092665,NotSpot
6,2.224077,3,2.666667,1.771245,-0.452832,2.151515,2.195076,1.706946,-0.517132,-0.0643,1.693617,2.239062,1.58131,-0.642768,-0.189936,-0.125636,1.653821,2.163742,NotSpot
1,2.036799,2.285714,3.571429,1.801252,-0.235547,2.090909,1.772727,1.743234,-0.293565,-0.058018,1.697872,2.186107,1.595193,-0.441606,-0.206059,-0.148041,1.67211,2.194378,NotSpot
1,1.920114,1.428571,1.285714,1.824098,-0.096016,2.212121,2.109848,1.774791,-0.145323,-0.049307,1.774468,2.124132,1.607014,-0.3131,-0.217084,-0.167778,1.700849,2.266006,NotSpot
1,2.030819,2.285714,3.238095,1.856689,-0.174131,2.121212,1.859848,1.801478,-0.229341,-0.055211,1.787234,2.151118,1.616632,-0.414188,-0.240057,-0.184847,1.73808,2.287562,NotSpot
1,2.097987,1.571429,1.952381,1.897087,-0.2009,2.333333,2.166667,1.822729,-0.275258,-0.074358,1.787234,2.330606,1.623922,-0.474065,-0.273165,-0.198807,1.772044,2.304211,NotSpot
3,2.194001,2,1.333333,1.933158,-0.260843,2.272727,2.517045,1.837661,-0.35634,-0.095497,1.791489,2.370867,1.628851,-0.565151,-0.304308,-0.20881,1.770738,2.26832,NotSpot
1,2.263872,2.142857,3.809524,1.94893,-0.314943,2.545455,3.505682,1.846043,-0.417829,-0.102886,1.880851,2.541298,1.631514,-0.632359,-0.317416,-0.21453,1.778576,2.261397,NotSpot
1,2.21332,3,4.666667,1.935753,-0.277567,2.212121,2.922348,1.847401,-0.365919,-0.088352,1.812766,2.426332,1.631991,-0.581329,-0.303762,-0.21541,1.770085,2.215078,NotSpot
2,2.02396,1.571429,0.952381,1.896775,-0.127184,2.151515,2.570076,1.841476,-0.182484,-0.0553,1.817021,2.440735,1.630343,-0.393617,-0.266433,-0.211133,1.757675,2.171959,NotSpot
3,1.933249,2.142857,1.809524,1.843146,-0.090103,1.909091,1.710227,1.82922,-0.104028,-0.013926,1.804255,2.320495,1.626867,-0.306382,-0.216279,-0.202353,1.773351,2.158401,NotSpot
1,1.907018,1.857143,1.142857,1.787421,-0.119597,2.030303,1.592803,1.811571,-0.095448,0.02415,1.697872,2.11773,1.621752,-0.285266,-0.165669,-0.189818,1.756368,2.15433,NotSpot
2,1.863419,2.142857,1.142857,1.738651,-0.124768,1.909091,1.647727,1.790009,-0.07341,0.051358,1.595745,1.908529,1.615283,-0.248136,-0.123368,-0.174725,1.717831,2.1151,NotSpot
2,1.653135,1.285714,0.904762,1.702253,0.049118,1.666667,1.354167,1.765915,0.112779,0.063661,1.582979,1.893726,1.607685,-0.04545,-0.094569,-0.15823,1.717831,2.1151,NotSpot
0,1.50976,0.857143,1.142857,1.682664,0.172904,1.787879,1.797348,1.740813,0.231053,0.058149,1.646809,1.955919,1.599238,0.089478,-0.083426,-0.141575,1.68256,2.059951,NotSpot
2,1.725281,1.571429,1.952381,1.673875,-0.051407,1.757576,2.189394,1.716343,-0.008939,0.042468,1.67234,2.024659,1.59034,-0.134941,-0.083534,-0.126002,1.671457,2.048198,NotSpot
2,2.184828,2.285714,2.904762,1.82626,-0.358568,2.333333,2.104167,1.736866,-0.447962,-0.089393,1.761702,2.481433,1.59108,-0.593748,-0.235179,-0.145786,1.660353,2.139466,NotSpot
1,1.977879,1.857143,1.47619,1.832013,-0.145866,2.090909,1.835227,1.768414,-0.209465,-0.063599,1.72766,2.207565,1.603431,-0.374447,-0.228581,-0.164983,1.69693,2.217893,NotSpot
3,1.954736,2,1,1.842684,-0.112052,1.787879,1.797348,1.795301,-0.159435,-0.047384,1.791489,2.208474,1.613733,-0.341003,-0.228951,-0.181567,1.731548,2.278867,NotSpot
2,2.083045,2,1.666667,1.874825,-0.208219,2.090909,1.710227,1.817743,-0.265302,-0.057083,1.740426,2.252846,1.621864,-0.461181,-0.252961,-0.195879,1.7629,2.301263,NotSpot
0,2.200327,2,1.333333,1.919386,-0.280941,2.515152,2.070076,1.83544,-0.364887,-0.083947,1.8,2.476923,1.627718,-0.572609,-0.291668,-0.207722,1.779229,2.274104,NotSpot
2,2.319569,3,3.333333,1.955826,-0.363743,2.393939,2.933712,1.847546,-0.472023,-0.10828,1.842553,2.51784,1.631279,-0.68829,-0.324547,-0.216267,1.78772,2.291509,NotSpot
2,2.211415,1.714286,1.571429,1.964314,-0.247101,2.424242,3.564394,1.853701,-0.357713,-0.110613,1.897872,2.622004,1.63266,-0.578755,-0.331654,-0.221042,1.786414,2.243894,NotSpot
4,2.019921,1.857143,1.809524,1.939784,-0.080137,1.939394,2.996212,1.853181,-0.166739,-0.086603,1.855319,2.500345,1.631953,-0.387968,-0.307832,-0.221229,1.763553,2.185886,NotSpot
2,1.78767,1.857143,1.809524,1.892945,0.105275,1.818182,2.403409,1.845564,0.057894,-0.047381,1.906383,2.563848,1.629231,-0.158439,-0.263715,-0.216333,1.752449,2.134104,NotSpot
0,1.600479,1.428571,0.952381,1.841089,0.24061,1.606061,1.496212,1.831534,0.231055,-0.009555,1.834043,2.515075,1.62479,0.024311,-0.216298,-0.206743,1.768125,2.146853,NotSpot
2,1.653708,1.285714,1.904762,1.797037,0.143329,1.757576,1.626894,1.81187,0.158163,0.014834,1.782979,2.521076,1.618837,-0.03487,-0.178199,-0.193033,1.759634,2.155258,NotSpot
1,1.847845,1.714286,0.238095,1.762344,-0.085501,1.939394,1.996212,1.787981,-0.059864,0.025637,1.73617,2.280524,1.61165,-0.236195,-0.150694,-0.176331,1.723057,2.129788,NotSpot
2,1.86826,2.142857,2.142857,1.731684,-0.136576,1.939394,1.871212,1.761307,-0.106953,0.029623,1.723404,2.312057,1.603461,-0.264799,-0.128223,-0.157846,1.715219,2.159369,NotSpot
0,1.728529,1.571429,1.952381,1.703363,-0.025167,1.818182,1.903409,1.7334,0.00487,0.030037,1.655319,2.184106,1.594546,-0.133984,-0.108817,-0.138854,1.696277,2.112267,NotSpot
2,1.717802,1.571429,0.952381,1.675844,-0.041957,1.69697,1.717803,1.706135,-0.011667,0.03029,1.642553,2.05972,1.585304,-0.132498,-0.090541,-0.120831,1.67211,2.033594,NotSpot
2,2.185567,3.142857,1.47619,1.874484,-0.311083,2.121212,2.172348,1.765148,-0.420419,-0.109336,1.868085,2.644917,1.60047,-0.585097,-0.274014,-0.164678,1.660353,2.161689,NotSpot
4,1.995972,2,1.333333,1.853083,-0.142888,1.939394,1.433712,1.791555,-0.204417,-0.061529,1.812766,2.554537,1.61111,-0.384862,-0.241974,-0.180445,1.704115,2.237231,NotSpot
3,2.010888,2.285714,1.238095,1.847655,-0.163233,2.090909,1.147727,1.813339,-0.197549,-0.034315,1.761702,2.199382,1.619712,-0.391176,-0.227943,-0.193627,1.75049,2.280188,NotSpot
2,2.149148,2.428571,0.285714,1.874896,-0.274251,2.242424,1.689394,1.831084,-0.318063,-0.043812,1.748936,2.385416,1.626171,-0.522977,-0.248725,-0.204913,1.749837,2.271364,NotSpot
3,2.3096,2.142857,3.142857,1.921702,-0.387898,2.484848,1.945076,1.844788,-0.464812,-0.076914,1.761702,2.57545,1.630405,-0.679195,-0.291297,-0.214383,1.772698,2.290783,NotSpot
5,2.397413,2.857143,3.142857,1.962523,-0.434891,2.333333,2.416667,1.853696,-0.543718,-0.108827,1.910638,2.714203,1.632418,-0.764996,-0.330105,-0.221278,1.78772,2.299352,NotSpot
0,2.146764,2.714286,3.904762,1.974764,-0.172,2.212121,2.797348,1.857334,-0.28943,-0.11743,1.897872,2.810038,1.632339,-0.514425,-0.342425,-0.224995,1.77727,2.246437,NotSpot
1,1.88166,1.285714,1.904762,1.954626,0.072966,1.909091,2.585227,1.854739,-0.026921,-0.099887,1.92766,2.810984,1.630274,-0.251385,-0.324352,-0.224465,1.7629,2.181002,NotSpot
1,1.730242,1.571429,0.285714,1.915353,0.18511,1.666667,1.916667,1.845326,0.115083,-0.070027,1.991489,2.73497,1.626313,-0.103929,-0.28904,-0.219013,1.756368,2.133415,NotSpot
1,1.583132,0.714286,0.571429,1.875188,0.292056,1.636364,1.551136,1.829469,0.246337,-0.045719,1.876596,2.741117,1.620751,0.037619,-0.254437,-0.208718,1.758981,2.162133,NotSpot
0,1.691857,1.285714,1.238095,1.844129,0.152272,1.787879,1.797348,1.807778,0.115921,-0.036351,1.812766,2.622913,1.613809,-0.078049,-0.23032,-0.19397,1.743958,2.17623,NotSpot
1,2.013215,2.571429,3.619048,1.817009,-0.196206,2.090909,1.772727,1.781559,-0.231656,-0.03545,1.774468,2.41473,1.605762,-0.407453,-0.211248,-0.175797,1.706728,2.122432,NotSpot
4,2.149516,2.428571,1.619048,1.781948,-0.367568,2.090909,2.147727,1.75229,-0.397226,-0.029658,1.676596,2.288125,1.596849,-0.552667,-0.185099,-0.155441,1.694971,2.137615,NotSpot
4,2.022477,2.428571,3.619048,1.735696,-0.286781,1.878788,1.859848,1.721548,-0.300929,-0.014148,1.67234,2.349445,1.587342,-0.435134,-0.148354,-0.134205,1.668844,2.115754,NotSpot
1,1.808702,2,1.666667,1.684504,-0.124199,1.969697,1.717803,1.691422,-0.11728,0.006919,1.67234,2.22124,1.577643,-0.23106,-0.106861,-0.113779,1.64337,2.058353,NotSpot
2,1.909691,2,1,1.871002,-0.038689,1.909091,1.397727,1.810862,-0.098829,-0.06014,1.842553,2.663139,1.61781,-0.291881,-0.253192,-0.193052,1.715219,2.212964,NotSpot
2,1.963092,2.285714,0.238095,1.845796,-0.117296,2.030303,1.405303,1.827241,-0.135851,-0.018555,1.787234,2.441717,1.624538,-0.338554,-0.221258,-0.202703,1.749837,2.230841,NotSpot
2,2.131343,2.285714,1.571429,1.861786,-0.269557,2.212121,1.672348,1.839961,-0.291382,-0.021825,1.8,2.519658,1.629155,-0.502189,-0.232632,-0.210806,1.770085,2.279131,NotSpot
3,2.306859,3.142857,1.142857,1.907735,-0.399124,2.333333,2.104167,1.8493,-0.457559,-0.058435,1.753191,2.434552,1.631602,-0.675257,-0.276134,-0.217698,1.784455,2.299915,NotSpot
5,2.392852,3.428571,1.619048,1.957744,-0.435108,2.30303,2.155303,1.854635,-0.538217,-0.103109,1.842553,2.765703,1.631905,-0.760946,-0.325839,-0.222729,1.80405,2.327591,NotSpot
4,2.243398,1.857143,4.142857,1.986369,-0.257029,2.151515,2.320076,1.855397,-0.388001,-0.130972,1.876596,2.792399,1.630215,-0.613183,-0.356154,-0.225182,1.796865,2.274395,NotSpot
2,2.103987,2.571429,2.285714,1.986074,-0.117913,2.333333,2.854167,1.850412,-0.253576,-0.135663,1.944681,2.907183,1.626647,-0.477341,-0.359427,-0.223765,1.758328,2.223909,NotSpot
2,2.080475,2.142857,1.809524,1.966092,-0.114382,2.242424,2.501894,1.838957,-0.241517,-0.127135,1.970213,2.806801,1.621311,-0.459163,-0.344781,-0.217646,1.722404,2.152302,NotSpot
2,2.003871,2.428571,0.619048,1.940634,-0.063237,1.969697,2.155303,1.821096,-0.182775,-0.119537,1.931915,2.832952,1.614501,-0.38937,-0.326133,-0.206595,1.736773,2.191451,NotSpot
3,2.045237,1.714286,1.904762,1.915542,-0.129694,2.212121,2.422348,1.797288,-0.247948,-0.118254,1.842553,2.543481,1.606454,-0.438782,-0.309088,-0.190834,1.725016,2.174661,NotSpot
4,2.240458,2.285714,1.238095,1.882684,-0.357774,2.212121,3.172348,1.768735,-0.471724,-0.11395,1.753191,2.426005,1.597443,-0.643015,-0.285241,-0.171291,1.691705,2.146722,NotSpot
1,2.256029,2,2.333333,1.830823,-0.425206,2.636364,2.738636,1.736935,-0.519095,-0.093889,1.66383,2.241208,1.58771,-0.668319,-0.243113,-0.149225,1.681907,2.107248,NotSpot
2,2.109009,2.714286,1.238095,1.761065,-0.347944,2.151515,2.570076,1.703487,-0.405523,-0.057578,1.67234,2.30671,1.577525,-0.531484,-0.18354,-0.125961,1.642064,2.07572,NotSpot
2,1.844197,1.714286,0.904762,1.688021,-0.156176,1.969697,1.842803,1.670664,-0.173533,-0.017357,1.629787,2.259793,1.56729,-0.276907,-0.120731,-0.103374,1.595036,2.014982,NotSpot
2,1.785072,1.285714,1.238095,1.846912,0.06184,1.939394,1.808712,1.835309,0.050237,-0.011603,1.761702,2.464339,1.628166,-0.156906,-0.218746,-0.207143,1.755062,2.251731,NotSpot
0,1.859618,2.142857,3.142857,1.844815,-0.014802,1.969697,1.842803,1.842787,-0.01683,-0.002028,1.838298,2.614766,1.630806,-0.228812,-0.21401,-0.211982,1.787067,2.264434,NotSpot
3,2.0406,2.142857,1.47619,1.884222,-0.156378,2.030303,1.905303,1.847466,-0.193134,-0.036757,1.808511,2.565739,1.631335,-0.409265,-0.252887,-0.21613,1.801437,2.322639,NotSpot
3,2.259296,2.428571,1.952381,1.942623,-0.316673,2.333333,2.479167,1.848889,-0.410408,-0.093734,1.855319,2.645645,1.629807,-0.62949,-0.312816,-0.219082,1.797518,2.319759,NotSpot
2,2.397547,3,0.666667,1.991391,-0.406156,2.363636,2.613636,1.846412,-0.551135,-0.144979,1.876596,2.698381,1.626383,-0.771164,-0.365008,-0.220029,1.785108,2.272092,NotSpot
3,2.431579,2.285714,1.904762,2.015347,-0.416232,2.636364,3.238636,1.838704,-0.592876,-0.176644,1.838298,2.606219,1.621201,-0.810379,-0.394147,-0.217503,1.728282,2.190173,NotSpot
1,2.45558,3.142857,3.142857,2.015762,-0.439818,2.515152,2.257576,1.824945,-0.630635,-0.190817,1.93617,2.675395,1.614383,-0.841197,-0.40138,-0.210562,1.696277,2.125339,NotSpot
3,2.406464,2.285714,2.238095,2.00052,-0.405945,2.454545,1.943182,1.804917,-0.601547,-0.195602,1.893617,2.745044,1.606226,-0.800238,-0.394294,-0.198691,1.694317,2.130027,NotSpot
1,2.375196,2.428571,1.285714,1.971761,-0.403436,2.393939,2.683712,1.778972,-0.596225,-0.192789,1.834043,2.549263,1.596983,-0.778214,-0.374778,-0.181989,1.679948,2.128872,NotSpot
2,2.413813,3.142857,3.476191,1.922447,-0.491366,2.424242,3.251894,1.74822,-0.665593,-0.174227,1.817021,2.457829,1.58692,-0.826893,-0.335527,-0.1613,1.674069,2.121804,NotSpot
1,2.245297,2.285714,4.904762,1.847896,-0.397401,2.515152,3.257576,1.714171,-0.531126,-0.133725,1.702128,2.321149,1.576287,-0.66901,-0.271609,-0.137884,1.655127,2.113665,NotSpot
3,1.99875,2,0.666667,1.757334,-0.241416,1.939394,2.621212,1.678442,-0.320308,-0.078892,1.591489,2.225568,1.565351,-0.433398,-0.191982,-0.11309,1.615937,2.049785,NotSpot
2,1.739591,1.571429,0.952381,1.671354,-0.068236,1.848485,1.320076,1.643427,-0.096164,-0.027927,1.595745,2.250409,1.55451,-0.185081,-0.116844,-0.088917,1.572828,1.974268,NotSpot
0,1.675968,1.285714,2.904762,1.832356,0.156388,1.757576,1.689394,1.838725,0.162758,0.006369,1.804255,2.4487,1.63085,-0.045117,-0.201506,-0.207875,1.767472,2.292301,NotSpot
3,1.845367,1.571429,1.619048,1.856771,0.011404,1.818182,1.653409,1.838561,-0.006806,-0.01821,1.778723,2.591853,1.629358,-0.216009,-0.227413,-0.209203,1.779882,2.286811,NotSpot
2,2.166732,2.571429,0.619048,1.913621,-0.253111,2.272727,2.142045,1.83579,-0.330943,-0.077831,1.817021,2.645863,1.625899,-0.540834,-0.287722,-0.209891,1.760941,2.252617,NotSpot
2,2.485287,3.285714,2.571429,1.972911,-0.512377,2.575758,2.439394,1.82971,-0.655577,-0.1432,1.842553,2.714421,1.620651,-0.864636,-0.352259,-0.209059,1.749184,2.231168,NotSpot
5,2.617971,3.571429,4.285714,2.012269,-0.605702,2.515152,2.445076,1.818902,-0.799069,-0.193367,1.804255,2.465794,1.613767,-1.004204,-0.398502,-0.205135,1.7113,2.167578,NotSpot
6,2.593181,2.857143,3.809524,2.025142,-0.568039,2.515152,2.382576,1.802507,-0.790674,-0.222636,1.829787,2.440989,1.605388,-0.987793,-0.419755,-0.197119,1.679295,2.140872,NotSpot
3,2.5023,3.285714,1.571429,2.013187,-0.489113,2.606061,2.308712,1.780097,-0.722203,-0.233091,1.868085,2.704746,1.595813,-0.906487,-0.417374,-0.184283,1.687133,2.136691,NotSpot
3,2.408297,2.285714,1.904762,1.975595,-0.432702,2.636364,2.863636,1.751965,-0.656331,-0.223629,1.838298,2.426732,1.58531,-0.822987,-0.390285,-0.166655,1.647289,2.11473,NotSpot
4,2.317001,2.714286,3.904762,1.908384,-0.408617,2.363636,3.426136,1.719177,-0.597825,-0.189208,1.804255,2.431606,1.574139,-0.742863,-0.334246,-0.145038,1.630307,2.080231,NotSpot
1,2.042472,1.714286,1.904762,1.815276,-0.227195,2.121212,3.422348,1.683237,-0.359235,-0.13204,1.723404,2.38898,1.562554,-0.479917,-0.252722,-0.120682,1.608752,2.038329,NotSpot
1,1.806294,1.714286,0.571429,1.713589,-0.092705,2,2.3125,1.645778,-0.160517,-0.067811,1.617021,2.237316,1.550823,-0.255471,-0.162766,-0.094955,1.566297,2.014393,NotSpot
1,1.69675,1.571429,1.619048,1.626029,-0.07072,1.575758,1.376894,1.609249,-0.087501,-0.016781,1.582979,2.201418,1.539337,-0.157413,-0.086693,-0.069912,1.529066,1.931671,NotSpot
2,1.970021,2.714286,1.238095,1.823114,-0.146907,1.818182,1.903409,1.822813,-0.147208,-0.000301,1.67234,2.315257,1.625751,-0.34427,-0.197363,-0.197062,1.774004,2.278304,NotSpot
4,2.16605,2.142857,0.809524,1.865408,-0.300642,2.545455,2.818182,1.815559,-0.350491,-0.049848,1.659575,2.370795,1.620307,-0.545743,-0.245101,-0.195253,1.733508,2.23351,NotSpot
2,2.399209,2.571429,3.285714,1.920489,-0.47872,2.484848,2.382576,1.805466,-0.593743,-0.115023,1.774468,2.491653,1.613183,-0.786026,-0.307306,-0.192283,1.702809,2.158025,NotSpot
6,2.476957,3,3.333333,1.962516,-0.514441,2.636364,2.801136,1.791115,-0.685842,-0.171401,1.846809,2.437971,1.60455,-0.872407,-0.357966,-0.186564,1.676029,2.151183,NotSpot
2,2.344677,2.857143,5.142857,1.979087,-0.36559,2.242424,2.439394,1.771681,-0.572996,-0.207406,1.906383,2.452737,1.59457,-0.750107,-0.384517,-0.177112,1.660353,2.127702,NotSpot
2,2.250072,2.142857,1.809524,1.966154,-0.283918,2.484848,2.007576,1.74663,-0.503442,-0.219523,1.940426,2.500709,1.583542,-0.66653,-0.382612,-0.163089,1.647289,2.108194,NotSpot
0,2.200216,2.142857,1.142857,1.920145,-0.280071,2.454545,2.005682,1.716259,-0.483957,-0.203886,1.838298,2.28998,1.571747,-0.628469,-0.348398,-0.144512,1.612671,2.081905,NotSpot
3,2.100456,2,2.333333,1.84023,-0.260225,2.121212,2.172348,1.681629,-0.418827,-0.158602,1.731915,2.325259,1.55944,-0.541015,-0.28079,-0.122188,1.591117,2.028784,NotSpot
2,1.8913,2,1.666667,1.737304,-0.153996,1.909091,2.460227,1.644239,-0.247062,-0.093066,1.638298,2.154937,1.54688,-0.34442,-0.190424,-0.097358,1.557805,1.942245,NotSpot
2,1.779806,2,2.333333,1.634351,-0.145455,1.848485,1.820076,1.605719,-0.174087,-0.028632,1.587234,2.140862,1.534332,-0.245474,-0.100019,-0.071387,1.5258,1.920086,NotSpot
4,1.796031,2.714286,1.238095,1.552999,-0.243031,1.69697,1.530303,1.568501,-0.22753,0.015502,1.493617,2.037352,1.522181,-0.27385,-0.030818,-0.04632,1.485304,1.865634,NotSpot
2,2.11445,2.571429,1.285714,1.79875,-0.3157,2.121212,2.234848,1.78898,-0.32547,-0.00977,1.629787,2.276887,1.612952,-0.501498,-0.185798,-0.176028,1.719791,2.214896,NotSpot
1,2.185417,2.857143,2.809524,1.841326,-0.344091,2.151515,2.195076,1.774543,-0.410874,-0.066783,1.73617,2.417276,1.603932,-0.581485,-0.237394,-0.170611,1.679295,2.13695,NotSpot
2,2.105667,2.285714,3.904762,1.879541,-0.226126,2.090909,2.210227,1.756278,-0.349389,-0.123263,1.817021,2.457829,1.593537,-0.51213,-0.286004,-0.16274,1.662312,2.120533,NotSpot
0,1.924272,1.571429,0.952381,1.896266,-0.028007,2.060606,2.058712,1.733462,-0.19081,-0.162804,1.880851,2.319076,1.581944,-0.342328,-0.314322,-0.151518,1.619856,2.071083,NotSpot
1,1.928618,1.571429,1.619048,1.881646,-0.046972,1.969697,1.280303,1.705575,-0.223042,-0.176071,1.86383,2.408729,1.569459,-0.359159,-0.312187,-0.136116,1.599608,2.066379,NotSpot
2,2.028703,2,1.666667,1.829437,-0.199266,1.969697,1.342803,1.672964,-0.355739,-0.156473,1.748936,2.325587,1.556374,-0.472329,-0.273063,-0.11659,1.574135,2.026363,NotSpot
2,1.999145,2.285714,0.238095,1.741828,-0.257317,2.121212,1.484848,1.636742,-0.362403,-0.105086,1.638298,2.214766,1.542936,-0.456209,-0.198892,-0.093806,1.534945,1.93783,NotSpot
2,1.850888,2.428571,1.952381,1.635102,-0.215785,1.727273,1.392045,1.598396,-0.252492,-0.036706,1.582979,2.107401,1.529407,-0.32148,-0.105695,-0.068988,1.506205,1.865811,NotSpot
4,1.751258,2,1,1.535491,-0.215767,1.727273,1.642045,1.559536,-0.191721,0.024045,1.493617,2.062993,1.51605,-0.235207,-0.019441,-0.043486,1.476159,1.83783,NotSpot
2,1.734329,2.428571,1.952381,1.462256,-0.272072,1.757576,1.689394,1.522508,-0.211821,0.060251,1.408511,1.815312,1.503242,-0.231086,0.040986,-0.019266,1.455911,1.788088,NotSpot
3,1.908605,2,1.666667,1.7569,-0.151705,1.878788,1.984848,1.738888,-0.169717,-0.018012,1.638298,2.163484,1.593106,-0.315499,-0.163793,-0.145781,1.639451,2.063384,NotSpot
1,1.86337,1.571429,0.619048,1.791463,-0.071907,2.242424,2.689394,1.716367,-0.147003,-0.075096,1.731915,2.171413,1.580959,-0.28241,-0.210504,-0.135408,1.621163,2.064232,NotSpot
1,1.839185,1.142857,0.809524,1.807824,-0.03136,2.030303,1.530303,1.689834,-0.149351,-0.117991,1.748936,2.231569,1.567768,-0.271417,-0.240056,-0.122066,1.585892,2.008794,NotSpot
1,1.900949,1.714286,1.238095,1.790631,-0.110318,2.060606,1.496212,1.658905,-0.242044,-0.131727,1.723404,2.252228,1.553843,-0.347106,-0.236788,-0.105062,1.551274,1.997859,NotSpot
2,1.975064,1.857143,0.142857,1.732164,-0.2429,2.151515,1.382576,1.624017,-0.351047,-0.108148,1.621277,2.082451,1.539487,-0.435577,-0.192677,-0.084529,1.517962,1.960952,NotSpot
2,1.899559,2.142857,0.142857,1.638427,-0.261132,2.030303,1.155303,1.586386,-0.313173,-0.052041,1.591489,1.960611,1.524938,-0.374621,-0.113489,-0.061448,1.489876,1.874897,NotSpot
3,1.667379,1.571429,0.952381,1.529928,-0.137451,1.727273,1.329545,1.547484,-0.119895,0.017556,1.417021,1.722786,1.510462,-0.156917,-0.019466,-0.037022,1.476159,1.83783,NotSpot
1,1.471007,2.142857,1.47619,1.43426,-0.036747,1.393939,1.371212,1.508883,0.037876,0.074623,1.370213,1.601673,1.496317,0.02531,0.062057,-0.012566,1.440235,1.795609,NotSpot
3,1.43121,1.428571,1.285714,1.368029,-0.063181,1.454545,1.380682,1.472792,0.041582,0.104763,1.306383,1.461284,1.48287,0.05166,0.114841,0.010078,1.413455,1.739401,NotSpot
1,1.968169,2,1,1.717086,-0.251083,2.121212,2.297348,1.673518,-0.294651,-0.043568,1.608511,2.085397,1.567108,-0.401062,-0.149979,-0.106411,1.574788,2.014501,NotSpot
3,2.154236,3,2.333333,1.728576,-0.425661,2,2.1875,1.643081,-0.511155,-0.085494,1.655319,2.013166,1.552369,-0.601867,-0.176207,-0.090712,1.544089,1.989395,NotSpot
