@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
2,1.950244,1.857143,0.809524,1.860665,-0.089579,2.090909,2.210227,1.911564,-0.03868,0.050899,1.748936,2.265757,1.838368,-0.111876,-0.022297,-0.073196,1.84324,2.317894,NotSpot
3,1.954394,2.285714,0.571429,1.826684,-0.127709,1.848485,1.695076,1.895729,-0.058665,0.069045,1.740426,2.218658,1.834038,-0.120356,0.007353,-0.061691,1.84324,2.239462,NotSpot
1,1.86981,1.571429,1.619048,1.804398,-0.065412,1.939394,1.496212,1.881302,0.011492,0.076904,1.714894,1.939734,1.829774,-0.040037,0.025376,-0.051528,1.844546,2.292158,NotSpot
0,1.815198,1.857143,2.142857,1.797788,-0.017409,1.969697,1.967803,1.869136,0.053938,0.071348,1.72766,1.925514,1.825615,0.010417,0.027827,-0.043521,1.806009,2.210055,NotSpot
1,1.844556,1.571429,1.619048,1.807143,-0.037413,1.939394,1.433712,1.859401,0.014845,0.052258,1.680851,1.807965,1.821642,-0.022915,0.014499,-0.03776,1.788374,2.202244,NotSpot
2,1.933554,1.714286,0.571429,1.825367,-0.108187,1.969697,1.342803,1.852982,-0.080572,0.027615,1.753191,1.973013,1.817835,-0.115719,-0.007532,-0.035147,1.763553,2.140135,NotSpot
1,2.012624,1.857143,0.809524,1.843879,-0.168745,2.121212,1.672348,1.849465,-0.163158,0.005586,1.740426,2.073359,1.814262,-0.198361,-0.029616,-0.035203,1.73808,2.108477,NotSpot
3,2.106887,2.285714,2.571429,1.858114,-0.248773,2.181818,1.903409,1.848949,-0.257938,-0.009165,1.795745,2.146136,1.811085,-0.295802,-0.047029,-0.037864,1.731548,2.101089,NotSpot
1,2.131264,2.714286,0.904762,1.86861,-0.262654,2.181818,2.653409,1.8511,-0.280164,-0.01751,1.791489,2.174286,1.808085,-0.323179,-0.060524,-0.043014,1.741999,2.093523,NotSpot
4,2.11255,2.571429,4.619048,1.876631,-0.235919,2.090909,2.272727,1.85585,-0.256699,-0.02078,1.757447,2.081942,1.805367,-0.307183,-0.071264,-0.050483,1.740692,2.08631,NotSpot
4,2.088357,2.285714,2.238095,1.884506,-0.203851,2.030303,2.592803,1.863244,-0.225113,-0.021262,1.782979,2.179196,1.802891,-0.285466,-0.081615,-0.060353,1.770738,2.159823,NotSpot
2,2.091104,2.142857,2.142857,1.899388,-0.191716,2.181818,2.090909,1.87291,-0.218193,-0.026477,1.851064,2.246954,1.800599,-0.290505,-0.098789,-0.072312,1.76486,2.159052,NotSpot
2,2.114303,2.714286,1.238095,1.927996,-0.186308,2.181818,2.028409,1.884095,-0.230209,-0.043901,1.834043,2.250118,1.798386,-0.315917,-0.12961,-0.085709,1.776617,2.220655,NotSpot
2,2.171241,1.714286,1.238095,1.972319,-0.198922,2.333333,1.916667,1.895939,-0.275302,-0.07638,1.87234,2.274232,1.796127,-0.375113,-0.176191,-0.099811,1.770085,2.238608,NotSpot
3,2.36525,3,1,2.021823,-0.343426,2.363636,2.113636,1.907195,-0.458055,-0.114628,1.940426,2.543444,1.793916,-0.571333,-0.227907,-0.113279,1.783148,2.252291,NotSpot
3,2.457977,2.285714,1.571429,2.059949,-0.398028,2.666667,1.791667,1.916587,-0.54139,-0.143362,1.961702,2.737843,1.791378,-0.666599,-0.268571,-0.125209,1.811234,2.273495,NotSpot
1,2.530204,3,1.666667,2.072967,-0.457237,2.606061,2.996212,1.922327,-0.607877,-0.15064,1.902128,2.704055,1.788431,-0.741773,-0.284536,-0.133897,1.82691,2.279171,NotSpot
5,2.624421,3.857143,4.142857,2.056017,-0.568404,2.636364,2.801136,1.923932,-0.700489,-0.132085,1.944681,2.890089,1.78503,-0.839391,-0.270987,-0.138902,1.836708,2.232142,NotSpot
2,2.480067,3.285714,2.904762,2.014343,-0.465724,2.363636,2.988636,1.920372,-0.559695,-0.093971,1.897872,2.741662,1.781139,-0.698928,-0.233204,-0.139233,1.846506,2.214986,NotSpot
6,2.282493,2.428571,3.285714,1.964724,-0.317769,2.212121,1.984848,1.912066,-0.370426,-0.052657,1.859574,2.72806,1.776586,-0.505907,-0.188138,-0.13548,1.839321,2.199002,NotSpot
3,2.161612,2.857143,3.142857,1.929478,-0.232133,2.030303,2.342803,1.898809,-0.262803,-0.03067,1.86383,2.613857,1.771431,-0.39018,-0.158047,-0.127377,1.830176,2.197285,NotSpot
1,2.123746,2.285714,1.571429,1.919867,-0.203879,2.333333,2.416667,1.881147,-0.242599,-0.03872,1.880851,2.404546,1.765624,-0.358122,-0.154243,-0.115523,1.825604,2.222507,NotSpot
1,2.136971,1.857143,1.809524,1.925574,-0.211397,2.333333,2.354167,1.860022,-0.276949,-0.065552,1.825532,2.221568,1.759325,-0.377646,-0.166249,-0.100697,1.799477,2.16434,NotSpot
3,2.170463,1.857143,2.809524,1.922683,-0.247781,2.363636,2.488636,1.836052,-0.334411,-0.08663,1.795745,2.07776,1.752468,-0.417995,-0.170215,-0.083585,1.772044,2.125126,NotSpot
2,2.196104,2.571429,1.619048,1.891049,-0.305055,2.242424,1.501894,1.810167,-0.385937,-0.080883,1.808511,2.035825,1.745196,-0.450908,-0.145853,-0.06497,1.75049,2.136397,NotSpot
5,2.215292,2.428571,1.619048,1.829915,-0.385376,2.242424,1.126894,1.783298,-0.431994,-0.046617,1.67234,1.79389,1.737661,-0.477631,-0.092254,-0.045637,1.710647,2.063279,NotSpot
2,2.079301,2.142857,0.47619,1.925004,-0.154297,2.121212,1.359848,1.943812,-0.135489,0.018808,1.808511,2.258047,1.848727,-0.230573,-0.076276,-0.095084,1.871979,2.256803,NotSpot
2,2.223403,2.571429,2.285714,1.995808,-0.227595,2.363636,2.676136,1.969517,-0.253886,-0.026291,1.961702,2.447245,1.858905,-0.364498,-0.136903,-0.110612,1.898106,2.346473,NotSpot
1,2.346715,2.571429,3.952381,2.074291,-0.272424,2.333333,2.354167,1.99416,-0.352555,-0.080132,2.051064,2.467467,1.868413,-0.478302,-0.205878,-0.125746,1.897453,2.333922,NotSpot
6,2.605021,2.857143,3.142857,2.144676,-0.460345,2.575758,2.501894,2.016351,-0.58867,-0.128325,2.059574,2.406692,1.876995,-0.728025,-0.26768,-0.139356,1.903984,2.326069,NotSpot
1,2.703717,3.428571,3.952381,2.193823,-0.509894,2.787879,1.984848,2.034067,-0.66965,-0.159756,2.093617,2.461284,1.884604,-0.819112,-0.309219,-0.149462,1.900718,2.271183,NotSpot
3,2.580955,3,1,2.212894,-0.368061,2.636364,2.801136,2.04628,-0.534674,-0.166613,2.131915,2.619276,1.891198,-0.689757,-0.321695,-0.155082,1.917048,2.291807,NotSpot
4,2.52488,2.857143,2.809524,2.200405,-0.324476,2.424242,1.939394,2.052216,-0.472664,-0.148188,2.170213,2.603382,1.896809,-0.628072,-0.303596,-0.155408,1.930111,2.360472,NotSpot
4,2.524231,3.285714,1.238095,2.158636,-0.365595,2.454545,2.693182,2.05215,-0.472082,-0.106487,2.093617,2.683506,1.901311,-0.62292,-0.257325,-0.150839,1.962116,2.418172,NotSpot
1,2.365741,1.857143,2.142857,2.092306,-0.273435,2.727273,2.204545,2.047579,-0.318162,-0.044727,1.974468,2.392508,1.904709,-0.461032,-0.187597,-0.14287,1.969301,2.39056,NotSpot
3,2.243036,2.571429,2.619048,2.014358,-0.228678,2.272727,2.767045,2.040394,-0.202642,0.026036,1.889362,2.269758,1.907159,-0.335877,-0.107199,-0.133235,1.969954,2.474914,NotSpot
3,2.095585,2,2,1.944953,-0.150632,2.242424,1.689394,2.032281,-0.063304,0.087327,1.846809,2.138825,1.908563,-0.187022,-0.03639,-0.123718,1.955585,2.441163,NotSpot
0,1.898988,2,1.666667,1.906623,0.007635,2.030303,1.405303,2.024976,0.125988,0.118353,1.821277,2.335443,1.909058,0.01007,0.002435,-0.115918,1.947093,2.435761,NotSpot
1,1.819449,1.142857,0.809524,1.910784,0.091335,2,1.5625,2.019094,0.199645,0.10831,1.868085,2.662011,1.908799,0.089349,-0.001986,-0.110295,1.922926,2.374448,NotSpot
2,1.869123,2,0.666667,1.949446,0.080323,1.757576,1.376894,2.015042,0.145919,0.065596,1.910638,2.705656,1.907771,0.038649,-0.041674,-0.107271,1.913782,2.363803,NotSpot
1,1.968595,1.428571,0.619048,1.996021,0.027426,2.151515,2.195076,2.01248,0.043885,0.016459,1.970213,2.994835,1.906201,-0.062394,-0.08982,-0.106279,1.914435,2.395942,NotSpot
2,2.093866,2.285714,1.904762,2.023737,-0.070129,1.939394,1.933712,2.010765,-0.083101,-0.012972,1.974468,2.930969,1.904107,-0.189759,-0.11963,-0.106658,1.887002,2.399642,NotSpot
3,2.094324,1.571429,0.619048,2.021567,-0.072757,2.242424,2.001894,2.009569,-0.084755,-0.011998,1.991489,2.726423,1.901679,-0.192644,-0.119888,-0.107889,1.879817,2.439142,NotSpot
1,2.043679,2.285714,1.238095,2.004666,-0.039013,2,1.25,2.008514,-0.035165,0.003848,1.92766,2.520386,1.898906,-0.144773,-0.10576,-0.109608,1.864794,2.415041,NotSpot
2,2.045759,2,0.666667,1.997235,-0.048524,2.151515,1.257576,2.008139,-0.03762,0.010904,1.919149,2.70711,1.895869,-0.149889,-0.101366,-0.11227,1.879164,2.488003,NotSpot
2,2.117635,2,1,2.012486,-0.105149,2.181818,1.778409,2.008449,-0.109186,-0.004037,1.940426,2.534897,1.892664,-0.224971,-0.119822,-0.115785,1.900065,2.58151,NotSpot
1,2.252938,2.428571,0.952381,2.043296,-0.209642,2.30303,1.905303,2.00947,-0.243468,-0.033826,1.965957,2.648409,1.889295,-0.363643,-0.154001,-0.120175,1.915741,2.598778,NotSpot
3,2.381009,3.285714,3.238095,2.072332,-0.308677,2.363636,2.301136,2.011298,-0.369712,-0.061034,1.919149,2.715657,1.885925,-0.495084,-0.186407,-0.125373,1.913129,2.546043,NotSpot
2,2.344294,2,2,2.090729,-0.253565,2.454545,3.255682,2.012847,-0.331446,-0.077882,1.995745,2.927332,1.882354,-0.461939,-0.208375,-0.130493,1.903984,2.480317,NotSpot
4,2.294082,2.142857,1.47619,2.10351,-0.190571,2.393939,3.621212,2.013394,-0.280688,-0.090117,2.012766,3.072486,1.878714,-0.415368,-0.224796,-0.13468,1.893534,2.4782,NotSpot
1,2.204699,2,2.333333,2.116512,-0.088187,2.363636,3.301136,2.0118,-0.192899,-0.104712,2.055319,3.291799,1.874895,-0.329803,-0.241616,-0.136904,1.890268,2.424552,NotSpot
0,2.275649,2,3,2.125576,-0.150074,2.545455,3.568182,2.007107,-0.268543,-0.118469,2.012766,3.397272,1.870982,-0.404667,-0.254593,-0.136124,1.866101,2.399706,NotSpot
4,2.503958,3.285714,7.238095,2.117846,-0.386112,2.363636,3.363636,1.99877,-0.505187,-0.119075,2.004255,3.346136,1.866881,-0.637076,-0.250964,-0.131889,1.87002,2.402048,NotSpot
5,2.463408,2.857143,2.809524,2.086728,-0.376679,2.393939,3.683712,1.986343,-0.477064,-0.100385,1.953192,2.993526,1.862657,-0.600751,-0.224071,-0.123686,1.851731,2.366891,NotSpot
0,2.287261,3.142857,6.142857,2.035979,-0.251282,2.212121,3.234848,1.970455,-0.316805,-0.065523,1.991489,3.042662,1.858302,-0.428958,-0.177676,-0.112153,1.85565,2.386339,NotSpot
5,2.181591,2.428571,3.619048,1.976943,-0.204648,2.212121,3.234848,1.952107,-0.229484,-0.024836,1.931915,2.781669,1.853816,-0.327775,-0.123127,-0.098291,1.862835,2.307971,NotSpot
1,2.006276,2.285714,3.238095,1.917472,-0.088804,1.939394,1.996212,1.932205,-0.074071,0.014733,1.87234,2.470813,1.849265,-0.157011,-0.068207,-0.08294,1.856956,2.309591,NotSpot
3,1.956847,2,1,1.864137,-0.092711,2.090909,1.460227,1.912428,-0.044419,0.048291,1.795745,2.445281,1.844672,-0.112175,-0.019465,-0.067756,1.845852,2.301713,NotSpot
3,2.006598,2.714286,1.238095,1.82206,-0.184538,1.878788,1.359848,1.894086,-0.112513,0.072026,1.753191,2.041389,1.840138,-0.166461,0.018078,-0.053948,1.83083,2.307964,NotSpot
4,1.916921,1.857143,2.142857,1.794465,-0.122456,2,1.25,1.878438,-0.038483,0.083973,1.697872,1.955337,1.835695,-0.081226,0.04123,-0.042743,1.78968,2.253776,NotSpot
1,1.786709,1.571429,1.619048,1.783595,-0.003114,1.848485,1.195076,1.866018,0.079309,0.082423,1.655319,1.799491,1.831441,0.044732,0.047846,-0.034577,1.768779,2.163495,NotSpot
1,1.822808,2,0.666667,1.787055,-0.035752,2.090909,1.272727,1.857903,0.035096,0.070848,1.702128,1.902346,1.827356,0.004548,0.0403,-0.030548,1.757675,2.128822,NotSpot
3,1.938643,2.142857,1.47619,1.799079,-0.139564,1.909091,1.210227,1.853784,-0.084859,0.054705,1.702128,1.91944,1.823509,-0.115134,0.02443,-0.030276,1.747877,2.103713,NotSpot
4,1.969894,2.571429,0.952381,1.813878,-0.156016,1.818182,1.278409,1.853844,-0.11605,0.039966,1.774468,2.081397,1.820054,-0.14984,0.006176,-0.033791,1.740692,2.111147,NotSpot
3,1.888331,1.571429,2.285714,1.830589,-0.057742,1.939394,2.058712,1.857593,-0.030738,0.027004,1.795745,2.060666,1.816788,-0.071543,-0.013801,-0.040805,1.749837,2.109273,NotSpot
0,1.871397,2.428571,2.952381,1.852568,-0.018829,1.969697,2.280303,1.86472,-0.006678,0.012152,1.791489,2.148645,1.813807,-0.05759,-0.03876,-0.050912,1.760287,2.157533,NotSpot
3,2.02603,2.142857,2.476191,1.88344,-0.142589,1.939394,2.121212,1.874865,-0.151165,-0.008575,1.821277,2.164503,1.811081,-0.214949,-0.072359,-0.063784,1.772044,2.178721,NotSpot
2,2.18782,2.571429,0.952381,1.926023,-0.261797,2.151515,1.570076,1.887207,-0.300613,-0.038816,1.919149,2.527623,1.808545,-0.379275,-0.117478,-0.078662,1.771391,2.192148,NotSpot
3,2.277294,2.714286,0.571429,1.979118,-0.298176,2.363636,1.863636,1.900617,-0.376676,-0.0785,1.880851,2.361811,1.806099,-0.471195,-0.173019,-0.094519,1.794905,2.253334,NotSpot
3,2.347093,2.714286,1.571429,2.038791,-0.308301,2.30303,1.967803,1.913839,-0.433254,-0.124952,1.948936,2.552937,1.803605,-0.543487,-0.235186,-0.110234,1.807969,2.284668,NotSpot
3,2.441636,2.285714,0.904762,2.09425,-0.347386,2.575758,2.189394,1.925429,-0.516207,-0.168821,1.970213,2.687143,1.801168,-0.640468,-0.293082,-0.124261,1.809275,2.316541,NotSpot
1,2.530711,2.571429,0.952381,2.130751,-0.39996,2.878788,2.609848,1.934079,-0.596632,-0.196672,1.923404,2.592399,1.798403,-0.732308,-0.332348,-0.135677,1.815807,2.288926,NotSpot
3,2.716618,3.142857,4.142857,2.136008,-0.58061,2.909091,2.460227,1.93822,-0.778398,-0.197788,1.940426,2.577632,1.795251,-0.921367,-0.340757,-0.142969,1.838014,2.292698,NotSpot
7,2.804611,3.285714,4.571429,2.105309,-0.699302,2.757576,2.564394,1.937667,-0.866944,-0.167642,1.953192,2.634552,1.791652,-1.012959,-0.313658,-0.146016,1.841933,2.25343,NotSpot
3,2.546245,2.857143,4.476191,2.046145,-0.5001,2.848485,3.132576,1.931793,-0.614452,-0.114353,1.885106,2.597854,1.787565,-0.75868,-0.25858,-0.144228,1.842587,2.259519,NotSpot
1,2.266893,3.142857,2.809524,1.978938,-0.287955,2.363636,2.551136,1.921305,-0.345588,-0.057633,1.876596,2.527441,1.782825,-0.484068,-0.196113,-0.13848,1.849771,2.246698,NotSpot
4,2.133848,2.285714,1.904762,1.928282,-0.205566,2.242424,2.001894,1.906272,-0.227576,-0.02201,1.885106,2.486743,1.777493,-0.356355,-0.150789,-0.128779,1.843893,2.216791,NotSpot
3,2.077098,2,2,1.906474,-0.170624,2.030303,1.842803,1.887409,-0.18969,-0.019066,1.817021,2.329623,1.771515,-0.305583,-0.13496,-0.115894,1.84128,2.215968,NotSpot
2,2.083942,2,2.666667,1.903506,-0.180436,2.151515,2.257576,1.865741,-0.218202,-0.037765,1.782979,2.162102,1.765045,-0.318897,-0.138461,-0.100696,1.83083,2.204696,NotSpot
0,2.084685,1.857143,1.809524,1.896297,-0.188388,2.212121,1.797348,1.841715,-0.24297,-0.054582,1.765957,2.060374,1.758014,-0.326671,-0.138283,-0.083701,1.767472,2.144588,NotSpot
1,2.089756,1.714286,1.904762,1.865402,-0.224354,2.333333,1.979167,1.816147,-0.273609,-0.049255,1.787234,2.057101,1.750566,-0.33919,-0.114836,-0.065581,1.752449,2.152404,NotSpot
1,2.043724,2.571429,2.952381,1.809877,-0.233847,1.969697,1.655303,1.789856,-0.253868,-0.020021,1.765957,2.128751,1.742844,-0.30088,-0.067034,-0.047012,1.702809,2.079593,NotSpot
1,1.877837,1.428571,0.285714,1.74156,-0.136276,2,1.8125,1.764498,-0.113338,0.022938,1.651064,1.877723,1.73515,-0.142687,-0.00641,-0.029348,1.672763,2.004611,NotSpot
2,1.911354,2.285714,0.904762,1.830397,-0.080958,1.848485,1.757576,1.909421,-0.001933,0.079025,1.8,2.340171,1.843863,-0.067491,0.013467,-0.065558,1.845199,2.260335,NotSpot
3,1.950116,1.714286,0.904762,1.868338,-0.081777,2.212121,2.109848,1.935284,-0.014832,0.066945,1.795745,2.240153,1.854956,-0.09516,-0.013383,-0.080328,1.873939,2.332464,NotSpot
1,2.04425,2.428571,1.952381,1.935887,-0.108363,2,1.9375,1.961612,-0.082638,0.025725,1.906383,2.512566,1.865496,-0.178754,-0.070391,-0.096116,1.893534,2.314801,NotSpot
3,2.208435,1.857143,1.809524,2.017311,-0.191124,2.30303,2.592803,1.987779,-0.220657,-0.029532,1.893617,2.445899,1.875404,-0.333032,-0.141907,-0.112375,1.920313,2.351816,NotSpot
2,2.469825,2.571429,2.952381,2.094956,-0.374869,2.69697,3.092803,2.01249,-0.457335,-0.082466,2.012766,2.422913,1.884411,-0.585414,-0.210545,-0.128079,1.913782,2.344196,NotSpot
1,2.585672,2.428571,1.285714,2.155112,-0.430561,2.787879,2.672348,2.033669,-0.552003,-0.121442,2.093617,2.52966,1.892467,-0.693206,-0.262645,-0.141202,1.90921,2.308745,NotSpot
3,2.420901,2.142857,2.142857,2.189698,-0.231203,2.666667,2.979167,2.04998,-0.370922,-0.139718,2.102128,2.707474,1.899507,-0.521394,-0.290191,-0.150473,1.909863,2.300367,NotSpot
0,2.311946,2,2.666667,2.196991,-0.114955,2.333333,1.791667,2.060484,-0.251462,-0.136507,2.119149,2.575486,1.905562,-0.406384,-0.291429,-0.154922,1.947747,2.369817,NotSpot
3,2.449072,2.142857,1.809524,2.176634,-0.272439,2.575758,2.314394,2.065083,-0.383989,-0.111551,2.13617,2.579669,1.910506,-0.538566,-0.266127,-0.154577,1.960157,2.444817,NotSpot
1,2.484185,3,3.666667,2.128784,-0.355401,2.545455,2.318182,2.065033,-0.419152,-0.063751,2.008511,2.461466,1.914334,-0.569851,-0.21445,-0.150699,1.97518,2.460821,NotSpot
3,2.360825,2.142857,2.142857,2.062529,-0.298296,2.424242,2.314394,2.061895,-0.298931,-0.000635,1.974468,2.366867,1.917194,-0.443631,-0.145335,-0.1447,1.980405,2.492426,NotSpot
1,2.16416,2.285714,0.571429,1.999009,-0.165151,2.242424,2.126894,2.057216,-0.106944,0.058207,1.889362,2.244117,1.918983,-0.245177,-0.080026,-0.138233,1.98563,2.46646,NotSpot
2,1.933271,1.571429,2.952381,1.96526,0.031989,2.030303,1.530303,2.052822,0.119551,0.087562,1.889362,2.509074,1.919831,-0.01344,-0.045429,-0.13299,1.970607,2.462534,NotSpot
0,1.83849,1.714286,0.904762,1.978542,0.140051,1.939394,1.433712,2.049134,0.210643,0.070592,1.893617,2.779233,1.919903,0.081412,-0.058639,-0.129231,1.954931,2.484896,NotSpot
2,1.999949,1.428571,1.285714,2.031619,0.03167,2.242424,2.251894,2.046719,0.04677,0.0151,2.034043,3.067212,1.919169,-0.08078,-0.11245,-0.12755,1.913129,2.425782,NotSpot
2,2.258531,2.428571,1.619048,2.092078,-0.166453,2.181818,2.340909,2.045261,-0.21327,-0.046817,2.051064,3.048663,1.917854,-0.340677,-0.174224,-0.127406,1.939909,2.459132,NotSpot
4,2.386951,2.571429,1.285714,2.125529,-0.261422,2.333333,2.604167,2.044176,-0.342775,-0.081353,2.059574,2.945154,1.915985,-0.470966,-0.209544,-0.128191,1.905291,2.424358,NotSpot
2,2.3179,2.428571,1.619048,2.119884,-0.198016,2.272727,1.704545,2.043272,-0.274628,-0.076612,2.110638,3.073177,1.913747,-0.404153,-0.206137,-0.129525,1.893534,2.446827,NotSpot
1,2.151824,2.285714,1.238095,2.095734,-0.05609,2.363636,1.613636,2.042206,-0.109618,-0.053528,2.119149,2.866085,1.911131,-0.240693,-0.184604,-0.131076,1.90921,2.504824,NotSpot
3,2.120125,1.571429,0.952381,2.083168,-0.036957,2.121212,1.609848,2.041609,-0.078517,-0.041559,2.034043,2.580033,1.908216,-0.211909,-0.174952,-0.133393,1.89484,2.515078,NotSpot
2,2.304254,3.142857,2.142857,2.094548,-0.209706,2.272727,1.892045,2.041605,-0.262648,-0.052943,2.012766,2.51693,1.905108,-0.399146,-0.18944,-0.136497,1.916394,2.590391,NotSpot
4,2.511401,2.571429,2.952381,2.116119,-0.395282,2.727273,2.517045,2.042359,-0.469042,-0.073761,2.051064,2.638407,1.9018,-0.609601,-0.214319,-0.140558,1.939909,2.602923,NotSpot
5,2.529792,2.857143,2.476191,2.125938,-0.403854,2.545455,2.630682,2.044006,-0.485786,-0.081932,2.008511,2.803346,1.898458,-0.631334,-0.22748,-0.145548,1.942521,2.646367,NotSpot
1,2.267305,2.714286,2.238095,2.119813,-0.147492,2.242424,2.564394,2.045464,-0.221841,-0.074349,2.012766,2.841717,1.894877,-0.372428,-0.224936,-0.150587,1.92162,2.527186,NotSpot
1,2.021697,1.857143,2.476191,2.112234,0.090537,2,1.75,2.045951,0.024254,-0.066283,2.068085,3.29449,1.891195,-0.130502,-0.221038,-0.154756,1.917701,2.523941,NotSpot
1,1.95159,1.142857,1.142857,2.118742,0.167152,2,2.125,2.044299,0.092709,-0.074443,2.089362,3.432151,1.887307,-0.064283,-0.231435,-0.156993,1.907903,2.513735,NotSpot
0,2.096734,1.571429,2.952381,2.138857,0.042124,2.393939,3.371212,2.039336,-0.057397,-0.099521,2.07234,3.383633,1.883284,-0.21345,-0.255573,-0.156052,1.891574,2.508497,NotSpot
1,2.285365,1.714286,1.571429,2.156347,-0.129018,2.484848,3.820076,2.030364,-0.255002,-0.125983,2.042553,3.391344,1.879053,-0.406313,-0.277294,-0.151311,1.902678,2.498365,NotSpot
2,2.447809,2.285714,5.238095,2.153521,-0.294288,2.757576,3.876894,2.016689,-0.43112,-0.136832,1.991489,3.256337,1.874667,-0.573142,-0.278854,-0.142022,1.879817,2.462671,NotSpot
6,2.654707,3,3.666667,2.119888,-0.534819,2.515152,3.507576,1.998898,-0.655809,-0.12099,1.978723,3.020913,1.870125,-0.784582,-0.249763,-0.128773,1.887655,2.416129,NotSpot
4,2.532476,3.571429,4.952381,2.05828,-0.474195,2.575758,3.251894,1.977991,-0.554484,-0.080289,1.931915,2.764575,1.865431,-0.667045,-0.19285,-0.11256,1.871326,2.367092,NotSpot
1,2.125163,2,1.333333,1.980419,-0.144743,2.242424,2.439394,1.954952,-0.170211,-0.025468,1.829787,2.509365,1.860649,-0.264514,-0.119771,-0.094303,1.873939,2.370373,NotSpot
2,1.985694,2.142857,1.47619,1.903574,-0.08212,2.151515,1.945076,1.931685,-0.054009,0.028111,1.744681,2.319149,1.855811,-0.129883,-0.047763,-0.075874,1.85565,2.357581,NotSpot
4,2.076472,2.571429,0.952381,1.840486,-0.235986,1.878788,1.109848,1.90972,-0.166752,0.069234,1.757447,2.133224,1.851022,-0.22545,0.010536,-0.058698,1.815153,2.295875,NotSpot
3,2.017194,2.714286,1.238095,1.79573,-0.221464,1.939394,1.558712,1.890687,-0.126508,0.094957,1.697872,1.929696,1.846305,-0.170889,0.050575,-0.044381,1.798824,2.258848,NotSpot
2,1.845691,2.142857,0.47619,1.771584,-0.074107,1.909091,1.397727,1.875478,0.029787,0.103895,1.702128,1.893799,1.841777,-0.003914,0.070194,-0.033701,1.766819,2.138402,NotSpot
2,1.832696,1.857143,1.47619,1.76704,-0.065657,1.787879,1.172348,1.865349,0.032653,0.09831,1.706383,1.849318,1.837415,0.004718,0.070375,-0.027935,1.755715,2.158587,NotSpot
2,1.874133,2.142857,0.47619,1.777332,-0.096801,1.939394,1.246212,1.860109,-0.014024,0.082777,1.731915,2.128678,1.833291,-0.040842,0.055959,-0.026818,1.757675,2.143201,NotSpot
2,1.846375,2,1,1.795079,-0.051296,1.909091,1.460227,1.860041,0.013667,0.064962,1.757447,2.175959,1.829549,-0.016826,0.03447,-0.030492,1.736773,2.114326,NotSpot
2,1.810603,2.142857,0.47619,1.817341,0.006737,1.69697,1.780303,1.864513,0.053909,0.047172,1.804255,2.226478,1.826005,0.015402,0.008664,-0.038507,1.757022,2.144845,NotSpot
3,1.868558,1.571429,2.619048,1.848363,-0.020195,1.909091,1.960227,1.872988,0.00443,0.024625,1.812766,2.349409,1.82275,-0.045807,-0.025613,-0.050238,1.785761,2.190673,NotSpot
4,2.106119,2.714286,1.238095,1.892944,-0.213175,2.151515,1.820076,1.884721,-0.221398,-0.008223,1.808511,2.386252,1.819757,-0.286362,-0.073186,-0.064964,1.78772,2.237915,NotSpot
4,2.282046,2.857143,1.47619,1.951459,-0.330587,2.30303,1.342803,1.898527,-0.383518,-0.052931,1.851064,2.434988,1.816962,-0.465084,-0.134497,-0.081565,1.798171,2.255317,NotSpot
3,2.307086,2.428571,1.285714,2.017273,-0.289812,2.363636,1.488636,1.912992,-0.394094,-0.104281,1.906383,2.392908,1.814267,-0.492818,-0.203006,-0.098724,1.80209,2.292179,NotSpot
2,2.356838,2.428571,0.952381,2.081765,-0.275073,2.393939,2.246212,1.926559,-0.430279,-0.155206,2.004255,2.542717,1.811529,-0.545309,-0.270236,-0.11503,1.805356,2.339867,NotSpot
1,2.441818,2.714286,3.904762,2.133953,-0.307865,2.575758,2.314394,1.937687,-0.504131,-0.196266,2.068085,2.687652,1.808858,-0.63296,-0.325095,-0.128829,1.818419,2.351321,NotSpot
2,2.543689,2.428571,2.619048,2.1612,-0.382489,2.757576,2.689394,1.945111,-0.598578,-0.216089,2.038298,2.601091,1.805866,-0.737822,-0.355333,-0.139244,1.824951,2.370645,NotSpot
3,2.686221,2.857143,1.47619,2.154178,-0.532043,2.575758,2.751894,1.947518,-0.738703,-0.20666,2.034043,2.648409,1.802518,-0.883703,-0.35166,-0.145,1.821685,2.328314,NotSpot
3,2.678592,3.428571,3.952381,2.1108,-0.567791,2.848485,2.757576,1.945019,-0.733573,-0.165781,1.940426,2.449427,1.798735,-0.879857,-0.312066,-0.146284,1.822991,2.285641,NotSpot
