@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
6506,7863.570801,-655.532288,7380.714355,18071110,7669.908203,-193.662598,6.941122,8155.939453,16734235,7468.044922,-395.525879,-201.863281,-53.151203,7531.494141,16215121,7059.468262,-804.102539,-610.439941,-408.57666,-17.30666,7486.230469,15705565,NotSpot
3194,7548.045898,-205.203125,7604.285645,6348288,7467.767578,-80.27832,70.875137,7975.63623,11287309,7437.472168,-110.57373,-30.29541,-44.658592,7294.206055,13501449,7063.737793,-484.308105,-404.029785,-373.734375,-17.203358,7517.645996,15729166,NotSpot
10550,7149.131836,-65.601097,6834.428711,14659191,7287.002441,137.870605,119.12915,7209.211914,8597000,7406.230469,257.098633,119.228027,-35.82299,7159.567871,13363987,7068.734375,-80.397461,-218.268066,-337.496094,-17.123447,7495.470215,15307202,NotSpot
12221,6922.06543,-508.200836,7748.856934,8581603,7143.12793,221.0625,159.5047,6726.788086,10696317,7378.820801,456.755371,235.692871,-28.033562,7223.898926,13338881,7074.445801,152.380371,-68.682129,-304.375,-17.079113,7468.154785,15334127,NotSpot
10719,8037.087891,-1831.939941,9231.428711,14732377,7436.796387,-600.291504,-17.760643,7614.90918,19148144,7378.510742,-658.577148,-58.285645,-37.630726,7128.027344,16773764,7022.988281,-1014.099609,-413.808105,-355.522461,-17.309996,7456.731934,15942471,NotSpot
4811,7934.067871,-684.69458,8446.857422,12182564,7442.466309,-491.601563,-51.39045,8376.060547,18519188,7356.480957,-577.586914,-85.985352,-35.703278,7220.696289,15421745,7018.575195,-915.492676,-423.891113,-337.905762,-17.139254,7415.112305,15553655,NotSpot
11518,7816.103516,-567.093384,7396,12678762,7443.033691,-373.069824,-76.283569,7824.484863,22698682,7340.885254,-475.218262,-102.148438,-34.026085,7320.334473,16366529,7015.246094,-800.857422,-427.787598,-325.63916,-17.021706,7397.148926,15467802,NotSpot
6659,7790.688477,-12.441521,6549.143066,8018477.5,7435.543945,-355.144531,-97.702034,7909.424316,22267334,7332.489746,-458.19873,-103.054199,-32.953114,7375.67334,17183980,7012.978027,-777.710449,-422.565918,-319.511719,-16.951689,7427.880371,15567864,NotSpot
4035,7994.713867,-329.908569,7541.428711,7076090,7420.055176,-574.658691,-97.457542,8635.333008,27898088,7331.304199,-663.409668,-88.750977,-32.938236,7138.567871,15394462,7011.843262,-982.870605,-408.211914,-319.460938,-16.932171,7439.076172,15531374,NotSpot
8731,8168.930176,-1886.513306,9530.142578,26858510,7407.885254,-761.044922,-57.585587,7981.060547,18447872,7337.19043,-831.739746,-70.694824,-34.418102,7185.638184,14970754,7011.383789,-1157.546387,-396.501465,-325.806641,-16.954197,7415.325195,15453600,NotSpot
2444,7708.168945,-491.123566,7480.428711,7812377,7434.538086,-273.630859,-12.036272,8301.454102,19785296,7349.266113,-358.902832,-85.271973,-37.451534,7474.498047,16721152,7012.241699,-695.927246,-422.296387,-337.024414,-17.015963,7402.928223,15158737,NotSpot
7016,7623.095215,-575.196106,8930.857422,30542132,7530.269043,-92.826172,-23.021019,7259.030273,14871477,7366.068359,-257.026855,-164.200684,-41.5317,7564.458984,13739466,7013.84082,-609.254395,-516.428223,-352.227539,-17.106932,7409.848633,15200950,NotSpot
16008,7963.843262,-937.148071,8191.856934,28719282,7677.896484,-285.946777,-98.993134,7804.151367,15245881,7384.476563,-579.366699,-293.419922,-45.642174,7643.984375,15814505,7016.161621,-947.681641,-661.734863,-368.314941,-17.224247,7336.600586,14943231,NotSpot
13040,8138.710449,-315.968506,8255.286133,20581344,7799.117188,-339.593262,-170.073212,7806.484863,13912102,7399.982422,-738.728027,-399.134766,-48.471046,7710.081543,16269842,7018.926758,-1119.783691,-780.19043,-381.055664,-17.350103,7413.71875,15186951,NotSpot
7204,7978.980469,429.199585,7115.428711,9479346,7818.500488,-160.47998,-164.400269,8575.454102,15616660,7411.711914,-567.268555,-406.788574,-49.250977,8073.256836,17376954,7021.845703,-957.134766,-796.654785,-389.866211,-17.480263,7389.855957,15182534,NotSpot
3589,7480.27832,887.352966,7245.285645,32445934,7715.539063,235.260742,-70.211311,7966.36377,21479306,7418.086426,-62.191895,-297.452637,-47.759712,7870.708008,16643101,7024.674805,-455.603516,-690.864258,-393.411621,-17.602448,7423.577637,15276094,NotSpot
4817,6746.162109,1935.719604,5771.714355,17559516,7537.280762,791.118652,68.14518,6816.151367,15056339,7421.307617,675.145508,-115.973145,-44.728832,7692.128418,18265126,7027.981934,281.819824,-509.298828,-393.325684,-17.722506,7419.967773,15151329,NotSpot
2892,6327.094238,2151.67334,5327.428711,5370472.5,7372.914551,1045.820313,184.474243,6009.969727,11053522,7423.546387,1096.452148,50.631836,-41.485882,7508.83252,16586950,7031.160645,704.066406,-341.753906,-392.385742,-17.819475,7444.190918,15035240,NotSpot
10051,6428.419922,815.824585,5599.143066,10249039,7303.550781,875.130859,225.384766,6058.818359,13025105,7429.294434,1000.874512,125.743652,-39.714134,7488.412598,16449841,7034.552246,606.132324,-268.998535,-394.742188,-17.896906,7460.670898,15238240,NotSpot
5963,6678.243164,643.224609,7405.428711,35994764,7367.541992,689.298828,168.355927,6366.54541,17486946,7438.956055,760.712891,71.414063,-40.409302,7450.83252,17103458,7037.572266,359.329102,-329.969727,-401.383789,-17.947317,7483.731934,15926520,NotSpot
1485,7232.987305,1054.714233,5145.428711,7947329.5,7545.964844,312.977539,36.307274,7478.242188,24800320,7454.530273,221.542969,-91.43457,-43.895973,7654.404785,16276209,7040.712402,-192.274902,-505.252441,-413.817871,-17.969711,7484.57959,16145900,NotSpot
9387,8229.060547,-1139.716309,10037.713867,43781964,7769.636719,-459.423828,-105.838737,8193.030273,25137660,7473.404297,-755.65625,-296.232422,-49.492676,7878.622559,17048516,7043.864746,-1185.195801,-725.771973,-429.539551,-17.960756,7492.925293,16508647,NotSpot
10107,8613.302734,-1798.78418,10530.857422,14209515,7957.693848,-655.608887,-188.152802,7818.63623,24256084,7492.331543,-1120.971191,-465.362305,-55.738617,8156.533203,17479926,7046.860352,-1566.442383,-910.833496,-445.471191,-17.922066,7453.531738,16183905,NotSpot
12579,8083.47168,301.986816,7413.428711,13702056,8054.493652,-28.978027,-185.780502,7939.90918,16057492,7506.283691,-577.187988,-548.209961,-60.929104,8337.917969,17849398,7049.830566,-1033.641113,-1004.663086,-456.453125,-17.857491,7478.946777,16223118,NotSpot
3789,7325.507813,2603.957031,6394.143066,11994138,8044.85791,719.350098,-125.354637,6963.484863,14239287,7511.811035,186.303223,-533.046875,-63.483242,8272.953125,17046820,7053.142578,-272.365234,-991.715332,-458.668457,-17.773125,7507.509277,16228837,NotSpot
3656,6938.871582,3340.552979,5500.714355,10929456,7943.476074,1004.604492,-47.916771,7422.90918,22828972,7505.469727,566.598145,-438.006348,-62.460968,8169.311523,16375742,7056.708008,117.836426,-886.768066,-448.761719,-17.674515,7450.468262,16203513,NotSpot
4103,7252.617188,1235.442871,6141.428711,18882148,7783.146484,530.529297,20.095493,7182.63623,18599000,7487.916504,235.299316,-295.22998,-57.8293,7851.618652,16220202,7060.672363,-191.944824,-722.474121,-427.244141,-17.572357,7426.362305,15687172,NotSpot
14900,7732.94873,-1666.009521,9102.428711,11196182,7599.822754,-133.125977,69.275635,7019.54541,20455926,7461.130371,-271.818359,-138.692383,-50.311604,7694.972656,16056572,7064.853027,-668.095703,-534.969727,-396.277344,-17.47039,7469.115723,15709381,NotSpot
9195,7609.535156,-1589.616943,9297.142578,20747078,7428.821289,-180.713867,94.62587,7427.63623,12179665,7429.201172,-180.333984,0.379883,-41.211262,7522.669434,15109185,7069.689941,-539.845215,-359.131348,-359.51123,-17.380695,7464.22168,15768692,NotSpot
8457,7175.152344,-407.519379,7807.856934,5672496,7293.695801,118.543457,94.669006,6664.63623,13928585,7397.605469,222.453125,103.909668,-32.148441,7234.560547,13498363,7075.149414,-100.00293,-218.546387,-322.456055,-17.311815,7463.745117,15446737,NotSpot
4431,6621.432129,1617.205444,5350.285645,4540592.5,7235.026855,613.594727,107.593643,6584.121094,10293581,7338.253906,716.821777,103.227051,-32.793877,7253.552734,16257872,7006.336914,384.904785,-228.689941,-331.916992,-16.969704,7424.981934,15627396,NotSpot
4249,7109.594238,987.093506,5541.428711,11049585,7277.809082,168.214844,48.299015,7611.484863,19827128,7339.230957,229.636719,61.421875,-33.037148,7062.183105,14695339,7005.610352,-103.983887,-272.19873,-333.620605,-16.971889,7417.007324,15471591,NotSpot
11905,7827.276855,-1548.029785,8973,23032444,7337.67041,-489.606445,3.863092,8130.969727,24532378,7346.464355,-480.8125,8.793945,-34.587067,7211.750977,14689498,7005.59082,-821.686035,-332.07959,-340.873535,-17.011969,7466.060547,15501959,NotSpot
7773,7820.911621,-921.454895,7315,19386558,7415.615234,-405.296387,-15.62203,8526.211914,18313034,7358.984375,-461.927246,-56.630859,-37.471928,7387.774414,14230647,7006.926758,-813.984863,-408.688477,-352.057617,-17.087299,7459.373535,15306509,NotSpot
12678,7967.481934,-1556.639893,8892.571289,4391949,7523.961426,-443.520508,-46.565762,7353.727051,14209086,7375.690918,-591.791016,-148.270508,-41.232346,7648.455078,14657655,7009.004395,-958.477539,-514.957031,-366.686523,-17.187286,7462.680176,15156406,NotSpot
10082,8297.539063,-1916.579834,9517,16331520,7655.273926,-642.265137,-111.680519,8195.181641,14339869,7393.742676,-903.796387,-261.53125,-44.95507,7827.64209,15920411,7011.8125,-1285.726563,-643.461426,-381.930176,-17.308868,7403.624023,15020151,NotSpot
5647,8391.208984,-1031.900757,10110.713867,16838140,7755.740723,-635.468262,-175.754364,8584.121094,15066856,7408.880371,-982.328613,-346.860352,-47.456585,7709.89502,15702038,7015.057617,-1376.151367,-740.683105,-393.822754,-17.434824,7449.081543,15251897,NotSpot
6152,8432.349609,-1048.369873,8976.286133,21194560,7761.23584,-671.11377,-176.335037,7967.848633,17943712,7420.435059,-1011.914551,-340.800781,-48.079304,7677.688477,15615094,7018.506836,-1413.842773,-742.729004,-401.928223,-17.564018,7486.387207,15591540,NotSpot
19101,8236.081055,-2270.217041,10240.142578,41467840,7646.178223,-589.902832,-78.415314,7683.060547,18932970,7427.008301,-809.072754,-219.169922,-46.685009,7740.097168,16343302,7021.886719,-1214.194336,-624.291504,-405.121582,-17.68294,7504.739746,15533434,NotSpot
5147,7192.313965,-38.892662,7334.285645,33257734,7453.332031,261.018066,86.83403,6995.757813,20642794,7430.687012,238.373047,-22.64502,-43.986599,7619.645996,17553486,7025.769531,-166.544434,-427.5625,-404.91748,-17.799007,7514.498535,15396918,NotSpot
5900,6330.085938,1622.729492,5255.428711,2252850.25,7282.003418,951.91748,229.57103,6808.939453,14622823,7433.391113,1103.305176,151.387695,-41.258335,7429.793945,18290312,7029.550781,699.464844,-252.452637,-403.840332,-17.891914,7531.197266,15377783,NotSpot
4312,6428.606934,687.335693,6283,10811123,7225.861816,797.254883,269.810303,6306.969727,10388357,7439.508789,1010.901855,213.646973,-40.102547,7324.988281,17322474,7033.606934,605,-192.254883,-405.901855,-17.967546,7498.780273,15724879,NotSpot
11496,6956.157715,-315.490112,6700.571289,9376844,7321.568848,365.411133,190.434265,7278.939453,24271914,7449.282715,493.125,127.713867,-41.406151,7487.490234,17419848,7037.312012,81.154297,-284.256836,-411.970703,-18.017874,7536.44873,15915271,NotSpot
3091,7677.835449,-678.143433,9353.571289,52622076,7537.402832,-140.432617,34.427723,7762.272949,24678376,7464.374512,-213.460938,-73.02832,-45.380627,7504.011719,15486649,7041.196777,-636.638672,-496.206055,-423.177734,-18.043226,7532.64502,16035877,NotSpot
22497,8720.773438,-3176.465332,10119.857422,52167304,7789.711426,-931.062012,-122.941612,8492.242188,20814388,7482.264648,-1238.508789,-307.446777,-51.252087,7856.92627,16412089,7045.116211,-1675.657227,-744.595215,-437.148438,-18.040747,7493.803711,16062770,NotSpot
15518,8888.476563,-2344.467773,10258.857422,44318068,7987.843262,-900.633301,-205.918594,8123.696777,18032590,7499.537109,-1388.939453,-488.306152,-57.472252,7956.112793,18590838,7048.889648,-1839.586914,-938.953613,-450.647461,-18.01103,7448.652344,16283795,NotSpot
3562,8146.578613,763.385315,8144.428711,21008208,8074.378418,-72.200195,-185.991028,8943.09082,17377622,7511.379883,-635.19873,-562.998535,-62.327969,8252.34668,18684262,7052.635742,-1093.942871,-1021.742676,-458.744141,-17.957884,7466.174316,16014511,NotSpot
5749,7474.286133,1548.280029,7632.143066,15121335,8042.810547,568.524414,-98.848022,7042.181641,17009872,7514.392578,40.106445,-528.417969,-64.250389,8376.599609,17944494,7056.689941,-417.596191,-986.120605,-457.702637,-17.886387,7444.917969,15912371,NotSpot
11247,6971.317383,2211.509521,4887.714355,11967819,7922.491211,951.173828,-3.444321,6987.394043,15697933,7505.455078,534.137695,-417.036133,-62.417713,8326.898438,18629158,7060.97168,89.654297,-861.519531,-444.483398,-17.802092,7473.30127,16253922,NotSpot
3077,6907.365234,1841.789429,7146.714355,12571068,7756.334473,848.969238,65.0811,6318,12170547,7485.787598,578.422363,-270.546875,-56.957447,7938.918457,17271458,7065.606445,158.241211,-690.728027,-420.181152,-17.714485,7439.851563,16432234,NotSpot
9333,7164.642578,252.962097,6620.856934,22289682,7581.280273,416.637695,101.038101,7628.757813,15224926,7457.348145,292.705566,-123.932129,-48.722534,7769.365723,15959472,7070.39209,-94.250488,-510.888184,-386.956055,-17.626219,7422.050781,15886423,NotSpot
5094,6211.588379,1201.710938,5984.714355,16314990,7125.842285,914.253906,244.585861,5974.424316,10600114,7343.444824,1131.856445,217.602539,-34.048904,7267.918457,16195453,6999.325684,787.737305,-126.516602,-344.119141,-16.944113,7434.956543,15456968,NotSpot
2083,6627.958984,1490.430908,4409.285645,9587126,7193.916992,565.958008,152.098282,6924.09082,21383894,7345.846191,717.887207,151.929199,-34.139801,7144.108887,14751342,6999.089355,371.130371,-194.827637,-346.756836,-16.973171,7437.65918,15327462,NotSpot
1829,7350.733887,-426.29895,8943,54386264,7289.595215,-61.138672,57.933914,7271.424316,21029052,7353.571289,2.837402,63.976074,-35.317299,7291.163574,14851649,6999.587402,-351.146484,-290.007813,-353.983887,-17.036093,7439.869629,15010221,NotSpot
10053,7566.344727,-591.979492,7295.143066,11861403,7386.186523,-180.158203,2.054813,7437.605957,21544976,7365.61377,-200.730957,-20.572754,-37.610294,7216.852051,12947842,7001.465332,-564.879395,-384.721191,-364.148438,-17.129293,7471.254883,15211894,NotSpot
6823,7607.262695,-180.631393,7830.856934,11446228,7482.634766,-124.62793,-32.073994,7193.969727,8409017,7381.380859,-225.881836,-101.253906,-40.654831,7461.509766,14352547,7004.080566,-603.182129,-478.554199,-377.300293,-17.242311,7532.038086,15560837,NotSpot
6579,7860.647461,-352.647766,7961.143066,5398877,7583.568359,-277.079102,-80.696457,8651.878906,9056975,7398.447266,-462.200195,-185.121094,-43.696632,7676.147949,14613034,7007.422363,-853.225098,-576.145996,-391.024902,-17.371771,7457.097656,15482173,NotSpot
11566,8283.739258,-1042.495728,8349.286133,3944367.5,7662.607422,-621.131836,-143.536346,8576.939453,14553768,7413.01123,-870.728027,-249.596191,-45.746548,7569.941406,14060503,7011.182129,-1272.557129,-651.425293,-401.829102,-17.501158,7493.179199,15473191,NotSpot
8960,8772.027344,-2163.199707,9563.142578,23374884,7667.98877,-1104.038574,-167.909103,9176.454102,19720394,7424.624512,-1347.402832,-243.364258,-46.278191,7499.754883,14941404,7015.189941,-1756.837402,-652.798828,-409.43457,-17.632416,7511.564453,15597989,NotSpot
19169,8836.993164,-3775.975342,11019.713867,39690472,7566.255859,-1270.737305,-91.777245,8529.636719,20415644,7432.099609,-1404.893555,-134.15625,-45.234505,7273.529297,15000055,7019.147461,-1817.845703,-547.108398,-412.952148,-17.750999,7553.631836,15533699,NotSpot
7954,7769.378906,-1889.218994,10085.142578,30240388,7389.818848,-379.560059,74.057587,7547.788086,17863706,7437.24707,-332.131836,47.428223,-43.24667,7335.972656,15164654,7023.619141,-745.759766,-366.199707,-413.62793,-17.865608,7565.936523,15689489,NotSpot
4995,6570.912109,904.207825,5900.856934,2595164.75,7239.887207,668.975098,223.347809,6403.575684,13938213,7441.601563,870.689453,201.714355,-41.447739,7274.774414,16190592,7028.002441,457.090332,-211.884766,-413.599121,-17.956766,7547.595215,15641521,NotSpot
4557,6524.382813,938.062012,5792.285645,4116332.5,7214.914551,690.531738,253.992218,6663.303223,9975962,7449.157715,924.774902,234.243164,-41.246376,7089.960938,16951130,7032.714844,508.332031,-182.199707,-416.442871,-18.032598,7614.845703,16127672,NotSpot
4437,7175.540527,-220.452942,7288.714355,19281732,7343.335449,167.794922,160.391663,7447.818359,13335776,7459.859375,284.318848,116.523926,-43.350487,7223.466797,16504112,7037.092773,-138.447754,-306.242676,-422.766602,-18.084455,7594.695313,16209514,NotSpot
4079,7686.803223,-57.75042,6412.571289,17673302,7580.605957,-106.197266,7.491907,7712.515137,22554024,7474.954102,-211.849121,-105.651855,-47.834068,7494.10498,16530137,7041.696777,-645.106445,-538.90918,-433.257324,-18.114096,7526.034668,16431758,NotSpot
9299,8301.639648,-961.286499,9509.428711,40099864,7840.250488,-461.38916,-135.269333,8228.818359,20599004,7492.023926,-809.615723,-348.226563,-53.860901,7966.770508,16728272,7046.350098,-1255.289551,-793.900391,-445.673828,-18.119108,7479.790527,16376473,NotSpot
7520,8579.699219,-593.582092,8940.428711,13887980,8038.935059,-540.76416,-213.883591,8610.515625,21614156,7507.632324,-1072.066895,-531.302734,-59.873283,8087.443359,16935434,7050.867188,-1528.832031,-988.067871,-456.765137,-18.098976,7457.02002,16190033,NotSpot
5575,8443.344727,40.035217,8029.285645,16836938,8124.661621,-318.683105,-204.529221,8785.211914,11932077,7517.353027,-925.991699,-607.308594,-64.229103,8003.774414,17677904,7055.345703,-1387.999023,-1069.315918,-462.007324,-18.057444,7424.221191,16003948,NotSpot
14085,8210.945313,-670.223633,8684.713867,16168987,8092.272949,-118.672363,-132.948318,7661.424316,13573374,7518.007324,-692.937988,-574.265625,-65.446014,8346.591797,18300122,7060.095215,-1150.850098,-1032.177734,-457.912109,-17.998451,7371.807129,15603838,NotSpot
6161,7695.487305,522.82312,7905,19352724,7971.650391,276.163086,-50.065247,7492.969727,17128616,7506.881836,-188.605469,-464.768555,-62.849049,8202.910156,15973029,7065.041016,-630.446289,-906.609375,-441.84082,-17.927792,7371.186035,15730512,NotSpot
1309,6687.739258,917.948364,6546.143066,28089738,7215.216309,527.477051,169.400085,6630.303223,20521118,7352.433594,664.694336,137.217285,-36.640068,7150.077637,13977288,6992.20166,304.462402,-223.014648,-360.231934,-16.926979,7384.369141,15029696,NotSpot
16523,7086.806152,150.208313,5630.714355,27103478,7298.009766,211.203613,76.371658,7343.394043,22468106,7360.193848,273.387695,62.184082,-37.120884,7416.011719,13625807,6993.296387,-93.509766,-304.713379,-366.897461,-17.017447,7405.030762,15261931,NotSpot
6199,7311.036621,-42.313477,7766.143066,21192408,7370.364258,59.327637,27.06992,6910.848633,18242608,7371.334473,60.297852,0.970215,-38.528893,7367.914551,14488186,6995.791992,-315.244629,-374.572266,-375.54248,-17.13306,7439.90332,15085952,NotSpot
4510,7206.156738,834.178345,6745.856934,3616005.25,7424.876953,218.720215,18.056646,8013.696777,10320230,7385.876465,179.719727,-39.000488,-40.645454,7399.151855,14297869,6999.010254,-207.146484,-425.866699,-386.866211,-17.263588,7486.73877,14917123,NotSpot
4664,7201.14209,1040.622192,6562.143066,3750018,7478.483887,277.341797,4.366993,7215.484863,5518459.5,7401.887207,200.745117,-76.59668,-42.910065,7536.303711,14905734,7002.945313,-198.196777,-475.538574,-398.941895,-17.405293,7539.694336,15514648,NotSpot
9132,7744.907227,-533.966309,7238.714355,7264217.5,7530.88623,-214.020996,-44.08976,7547.333496,13383649,7416.13916,-328.768066,-114.74707,-44.558159,7628.120605,13832366,7007.272949,-737.634277,-523.613281,-408.866211,-17.542355,7543.105957,15640967,NotSpot
6808,8510.358398,-2426.63208,11802.857422,21937870,7543.859375,-966.499023,-88.621933,8047.696777,18537302,7428.362305,-1081.996094,-115.49707,-45.182068,7260.272461,13407059,7011.879395,-1498.479004,-531.97998,-416.48291,-17.679615,7540.833496,15533564,NotSpot
13122,8512.245117,-2242.210449,8777.428711,29483220,7476.862793,-1035.382324,-47.996452,9100.727539,24233354,7437.501465,-1074.743652,-39.361328,-44.762913,7055.537109,12800325,7016.449219,-1495.795898,-460.413574,-421.052246,-17.801764,7663.81543,15896503,NotSpot
5949,7506.130859,-332.945892,6895.143066,9470748,7347.529297,-158.601563,87.95031,7236.515137,17473924,7444.917969,-61.212891,97.388672,-43.772892,7001.342285,14523978,7021.522461,-484.608398,-326.006836,-423.395508,-17.918409,7602.859863,16112538,NotSpot
3627,6512.846191,1656.196533,5626.285645,5043912.5,7247.61377,734.767578,211.00235,7137.54541,15598324,7451.623047,938.776855,204.009277,-43.109451,7179.350098,15367545,7026.520508,513.674316,-221.093262,-425.102539,-18.011028,7595.439941,15919538,NotSpot
5302,6840.187012,423.348145,6072.856934,19582466,7268.333496,428.146484,213.071289,6818.030273,11204717,7460.984863,620.797852,192.651367,-43.897953,7107.276367,15321105,7031.878418,191.691406,-236.455078,-429.106445,-18.089767,7627.412109,16141408,NotSpot
15203,7794.585449,-2288.379395,10064.286133,18574146,7424.138184,-370.447266,106.622269,7641.303223,20688694,7472.579102,-322.006348,48.440918,-46.628677,7363.723633,14672818,7036.906738,-757.678711,-387.231445,-435.672363,-18.145367,7591.596191,16310099,NotSpot
9317,7730.388184,2.815887,7260.714355,18372750,7660.429199,-69.958984,-24.062099,7455.90918,16467084,7487.275879,-243.112305,-173.15332,-51.258369,7577.960938,16326882,7042.195801,-688.192383,-618.233398,-445.080078,-18.181059,7518.397461,16239554,NotSpot
3391,7533.10498,2229.739014,6068.714355,14249192,7899.37207,366.26709,-126.989708,8401.454102,20076774,7502.854492,-30.250488,-396.517578,-56.965897,8082.875488,16150319,7047.540527,-485.564453,-851.831543,-455.313965,-18.194809,7525.061035,16476444,NotSpot
5826,7108.828125,526.91748,7649.428711,28162496,7366.431152,257.603027,53.63821,6662.45459,16653743,7366.699707,257.871582,0.268555,-40.143478,7328.065918,14326749,6987.178711,-121.649414,-379.252441,-379.520996,-16.968876,7462.021484,15599473,NotSpot
9028,7434.439453,-691.451904,8550.286133,7758538.5,7390.709473,-43.72998,33.980019,7276.605957,13307346,7376.855957,-57.583496,-13.853516,-40.610878,7476.606934,14901749,6990.335449,-444.104004,-400.374023,-386.520508,-17.110292,7504.031738,15478201,NotSpot
7656,7333.946777,-347.595886,7710.285645,7689811,7389.789063,55.842285,63.279217,7000.030273,8397635,7390.135254,56.188477,0.346191,-41.792507,7406.61084,15140061,6994.202637,-339.744141,-395.586426,-395.932617,-17.261675,7489.344727,15480838,NotSpot
7119,6902.976563,933.432861,6504.571289,8594225,7389.490723,486.51416,97.143372,6958.09082,10450522,7405.125977,502.149414,15.635254,-43.328705,7355.567871,15308031,6998.764648,95.788086,-390.726074,-406.361328,-17.418964,7586.909668,16005923,NotSpot
3650,6986.407227,695.175171,7864.428711,21832678,7410.625,424.217773,83.802238,6650.757813,15683236,7419.243652,432.836426,8.618652,-44.684238,7588.396973,13449298,7003.689453,17.282227,-406.935547,-415.554199,-17.567017,7571.257813,15661911,NotSpot
17081,7680.625488,-1231.888306,6895.428711,21979636,7430.083984,-250.541504,41.402775,7570.63623,16349128,7432.351563,-248.273926,2.267578,-45.54932,7381.708008,13477997,7008.911621,-671.713867,-421.172363,-423.439941,-17.713224,7565.216309,15598724,NotSpot
3722,7784.990234,-885.702332,9118.286133,25227818,7405.348633,-379.641602,53.566128,8449.454102,23769246,7443.457031,-341.533203,38.108398,-45.896008,7284.268555,14037540,7014.106445,-770.883789,-391.242188,-429.350586,-17.841982,7628.593262,16152075,NotSpot
4948,7040.250977,510.908234,7209.571289,29536940,7338.755859,298.504883,145.059845,7070.030273,16630213,7453.382324,413.131348,114.626465,-45.983982,7136.960938,14604920,7019.777344,-20.473633,-318.978516,-433.60498,-17.963388,7609.996582,16129543,NotSpot
11437,7733.711426,-1214.928589,8620.286133,24372498,7418.015625,-315.695801,31.441866,7875.242188,22186056,7383.513184,-350.198242,-34.502441,-45.167603,7361.299805,17194464,6945.589844,-788.121582,-472.425781,-437.92334,-18.030287,7504.452637,16072630,NotSpot
2300,7166.985352,556.468872,6188.428711,10132424,7356.921875,189.936523,73.552376,7193.757813,19883470,7380.210449,213.225098,23.288574,-42.11919,7325.719727,17241668,6951.40918,-215.576172,-405.512695,-428.80127,-18.16243,7557.243652,16338266,NotSpot
8500,7267.166016,155.996277,7120.714355,8488305,7359.507324,92.341309,33.911041,7300.394043,17308930,7371.473633,104.307617,11.966309,-38.882088,7278.416504,16006980,6956.251953,-310.914063,-403.255371,-415.22168,-18.228174,7525.680664,16333456,NotSpot
5318,7696.754395,-737.588562,8833.286133,30564652,7366.136719,-330.617676,-30.394663,7480.484863,16165269,7357.410156,-339.344238,-8.726563,-35.089119,7315.910645,15936123,6960.283691,-736.470703,-405.853027,-397.126465,-18.233683,7463.0625,15989147,NotSpot
7472,7793.939941,-735.723877,8646,14313304,7318.260742,-475.679199,-44.737099,7349.030273,16694881,7339.804199,-454.135742,21.543457,-30.935213,7019.626465,15075770,6963.507324,-830.432617,-354.753418,-376.296875,-18.180031,7448.856445,16086737,NotSpot
5985,8462.875977,-1316.296753,9406.286133,7723574,7579.678711,-883.197266,-137.235565,8390.515625,17011478,7372.033691,-1090.842285,-207.64502,-46.846573,7194.470703,17422802,6939.966309,-1522.909668,-639.712402,-432.067383,-17.833649,7457.831055,16163377,NotSpot
11338,7770.380371,-1267.164917,9339.428711,28199220,7411.84082,-358.539551,19.342239,8050.818359,19625906,7377.518555,-392.861816,-34.322266,-44.054688,7246.871582,18484328,6946.338867,-824.041504,-465.501953,-431.179688,-18.040115,7494.336426,16355803,NotSpot
6624,6899.453125,918.398315,6320,10896734,7310.181152,410.728027,110.774574,6894.36377,14764333,7376.178223,476.725098,65.99707,-40.934177,7106.054688,16712550,6951.683594,52.230469,-358.497559,-424.494629,-18.177916,7557.261719,16561306,NotSpot
7042,6884.547852,755.810181,6497.428711,6971077,7293.812988,409.265137,94.097031,6766.45459,14880646,7369.459961,484.912109,75.646973,-37.685593,7372.365723,15868682,6956.024414,71.476563,-337.788574,-413.435547,-18.247091,7537.137207,16427812,NotSpot
10929,7502.773926,-881.099609,7820.571289,10998384,7315.647949,-187.125977,10.244148,7751.484863,16639122,7357.688965,-145.084961,42.041016,-34.0965,7339.116699,16592012,6959.445801,-543.328125,-356.202148,-398.243164,-18.25108,7534.309082,16500861,NotSpot
