@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute class {Spots,'Not Spots'}

@data
1,0.458958,0.335776,1,0.285714,0,0.238095,0.634237,0.175278,-0.007082,2,0.363636,0,0.363636,'Not Spots'
0,0.388785,0.592159,1,0.142857,0,0.142857,0.64619,0.257405,-0.006346,2,0.30303,0,0.280303,'Not Spots'
0,0.354839,0.661386,0,0,0,0,0.645315,0.290476,-0.003865,2,0.272727,0,0.329545,'Not Spots'
0,0.396733,0.540672,1,0.142857,0,0.142857,0.635929,0.239196,-0.00539,2,0.333333,0,0.354167,'Not Spots'
0,0.49297,0.27205,2,0.428571,0,0.619048,0.625481,0.132511,-0.013557,2,0.393939,0,0.308712,'Not Spots'
0,0.598925,0.041939,1,0.571429,1,0.285714,0.620075,0.02115,-0.029419,3,0.606061,0,0.746212,'Not Spots'
1,0.691005,-0.094894,3,0.571429,0,1.285714,0.620338,-0.070666,-0.051024,3,0.757576,1,0.876894,'Not Spots'
2,0.549462,0.038182,2,0.428571,0,0.619048,0.572487,0.023025,-0.020987,2,0.424242,0,0.439394,'Not Spots'
0,0.490854,-0.024172,2,0.714286,0,0.904762,0.537082,0.046229,0.011528,2,0.484848,0,0.507576,'Not Spots'
0,0.448165,0.035157,2,0.428571,0,0.619048,0.513539,0.065375,0.028547,2,0.454545,0,0.505682,'Not Spots'
0,0.395917,0.199057,2,0.285714,0,0.571429,0.512303,0.116385,0.031971,3,0.424242,0,0.626894,'Not Spots'
0,0.355705,0.347061,1,0.285714,0,0.238095,0.534415,0.178709,0.025394,3,0.30303,0,0.530303,'Not Spots'
0,0.358724,0.510553,1,0.142857,0,0.142857,0.575844,0.21712,0.00843,2,0.363636,0,0.363636,'Not Spots'
0,0.470758,0.464232,0,0,0,0,0.626942,0.156184,-0.01775,3,0.454545,0,0.568182,'Not Spots'
0,0.622308,0.25855,2,0.428571,0,0.619048,0.672323,0.050015,-0.042738,3,0.666667,0,0.729167,'Not Spots'
0,0.649495,0.340873,2,0.428571,0,0.619048,0.697069,0.047573,-0.051751,3,0.636364,0,0.676136,'Not Spots'
0,0.564447,0.492094,1,0.142857,0,0.142857,0.695623,0.131176,-0.040659,4,0.636364,0,1.051136,'Not Spots'
0,0.474905,0.498555,2,0.285714,0,0.571429,0.675636,0.200731,-0.0213,2,0.424242,0,0.501894,'Not Spots'
0,0.467483,0.361454,1,0.142857,0,0.142857,0.650462,0.182979,-0.009157,2,0.454545,0,0.443182,'Not Spots'
0,0.512878,0.191402,1,0.428571,0,0.285714,0.631356,0.118478,-0.010869,4,0.575758,0,0.751894,'Not Spots'
1,0.547521,0.125023,1,0.428571,0,0.285714,0.621568,0.074047,-0.02411,3,0.575758,0,0.626894,'Not Spots'
0,0.544695,0.353712,1,0.285714,0,0.238095,0.617009,0.072313,-0.042219,3,0.424242,0,0.501894,'Not Spots'
0,0.557352,0.186316,2,0.428571,0,0.619048,0.584401,0.027049,-0.033414,2,0.515152,0,0.570076,'Not Spots'
1,0.530861,-0.107969,2,0.571429,0,0.619048,0.546395,0.015534,-0.000002,2,0.515152,0,0.570076,'Not Spots'
1,0.488117,-0.028861,1,0.571429,1,0.285714,0.524969,0.036853,0.015396,2,0.424242,0,0.501894,'Not Spots'
0,0.454577,0.179503,1,0.285714,0,0.238095,0.531634,0.077057,0.014863,2,0.484848,0,0.507576,'Not Spots'
1,0.487579,0.117712,2,0.428571,0,0.619048,0.568235,0.080656,-0.000418,2,0.393939,0,0.433712,'Not Spots'
0,0.536666,0.391693,1,0.285714,0,0.238095,0.629453,0.092787,-0.032224,3,0.575758,0,0.689394,'Not Spots'
0,0.75443,0.156229,2,0.714286,0,0.904762,0.699821,-0.05461,-0.075417,5,0.878788,0,1.422348,'Not Spots'
2,1.037672,-0.516111,3,1.428571,2,1.285714,0.755807,-0.281865,-0.111406,5,0.909091,1,1.397727,'Not Spots'
2,1.061175,-0.349403,2,1,1,1,0.77736,-0.283815,-0.118586,5,1.060606,1,1.621212,'Not Spots'
0,0.871638,0.100206,2,0.857143,1,0.809524,0.760674,-0.110964,-0.092945,4,0.909091,1,1.335227,'Not Spots'
0,0.663627,0.314822,1,0.285714,0,0.238095,0.720313,0.056686,-0.053312,4,0.757576,0,1.001894,'Not Spots'
1,0.584014,0.074331,2,0.714286,1,0.571429,0.676894,0.092881,-0.023544,3,0.484848,0,0.632576,'Not Spots'
1,0.530168,0.167249,1,0.285714,0,0.238095,0.644381,0.114214,-0.013699,3,0.454545,0,0.505682,'Not Spots'
0,0.494581,0.303369,1,0.428571,0,0.285714,0.62405,0.12947,-0.019307,2,0.424242,0,0.314394,'Not Spots'
0,0.485361,0.394397,2,0.285714,0,0.571429,0.609128,0.123766,-0.030377,2,0.515152,0,0.382576,'Not Spots'
0,0.605898,0.156439,2,0.714286,0,0.904762,0.601712,-0.004186,-0.050906,2,0.575758,0,0.501894,'Not Spots'
2,0.548775,-0.108542,2,0.571429,0,0.619048,0.56219,0.013415,-0.014914,2,0.484848,0,0.445076,'Not Spots'
1,0.487934,0.057691,2,0.571429,0,0.619048,0.541511,0.053578,0.001853,2,0.424242,0,0.376894,'Not Spots'
0,0.526437,0.072763,2,0.428571,0,0.619048,0.554505,0.028068,-0.003319,2,0.575758,0,0.501894,'Not Spots'
2,0.71212,-0.412678,2,1.142857,1,0.47619,0.604638,-0.107483,-0.032372,3,0.666667,0,0.729167,'Not Spots'
1,0.870746,-0.197893,3,0.857143,0,1.47619,0.683604,-0.187143,-0.083515,3,0.848485,1,0.945076,'Not Spots'
0,1.12049,-0.234121,3,1,1,1.333333,0.768639,-0.351851,-0.142139,5,1.363636,1,2.301136,'Not Spots'
2,1.382104,-0.743559,5,1.571429,1,2.952381,0.829556,-0.552547,-0.181881,5,1.424242,1,1.814394,'Not Spots'
1,1.373538,-0.574374,3,1.428571,1,0.952381,0.845266,-0.528272,-0.180697,8,1.545455,1,3.380682,'Not Spots'
1,1.135622,-0.253555,4,1,1,2,0.816211,-0.319411,-0.139973,8,1.121212,1,2.609848,'Not Spots'
0,0.803748,0.250537,1,0.428571,0,0.285714,0.762248,-0.041499,-0.084603,8,0.939394,1,2.496212,'Not Spots'
0,0.619456,0.225524,3,0.571429,0,1.285714,0.706655,0.087199,-0.041821,3,0.575758,0,0.564394,'Not Spots'
0,0.517195,0.360433,1,0.285714,0,0.238095,0.662803,0.145608,-0.021792,3,0.515152,0,0.570076,'Not Spots'
0,0.486726,0.365963,1,0.285714,0,0.238095,0.630408,0.143682,-0.018775,2,0.545455,0,0.505682,'Not Spots'
0,0.509494,0.205563,1,0.428571,0,0.285714,0.602855,0.093361,-0.022337,2,0.424242,0,0.439394,'Not Spots'
0,0.685769,0.066378,1,0.571429,1,0.285714,0.610842,-0.074926,-0.067544,2,0.69697,1,0.405303,'Not Spots'
0,0.566441,0.060666,2,0.571429,0,0.619048,0.571788,0.005347,-0.030159,2,0.606061,1,0.371212,'Not Spots'
0,0.497826,0.121752,1,0.428571,0,0.285714,0.550665,0.052839,-0.0099,2,0.454545,0,0.318182,'Not Spots'
0,0.579231,-0.041922,1,0.571429,1,0.285714,0.566035,-0.013196,-0.016571,3,0.636364,0,0.676136,'Not Spots'
1,0.855405,-0.598671,3,1.428571,2,1.285714,0.623321,-0.232084,-0.055834,3,0.818182,1,0.840909,'Not Spots'
3,1.188422,-0.9537,3,1.571429,1,1.285714,0.711117,-0.477305,-0.120306,5,1.121212,1,1.359848,'Not Spots'
3,1.489984,-1.187617,5,2.142857,2,2.809524,0.800859,-0.689125,-0.184782,5,1.363636,1,2.176136,'Not Spots'
1,1.578007,-0.839055,5,2,2,2.666667,0.85964,-0.718367,-0.21862,6,1.69697,1,2.780303,'Not Spots'
0,1.480421,-0.458416,3,0.857143,1,1.142857,0.870014,-0.610406,-0.20632,8,1.939394,1,3.871212,'Not Spots'
0,1.271855,-0.510138,8,1.571429,1,8.285714,0.837881,-0.433974,-0.158117,8,1.30303,1,3.592803,'Not Spots'
1,0.901398,0.10175,1,0.285714,0,0.238095,0.784796,-0.116602,-0.101034,8,1.090909,1,2.835227,'Not Spots'
0,0.638523,0.434069,1,0.571429,1,0.285714,0.73053,0.092006,-0.058027,3,0.515152,0,0.445076,'Not Spots'
0,0.521459,0.540943,1,0.142857,0,0.142857,0.683832,0.162373,-0.034842,3,0.606061,0,0.746212,'Not Spots'
1,0.503485,0.347049,1,0.142857,0,0.142857,0.642991,0.139506,-0.025518,2,0.454545,0,0.443182,'Not Spots'
0,0.527282,0.116249,2,0.571429,0,0.619048,0.604143,0.076861,-0.022863,2,0.515152,0,0.570076,'Not Spots'
1,0.740543,-0.072703,1,0.714286,1,0.238095,0.601329,-0.139214,-0.076118,3,0.727273,1,0.517045,'Not Spots'
1,0.606261,0.002399,1,0.714286,1,0.238095,0.565246,-0.041015,-0.040997,2,0.636364,1,0.426136,'Not Spots'
1,0.502707,0.092972,1,0.571429,1,0.285714,0.543478,0.040772,-0.017302,2,0.454545,0,0.318182,'Not Spots'
1,0.527372,0.047987,2,0.571429,0,0.619048,0.556283,0.028912,-0.019708,2,0.393939,0,0.371212,'Not Spots'
2,0.761943,-0.20482,2,0.714286,1,0.571429,0.610738,-0.151204,-0.057574,5,0.909091,1,1.272727,'Not Spots'
0,1.172729,-0.756916,5,1.857143,1,2.809524,0.694371,-0.478359,-0.120519,5,1.333333,1,1.666667,'Not Spots'
5,1.550246,-1.551479,5,2.142857,2,2.476191,0.777285,-0.772961,-0.177543,5,1.545455,1,2.005682,'Not Spots'
2,1.548995,-1.042143,5,1.714286,1,2.571429,0.828875,-0.72012,-0.199038,6,1.666667,1,2.666667,'Not Spots'
1,1.388566,-0.623295,6,1.571429,1,4.285714,0.838266,-0.550301,-0.179568,8,1.606061,1,4.058712,'Not Spots'
1,1.217608,-0.673368,4,1.571429,1,1.952381,0.815629,-0.401979,-0.137299,8,1.242424,1,3.314394,'Not Spots'
1,0.944262,-0.171885,2,1,1,0.333333,0.779778,-0.164484,-0.095988,8,0.939394,1,2.433712,'Not Spots'
1,0.741642,0.172888,1,0.571429,1,0.285714,0.74185,0.000208,-0.06776,3,0.636364,1,0.551136,'Not Spots'
0,0.62389,0.324797,2,0.571429,0,0.619048,0.703162,0.079272,-0.050776,5,0.606061,0,0.996212,'Not Spots'
0,0.539417,0.395173,2,0.428571,0,0.619048,0.660588,0.121171,-0.039839,2,0.424242,0,0.439394,'Not Spots'
0,0.521059,0.331992,1,0.142857,0,0.142857,0.614191,0.093132,-0.033307,2,0.545455,0,0.505682,'Not Spots'
1,0.715,-0.104704,2,0.714286,1,0.571429,0.569715,-0.145285,-0.071432,3,0.727273,1,0.642045,'Not Spots'
1,0.636943,-0.099307,1,0.428571,0,0.285714,0.538819,-0.098124,-0.042496,4,0.69697,0,0.905303,'Not Spots'
0,0.510563,0.123214,1,0.285714,0,0.238095,0.518175,0.007612,-0.018855,4,0.606061,0,0.871212,'Not Spots'
0,0.456742,0.215252,1,0.285714,0,0.238095,0.52619,0.069447,-0.014458,4,0.484848,0,0.757576,'Not Spots'
1,0.60697,-0.008614,2,0.857143,1,0.809524,0.570216,-0.036754,-0.040173,2,0.484848,0,0.445076,'Not Spots'
1,0.922396,-0.353837,2,0.714286,1,0.571429,0.639424,-0.282972,-0.086954,5,1,1,1.75,'Not Spots'
1,1.1966,-0.863895,5,2,1,4.333333,0.707932,-0.488668,-0.126123,5,1.212121,1,1.672348,'Not Spots'
1,1.160977,-0.53414,3,1.285714,1,0.904762,0.751713,-0.409264,-0.134585,6,1.242424,1,2.376894,'Not Spots'
1,1.015232,-0.192738,2,0.857143,1,0.47619,0.766573,-0.248659,-0.115955,6,1.090909,1,1.835227,'Not Spots'
1,0.922291,-0.164587,2,0.857143,1,0.47619,0.763752,-0.158539,-0.091256,6,0.969697,1,1.842803,'Not Spots'
2,0.840587,-0.064591,2,0.857143,1,0.47619,0.755688,-0.084898,-0.076567,4,0.878788,1,0.797348,'Not Spots'
1,0.798742,-0.038726,2,1.142857,1,0.47619,0.743028,-0.055714,-0.071493,4,0.69697,1,0.717803,'Not Spots'
2,0.731319,0.072625,2,0.571429,0,0.619048,0.719458,-0.011861,-0.066958,5,0.757576,1,1.064394,'Not Spots'
0,0.624325,0.3534,2,0.428571,0,0.619048,0.680523,0.056198,-0.058776,2,0.69697,1,0.530303,'Not Spots'
0,0.605942,0.272122,1,0.285714,0,0.238095,0.629626,0.023684,-0.050037,4,0.69697,0,0.905303,'Not Spots'
0,0.604038,0.015943,2,0.571429,0,0.619048,0.521473,-0.082565,-0.054425,3,0.606061,0,0.621212,'Not Spots'
0,0.602234,-0.177282,3,0.714286,0,1.238095,0.497111,-0.105123,-0.033213,4,0.606061,0,0.933712,'Not Spots'
0,0.533449,-0.113484,4,0.714286,0,2.238095,0.481144,-0.052305,-0.015069,4,0.545455,0,0.880682,'Not Spots'
0,0.452749,0.075761,2,0.428571,0,0.619048,0.487005,0.034257,-0.007983,4,0.424242,0,0.751894,'Not Spots'
2,0.524992,-0.116091,2,0.714286,0,0.904762,0.520158,-0.004835,-0.020273,2,0.393939,0,0.433712,'Not Spots'
2,0.697464,-0.252097,2,0.857143,1,0.809524,0.572851,-0.124613,-0.046416,5,0.636364,0,1.113636,'Not Spots'
0,0.776048,-0.071683,2,0.714286,1,0.571429,0.626714,-0.149334,-0.066336,5,0.909091,1,1.710227,'Not Spots'
0,0.700232,0.294021,1,0.285714,0,0.238095,0.666279,-0.033952,-0.0667,5,0.818182,1,1.215909,'Not Spots'
0,0.66885,0.225653,1,0.571429,1,0.285714,0.691918,0.023068,-0.056324,3,0.606061,0,0.683712,'Not Spots'
1,0.713303,0.008279,3,0.857143,1,1.142857,0.712494,-0.000809,-0.053209,3,0.666667,0,0.791667,'Not Spots'
0,0.738114,0.16092,2,0.714286,1,0.571429,0.732627,-0.005487,-0.064239,3,0.666667,1,0.604167,'Not Spots'
1,0.782396,0.165285,1,0.428571,0,0.285714,0.744207,-0.038189,-0.079735,3,0.818182,1,0.653409,'Not Spots'
0,0.78672,0.127031,2,1,1,0.666667,0.735456,-0.051264,-0.086437,2,0.69697,1,0.467803,'Not Spots'
0,0.74771,0.116748,1,0.428571,0,0.285714,0.700886,-0.046824,-0.080684,2,0.727273,1,0.579545,'Not Spots'
1,0.74508,-0.167235,2,0.857143,1,0.809524,0.645669,-0.099411,-0.067708,4,0.69697,0,0.842803,'Not Spots'
0,0.456908,0.185422,1,0.285714,0,0.238095,0.467602,0.010694,-0.031509,3,0.454545,0,0.505682,'Not Spots'
0,0.443375,0.151033,0,0,0,0,0.450349,0.006974,-0.016906,4,0.575758,0,0.876894,'Not Spots'
0,0.454826,0.040789,1,0.285714,0,0.238095,0.442775,-0.012051,-0.00814,4,0.545455,0,0.818182,'Not Spots'
0,0.421316,0.170195,1,0.142857,0,0.142857,0.452077,0.03076,-0.005479,4,0.424242,0,0.689394,'Not Spots'
0,0.467792,0.092644,2,0.428571,0,0.619048,0.480049,0.012257,-0.011517,2,0.545455,0,0.568182,'Not Spots'
0,0.601583,-0.193047,2,0.857143,1,0.809524,0.521661,-0.079922,-0.023532,3,0.636364,0,0.676136,'Not Spots'
1,0.63419,-0.127735,2,0.571429,0,0.619048,0.56649,-0.0677,-0.031467,3,0.606061,0,0.621212,'Not Spots'
0,0.557024,0.310887,1,0.285714,0,0.238095,0.607038,0.050014,-0.031412,3,0.69697,1,0.655303,'Not Spots'
1,0.636382,-0.036145,3,0.714286,0,1.238095,0.645575,0.009193,-0.033436,3,0.575758,0,0.626894,'Not Spots'
3,0.793638,-0.478794,3,1.285714,1,1.571429,0.686572,-0.107067,-0.049352,3,0.636364,0,0.863636,'Not Spots'
1,0.858951,-0.116366,3,0.857143,0,1.47619,0.727463,-0.131488,-0.078073,4,0.969697,1,1.217803,'Not Spots'
0,0.944069,-0.120194,3,1.285714,1,0.904762,0.754802,-0.189267,-0.105144,4,1,1,1.4375,'Not Spots'
2,0.953417,-0.12623,2,0.571429,0,0.619048,0.754407,-0.199011,-0.116208,4,1.060606,1,0.933712,'Not Spots'
1,0.872783,-0.05632,2,1,1,0.666667,0.720559,-0.152224,-0.107917,3,0.848485,1,0.695076,'Not Spots'
1,0.751198,0.01809,2,0.714286,1,0.571429,0.659035,-0.092163,-0.086009,4,0.787879,1,0.922348,'Not Spots'
0,0.663143,0.110625,2,0.571429,0,0.619048,0.657165,-0.005978,-0.029575,3,0.69697,0,0.842803,'Not Spots'
2,0.892578,-0.271189,3,1,1,1.333333,0.717712,-0.174866,-0.075161,5,0.848485,0,1.320076,'Not Spots'
3,1.185655,-1.000922,5,2.142857,2,2.476191,0.758785,-0.42687,-0.111147,5,1.090909,1,1.897727,'Not Spots'
2,1.183012,-0.821041,3,1.714286,2,1.238095,0.760133,-0.422879,-0.113777,5,1.181818,1,1.840909,'Not Spots'
1,0.907303,-0.211012,4,1,0,2.333333,0.720145,-0.187158,-0.079335,8,1.060606,0,2.808712,'Not Spots'
0,0.621596,0.213206,1,0.428571,0,0.285714,0.658535,0.036938,-0.030756,4,0.636364,0,1.051136,'Not Spots'
0,0.807278,0.097541,2,0.714286,1,0.571429,0.709113,-0.098165,-0.073478,5,0.909091,1,1.335227,'Not Spots'
1,1.188483,-0.489984,5,1.428571,1,3.285714,0.789531,-0.398952,-0.139726,5,1.272727,1,2.017045,'Not Spots'
5,1.603973,-1.591782,5,2.714286,3,3.571429,0.840436,-0.763537,-0.185617,5,1.424242,1,2.189394,'Not Spots'
3,1.648746,-1.634485,5,2.571429,3,2.952381,0.838433,-0.810313,-0.183361,8,1.727273,1,3.829545,'Not Spots'
4,1.351908,-1.307476,8,2.714286,1,6.904762,0.785035,-0.566873,-0.133124,8,1.272727,1,3.454545,'Not Spots'
1,0.899949,-0.44158,4,1.142857,0,2.809524,0.70561,-0.194339,-0.064775,8,0.818182,0,2.653409,'Not Spots'
1,0.971611,-0.140636,3,1,1,1.333333,0.734428,-0.237183,-0.103838,5,1.090909,1,1.897727,'Not Spots'
2,1.449119,-0.919631,5,2,2,2.666667,0.824092,-0.625027,-0.180477,5,1.484848,1,2.695076,'Not Spots'
5,1.799641,-1.64873,5,2.714286,2,2.904762,0.876992,-0.922649,-0.225355,8,1.909091,1,4.022727,'Not Spots'
3,1.847671,-1.993637,8,3.571429,3,8.952381,0.871078,-0.976593,-0.213925,8,1.727273,1,4.142045,'Not Spots'
8,1.568814,-1.982668,8,2.714286,3,8.904762,0.812302,-0.756512,-0.15381,8,1.30303,1,4.030303,'Not Spots'
0,0.989787,-0.55141,8,1.571429,1,8.285714,0.728654,-0.261133,-0.078239,8,0.969697,0,2.905303,'Not Spots'
1,1.005325,-0.218712,2,0.571429,0,0.619048,0.719246,-0.286079,-0.105238,5,1.090909,1,1.772727,'Not Spots'
2,1.523268,-1.29397,5,2.571429,2,2.952381,0.804327,-0.718942,-0.175535,6,1.666667,1,2.729167,'Not Spots'
2,1.728747,-1.559678,6,2.857143,2,4.142857,0.851567,-0.87718,-0.208397,6,1.818182,1,3.153409,'Not Spots'
6,1.67135,-1.756815,6,2.571429,2,3.952381,0.844255,-0.827095,-0.188364,8,1.454545,1,3.818182,'Not Spots'
4,1.37024,-1.407477,8,2.714286,1,10.904762,0.792373,-0.577867,-0.130941,8,1.30303,1,3.592803,'Not Spots'
0,0.882141,-0.211968,4,0.857143,0,2.142857,0.72214,-0.16,-0.067098,8,1,1,3.125,'Not Spots'
1,0.386384,0.013395,1,0.285714,0,0.238095,0.40777,0.021386,0.019133,2,0.393939,0,0.371212,'Not Spots'
0,0.519351,-0.112686,2,0.571429,0,0.619048,0.464763,-0.054588,-0.001515,2,0.545455,0,0.443182,'Not Spots'
0,0.659808,-0.239411,2,1,1,0.666667,0.527638,-0.132171,-0.024231,3,0.69697,1,0.592803,'Not Spots'
2,0.737507,-0.32529,2,0.857143,1,0.47619,0.5833,-0.154206,-0.040179,3,0.666667,0,0.666667,'Not Spots'
1,0.70119,-0.088082,2,0.857143,1,0.809524,0.621,-0.08019,-0.045157,5,0.69697,0,1.030303,'Not Spots'
0,0.625233,0.212623,1,0.571429,1,0.285714,0.635077,0.009844,-0.042075,4,0.727273,1,0.767045,'Not Spots'
1,0.630755,0.07562,1,0.571429,1,0.285714,0.624617,-0.006138,-0.035305,4,0.515152,0,0.632576,'Not Spots'
1,0.65434,-0.154112,4,1,1,2,0.591869,-0.062471,-0.02413,4,0.666667,0,1.104167,'Not Spots'
1,0.388517,0.022974,1,0.285714,0,0.238095,0.43801,0.049493,0.019385,3,0.424242,0,0.501894,'Not Spots'
0,0.532707,0.001118,1,0.714286,1,0.238095,0.504882,-0.027825,-0.009579,3,0.484848,0,0.570076,'Not Spots'
1,0.793816,-0.2675,3,0.714286,0,1.238095,0.583208,-0.210608,-0.050078,4,0.969697,1,1.092803,'Not Spots'
1,1.036936,-0.655826,3,1.428571,1,0.952381,0.654236,-0.3827,-0.085917,5,1.060606,1,1.871212,'Not Spots'
2,1.106206,-0.76228,5,1.714286,1,2.571429,0.700236,-0.40597,-0.102451,5,1.090909,1,1.585227,'Not Spots'
1,0.976354,-0.343141,4,1.285714,1,1.904762,0.711963,-0.264391,-0.097708,5,0.909091,0,1.897727,'Not Spots'
1,0.829499,0.036665,1,0.714286,1,0.238095,0.690314,-0.139185,-0.079985,4,0.878788,1,1.109848,'Not Spots'
1,0.812737,-0.247367,3,1.142857,1,1.142857,0.642288,-0.170449,-0.05534,4,0.848485,0,1.570076,'Not Spots'
0,0.448755,0.031406,2,0.714286,1,0.571429,0.479589,0.030834,0.008498,3,0.424242,0,0.501894,'Not Spots'
1,0.61797,-0.143241,3,0.571429,0,1.285714,0.547573,-0.070397,-0.020454,4,0.666667,0,1.104167,'Not Spots'
3,0.98794,-0.890987,4,1.714286,1,2.571429,0.632215,-0.355724,-0.069519,5,0.909091,0,2.147727,'Not Spots'
3,1.350596,-1.448838,5,2.714286,3,3.571429,0.713372,-0.637224,-0.121374,5,1.272727,1,2.517045,'Not Spots'
5,1.544845,-1.70089,5,2.428571,3,3.619048,0.768346,-0.7765,-0.153138,5,1.515152,1,2.382576,'Not Spots'
4,1.466093,-1.413257,5,2.571429,2,4.285714,0.782826,-0.683267,-0.153994,6,1.424242,1,2.814394,'Not Spots'
1,1.214948,-0.64531,4,1.714286,1,1.904762,0.75626,-0.458688,-0.130366,5,1.333333,1,2.354167,'Not Spots'
3,1.13309,-0.982152,4,2,1,2.666667,0.698111,-0.434979,-0.092925,4,1,1,1.8125,'Not Spots'
1,0.581038,-0.127168,1,0.428571,0,0.285714,0.525071,-0.055967,-0.012524,4,0.636364,0,0.988636,'Not Spots'
0,0.712843,-0.310104,4,1.285714,1,1.904762,0.584995,-0.127848,-0.033194,5,0.757576,0,1.689394,'Not Spots'
4,1.020308,-0.983268,5,1.857143,1,4.476191,0.663289,-0.357019,-0.076854,5,0.909091,0,1.960227,'Not Spots'
5,1.35529,-1.315616,5,2.142857,3,4.476191,0.743222,-0.612068,-0.131258,5,1.181818,0,2.903409,'Not Spots'
3,1.65207,-1.705454,5,3,3,4.333333,0.801842,-0.850228,-0.171999,6,1.666667,1,3.291667,'Not Spots'
5,1.732442,-2.037988,6,3.285714,3,3.238095,0.82146,-0.910983,-0.181425,6,1.727273,1,2.954545,'Not Spots'
2,1.464424,-1.151298,5,2.142857,2,3.142857,0.797974,-0.66645,-0.160255,6,1.515152,1,2.632576,'Not Spots'
4,1.265912,-1.058025,4,1.857143,2,3.476191,0.739609,-0.526303,-0.118454,5,1.272727,1,2.204545,'Not Spots'
0,0.669945,-0.138796,3,1.142857,1,1.47619,0.562733,-0.107212,-0.035308,3,0.666667,0,0.666667,'Not Spots'
2,0.744277,-0.258704,2,0.428571,0,0.619048,0.609674,-0.134603,-0.045767,4,0.69697,0,1.155303,'Not Spots'
1,0.909355,-0.420413,4,1.428571,1,2.619048,0.671884,-0.237471,-0.07462,5,0.909091,0,1.897727,'Not Spots'
0,1.147812,-0.494542,5,1.571429,1,3.619048,0.738905,-0.408907,-0.117024,6,1.333333,1,2.729167,'Not Spots'
2,1.450966,-1.115531,6,2,2,4.333333,0.792619,-0.658347,-0.154366,6,1.575758,1,2.876894,'Not Spots'
6,1.604058,-1.76507,6,2.714286,2,4.238095,0.816072,-0.787986,-0.169383,6,1.393939,1,2.183712,'Not Spots'
2,1.413403,-1.02055,6,2,2,3.666667,0.801952,-0.611451,-0.157978,6,1.363636,1,2.363636,'Not Spots'
0,1.20343,-0.595133,4,1.857143,2,2.476191,0.754069,-0.449361,-0.124076,6,1.333333,1,2.354167,'Not Spots'
0,0.681911,0.134977,1,0.142857,0,0.142857,0.582374,-0.099537,-0.051165,3,0.848485,1,0.820076,'Not Spots'
0,0.780814,-0.21116,3,1.285714,1,1.238095,0.61681,-0.164004,-0.056028,3,0.787879,0,1.047348,'Not Spots'
3,0.935892,-0.660309,3,1.285714,1,1.904762,0.659798,-0.276094,-0.06925,4,0.878788,0,1.359848,'Not Spots'
3,1.11299,-0.942459,3,1.857143,2,1.809524,0.707428,-0.405561,-0.092361,5,1,0,1.625,'Not Spots'
2,1.224254,-0.942648,3,2,2,0.333333,0.74938,-0.474873,-0.116736,6,1.181818,1,1.903409,'Not Spots'
2,1.227649,-0.71848,6,1.714286,1,4.238095,0.773143,-0.454507,-0.131996,6,1.363636,1,2.176136,'Not Spots'
1,1.202292,-0.550176,3,1.428571,2,1.285714,0.770072,-0.43222,-0.132395,6,1.212121,1,1.859848,'Not Spots'
3,1.215938,-0.906346,3,1.571429,2,1.619048,0.738643,-0.477295,-0.113926,4,1.30303,1,1.592803,'Not Spots'
1,0.784363,-0.265225,2,1,1,0.666667,0.580485,-0.203878,-0.055535,3,0.787879,1,0.672348,'Not Spots'
2,0.870746,-0.547143,2,1.142857,1,0.809524,0.60554,-0.265207,-0.059854,3,0.818182,1,0.840909,'Not Spots'
2,0.939302,-0.739816,3,1.571429,2,1.619048,0.631658,-0.307644,-0.061773,3,0.939394,1,0.933712,'Not Spots'
3,1.010874,-0.922081,3,1.571429,2,1.619048,0.660073,-0.350801,-0.067466,3,0.969697,1,1.030303,'Not Spots'
2,0.9821,-0.633653,3,1.428571,1,0.952381,0.687995,-0.294106,-0.077733,3,0.939394,1,0.996212,'Not Spots'
1,0.903323,-0.031895,2,0.857143,1,0.809524,0.708282,-0.195041,-0.089582,6,1.121212,1,2.109848,'Not Spots'
0,0.996638,-0.244767,3,1.142857,1,1.809524,0.712726,-0.283912,-0.097174,4,1.090909,1,1.585227,'Not Spots'
3,1.166028,-1.098361,4,1.857143,2,2.476191,0.696182,-0.469846,-0.091346,4,1.090909,1,1.522727,'Not Spots'
0,0.473887,0.274557,3,0.428571,0,1.285714,0.544295,0.070408,-0.017137,5,0.454545,0,1.068182,'Not Spots'
0,0.376308,0.543104,0,0,0,0,0.543458,0.16715,0.001048,3,0.484848,0,0.757576,'Not Spots'
0,0.375635,0.319564,2,0.285714,0,0.571429,0.540927,0.165292,0.021979,3,0.424242,0,0.564394,'Not Spots'
0,0.388651,0.262361,1,0.285714,0,0.238095,0.552382,0.163731,0.028496,2,0.363636,0,0.426136,'Not Spots'
1,0.481948,0.223691,1,0.428571,0,0.285714,0.586306,0.104358,0.010014,3,0.454545,0,0.630682,'Not Spots'
