@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spots,'Not Spots'}

@data
2,1.955073,0.640828,0.134873,0.034427,-0.810129,0.385216,0.200227,0.025974,0.189593,0.014762,4,2.714286,3,0.571429,1.457798,-0.497275,0.204469,0.023489,0.009266,-0.171714,0.084428,0.03007,0.0027,0.051133,0.001848,4,1.848485,2,1.632576,1.002826,-0.952248,-0.454972,0.04115,0.002681,0.001259,-0.037211,0.043866,0.002711,0.000572,0.006268,0.000733,6,1.455253,1,1.475529,'Not Spots'
3,2.112701,0.728002,0.184951,0.042027,-0.95498,0.348346,0.232543,0.026714,0.190944,0.013724,4,2.571429,3,1.619048,1.479781,-0.63292,0.210549,0.009594,0.000567,-0.201521,0.095406,0.031718,0.003072,0.051298,0.001759,4,2.121212,2,1.234848,0.998857,-1.113844,-0.480924,0.041066,0.002498,0.001391,-0.037178,0.043263,0.002679,0.000546,0.006218,0.000705,4,1.439689,1,1.317637,'Not Spots'
3,2.19961,0.730802,0.334069,0.035698,-1.029173,0.204272,0.236206,0.023526,0.192783,0.012897,4,2.857143,3,0.809524,1.503082,-0.696528,0.213799,0.008244,0.002152,-0.219891,0.09997,0.033174,0.003046,0.051612,0.001703,4,2.181818,2,1.590909,0.996819,-1.20279,-0.506262,0.041053,0.002148,0.001369,-0.037535,0.042815,0.002654,0.00053,0.006181,0.000685,6,1.474708,1,1.406584,'Not Spots'
3,2.165349,0.722829,0.260827,0.044972,-0.938684,0.192079,0.228393,0.016514,0.194781,0.012366,4,2.714286,3,0.904762,1.519533,-0.645817,0.213847,0.010749,0.002268,-0.222328,0.100522,0.034081,0.002702,0.052005,0.001668,4,2.181818,2,1.278409,0.996497,-1.168853,-0.523036,0.041095,0.001756,0.001155,-0.038185,0.042471,0.002632,0.000523,0.006155,0.000671,6,1.521401,1,1.430204,'Not Spots'
2,2.06576,0.673039,0.243126,0.114118,-0.54403,0.300927,0.228716,0.012368,0.196804,0.012152,3,2,2,0.333333,1.530106,-0.535654,0.213244,0.009788,0.003896,-0.219136,0.099152,0.034507,0.002265,0.052414,0.001638,6,2.272727,2,1.704545,0.997495,-1.068265,-0.532611,0.041173,0.001491,0.000707,-0.038975,0.042132,0.002609,0.000523,0.006138,0.000666,7,1.544747,1,1.538029,'Not Spots'
2,1.985427,0.516183,0.204105,0.16289,-0.557398,0.612987,0.232918,0.054747,0.186023,0.016407,4,2.142857,2,0.809524,1.465284,-0.520143,0.195197,0.017784,0.012458,-0.200522,0.147996,0.037049,0.003246,0.050038,0.002019,6,2.030303,2,1.842803,0.978665,-1.006761,-0.486619,0.039685,0.002863,0.000149,-0.036673,0.055662,0.003814,0.000429,0.006585,0.000717,6,1.463035,1,1.624605,'Not Spots'
2,1.703072,0.327596,0.218649,0.089191,-0.198138,0.422019,0.175551,0.036543,0.184848,0.015836,4,1.857143,2,1.47619,1.411533,-0.291539,0.187618,0.029444,0.002287,-0.155887,0.135976,0.035305,0.002373,0.049646,0.00188,4,1.757576,2,1.064394,0.970596,-0.732477,-0.440937,0.039384,0.003053,0.0006,-0.03573,0.055118,0.003767,0.000402,0.006507,0.000685,6,1.44358,1,1.575906,'Not Spots'
0,1.571381,0.286814,0.281821,0.153469,0.158462,0.353005,0.164485,0.018878,0.184236,0.014984,3,1.428571,2,1.285714,1.380441,-0.19094,0.184293,0.028527,0.017306,-0.13846,0.129165,0.034706,0.001452,0.049429,0.001744,4,1.636364,2,1.301136,0.963647,-0.607733,-0.416794,0.039149,0.003109,0.001061,-0.034979,0.05454,0.003718,0.000377,0.006439,0.000654,6,1.389105,1,1.488631,'Not Spots'
3,1.655466,0.347275,0.258103,0.094455,-0.183627,0.469172,0.195205,0.018404,0.184312,0.014034,3,1.571429,2,1.619048,1.376183,-0.279283,0.185592,0.026161,0.011068,-0.148363,0.135499,0.035642,0.001408,0.049394,0.001635,4,1.69697,2,1.280303,0.958352,-0.697114,-0.417831,0.038989,0.003002,0.001427,-0.03456,0.054031,0.003677,0.000355,0.006381,0.000626,5,1.392996,1,1.333232,'Not Spots'
0,1.743541,0.446636,0.244789,0.092132,-0.109716,0.50606,0.22855,0.023304,0.184935,0.013119,3,1.714286,2,1.904762,1.388293,-0.355248,0.188378,0.021978,0.001742,-0.168143,0.147613,0.037512,0.001781,0.049524,0.001567,4,1.848485,2,1.632576,0.954881,-0.78866,-0.433412,0.038902,0.002768,0.001617,-0.034518,0.053675,0.003646,0.000339,0.006335,0.000603,5,1.357977,1,1.402602,'Not Spots'
3,1.914606,0.60277,0.088568,0.074963,-0.616376,0.504524,0.246869,0.024006,0.185875,0.012339,3,1.857143,2,1.47619,1.404574,-0.510032,0.189686,0.010589,0.004066,-0.183163,0.158616,0.039451,0.002006,0.049779,0.001537,4,2.090909,2,1.210227,0.953202,-0.961404,-0.451372,0.038885,0.002491,0.001558,-0.034836,0.053446,0.003624,0.00033,0.0063,0.000586,5,1.40856,1,1.383208,'Not Spots'
3,2.026076,0.671163,0.30822,0.062654,-1.042037,0.460676,0.253365,0.019493,0.187034,0.011772,4,2.714286,3,0.571429,1.419984,-0.606091,0.188996,0.002064,0.000774,-0.190286,0.165778,0.040897,0.002008,0.050113,0.001525,4,2.030303,2,1.405303,0.95314,-1.072936,-0.466844,0.038932,0.002253,0.001231,-0.035448,0.053267,0.003605,0.000327,0.006275,0.000576,6,1.435798,1,1.442151,'Not Spots'
2,1.954443,0.564679,0.203622,0.105764,-0.662537,0.54021,0.256487,0.014522,0.188459,0.011482,4,2.428571,2,0.952381,1.434068,-0.520375,0.187917,0.008463,0.002563,-0.193817,0.16889,0.041684,0.001831,0.050487,0.001514,4,1.969697,2,1.217803,0.954367,-1.000075,-0.479701,0.039029,0.002042,0.000745,-0.036242,0.053033,0.003584,0.00033,0.006259,0.000573,6,1.428016,1,1.362962,'Not Spots'
1,1.575976,0.341219,0.316533,0.128352,0.103666,0.569584,0.239358,0.039813,0.178803,0.015335,2,1.285714,1,0.571429,1.355728,-0.220249,0.169241,0.027905,0.017932,-0.159267,0.195879,0.045304,0.001979,0.048072,0.00177,6,1.636364,2,1.801136,0.928328,-0.647649,-0.4274,0.036751,0.0035,0.000132,-0.033119,0.06568,0.004868,0.000273,0.006695,0.000598,6,1.459144,1,1.608676,'Not Spots'
1,1.473438,0.273689,0.252241,0.012512,0.008936,0.43648,0.198227,0.029189,0.178578,0.014757,2,1.571429,2,0.285714,1.319632,-0.153806,0.164031,0.034136,0.002796,-0.132691,0.187749,0.043823,0.001303,0.047809,0.001625,4,1.454545,2,1.255682,0.9212,-0.552238,-0.398432,0.036474,0.003587,0.000541,-0.032346,0.065189,0.004812,0.000253,0.006621,0.000569,6,1.404669,1,1.632478,'Not Spots'
2,1.450496,0.213559,0.213491,0.001463,0.001395,0.453567,0.191181,0.018066,0.178368,0.013977,2,1.285714,1,0.571429,1.297438,-0.153058,0.160347,0.024724,0.010826,-0.124797,0.185919,0.043344,0.000695,0.047665,0.001494,4,1.515152,2,1.132576,0.915098,-0.535398,-0.38234,0.036254,0.003549,0.000985,-0.031719,0.064729,0.00476,0.000236,0.006557,0.000542,6,1.373541,1,1.53961,'Not Spots'
1,1.473961,0.216011,0.158125,0.055635,0.002251,0.526351,0.208393,0.015437,0.178222,0.013155,3,1.571429,2,0.952381,1.289299,-0.184663,0.158577,0.024777,0.003593,-0.130207,0.191143,0.044137,0.000594,0.047641,0.001397,3,1.424242,1,1.001894,0.910469,-0.563493,-0.37883,0.036096,0.003394,0.001353,-0.031349,0.064381,0.00472,0.000221,0.006503,0.000519,5,1.33463,1,1.387585,'Not Spots'
2,1.463905,0.323848,0.163995,0.041318,0.201171,0.534545,0.225937,0.021141,0.178118,0.012356,2,1,1,0.666667,1.288275,-0.175631,0.157418,0.027824,0.006272,-0.135866,0.19988,0.045723,0.000851,0.047725,0.001346,3,1.515152,2,1.007576,0.907414,-0.556491,-0.380861,0.036002,0.003187,0.001543,-0.031272,0.064184,0.004693,0.000212,0.00646,0.0005,5,1.299611,1,1.390351,'Not Spots'
1,1.548162,0.284055,0.242994,0.083329,-0.124391,0.605293,0.243914,0.020867,0.178083,0.011612,3,1.857143,2,0.809524,1.290709,-0.257453,0.155927,0.022303,0.004378,-0.138001,0.209453,0.047489,0.001112,0.047901,0.001334,4,1.515152,1,1.070076,0.905952,-0.642209,-0.384757,0.035974,0.002995,0.001473,-0.031506,0.064095,0.004677,0.000207,0.006428,0.000487,5,1.264591,1,1.328155,'Not Spots'
2,1.648378,0.352153,0.152651,0.038685,-0.466119,0.658856,0.255812,0.016666,0.178305,0.010986,3,1.714286,1,0.904762,1.29854,-0.349837,0.154168,0.010985,0.001875,-0.141309,0.217277,0.048984,0.001283,0.048153,0.00134,4,1.727273,2,1.329545,0.905971,-0.742407,-0.392569,0.036014,0.002818,0.001172,-0.032024,0.064033,0.004665,0.000206,0.006404,0.00048,6,1.36965,1,1.343294,'Not Spots'
1,1.623949,0.304594,0.150048,0.062112,-0.216658,0.6362,0.254615,0.013126,0.179072,0.010587,2,1.428571,2,0.619048,1.312213,-0.311736,0.15288,0.004545,0.000212,-0.148124,0.221837,0.049948,0.001319,0.048467,0.001347,4,1.757576,2,1.126894,0.907227,-0.716722,-0.404986,0.036117,0.002612,0.000741,-0.032764,0.063904,0.004649,0.000209,0.006388,0.000478,6,1.346303,1,1.414762,'Not Spots'
2,1.380258,0.279457,0.268305,0.05681,0.045658,0.628073,0.256876,0.026222,0.170785,0.014318,3,1.428571,1,0.952381,1.236266,-0.143993,0.136513,0.029669,0.017237,-0.124082,0.236887,0.053675,0.001054,0.046074,0.001501,4,1.454545,1,1.255682,0.875848,-0.50441,-0.360417,0.033275,0.004055,0.000093,-0.029127,0.07484,0.00591,0.000174,0.006792,0.000486,6,1.299611,1,1.562226,'Not Spots'
2,1.338844,0.280862,0.247517,0.094113,0.060768,0.585423,0.24781,0.022244,0.171569,0.013739,2,1.142857,1,0.809524,1.22074,-0.118104,0.133392,0.027049,0.010733,-0.117077,0.236117,0.053418,0.000604,0.04595,0.001363,4,1.242424,1,1.189394,0.869802,-0.469042,-0.350939,0.033027,0.004043,0.000428,-0.028556,0.074416,0.005851,0.00016,0.006723,0.000461,6,1.315175,1,1.654183,'Not Spots'
2,1.382263,0.221615,0.149476,0.011656,-0.083795,0.616817,0.2539,0.016544,0.171891,0.012988,3,1.571429,2,0.952381,1.210003,-0.17226,0.129869,0.013305,0.003115,-0.119678,0.239225,0.053768,0.000281,0.045891,0.001244,3,1.212121,1,0.984848,0.864621,-0.517642,-0.345383,0.032823,0.003937,0.000811,-0.028075,0.074058,0.0058,0.000148,0.006663,0.000438,5,1.249027,1,1.515868,'Not Spots'
1,1.424803,0.159044,0.135069,0.120736,-0.144711,0.647253,0.261211,0.012833,0.171672,0.012238,3,1.571429,2,0.952381,1.199303,-0.2255,0.125806,0.013042,0.008084,-0.120849,0.243764,0.054534,0.000219,0.045883,0.001161,5,1.545455,1,1.193182,0.860658,-0.564145,-0.338645,0.032668,0.003764,0.001144,-0.02776,0.073825,0.005764,0.000139,0.006613,0.000419,5,1.264591,1,1.523468,'Not Spots'
0,1.359044,0.18003,0.083445,0.070515,0.026069,0.618329,0.251335,0.016417,0.170958,0.011524,2,1.142857,1,0.47619,1.1845,-0.174544,0.121306,0.021984,0.01108,-0.110402,0.247519,0.055275,0.000362,0.045922,0.001123,5,1.424242,1,1.251894,0.857961,-0.501083,-0.326539,0.032564,0.003595,0.001327,-0.027642,0.073723,0.005743,0.000133,0.006574,0.000404,5,1.245136,1,1.529517,'Not Spots'
1,1.277994,0.28236,0.149092,0.052913,0.080355,0.561181,0.235234,0.018168,0.170004,0.010807,2,1,1,0.666667,1.170588,-0.107406,0.117479,0.02549,0.003052,-0.095041,0.250272,0.055845,0.000559,0.046011,0.001121,5,1.424242,1,1.126894,0.856607,-0.421386,-0.313981,0.032521,0.003464,0.001288,-0.027769,0.073709,0.005733,0.000131,0.006544,0.000394,5,1.256809,1,1.355666,'Not Spots'
1,1.273019,0.183397,0.139765,0.062013,0.018381,0.588606,0.228771,0.012605,0.169288,0.010111,2,1.142857,1,0.47619,1.167624,-0.105395,0.115154,0.019629,0.005821,-0.089704,0.253019,0.056412,0.000722,0.046162,0.001139,4,1.242424,1,1.126894,0.856554,-0.416465,-0.31107,0.032547,0.003337,0.001053,-0.028158,0.07371,0.005727,0.000131,0.006522,0.00039,5,1.252918,1,1.306876,'Not Spots'
2,1.335752,0.185684,0.127634,0.108824,-0.166874,0.571323,0.225214,0.008534,0.169355,0.009576,4,1.714286,1,1.238095,1.178236,-0.157516,0.114222,0.009548,0.007127,-0.097548,0.25593,0.057022,0.000812,0.046394,0.001159,4,1.242424,1,0.876894,0.857651,-0.478101,-0.320585,0.032642,0.003158,0.00069,-0.028794,0.07366,0.005718,0.000134,0.006507,0.00039,6,1.22179,1,1.384211,'Not Spots'
1,1.287016,0.131082,0.089081,0.009619,-0.05162,0.749557,0.302137,0.017175,0.163963,0.012777,3,1.142857,1,1.142857,1.113387,-0.173629,0.096435,0.017536,0.010512,-0.103458,0.277216,0.062668,0.000324,0.044073,0.001115,5,1.454545,1,2.005682,0.818049,-0.468967,-0.295339,0.029215,0.004391,0.000276,-0.024548,0.08239,0.006823,0.000102,0.006801,0.000366,6,1.190661,1,1.576787,'Not Spots'
1,1.289176,0.131828,0.106069,0.071433,0.045674,0.751769,0.323368,0.014883,0.164827,0.01205,2,1.142857,1,0.47619,1.111406,-0.177769,0.092662,0.014508,0.003655,-0.110826,0.283701,0.064184,0.00018,0.044099,0.001015,4,1.272727,1,1.267045,0.813828,-0.475348,-0.297579,0.029029,0.004237,0.000575,-0.024217,0.08213,0.006779,0.000094,0.006747,0.000347,5,1.128405,1,1.502979,'Not Spots'
2,1.327534,0.217688,0.171219,0.117812,-0.16428,0.780609,0.332192,0.014929,0.16468,0.011327,2,1.142857,1,0.47619,1.098687,-0.228847,0.087428,0.015815,0.002694,-0.105937,0.287675,0.06506,0.000119,0.044115,0.000947,5,1.424242,1,1.626894,0.810516,-0.517018,-0.288171,0.028879,0.004061,0.000855,-0.023964,0.081984,0.006749,0.000088,0.006702,0.000332,5,1.105058,1,1.391263,'Not Spots'
1,1.252865,0.272281,0.181051,0.160292,-0.251521,0.740076,0.304325,0.015781,0.163561,0.010668,5,1.571429,1,2.952381,1.07374,-0.179124,0.082003,0.010853,0.010253,-0.082604,0.286764,0.064757,0.000149,0.044117,0.000917,5,1.212121,1,1.234848,0.80812,-0.444745,-0.26562,0.028768,0.003923,0.001032,-0.023813,0.081936,0.006733,0.000084,0.006666,0.000321,5,1.097276,1,1.345969,'Not Spots'
2,1.090594,0.188948,0.155823,0.122244,-0.089118,0.60459,0.247328,0.017613,0.161871,0.009991,2,1.142857,1,0.47619,1.047946,-0.042648,0.077847,0.021647,0.001111,-0.05509,0.28161,0.063533,0.000264,0.04412,0.00092,5,1,1,1.0625,0.806769,-0.283825,-0.241177,0.02871,0.003838,0.001038,-0.023834,0.081951,0.006726,0.000083,0.006638,0.000313,5,1.124514,1,1.367248,'Not Spots'
0,1.002074,0.230779,0.068068,0.057438,0.241409,0.502758,0.208023,0.014307,0.16032,0.009253,2,0.857143,1,0.809524,1.036914,0.034841,0.075796,0.021936,0.009217,-0.044643,0.277288,0.062443,0.000373,0.044165,0.000943,4,1.060606,1,0.808712,0.806487,-0.195586,-0.230427,0.028719,0.003764,0.000875,-0.024079,0.081972,0.006723,0.000084,0.006617,0.00031,5,1.089494,1,1.300553,'Not Spots'
0,1.13728,0.27569,0.117876,0.009319,-0.148495,0.726964,0.314352,0.018073,0.155737,0.011798,4,1.428571,1,1.619048,0.990534,-0.146745,0.056489,0.015104,0.000067,-0.071526,0.303172,0.069211,0.00032,0.042186,0.000895,4,1.090909,1,1.460227,0.766932,-0.370348,-0.223602,0.025184,0.004597,0.000103,-0.020484,0.089016,0.00769,0.000066,0.006854,0.000286,5,1.019455,1,1.409776,'Not Spots'
1,1.101338,0.247351,0.179473,0.007986,0.059892,0.780561,0.354321,0.013219,0.157049,0.011096,4,1.142857,1,1.809524,0.992992,-0.108345,0.05068,0.018254,0.00965,-0.078584,0.311883,0.071761,0.00025,0.042288,0.000817,5,1.181818,1,1.778409,0.763643,-0.337695,-0.22935,0.025017,0.004416,0.000317,-0.020284,0.088848,0.007655,0.00006,0.006806,0.000271,5,1.015564,1,1.437257,'Not Spots'
1,1.069293,0.286823,0.202661,0.036895,0.047267,0.85805,0.375932,0.012713,0.157087,0.010385,2,0.857143,1,0.809524,0.979798,-0.089494,0.044159,0.016221,0.008383,-0.068763,0.315644,0.072863,0.000154,0.042333,0.000764,5,1.030303,1,2.030303,0.760938,-0.308355,-0.218861,0.024873,0.004245,0.000539,-0.020089,0.088767,0.007633,0.000057,0.006766,0.000259,5,1.007782,1,1.406189,'Not Spots'
0,0.935039,0.352302,0.131014,0.017418,0.20387,0.811006,0.341024,0.014299,0.155815,0.009762,2,0.714286,1,0.571429,0.951744,0.016705,0.041375,0.002418,0.001999,-0.040957,0.311494,0.071797,0.000148,0.042308,0.00074,5,1,1,1.8125,0.758795,-0.176244,-0.192949,0.024757,0.004133,0.000708,-0.019916,0.088744,0.00762,0.000054,0.006734,0.00025,5,1.023346,1,1.382265,'Not Spots'
1,0.794748,0.352139,0.076043,0.000877,0.275219,0.616514,0.258038,0.017996,0.153666,0.009145,2,0.571429,0,0.619048,0.923021,0.128273,0.03909,0.019115,0.007108,-0.012868,0.300949,0.069088,0.000203,0.042239,0.000744,5,0.848485,1,1.257576,0.757379,-0.037369,-0.165642,0.024686,0.004085,0.000756,-0.019845,0.088755,0.007613,0.000054,0.006707,0.000245,5,1.007782,1,1.398377,'Not Spots'
0,0.787328,0.25612,0.076049,0.047001,0.285168,0.473763,0.201655,0.01604,0.15148,0.008433,2,0.714286,1,0.571429,0.910285,0.122957,0.038007,0.021206,0.011662,-0.005139,0.291714,0.066481,0.000221,0.042183,0.000767,3,0.787879,1,0.672348,0.756768,-0.03056,-0.153517,0.024676,0.004065,0.000662,-0.019949,0.088761,0.007609,0.000055,0.006686,0.000244,5,0.968872,1,1.25684,'Not Spots'
1,0.814079,0.255254,0.153662,0.021016,0.122608,0.628614,0.275048,0.01216,0.1469,0.010723,2,0.571429,0,0.619048,0.854719,0.04064,0.025333,0.006551,0.000234,-0.018548,0.308141,0.07093,0.000275,0.040314,0.00071,4,0.818182,0,1.215909,0.717581,-0.096498,-0.137139,0.02106,0.004625,0.000083,-0.016518,0.094385,0.008436,0.000043,0.006885,0.00022,5,0.902724,1,1.338157,'Not Spots'
0,0.780555,0.383465,0.073136,0.002576,0.312906,0.707468,0.320995,0.009574,0.148509,0.010045,1,0.285714,0,0.238095,0.858628,0.078073,0.023772,0.004828,0.004461,-0.024139,0.317956,0.074062,0.000251,0.040476,0.000653,5,0.848485,0,1.445076,0.715184,-0.065371,-0.143444,0.020914,0.004435,0.000049,-0.01643,0.094291,0.008411,0.00004,0.006844,0.000208,5,0.941634,1,1.437986,'Not Spots'
0,0.715379,0.468415,0.123281,0.005534,0.339601,0.766978,0.34665,0.008439,0.148803,0.009353,5,0.857143,0,3.476191,0.847758,0.132379,0.015751,0.006639,0.005007,-0.014119,0.322029,0.075482,0.000162,0.040547,0.000613,5,0.757576,0,1.814394,0.713048,-0.002331,-0.13471,0.02078,0.004275,0.000212,-0.016292,0.094249,0.008395,0.000037,0.006809,0.000199,5,0.910506,0,1.448991,'Not Spots'
0,0.564841,0.538362,0.078953,0.014475,0.63179,0.650843,0.312499,0.010831,0.147618,0.008757,0,0,0,0,0.823886,0.259045,0.01392,0.008518,0.003641,0.009043,0.317225,0.074306,0.000142,0.040508,0.000594,5,0.515152,0,1.070076,0.711121,0.14628,-0.112764,0.020664,0.004184,0.000365,-0.016115,0.094226,0.008383,0.000036,0.006779,0.000192,5,0.92607,1,1.365607,'Not Spots'
0,0.495012,0.38907,0.153124,0.085041,0.627235,0.476344,0.235366,0.016305,0.145319,0.008209,1,0.285714,0,0.238095,0.800503,0.305491,0.022727,0.010958,0.005474,0.028211,0.305728,0.071118,0.000186,0.040385,0.000596,2,0.424242,0,0.376894,0.709589,0.214577,-0.090914,0.020583,0.004167,0.000443,-0.015973,0.094206,0.008373,0.000036,0.006753,0.000189,5,0.88716,0,1.334874,'Not Spots'
0,0.600677,0.162818,0.099539,0.030627,0.292984,0.466339,0.190485,0.013005,0.142757,0.007575,1,0.285714,0,0.238095,0.791501,0.190824,0.019244,0.013682,0.004756,0.028171,0.295336,0.067819,0.000164,0.040241,0.000617,3,0.575758,0,0.501894,0.708563,0.107886,-0.082938,0.020555,0.004195,0.000411,-0.015949,0.094165,0.008362,0.000036,0.006731,0.000189,5,0.836576,0,1.199751,'Not Spots'
0,0.498789,0.401667,0.128121,0.076688,0.4531,0.507494,0.236861,0.007855,0.139416,0.008857,2,0.285714,0,0.571429,0.727858,0.229069,0.032418,0.015354,0.010649,0.027713,0.304576,0.071097,0.000224,0.038699,0.00052,5,0.515152,0,1.007576,0.668889,0.170101,-0.058968,0.016811,0.004254,0.000206,-0.012763,0.098578,0.009041,0.000027,0.006864,0.000158,5,0.809339,0,1.36585,'Not Spots'
0,0.439087,0.495858,0.129328,0.059444,0.565742,0.522913,0.25951,0.007064,0.13999,0.008204,0,0,0,0,0.720686,0.281599,0.033892,0.01269,0.012191,0.034392,0.309573,0.072855,0.000173,0.038792,0.000489,5,0.333333,0,0.916667,0.667255,0.228168,-0.053431,0.016692,0.004106,0.000094,-0.012679,0.098561,0.009029,0.000025,0.006834,0.000151,5,0.805447,0,1.383876,'Not Spots'
0,0.34492,0.483428,0.126082,0.074222,0.683733,0.416922,0.239773,0.00826,0.139073,0.007645,0,0,0,0,0.704141,0.359221,0.036104,0.014736,0.001651,0.049189,0.306666,0.072193,0.000164,0.038749,0.000474,5,0.424242,0,1.001894,0.665507,0.320587,-0.038633,0.01658,0.004033,0.000038,-0.012509,0.098525,0.009016,0.000024,0.006807,0.000146,5,0.785992,0,1.293866,'Not Spots'
0,0.34713,0.313244,0.164886,0.058906,0.537036,0.364241,0.194436,0.011506,0.136887,0.007164,1,0.285714,0,0.238095,0.689165,0.342035,0.036262,0.014522,0.00682,0.057604,0.297705,0.06949,0.000159,0.038588,0.000475,1,0.212121,0,0.172348,0.663839,0.316709,-0.025326,0.016495,0.004041,0.000135,-0.012319,0.098461,0.009,0.000024,0.006781,0.000144,5,0.774319,0,1.214494,'Not Spots'
0,0.368493,0.31451,0.074872,0.055027,0.334355,0.382431,0.180561,0.005254,0.131035,0.00698,1,0.142857,0,0.142857,0.613182,0.244689,0.054344,0.014764,0.007782,0.061326,0.288381,0.067322,0.000164,0.037113,0.000386,2,0.363636,0,0.488636,0.624084,0.255591,0.010902,0.012693,0.003721,0.000378,-0.00935,0.10183,0.009538,0.000017,0.006847,0.000112,5,0.661479,0,1.123237,'Not Spots'
0,0.301741,0.322964,0.079652,0.001857,0.400758,0.304499,0.174699,0.004741,0.130478,0.006485,2,0.285714,0,0.571429,0.602592,0.300851,0.056825,0.012772,0.000737,0.070334,0.287484,0.067258,0.000132,0.037068,0.000373,3,0.242424,0,0.439394,0.622484,0.320743,0.019892,0.012591,0.003662,0.000269,-0.009197,0.101769,0.009522,0.000016,0.006821,0.000109,5,0.661479,0,1.146674,'Not Spots'
2,2.307484,0.38989,0.143887,0.069128,0.176874,0.69336,0.341912,0.035219,0.161795,0.134587,4,2.142857,2,1.47619,2.265581,-0.041903,0.121199,0.105745,0.069252,-0.084705,0.391772,0.131944,0.013916,0.070271,0.059173,6,2.333333,2,2.166667,1.993352,-0.314132,-0.272229,0.042702,0.033143,0.030955,-0.040514,0.163825,0.025362,0.00151,0.017423,0.005902,8,2.33463,2,2.129773,'Not Spots'
1,2.300016,0.416768,0.144389,0.072467,0.199913,0.719243,0.311557,0.031372,0.164186,0.123177,6,2.285714,2,3.238095,2.326905,0.02689,0.116068,0.10071,0.061748,-0.077106,0.37565,0.121425,0.013441,0.066066,0.058444,6,2.181818,2,2.090909,2.025951,-0.274064,-0.300954,0.043598,0.03216,0.031822,-0.043936,0.15638,0.023099,0.001578,0.01583,0.006404,8,2.431907,2,2.222884,'Not Spots'
2,2.175178,0.439137,0.169926,0.028824,0.580239,0.628587,0.277894,0.028686,0.161242,0.111861,2,1.571429,2,0.619048,2.327488,0.152309,0.10709,0.096926,0.057855,-0.068019,0.356422,0.110087,0.012358,0.062564,0.05549,6,2.30303,2,1.780303,2.024129,-0.151049,-0.303358,0.043579,0.03179,0.030863,-0.044506,0.151306,0.021635,0.0016,0.014756,0.006803,7,2.424124,2,2.026447,'Not Spots'
0,2.078065,0.459767,0.247716,0.013281,0.720764,0.492723,0.226021,0.024965,0.153337,0.101562,3,1.857143,2,1.142857,2.275077,0.197012,0.099655,0.091056,0.054996,-0.063596,0.332861,0.098005,0.011232,0.058369,0.052583,6,2.030303,2,1.405303,1.988414,-0.089651,-0.286663,0.042598,0.03031,0.030047,-0.042335,0.149286,0.021103,0.001552,0.014455,0.00678,7,2.381323,2,2.072775,'Not Spots'
3,2.037872,0.343182,0.262593,0.07434,0.531435,0.352096,0.16352,0.018782,0.14137,0.09289,3,1.428571,1,0.952381,2.175948,0.138076,0.095285,0.081237,0.050178,-0.064226,0.307915,0.086509,0.01024,0.053117,0.050433,4,2.181818,2,1.278409,1.921533,-0.116339,-0.254416,0.040705,0.030119,0.027184,-0.03777,0.149829,0.021319,0.001429,0.014831,0.006297,7,2.29572,2,1.966896,'Not Spots'
8,2.880461,0.614379,0.603277,0.234718,-1.452374,0.923845,0.520096,0.064053,0.177881,0.16346,8,3.857143,3,4.809524,2.316366,-0.564095,0.139708,0.079176,0.078748,-0.13928,0.494511,0.203916,0.016764,0.093902,0.065409,8,2.575758,3,2.689394,1.999907,-0.880554,-0.316459,0.043478,0.028497,0.027388,-0.042369,0.207911,0.039862,0.00159,0.024386,0.006179,8,2.299611,2,2.538789,'Not Spots'
