@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spots,'Not Spots'}

@data
1,1.250544,0.712466,0.168335,0.103146,-0.647278,0.275876,0.1373,0.027568,0.062577,0.012537,3,1.571429,1,1.285714,0.849495,-0.401049,0.086571,0.027619,0.010055,-0.124246,0.08199,0.006595,0.001959,0.005761,0.001656,8,1.333333,1,2.916667,0.703457,-0.547087,-0.146038,0.004863,0.003787,0.001119,-0.002196,0.021696,0.000407,0.000023,0.00026,0.000155,9,0.714894,0,1.341444,'Not Spots'
3,1.209459,0.729946,0.355147,0.025555,-1.059537,0.300694,0.121437,0.025883,0.056616,0.011628,6,1.714286,1,4.571429,0.784513,-0.424946,0.074472,0.026153,0.002513,-0.103139,0.081171,0.005801,0.001597,0.005019,0.001548,6,1.151515,1,2.195076,0.68248,-0.526979,-0.102033,0.00527,0.00362,0.00072,0.000931,0.018239,0.00029,0.000016,0.000238,0.00014,9,0.697872,0,1.314312,'Not Spots'
2,1.092225,0.24315,0.194807,0.13611,-0.184453,0.405247,0.125636,0.017275,0.066581,0.021482,2,1.142857,1,0.47619,0.988612,-0.103613,0.033367,0.024493,0.021007,-0.078867,0.210952,0.03186,0.000912,0.013163,0.003097,4,1.030303,1,0.780303,0.857838,-0.234387,-0.130774,0.010852,0.005595,0.00221,-0.014236,0.029747,0.000703,0.000097,0.000591,0.000236,4,0.970213,1,1.097399,'Not Spots'
1,1.187249,0.185468,0.17104,0.168168,-0.18834,0.438811,0.129789,0.017869,0.069568,0.020692,2,1.142857,1,0.47619,1.012359,-0.17489,0.053219,0.025539,0.02096,-0.099718,0.20067,0.029089,0.000835,0.012622,0.002928,4,1.272727,1,0.892045,0.847293,-0.339956,-0.165065,0.010443,0.006094,0.002031,-0.014506,0.027801,0.000623,0.000094,0.000509,0.000252,4,0.982979,1,1.016803,'Not Spots'
0,1.152367,0.330771,0.154548,0.033064,-0.143159,0.380907,0.114549,0.019388,0.072028,0.019755,2,1.142857,1,0.809524,1.006355,-0.146012,0.06898,0.018462,0.007897,-0.095339,0.18158,0.024638,0.001007,0.011756,0.002686,4,1.30303,1,0.967803,0.831044,-0.321323,-0.175311,0.00987,0.005989,0.001732,-0.014127,0.026768,0.000593,0.000087,0.000435,0.000277,4,1.004255,1,1.029896,'Not Spots'
2,1.05829,0.346919,0.184654,0.065554,-0.227819,0.195311,0.090654,0.020129,0.07363,0.018634,2,1,1,0.666667,0.980136,-0.078154,0.076575,0.012809,0.007253,-0.082131,0.157875,0.01981,0.00109,0.010654,0.002423,3,1.030303,1,0.780303,0.809882,-0.248408,-0.170254,0.009091,0.0053,0.001384,-0.013007,0.026625,0.000604,0.000074,0.000376,0.00029,9,1,1,1.444444,'Not Spots'
1,1.008104,0.314068,0.279678,0.073768,-0.108158,0.185025,0.093152,0.02235,0.074017,0.017383,3,1.285714,1,0.904762,0.950636,-0.057468,0.082434,0.01297,0.011127,-0.084277,0.133727,0.015509,0.001097,0.009429,0.002216,3,0.909091,1,0.710227,0.784451,-0.223653,-0.166185,0.008094,0.004191,0.001138,-0.011146,0.026833,0.000625,0.000058,0.000353,0.000264,9,0.982979,1,1.563812,'Not Spots'
1,1.167604,0.443951,0.33735,0.219805,-0.326406,0.501567,0.134243,0.02431,0.072825,0.016076,1,0.857143,1,0.142857,0.925533,-0.242071,0.089265,0.019442,0.00078,-0.107927,0.113107,0.012187,0.001197,0.008195,0.002074,9,1.454545,1,4.068182,0.756439,-0.411165,-0.169093,0.006943,0.002971,0.001265,-0.008649,0.026677,0.00062,0.000043,0.000343,0.000217,9,0.893617,1,1.505728,'Not Spots'
1,1.415414,0.589265,0.295484,0.139578,-1.024328,0.566276,0.170132,0.028135,0.069766,0.014764,8,2,1,7.333333,0.895669,-0.519745,0.094213,0.028285,0.011209,-0.133708,0.097745,0.009776,0.001519,0.007046,0.001923,9,1.636364,1,4.488636,0.727983,-0.68743,-0.167686,0.005753,0.002097,0.002065,-0.005721,0.025506,0.000567,0.00003,0.000322,0.000174,9,0.787234,1,1.322059,'Not Spots'
2,1.426391,0.834815,0.438608,0.140749,-1.132674,0.259602,0.165118,0.035094,0.064823,0.013482,6,1.714286,1,3.904762,0.84862,-0.577772,0.091927,0.03261,0.012827,-0.137364,0.090826,0.008098,0.001803,0.006049,0.001756,9,1.575758,1,4.626894,0.701255,-0.725136,-0.147364,0.004658,0.003602,0.001519,-0.002574,0.022997,0.000463,0.000021,0.00029,0.00014,9,0.706383,0,1.268121,'Not Spots'
6,1.267198,0.844572,0.313503,0.115262,-1.273336,0.262796,0.129873,0.042094,0.058413,0.012251,6,2,2,4.333333,0.781913,-0.485286,0.080989,0.028396,0.00326,-0.112645,0.089034,0.006925,0.001611,0.005244,0.00162,6,1.121212,1,1.797348,0.678652,-0.588546,-0.103261,0.005334,0.003807,0.001037,0.000491,0.019172,0.000328,0.000015,0.000257,0.000123,9,0.659574,0,1.24259,'Not Spots'
1,0.935772,0.578668,0.133346,0.047959,-0.493281,0.367994,0.082508,0.039579,0.051397,0.011141,6,1.285714,1,4.571429,0.708012,-0.227761,0.066357,0.021263,0.013843,-0.073777,0.081518,0.005752,0.001096,0.004662,0.001578,6,0.909091,1,1.772727,0.661841,-0.273931,-0.04617,0.006929,0.003254,0.0005,0.003176,0.014719,0.000199,0.000028,0.000241,0.000134,9,0.634043,0,1.21593,'Not Spots'
1,1.000808,0.244033,0.069707,0.021434,-0.195759,0.488292,0.127127,0.01622,0.067669,0.021371,2,1,1,0.333333,0.954085,-0.046723,0.027524,0.014216,0.008372,-0.050112,0.212074,0.032039,0.000641,0.013184,0.003202,4,1.090909,1,0.772727,0.858083,-0.142725,-0.096003,0.009991,0.005364,0.002018,-0.013337,0.028785,0.000643,0.000091,0.000495,0.000265,4,0.991489,1,1.111038,'Not Spots'
1,1.225968,0.285176,0.210422,0.162398,-0.657996,0.476633,0.126281,0.018909,0.070535,0.020559,4,1.571429,1,1.285714,0.979259,-0.246709,0.050166,0.024252,0.003194,-0.077611,0.200852,0.029116,0.00077,0.012655,0.003031,4,1.242424,1,0.939394,0.846115,-0.379853,-0.133144,0.009446,0.00595,0.00186,-0.013536,0.027431,0.0006,0.000083,0.000443,0.00027,4,0.961702,1,1.011348,'Not Spots'
2,1.225497,0.365829,0.269178,0.10157,-0.736577,0.407628,0.10755,0.020545,0.072973,0.019792,3,1.571429,2,0.952381,0.978479,-0.247017,0.06617,0.018205,0.003288,-0.081087,0.180433,0.024505,0.001016,0.011815,0.002822,4,1.272727,1,1.017045,0.828717,-0.39678,-0.149763,0.008776,0.005949,0.001566,-0.01316,0.026924,0.000602,0.000071,0.000406,0.000273,6,0.974468,1,1.076268,'Not Spots'
1,1.026867,0.280243,0.142592,0.098382,-0.236033,0.340226,0.086543,0.020196,0.074554,0.018924,2,1.142857,1,0.809524,0.955923,-0.070944,0.073491,0.006572,0.005695,-0.072614,0.158012,0.019874,0.001114,0.010746,0.002621,3,1.030303,1,0.842803,0.806618,-0.220249,-0.149305,0.007928,0.00538,0.001221,-0.012087,0.027204,0.000635,0.000057,0.000394,0.000255,9,1,1,1.547009,'Not Spots'
0,0.885367,0.392311,0.201431,0.112025,0.302905,0.246949,0.089145,0.024236,0.074833,0.017917,1,0.571429,1,0.285714,0.926496,0.041128,0.078898,0.007018,0.004333,-0.076213,0.137665,0.016048,0.001159,0.009555,0.002451,3,0.909091,1,0.647727,0.780325,-0.105042,-0.146171,0.006903,0.004384,0.000994,-0.010293,0.027719,0.000671,0.000043,0.000392,0.000222,9,0.92766,1,1.511839,'Not Spots'
1,1.066187,0.403611,0.292151,0.068766,-0.180226,0.565602,0.130776,0.027866,0.073404,0.016777,1,0.714286,1,0.238095,0.897974,-0.168213,0.084578,0.015972,0.002168,-0.098382,0.122381,0.013245,0.001344,0.008349,0.002281,9,1.242424,1,3.939394,0.751449,-0.314738,-0.146525,0.005839,0.003204,0.001167,-0.007875,0.027734,0.000674,0.000032,0.000382,0.000186,9,0.880851,1,1.524204,'Not Spots'
1,1.325408,0.552112,0.323242,0.158705,-1.034058,0.637325,0.162189,0.036101,0.070015,0.015506,9,2.142857,1,9.476191,0.862708,-0.462701,0.088193,0.025611,0.006477,-0.120281,0.112948,0.011282,0.001647,0.007217,0.002083,9,1.272727,1,3.954545,0.722169,-0.603239,-0.140539,0.004886,0.002234,0.002067,-0.005052,0.026581,0.00062,0.000024,0.000357,0.000154,9,0.804255,1,1.525623,'Not Spots'
0,1.259338,0.657223,0.190553,0.131055,-0.71672,0.479936,0.146741,0.048979,0.064744,0.014121,2,1.142857,1,0.809524,0.81139,-0.447948,0.085843,0.024615,0.009421,-0.11988,0.108356,0.009791,0.001732,0.006219,0.001868,9,1.484848,1,4.507576,0.694733,-0.564605,-0.116657,0.004151,0.003662,0.001575,-0.002064,0.023929,0.000506,0.000018,0.00032,0.000128,9,0.731915,0,1.419276,'Not Spots'
2,1.076019,0.594392,0.171973,0.008532,-0.757833,0.358505,0.106211,0.047474,0.058114,0.012667,6,1.857143,1,3.809524,0.745342,-0.330677,0.076669,0.021029,0.003313,-0.094385,0.101897,0.00826,0.001438,0.005395,0.001684,6,0.939394,1,1.433712,0.671647,-0.404372,-0.073695,0.005477,0.003667,0.001043,0.000767,0.01981,0.000356,0.000015,0.000279,0.000114,9,0.651064,0,1.253792,'Not Spots'
1,0.811887,0.416489,0.209147,0.080994,-0.288336,0.306944,0.067288,0.032588,0.051047,0.011287,2,0.857143,1,0.47619,0.679158,-0.132729,0.064113,0.021886,0.017767,-0.059995,0.087135,0.006424,0.001015,0.004784,0.001599,6,0.757576,0,1.376894,0.654618,-0.157269,-0.02454,0.007104,0.003386,0.000575,0.003143,0.014927,0.000211,0.000025,0.00025,0.000129,9,0.646809,0,1.21233,'Not Spots'
1,0.902439,0.180914,0.120436,0.116343,-0.176821,0.441948,0.10929,0.014332,0.067035,0.021316,2,1,1,0.333333,0.906817,0.004379,0.035452,0.007259,0.001825,-0.030019,0.200633,0.029292,0.000743,0.012737,0.003302,4,0.969697,1,0.842803,0.8478,-0.054638,-0.059017,0.008302,0.004813,0.00201,-0.011105,0.029494,0.000682,0.000068,0.00043,0.000285,7,0.961702,1,1.284852,'Not Spots'
1,1.097302,0.297457,0.176229,0.039949,-0.433737,0.445082,0.107957,0.015602,0.069787,0.020369,3,1.285714,1,0.904762,0.936508,-0.160794,0.05271,0.02355,0.012791,-0.063469,0.18812,0.026252,0.000901,0.012225,0.003133,4,1.060606,1,0.933712,0.83513,-0.262172,-0.101378,0.007907,0.005265,0.001894,-0.011278,0.028346,0.00065,0.000062,0.000411,0.000272,6,0.914894,1,1.129478,'Not Spots'
2,1.091321,0.275694,0.188948,0.11007,-0.354572,0.400136,0.09253,0.021467,0.072217,0.019672,2,1.142857,1,0.47619,0.946072,-0.145249,0.067859,0.024297,0.013715,-0.078441,0.166889,0.021858,0.001128,0.011441,0.002941,4,1.121212,1,1.047348,0.817457,-0.273864,-0.128615,0.007474,0.005136,0.001635,-0.010975,0.02787,0.000651,0.000054,0.000409,0.000251,6,0.961702,1,1.23357,'Not Spots'
1,0.960888,0.394151,0.228036,0.145639,0.020477,0.272326,0.081301,0.024486,0.073767,0.018989,2,0.857143,1,0.809524,0.931174,-0.029714,0.075772,0.011873,0.00851,-0.079135,0.146699,0.017891,0.001309,0.010452,0.002757,3,0.939394,1,0.808712,0.79542,-0.165467,-0.135754,0.006804,0.00457,0.00133,-0.010044,0.02805,0.00068,0.000044,0.000417,0.000223,9,0.978723,1,1.627751,'Not Spots'
0,0.873511,0.395585,0.254099,0.192023,0.333509,0.236628,0.087753,0.026174,0.073891,0.018178,2,0.714286,1,0.571429,0.900496,0.026985,0.080325,0.005061,0.003178,-0.082208,0.131612,0.015003,0.001485,0.009352,0.002584,6,1.030303,1,1.405303,0.769363,-0.104148,-0.131133,0.005872,0.003711,0.001153,-0.008429,0.028416,0.000709,0.000034,0.000421,0.000193,9,0.906383,1,1.512566,'Not Spots'
1,0.953368,0.571195,0.426628,0.115762,0.028805,0.306886,0.109023,0.03536,0.072163,0.017159,2,0.857143,1,0.47619,0.860967,-0.092401,0.082701,0.016983,0.008098,-0.091586,0.123449,0.013125,0.001722,0.008235,0.002394,9,1.090909,1,3.335227,0.740766,-0.212602,-0.120201,0.004945,0.002628,0.001355,-0.006217,0.028275,0.000705,0.000026,0.00041,0.000164,9,0.846808,1,1.514894,'Not Spots'
2,1.034163,0.517507,0.411929,0.275369,-0.380947,0.418468,0.118765,0.039466,0.068412,0.015892,2,1,1,0.666667,0.81087,-0.223293,0.081326,0.018844,0.00502,-0.09515,0.121605,0.011905,0.001831,0.007177,0.002166,9,1.030303,1,2.655303,0.711771,-0.322393,-0.0991,0.004259,0.002216,0.001588,-0.003631,0.026979,0.000644,0.00002,0.000383,0.00014,9,0.782979,0,1.486889,'Not Spots'
0,0.917143,0.425582,0.240027,0.09416,-0.091396,0.402344,0.100831,0.044742,0.062867,0.014392,2,0.857143,1,0.809524,0.750132,-0.167012,0.075193,0.00739,0.000233,-0.082816,0.119259,0.010669,0.001631,0.00623,0.001917,9,1.090909,1,2.522727,0.684629,-0.232515,-0.065503,0.003814,0.003746,0.000865,-0.000934,0.024187,0.000523,0.000017,0.000342,0.00012,9,0.714894,0,1.469649,'Not Spots'
2,0.795577,0.309546,0.14603,0.049246,-0.212762,0.294868,0.072504,0.0336,0.056183,0.012743,2,0.857143,1,0.809524,0.686588,-0.10899,0.066054,0.015933,0.008615,-0.058736,0.10799,0.00881,0.001258,0.005432,0.001695,6,0.909091,1,1.272727,0.66186,-0.133717,-0.024727,0.00549,0.00353,0.000422,0.001538,0.019947,0.000367,0.000014,0.000295,0.000112,9,0.646809,0,1.2978,'Not Spots'
1,0.679337,0.258198,0.195992,0.121777,-0.183983,0.208476,0.04718,0.018843,0.049334,0.011137,2,0.857143,1,0.47619,0.63436,-0.044978,0.056569,0.030765,0.010039,-0.035843,0.088216,0.006551,0.000943,0.004825,0.001563,2,0.636364,1,0.488636,0.645156,-0.034182,0.010796,0.007023,0.003353,0.00017,0.0035,0.014976,0.000217,0.000024,0.000258,0.000132,9,0.629787,0,1.174323,'Not Spots'
1,0.801426,0.157836,0.153012,0.015081,-0.010257,0.328821,0.083846,0.01429,0.065049,0.021254,1,0.571429,1,0.285714,0.85668,0.055254,0.045066,0.018474,0.004517,-0.022076,0.179981,0.024429,0.001021,0.011891,0.003342,4,0.878788,1,0.859848,0.829889,0.028464,-0.026791,0.006679,0.003677,0.002412,-0.007944,0.030025,0.00072,0.00005,0.000389,0.000291,7,0.910638,1,1.23557,'Not Spots'
0,0.940377,0.352024,0.184563,0.102211,0.065249,0.272983,0.085576,0.01634,0.067774,0.020119,1,0.714286,1,0.238095,0.893334,-0.047043,0.060385,0.019608,0.018979,-0.061015,0.166132,0.021455,0.001192,0.011408,0.003168,4,0.939394,1,0.871212,0.81732,-0.123057,-0.076014,0.006824,0.003771,0.002414,-0.008181,0.028695,0.000676,0.00005,0.000396,0.000264,6,0.851064,1,1.093108,'Not Spots'
0,0.950523,0.471633,0.21696,0.107739,0.362413,0.185925,0.083034,0.025153,0.070268,0.019423,2,0.428571,0,0.619048,0.914546,-0.035977,0.074156,0.027594,0.013719,-0.088031,0.144907,0.017686,0.001347,0.010708,0.002974,4,1.242424,1,1.251894,0.80025,-0.150274,-0.114296,0.006789,0.003549,0.002289,-0.008049,0.027926,0.000662,0.000046,0.000411,0.000234,6,0.87234,1,1.180215,'Not Spots'
0,1.05216,0.413216,0.356895,0.150771,-0.094449,0.280518,0.092844,0.030959,0.07184,0.018866,2,1,1,0.666667,0.907957,-0.144202,0.082074,0.021345,0.004126,-0.099293,0.127422,0.014675,0.001577,0.00984,0.002784,6,1,1,1.5,0.779201,-0.272959,-0.128757,0.006342,0.003152,0.002127,-0.007367,0.027782,0.000675,0.000039,0.000427,0.000204,9,0.902128,1,1.456192,'Not Spots'
2,1.180586,0.589996,0.212606,0.077254,-0.725348,0.425382,0.111119,0.034143,0.071847,0.018196,6,1.571429,1,4.619048,0.87518,-0.305406,0.084871,0.015661,0.000768,-0.101301,0.118943,0.012918,0.001847,0.008877,0.002599,6,1.181818,1,2.403409,0.754331,-0.426255,-0.120849,0.005544,0.002553,0.002049,-0.006048,0.027888,0.000691,0.000031,0.000433,0.000176,9,0.880851,1,1.635316,'Not Spots'
1,1.14741,0.716723,0.296563,0.244332,-0.768954,0.356499,0.11708,0.033599,0.069859,0.017254,6,1.857143,1,3.809524,0.822148,-0.325262,0.08286,0.017925,0.006898,-0.093888,0.118844,0.012069,0.001985,0.007893,0.002394,6,1.090909,1,2.272727,0.726951,-0.420459,-0.095197,0.004743,0.002174,0.001596,-0.004165,0.027588,0.00068,0.000024,0.000423,0.000152,9,0.778723,0,1.395272,'Not Spots'
2,0.965693,0.618864,0.301737,0.209388,-0.526515,0.273725,0.098454,0.036219,0.065805,0.015964,3,1.285714,1,1.238095,0.754808,-0.210884,0.076031,0.011453,0.009133,-0.073711,0.121297,0.011424,0.001824,0.006951,0.002151,6,0.818182,1,1.465909,0.699087,-0.266606,-0.055721,0.004204,0.002643,0.000373,-0.001934,0.026242,0.000619,0.00002,0.000396,0.000131,9,0.73617,0,1.417276,'Not Spots'
1,0.734383,0.384263,0.199762,0.053695,-0.130806,0.249615,0.068026,0.033253,0.060075,0.014354,2,0.714286,1,0.571429,0.684231,-0.050152,0.066182,0.01058,0.009434,-0.046167,0.116746,0.010158,0.00146,0.006092,0.001886,3,0.666667,1,0.604167,0.672918,-0.061464,-0.011313,0.003864,0.003733,0.000502,0.000371,0.023495,0.000503,0.000017,0.000355,0.000115,9,0.659574,0,1.362248,'Not Spots'
0,0.602807,0.208092,0.128734,0.103163,0.023806,0.164712,0.044383,0.020303,0.053463,0.012548,2,0.714286,1,0.571429,0.625117,0.02231,0.056528,0.028979,0.003766,-0.023783,0.101261,0.00807,0.001123,0.005354,0.00164,2,0.666667,1,0.479167,0.6509,0.048093,0.025783,0.00525,0.003616,0.000777,0.002411,0.019392,0.000355,0.000015,0.000306,0.000111,9,0.638298,0,1.248954,'Not Spots'
0,0.578071,0.182133,0.149066,0.001598,-0.031469,0.149282,0.030376,0.010734,0.046977,0.010772,2,0.571429,0,0.619048,0.589465,0.011394,0.049385,0.036314,0.001303,-0.014375,0.082,0.005908,0.0009,0.00478,0.001471,2,0.606061,1,0.371212,0.634665,0.056594,0.0452,0.006657,0.003423,0.000687,0.003921,0.014634,0.000212,0.000022,0.000263,0.000137,9,0.591489,0,0.917876,'Not Spots'
0,0.791652,0.144074,0.134784,0.067474,-0.058183,0.357928,0.073914,0.0161,0.062179,0.021077,2,0.857143,1,0.47619,0.807836,0.016184,0.05307,0.024299,0.006211,-0.022561,0.154742,0.018771,0.00122,0.010787,0.003291,6,0.818182,1,1.590909,0.8078,0.016148,-0.000036,0.005834,0.003588,0.002186,-0.004432,0.028826,0.000679,0.000041,0.00036,0.000284,7,0.842553,0,1.37254,'Not Spots'
1,1.042883,0.351134,0.170413,0.067534,-0.454013,0.338934,0.084517,0.016583,0.064976,0.019824,4,1.142857,1,2.142857,0.851451,-0.191432,0.067697,0.016558,0.014903,-0.066042,0.140589,0.016195,0.001373,0.010359,0.003109,6,1.030303,1,1.842803,0.796185,-0.246697,-0.055266,0.006304,0.003783,0.002329,-0.00485,0.027116,0.00062,0.000043,0.000379,0.000253,6,0.795745,0,1.257247,'Not Spots'
1,1.127809,0.41342,0.156691,0.025515,-0.282243,0.300623,0.094854,0.022683,0.067606,0.019123,4,1,1,2,0.880855,-0.246954,0.080082,0.027215,0.00667,-0.100627,0.120841,0.013326,0.001499,0.00977,0.002906,6,1.424242,1,2.876894,0.78056,-0.347249,-0.100295,0.006448,0.003843,0.002397,-0.005002,0.02599,0.000591,0.000042,0.000401,0.000221,6,0.791489,0,1.199927,'Not Spots'
1,1.286436,0.608004,0.317874,0.122899,-0.80298,0.297624,0.11591,0.034091,0.069274,0.018647,6,2,1,4,0.879191,-0.407245,0.086675,0.027527,0.002818,-0.11702,0.107175,0.011332,0.001731,0.009051,0.002706,6,1.363636,1,2.488636,0.761296,-0.52514,-0.117895,0.006138,0.003811,0.002352,-0.004679,0.025607,0.000591,0.000037,0.000419,0.000192,6,0.804255,1,1.200837,'Not Spots'
6,1.49191,0.947931,0.581964,0.358287,-1.888182,0.147632,0.139174,0.041689,0.069267,0.018067,6,2.714286,2,5.904762,0.844032,-0.647877,0.087321,0.02319,0.00494,-0.115452,0.105911,0.010583,0.001976,0.008251,0.002509,6,1.363636,1,2.301136,0.738346,-0.753564,-0.105687,0.005471,0.003734,0.002026,-0.003763,0.025653,0.000602,0.00003,0.000428,0.000166,9,0.787234,0,1.416076,'Not Spots'
6,1.382518,0.995238,0.577602,0.266077,-1.838918,0.304726,0.136011,0.044216,0.067161,0.017166,6,2.571429,2,6.619048,0.781529,-0.600989,0.08222,0.014767,0.002581,-0.094406,0.111939,0.010465,0.001954,0.007425,0.002295,6,1.212121,1,2.297348,0.712811,-0.669707,-0.068718,0.004804,0.003637,0.001142,-0.00231,0.025468,0.000596,0.000024,0.000422,0.000144,9,0.651064,0,1.151227,'Not Spots'
3,0.997846,0.704731,0.301563,0.073153,-0.933141,0.42568,0.101009,0.046461,0.062974,0.015845,6,1.857143,1,4.476191,0.703698,-0.294148,0.072365,0.013003,0.002144,-0.057218,0.113838,0.009973,0.001657,0.006617,0.00205,6,1,1,2.25,0.686552,-0.311294,-0.017146,0.00437,0.003521,0.000335,-0.000513,0.024376,0.000548,0.000021,0.000399,0.000126,9,0.651064,0,1.108492,'Not Spots'
1,0.649803,0.380824,0.232241,0.067676,-0.21626,0.283676,0.059437,0.031351,0.05722,0.014149,3,1,1,1,0.629298,-0.020504,0.060789,0.025641,0.015526,-0.019622,0.103726,0.008504,0.001298,0.005864,0.001785,6,0.666667,0,1.479167,0.661613,0.01181,0.032314,0.004079,0.003618,0.001816,0.001355,0.021977,0.000452,0.000018,0.000361,0.000112,9,0.604255,0,1.017931,'Not Spots'
1,0.51413,0.212865,0.197909,0.007152,0.007804,0.08714,0.032244,0.015672,0.050792,0.012234,1,0.428571,0,0.285714,0.577238,0.063108,0.051316,0.037086,0.014333,0.000104,0.085608,0.006474,0.001034,0.005201,0.001534,3,0.545455,0,0.505682,0.640334,0.126204,0.063096,0.004723,0.003837,0.00208,0.002966,0.01828,0.000325,0.000016,0.000314,0.000111,9,0.608511,0,1.153773,'Not Spots'
0,0.549301,0.18975,0.117224,0.009194,-0.063331,0.13256,0.025083,0.007534,0.044706,0.010347,1,0.571429,1,0.285714,0.557194,0.007893,0.045927,0.035679,0.00795,-0.002298,0.072223,0.004915,0.000799,0.004672,0.001344,2,0.575758,1,0.376894,0.624292,0.074991,0.067098,0.006123,0.003615,0.001567,0.004075,0.013922,0.000199,0.000021,0.000269,0.000141,6,0.514894,0,0.592726,'Not Spots'
0,1.116432,0.388591,0.317225,0.122925,-0.828741,0.41646,0.085033,0.02612,0.061908,0.019504,6,1.714286,1,5.571429,0.809833,-0.306599,0.069416,0.013894,0.010883,-0.066405,0.115065,0.01147,0.001289,0.009281,0.002968,6,1.121212,1,2.172348,0.775952,-0.34048,-0.033881,0.006024,0.005671,0.001594,-0.001947,0.02323,0.000479,0.00004,0.000353,0.000239,6,0.757447,0,1.175959,'Not Spots'
4,1.288711,0.638594,0.379974,0.147232,-1.1658,0.12122,0.098588,0.024667,0.064704,0.018853,4,1.857143,1,2.476191,0.840506,-0.448205,0.079282,0.02556,0.00519,-0.099651,0.099387,0.009601,0.001386,0.008826,0.002764,6,1.30303,1,2.217803,0.762378,-0.526333,-0.078128,0.006256,0.005715,0.001935,-0.002476,0.021914,0.000445,0.00004,0.000378,0.000209,6,0.765957,0,1.231315,'Not Spots'
1,1.284073,0.719826,0.402727,0.231545,-0.891009,0.179342,0.11945,0.037152,0.066518,0.018445,4,1.571429,1,1.952381,0.838977,-0.445096,0.084412,0.028795,0.000803,-0.112404,0.091216,0.008529,0.001553,0.008267,0.00256,6,1.212121,1,2.047348,0.745393,-0.538681,-0.093584,0.006052,0.005591,0.002136,-0.002597,0.021625,0.000446,0.000036,0.0004,0.000183,6,0.748936,0,1.163193,'Not Spots'
3,1.316239,0.861667,0.304791,0.096881,-1.263339,0.399743,0.13855,0.045674,0.066615,0.017924,6,2.142857,2,3.809524,0.803277,-0.512962,0.084989,0.024603,0.004366,-0.105226,0.093923,0.008402,0.001708,0.007632,0.002357,6,1.333333,1,2.416667,0.724734,-0.591504,-0.078542,0.005509,0.005323,0.001975,-0.002161,0.02205,0.000467,0.000031,0.000413,0.000159,6,0.689362,0,1.146681,'Not Spots'
2,1.177146,0.821626,0.305456,0.010458,-1.13754,0.476285,0.131043,0.047819,0.064582,0.017042,6,2,1,4,0.74102,-0.436126,0.080115,0.015713,0.015208,-0.07961,0.099555,0.008496,0.001656,0.00696,0.002142,6,1.060606,1,2.308712,0.701274,-0.475872,-0.039746,0.00496,0.004923,0.001158,-0.001196,0.022435,0.000481,0.000026,0.000413,0.00014,6,0.612766,0,0.973341,'Not Spots'
0,0.834068,0.574472,0.282205,0.081176,-0.373443,0.41906,0.0953,0.043558,0.060486,0.015698,3,1,1,1.333333,0.666157,-0.167912,0.07035,0.029071,0.000349,-0.040931,0.098405,0.00797,0.001422,0.006282,0.001905,6,0.939394,1,1.621212,0.676664,-0.157404,0.010507,0.004601,0.004379,0.00036,0.000138,0.022004,0.00046,0.000022,0.000397,0.000123,6,0.6,0,0.924786,'Not Spots'
0,0.544655,0.339205,0.276938,0.140543,0.078276,0.228673,0.055131,0.027443,0.0549,0.013949,2,0.428571,0,0.619048,0.598163,0.053509,0.059124,0.037654,0.016435,-0.005035,0.086101,0.006601,0.00115,0.005629,0.001653,3,0.606061,0,0.558712,0.652775,0.10812,0.054612,0.004341,0.003681,0.002251,0.001591,0.020286,0.000395,0.00002,0.000366,0.00011,6,0.553191,0,0.778141,'Not Spots'
