@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute class {Spots,'Not Spots'}

@data
2,1.117309,-0.648849,6,1.428571,0,4.952381,0.872298,-0.245011,-0.031885,7,1.030303,1,2.655303,'Not Spots'
0,0.761877,0.321507,2,0.714286,1,0.571429,0.856127,0.094251,-0.000246,6,0.787879,1,1.359848,'Not Spots'
0,0.650169,0.436251,2,0.428571,0,0.619048,0.841601,0.191432,0.022193,2,0.606061,1,0.433712,'Not Spots'
0,0.688177,0.323955,1,0.285714,0,0.238095,0.831964,0.143787,0.027961,4,0.69697,1,0.717803,'Not Spots'
0,0.73051,0.035146,4,1,1,2,0.816964,0.086455,0.030081,4,0.69697,0,0.905303,'Not Spots'
1,0.650229,0.145856,2,0.428571,0,0.619048,0.786379,0.13615,0.040411,4,0.575758,0,0.689394,'Not Spots'
1,0.593111,0.147412,2,0.714286,1,0.571429,0.79053,0.197419,0.047104,2,0.454545,0,0.443182,'Not Spots'
1,0.583641,0.213884,1,0.571429,1,0.285714,0.812509,0.228868,0.045296,3,0.545455,0,0.568182,'Not Spots'
0,0.572542,0.48838,1,0.428571,0,0.285714,0.840937,0.268395,0.030387,2,0.484848,0,0.382576,'Not Spots'
1,0.754008,0.229425,2,0.714286,1,0.571429,0.874453,0.120445,-0.000357,3,0.787879,1,0.859848,'Not Spots'
2,1.06745,-0.388187,2,1.142857,1,0.809524,0.905184,-0.162266,-0.035445,6,1,1,1.625,'Not Spots'
2,1.228155,-0.703715,6,1.714286,1,4.238095,0.921339,-0.306816,-0.053075,7,1.393939,1,2.683712,'Not Spots'
0,1.060991,-0.156335,2,1.285714,1,0.571429,0.919358,-0.141633,-0.043098,6,1.090909,1,1.460227,'Not Spots'
1,0.843351,0.257615,1,0.428571,0,0.285714,0.907929,0.064578,-0.019687,3,0.878788,1,0.797348,'Not Spots'
1,0.780897,0.254022,1,0.571429,1,0.285714,0.898599,0.117701,-0.005112,4,0.818182,1,1.028409,'Not Spots'
0,0.826192,0.1429,4,1,1,2,0.891901,0.06571,-0.004522,4,0.878788,1,0.984848,'Not Spots'
4,0.898833,-0.327765,4,1.142857,1,2.142857,0.875765,-0.023068,-0.003481,4,0.727273,1,0.829545,'Not Spots'
2,0.79918,-0.137273,4,1.285714,1,1.904762,0.839662,0.040482,0.011126,4,0.636364,0,1.051136,'Not Spots'
1,0.723388,0.129198,2,0.857143,1,0.47619,0.868694,0.145306,0.014614,3,0.636364,0,0.613636,'Not Spots'
1,0.750522,0.116377,1,0.714286,1,0.238095,0.883908,0.133387,0.011421,3,0.757576,1,0.751894,'Not Spots'
0,0.705613,0.458137,1,0.428571,0,0.285714,0.898945,0.193332,0.00343,3,0.666667,1,0.541667,'Not Spots'
1,0.825196,0.145249,2,0.714286,1,0.571429,0.915026,0.08983,-0.013093,3,0.848485,1,0.695076,'Not Spots'
0,0.994963,-0.165322,3,1.285714,1,1.238095,0.92986,-0.065103,-0.033454,3,0.878788,1,0.734848,'Not Spots'
1,1.041838,-0.115239,2,1,1,0.666667,0.937466,-0.104372,-0.044579,6,1.212121,1,1.609848,'Not Spots'
1,0.983608,-0.029518,3,1,1,1,0.936363,-0.047245,-0.039567,3,0.848485,1,0.757576,'Not Spots'
1,0.898743,0.073661,2,0.857143,1,0.47619,0.932455,0.033712,-0.027384,3,0.939394,1,0.871212,'Not Spots'
0,0.840627,0.233388,3,1,1,1,0.932749,0.092122,-0.023047,3,0.666667,1,0.604167,'Not Spots'
1,0.84362,0.359678,1,0.285714,0,0.238095,0.934729,0.091109,-0.029247,4,0.878788,1,1.109848,'Not Spots'
0,0.880135,0.207895,4,1,1,2,0.925067,0.044932,-0.032178,4,0.757576,1,1.001894,'Not Spots'
0,0.776256,0.449297,2,0.428571,0,0.619048,0.892813,0.116557,-0.018752,4,0.939394,1,1.183712,'Not Spots'
1,0.825018,0.292375,1,0.428571,0,0.285714,0.936921,0.111902,-0.022609,3,0.787879,1,0.922348,'Not Spots'
1,0.906607,0.004937,3,1.285714,1,1.571429,0.944175,0.037568,-0.026173,3,0.878788,1,1.047348,'Not Spots'
0,0.846415,0.333873,1,0.571429,1,0.285714,0.943646,0.097231,-0.026246,3,0.848485,1,0.820076,'Not Spots'
1,0.855933,0.198173,2,0.857143,1,0.47619,0.939547,0.083614,-0.027122,3,0.787879,1,0.734848,'Not Spots'
2,0.87582,0.119754,2,0.714286,0,0.904762,0.935354,0.059533,-0.030585,3,0.818182,1,0.840909,'Not Spots'
0,0.843968,0.398013,2,0.571429,0,0.619048,0.931307,0.087339,-0.032588,3,0.969697,1,0.967803,'Not Spots'
0,0.847196,0.350881,2,0.571429,0,0.619048,0.928432,0.081237,-0.029483,3,0.878788,1,0.922348,'Not Spots'
1,0.84009,0.252256,1,0.571429,1,0.285714,0.930429,0.090339,-0.025418,3,0.878788,1,1.047348,'Not Spots'
0,0.786978,0.55766,2,0.428571,0,0.619048,0.940681,0.153703,-0.029476,5,0.848485,1,1.320076,'Not Spots'
0,0.828759,0.580374,1,0.428571,0,0.285714,0.95457,0.125811,-0.043129,3,0.848485,1,1.070076,'Not Spots'
1,0.935335,0.187872,3,1,1,1,0.958257,0.022922,-0.054144,4,0.878788,1,1.109848,'Not Spots'
1,0.889407,0.280974,2,0.714286,1,0.571429,0.940038,0.050631,-0.049836,3,0.757576,0,0.876894,'Not Spots'
0,1.015968,0.058628,3,1.285714,1,1.904762,0.99076,-0.025208,-0.062222,5,1.090909,1,1.710227,'Not Spots'
3,1.067308,-0.198026,3,1.142857,1,1.142857,0.988727,-0.078581,-0.062561,3,0.969697,1,1.217803,'Not Spots'
1,1.017403,0.016545,3,1,1,1.333333,0.973271,-0.044132,-0.055577,4,0.969697,1,1.280303,'Not Spots'
1,0.959841,0.041908,2,1,1,0.666667,0.951523,-0.008318,-0.045783,4,0.969697,1,1.030303,'Not Spots'
0,0.850416,0.364241,2,0.571429,0,0.619048,0.930598,0.080182,-0.037342,4,0.848485,1,0.945076,'Not Spots'
0,0.794489,0.532316,2,0.571429,0,0.952381,0.914727,0.120237,-0.030811,3,0.787879,0,0.922348,'Not Spots'
0,0.825291,0.330592,2,0.428571,0,0.619048,0.906909,0.081617,-0.02462,3,0.818182,0,0.965909,'Not Spots'
1,0.827049,0.161653,3,1,1,1.333333,0.910325,0.083277,-0.021356,3,0.727273,0,0.954545,'Not Spots'
0,0.792747,0.476511,1,0.285714,0,0.238095,0.927301,0.134554,-0.028625,3,0.757576,0,0.939394,'Not Spots'
0,0.899953,0.338789,2,0.714286,0,0.904762,0.952687,0.052734,-0.048394,3,1,1,0.9375,'Not Spots'
1,1.057914,-0.062989,3,1.142857,1,1.142857,0.972803,-0.085111,-0.069851,4,1.060606,1,1.183712,'Not Spots'
2,1.08799,-0.047302,2,1,1,0.666667,0.974964,-0.113025,-0.080387,5,1.121212,1,1.172348,'Not Spots'
2,1.138909,-0.022349,3,1.142857,1,1.47619,1.016414,-0.122495,-0.094084,3,1.121212,1,1.172348,'Not Spots'
0,1.118244,-0.031318,2,1.142857,1,0.809524,0.988664,-0.12958,-0.081378,4,1.121212,1,1.422348,'Not Spots'
2,1.101534,-0.274348,4,1.428571,1,1.952381,0.95457,-0.146964,-0.067221,4,1.090909,1,1.022727,'Not Spots'
0,0.972879,0.127623,2,0.857143,1,0.809524,0.922311,-0.050567,-0.054147,4,0.969697,1,1.030303,'Not Spots'
2,0.937402,0.071098,2,0.571429,0,0.619048,0.897122,-0.04028,-0.04196,3,1.030303,1,1.030303,'Not Spots'
0,0.941059,-0.116876,3,1.285714,2,1.571429,0.882864,-0.058194,-0.029489,3,0.969697,1,1.030303,'Not Spots'
2,0.866811,-0.022946,2,0.714286,1,0.571429,0.883637,0.016826,-0.02093,3,0.878788,1,0.922348,'Not Spots'
1,0.848948,0.084219,2,1,1,1,0.902908,0.05396,-0.026221,3,0.757576,0,0.876894,'Not Spots'
2,0.984564,-0.167131,3,1.142857,1,1.142857,0.936079,-0.048485,-0.04856,3,0.878788,1,0.922348,'Not Spots'
1,1.094097,-0.071089,2,1.142857,1,0.47619,0.970071,-0.124027,-0.077928,3,1.121212,1,0.797348,'Not Spots'
1,1.166295,-0.068398,3,1.142857,1,1.142857,0.99084,-0.175455,-0.100061,4,1.212121,1,1.359848,'Not Spots'
2,1.148017,-0.252357,2,1,1,0.666667,0.949891,-0.198126,-0.084289,4,1.212121,1,1.359848,'Not Spots'
1,1.068522,-0.082474,2,1.142857,1,0.47619,0.912392,-0.15613,-0.071274,4,1.090909,1,1.022727,'Not Spots'
1,1.05922,-0.273021,3,1.428571,1,0.952381,0.882696,-0.176524,-0.057509,3,0.969697,1,0.842803,'Not Spots'
2,1.012723,-0.33847,2,1,1,0.666667,0.864293,-0.14843,-0.040656,3,0.969697,1,0.905303,'Not Spots'
0,0.856543,0.117482,2,0.857143,1,0.809524,0.862223,0.00568,-0.027225,3,0.909091,1,0.710227,'Not Spots'
0,0.824738,0.252538,1,0.571429,1,0.285714,0.881258,0.056521,-0.029809,3,0.909091,1,0.772727,'Not Spots'
1,0.980699,-0.152962,2,1.142857,1,0.809524,0.917118,-0.063581,-0.05159,3,0.969697,1,0.717803,'Not Spots'
1,1.075606,-0.025308,1,0.714286,1,0.238095,0.902527,-0.173079,-0.082051,3,1.151515,1,0.820076,'Not Spots'
1,1.074738,-0.20781,2,1,1,0.333333,0.873882,-0.200856,-0.070785,3,1.121212,1,0.672348,'Not Spots'
1,1.017753,-0.240639,2,1.142857,1,0.47619,0.856535,-0.161218,-0.055903,3,1.060606,1,0.808712,'Not Spots'
1,0.896605,-0.004843,2,1,1,0.666667,0.855099,-0.041506,-0.044317,2,0.818182,1,0.590909,'Not Spots'
2,0.808336,-0.413842,3,1.285714,1,1.238095,0.781955,-0.026382,0.064787,3,0.757576,1,0.689394,'Not Spots'
1,0.687698,-0.125113,2,0.714286,1,0.571429,0.766058,0.07836,0.081298,3,0.727273,1,0.642045,'Not Spots'
1,0.520136,0.165083,1,0.571429,1,0.285714,0.735702,0.215566,0.096964,2,0.484848,0,0.382576,'Not Spots'
1,0.423638,0.228949,1,0.428571,0,0.285714,0.695054,0.271416,0.102916,1,0.30303,0,0.217803,'Not Spots'
1,0.672629,-0.025651,1,0.714286,1,0.238095,0.754956,0.082327,0.057335,2,0.606061,1,0.371212,'Not Spots'
0,0.646038,0.123042,2,0.714286,1,0.571429,0.769952,0.123914,0.069818,3,0.666667,0,0.666667,'Not Spots'
0,0.634848,0.129821,2,0.285714,0,0.571429,0.771378,0.13653,0.083064,3,0.69697,0,0.717803,'Not Spots'
0,0.590048,0.074864,2,0.714286,1,0.571429,0.759566,0.169518,0.096274,3,0.606061,0,0.621212,'Not Spots'
1,0.503589,0.115026,1,0.428571,0,0.285714,0.736752,0.233163,0.104454,2,0.393939,0,0.308712,'Not Spots'
0,0.415636,0.373763,1,0.285714,0,0.238095,0.705506,0.28987,0.101577,2,0.393939,0,0.308712,'Not Spots'
0,0.417974,0.360254,1,0.142857,0,0.142857,0.664667,0.246692,0.089541,3,0.424242,0,0.439394,'Not Spots'
0,0.473255,0.018998,3,0.714286,0,1.238095,0.611034,0.137779,0.078565,3,0.454545,0,0.505682,'Not Spots'
1,0.57664,0.091203,1,0.428571,0,0.285714,0.693215,0.116576,0.054321,2,0.575758,1,0.314394,'Not Spots'
0,0.520781,0.295436,1,0.428571,0,0.285714,0.723607,0.202827,0.069623,2,0.545455,1,0.318182,'Not Spots'
0,0.436804,0.559554,0,0,0,0,0.741738,0.304935,0.087138,3,0.515152,0,0.507576,'Not Spots'
0,0.412525,0.581821,1,0.285714,0,0.238095,0.748662,0.336137,0.100279,2,0.363636,0,0.426136,'Not Spots'
1,0.465461,0.294295,1,0.285714,0,0.238095,0.746505,0.281044,0.105289,2,0.363636,0,0.363636,'Not Spots'
1,0.52624,0.058009,1,0.714286,1,0.238095,0.736728,0.210488,0.099867,2,0.454545,0,0.380682,'Not Spots'
0,0.551323,0.09965,2,0.714286,1,0.571429,0.718925,0.167602,0.084245,3,0.636364,1,0.551136,'Not Spots'
1,0.625281,-0.120023,3,0.714286,0,1.238095,0.689081,0.0638,0.064939,3,0.545455,0,0.505682,'Not Spots'
3,0.69107,-0.528758,3,1,1,1,0.642621,-0.048448,0.053082,3,0.545455,0,0.568182,'Not Spots'
0,0.546521,-0.137153,3,1,1,1.333333,0.58124,0.034719,0.054259,3,0.484848,0,0.507576,'Not Spots'
0,0.520396,0.043881,1,0.714286,1,0.238095,0.642528,0.122132,0.059504,2,0.454545,0,0.318182,'Not Spots'
1,0.458071,0.23383,1,0.428571,0,0.285714,0.681494,0.223424,0.073734,1,0.363636,0,0.238636,'Not Spots'
0,0.392498,0.472592,1,0.142857,0,0.142857,0.709456,0.316958,0.089211,2,0.272727,0,0.267045,'Not Spots'
0,0.401602,0.430095,1,0.142857,0,0.142857,0.72713,0.325528,0.09831,2,0.393939,0,0.371212,'Not Spots'
0,0.475293,0.295158,2,0.428571,0,0.619048,0.736866,0.261573,0.095839,2,0.484848,0,0.445076,'Not Spots'
0,0.591026,0.084002,2,0.571429,0,0.619048,0.739641,0.148614,0.080586,2,0.606061,1,0.433712,'Not Spots'
2,0.697122,-0.161434,2,0.571429,0,0.619048,0.73312,0.035998,0.057426,2,0.606061,1,0.371212,'Not Spots'
0,0.767175,-0.247109,2,1,1,0.333333,0.711724,-0.055451,0.036813,3,0.818182,1,0.528409,'Not Spots'
1,0.775166,-0.413484,3,1.142857,1,1.142857,0.671173,-0.103992,0.029069,3,0.848485,1,0.632576,'Not Spots'
1,0.589539,0.005223,1,0.285714,0,0.238095,0.615186,0.025647,0.034673,3,0.666667,0,0.729167,'Not Spots'
1,0.414606,0.036279,1,0.428571,0,0.285714,0.524896,0.11029,0.059944,3,0.454545,0,0.443182,'Not Spots'
0,0.431091,0.197626,1,0.285714,0,0.238095,0.581927,0.150836,0.06146,2,0.484848,0,0.320076,'Not Spots'
0,0.437194,0.305496,1,0.142857,0,0.142857,0.635328,0.198134,0.0658,2,0.454545,0,0.318182,'Not Spots'
0,0.483531,0.255808,1,0.428571,0,0.285714,0.679453,0.195921,0.070727,3,0.606061,0,0.683712,'Not Spots'
1,0.547909,0.007549,2,0.714286,0,0.904762,0.711039,0.16313,0.073699,3,0.393939,0,0.558712,'Not Spots'
2,0.585091,-0.011459,2,0.714286,1,0.571429,0.731142,0.146051,0.069586,3,0.424242,0,0.564394,'Not Spots'
1,0.650724,0.007633,2,0.714286,1,0.571429,0.741617,0.090893,0.054336,5,0.69697,0,1.030303,'Not Spots'
1,0.745445,-0.130201,2,1.142857,1,0.47619,0.740806,-0.004638,0.032646,2,0.666667,1,0.541667,'Not Spots'
1,0.806736,-0.232119,2,0.714286,1,0.571429,0.723695,-0.083041,0.016695,2,0.848485,1,0.507576,'Not Spots'
2,0.779943,-0.380714,2,1.142857,1,0.47619,0.687577,-0.092367,0.015385,3,0.69697,1,0.592803,'Not Spots'
0,0.578448,0.107911,2,0.571429,0,0.619048,0.638356,0.059908,0.024515,2,0.606061,1,0.433712,'Not Spots'
0,0.42171,0.41252,1,0.142857,0,0.142857,0.58664,0.164929,0.031607,2,0.363636,0,0.301136,'Not Spots'
0,0.277873,0.20329,1,0.285714,0,0.238095,0.450467,0.172594,0.06777,2,0.272727,0,0.267045,'Not Spots'
0,0.318732,0.333353,0,0,0,0,0.516458,0.197726,0.062589,2,0.272727,0,0.267045,'Not Spots'
0,0.440963,0.213619,2,0.428571,0,0.619048,0.586366,0.145403,0.052654,3,0.454545,0,0.568182,'Not Spots'
0,0.591132,0.045319,2,0.285714,0,0.571429,0.648483,0.057351,0.043788,3,0.636364,0,0.863636,'Not Spots'
0,0.627075,0.080926,3,0.571429,0,1.285714,0.693616,0.066541,0.041571,3,0.69697,0,0.842803,'Not Spots'
0,0.573415,0.29686,2,0.285714,0,0.571429,0.720849,0.147435,0.041167,3,0.606061,0,0.746212,'Not Spots'
0,0.580879,0.390505,1,0.285714,0,0.238095,0.734114,0.153235,0.032888,2,0.545455,0,0.505682,'Not Spots'
0,0.68452,0.233467,1,0.285714,0,0.238095,0.734564,0.050044,0.017835,2,0.818182,1,0.590909,'Not Spots'
0,0.789105,-0.161984,2,1,1,1,0.719411,-0.069694,0.008232,2,0.848485,1,0.507576,'Not Spots'
2,0.744874,-0.290936,2,0.857143,1,0.809524,0.687971,-0.056903,0.011995,2,0.666667,1,0.479167,'Not Spots'
0,0.553895,0.197989,2,0.428571,0,0.619048,0.647211,0.093316,0.022675,2,0.545455,0,0.443182,'Not Spots'
0,0.444081,0.416199,1,0.142857,0,0.142857,0.606488,0.162408,0.028747,2,0.454545,0,0.443182,'Not Spots'
0,0.200528,0.159461,1,0.285714,0,0.238095,0.38028,0.179752,0.072297,1,0.151515,0,0.132576,'Not Spots'
0,0.24416,0.331152,0,0,0,0,0.452298,0.208138,0.061899,2,0.272727,0,0.329545,'Not Spots'
0,0.425773,0.104731,2,0.428571,0,0.619048,0.534607,0.108834,0.041198,3,0.333333,0,0.541667,'Not Spots'
2,0.644254,-0.276116,3,0.857143,0,1.47619,0.61037,-0.033884,0.022569,3,0.575758,0,0.814394,'Not Spots'
0,0.647144,0.020183,2,0.571429,0,0.619048,0.665348,0.018204,0.017738,3,0.69697,0,0.967803,'Not Spots'
0,0.527484,0.427514,2,0.285714,0,0.571429,0.696763,0.169279,0.022074,3,0.575758,0,0.751894,'Not Spots'
0,0.511925,0.509382,2,0.285714,0,0.571429,0.710489,0.198563,0.021483,2,0.424242,0,0.439394,'Not Spots'
0,0.643494,0.218178,2,0.571429,0,0.619048,0.710913,0.06742,0.013572,2,0.666667,1,0.541667,'Not Spots'
2,0.768051,-0.290907,2,0.857143,1,0.809524,0.698214,-0.069836,0.009307,2,0.666667,1,0.541667,'Not Spots'
0,0.683573,-0.052768,2,0.857143,1,0.809524,0.67376,-0.009813,0.015256,2,0.727273,1,0.517045,'Not Spots'
0,0.54134,0.284669,1,0.142857,0,0.142857,0.644102,0.102762,0.02499,2,0.606061,0,0.496212,'Not Spots'
0,0.497677,0.236328,2,0.428571,0,0.619048,0.615857,0.11818,0.030611,2,0.484848,0,0.382576,'Not Spots'
1,0.199008,-0.006372,1,0.142857,0,0.142857,0.323094,0.124086,0.068924,1,0.151515,0,0.132576,'Not Spots'
0,0.21341,0.285718,1,0.142857,0,0.142857,0.395228,0.181818,0.056943,1,0.181818,0,0.153409,'Not Spots'
0,0.342964,0.365322,0,0,0,0,0.481364,0.1384,0.032929,3,0.393939,0,0.496212,'Not Spots'
0,0.558468,0.000034,2,0.571429,0,0.619048,0.56247,0.004003,0.011416,3,0.606061,0,0.746212,'Not Spots'
1,0.609538,-0.029915,2,0.571429,0,0.619048,0.621911,0.012374,0.00611,3,0.575758,0,0.626894,'Not Spots'
0,0.509994,0.358821,1,0.285714,0,0.238095,0.655466,0.145473,0.013239,2,0.515152,0,0.445076,'Not Spots'
0,0.506508,0.441402,1,0.142857,0,0.142857,0.669746,0.163238,0.018155,2,0.606061,0,0.558712,'Not Spots'
0,0.629981,0.121816,2,0.428571,0,0.619048,0.671549,0.041569,0.016598,2,0.666667,1,0.479167,'Not Spots'
2,0.71436,-0.271801,2,1,1,0.666667,0.663994,-0.050365,0.016638,2,0.636364,1,0.488636,'Not Spots'
1,0.630845,-0.003063,2,0.428571,0,0.619048,0.650174,0.019329,0.022287,2,0.636364,1,0.488636,'Not Spots'
0,0.561767,0.143233,1,0.571429,1,0.285714,0.635036,0.073269,0.028301,2,0.606061,0,0.496212,'Not Spots'
0,0.568593,0.00169,2,0.571429,0,0.619048,0.621529,0.052936,0.031645,2,0.575758,1,0.376894,'Not Spots'
0,0.188133,0.005463,1,0.285714,0,0.238095,0.282491,0.094358,0.059424,1,0.181818,0,0.153409,'Not Spots'
0,0.200038,0.2454,1,0.142857,0,0.142857,0.348024,0.147986,0.049256,1,0.181818,0,0.153409,'Not Spots'
0,0.303043,0.354685,0,0,0,0,0.428718,0.125675,0.027873,2,0.333333,0,0.291667,'Not Spots'
0,0.489687,0.069643,1,0.428571,0,0.285714,0.506477,0.01679,0.00851,2,0.515152,0,0.382576,'Not Spots'
1,0.561655,-0.069693,1,0.714286,1,0.238095,0.565026,0.003371,0.003952,2,0.484848,0,0.320076,'Not Spots'
0,0.506874,0.21859,1,0.285714,0,0.238095,0.599319,0.092444,0.012167,2,0.515152,0,0.382576,'Not Spots'
0,0.541247,0.103455,1,0.571429,1,0.285714,0.615558,0.074311,0.020765,3,0.515152,0,0.570076,'Not Spots'
1,0.625418,-0.112145,2,0.571429,0,0.619048,0.621804,-0.003613,0.024295,2,0.636364,0,0.551136,'Not Spots'
0,0.631736,-0.101,2,0.714286,1,0.571429,0.623303,-0.008432,0.026816,2,0.666667,1,0.541667,'Not Spots'
0,0.564065,0.091727,2,0.571429,0,0.619048,0.623761,0.059696,0.02989,2,0.575758,0,0.439394,'Not Spots'
1,0.556955,0.055434,1,0.428571,0,0.285714,0.625662,0.068707,0.030273,2,0.575758,0,0.501894,'Not Spots'
1,0.591964,-0.021456,1,0.428571,0,0.285714,0.62841,0.036446,0.02885,3,0.575758,0,0.501894,'Not Spots'
0,0.177076,0.2416,0,0,0,0,0.309921,0.132845,0.043624,1,0.151515,0,0.132576,'Not Spots'
0,0.296081,0.134153,1,0.285714,0,0.238095,0.377884,0.081803,0.028219,1,0.272727,0,0.204545,'Not Spots'
1,0.466363,-0.208139,1,0.714286,1,0.238095,0.445554,-0.020809,0.013633,1,0.424242,0,0.251894,'Not Spots'
1,0.500984,-0.112368,1,0.571429,1,0.285714,0.499143,-0.001841,0.010451,1,0.484848,0,0.257576,'Not Spots'
1,0.458651,0.089638,1,0.428571,0,0.285714,0.533665,0.075013,0.018498,2,0.424242,0,0.314394,'Not Spots'
1,0.486896,-0.036842,2,0.571429,0,0.619048,0.554331,0.067435,0.028304,2,0.424242,0,0.376894,'Not Spots'
0,0.538219,-0.07643,1,0.571429,1,0.285714,0.569155,0.030936,0.033362,2,0.575758,0,0.439394,'Not Spots'
1,0.557318,-0.08348,2,0.571429,0,0.619048,0.583827,0.026509,0.034403,2,0.575758,0,0.501894,'Not Spots'
0,0.523064,0.13082,1,0.285714,0,0.238095,0.600807,0.077743,0.032755,2,0.575758,0,0.501894,'Not Spots'
0,0.5349,0.106032,2,0.571429,0,0.619048,0.619572,0.084672,0.028108,2,0.454545,0,0.443182,'Not Spots'
0,0.16672,0.171431,1,0.142857,0,0.142857,0.282326,0.115606,0.040068,1,0.212121,0,0.172348,'Not Spots'
0,0.245301,0.119263,1,0.142857,0,0.142857,0.333302,0.088001,0.032363,1,0.242424,0,0.189394,'Not Spots'
1,0.358012,-0.107119,1,0.428571,0,0.285714,0.386483,0.028471,0.024144,1,0.30303,0,0.217803,'Not Spots'
0,0.36525,0.095285,1,0.428571,0,0.285714,0.432317,0.067067,0.022469,2,0.363636,0,0.301136,'Not Spots'
0,0.333237,0.268855,1,0.142857,0,0.142857,0.467022,0.133785,0.028238,2,0.333333,0,0.354167,'Not Spots'
0,0.337865,0.27851,1,0.285714,0,0.238095,0.494476,0.156611,0.035208,2,0.30303,0,0.280303,'Not Spots'
0,0.391607,0.247909,1,0.142857,0,0.142857,0.520977,0.129369,0.037287,2,0.393939,0,0.371212,'Not Spots'
1,0.493601,-0.024866,1,0.571429,1,0.285714,0.550666,0.057065,0.033854,2,0.484848,0,0.445076,'Not Spots'
0,0.545058,-0.032934,2,0.571429,0,0.619048,0.583302,0.038244,0.027641,2,0.545455,0,0.568182,'Not Spots'
2,0.564161,-0.050487,2,0.571429,0,0.952381,0.615491,0.05133,0.021142,2,0.515152,0,0.507576,'Not Spots'
0,0.208904,0.128521,1,0.142857,0,0.142857,0.30246,0.093556,0.031003,1,0.181818,0,0.153409,'Not Spots'
0,0.234119,0.167101,1,0.142857,0,0.142857,0.33876,0.104641,0.03022,1,0.272727,0,0.204545,'Not Spots'
0,0.248481,0.252651,0,0,0,0,0.374339,0.125858,0.030811,1,0.212121,0,0.172348,'Not Spots'
0,0.27232,0.27383,1,0.142857,0,0.142857,0.407913,0.135593,0.033149,1,0.363636,0,0.238636,'Not Spots'
0,0.302843,0.270263,1,0.142857,0,0.142857,0.441957,0.139114,0.034716,1,0.242424,0,0.189394,'Not Spots'
0,0.346107,0.323756,0,0,0,0,0.479638,0.133531,0.032486,1,0.424242,0,0.251894,'Not Spots'
0,0.442291,0.158029,1,0.428571,0,0.285714,0.522298,0.080007,0.026188,2,0.393939,0,0.371212,'Not Spots'
1,0.535304,-0.005977,2,0.428571,0,0.619048,0.566991,0.031687,0.018711,2,0.545455,0,0.568182,'Not Spots'
0,0.23507,0.158573,1,0.285714,0,0.238095,0.331856,0.096787,0.028703,1,0.181818,0,0.153409,'Not Spots'
0,0.30752,0.035184,1,0.285714,0,0.238095,0.360817,0.053297,0.030035,1,0.272727,0,0.204545,'Not Spots'
1,0.391652,-0.148113,1,0.428571,0,0.285714,0.397484,0.005832,0.028168,2,0.424242,0,0.376894,'Not Spots'
0,0.410456,-0.008288,1,0.571429,1,0.285714,0.441816,0.031359,0.024444,1,0.333333,0,0.229167,'Not Spots'
0,0.518833,0.713843,1,0.142857,0,0.142857,0.935068,0.416235,0.119096,3,0.545455,0,0.505682,'Not Spots'
0,0.485442,0.727372,1,0.142857,0,0.142857,0.928482,0.44304,0.12555,2,0.393939,0,0.308712,'Not Spots'
1,0.681505,0.375781,1,0.428571,0,0.285714,0.976748,0.295243,0.099666,3,0.69697,1,0.655303,'Not Spots'
1,1.014716,-0.205011,3,1.571429,1,0.619048,1.069952,0.055236,0.04923,3,0.818182,1,0.590909,'Not Spots'
3,1.258115,-0.280173,3,1.285714,1,0.904762,1.185325,-0.072791,-0.008332,3,1.272727,1,0.767045,'Not Spots'
1,0.520552,0.247179,1,0.285714,0,0.238095,0.79632,0.275768,0.120727,2,0.454545,0,0.318182,'Not Spots'
0,0.427547,0.47463,1,0.285714,0,0.238095,0.799582,0.372035,0.132353,2,0.363636,0,0.301136,'Not Spots'
0,0.467409,0.661,1,0.142857,0,0.142857,0.860715,0.393307,0.118632,2,0.424242,0,0.314394,'Not Spots'
0,0.742735,0.373079,2,0.714286,1,0.571429,0.980411,0.237676,0.074333,2,0.757576,1,0.564394,'Not Spots'
2,1.10332,-0.085334,2,1,1,0.333333,1.138715,0.035395,0.013501,3,1.151515,1,0.695076,'Not Spots'
1,1.326734,0.042949,3,1.571429,2,0.952381,1.305278,-0.021456,-0.044596,3,1.151515,1,0.757576,'Not Spots'
2,1.497644,0.338697,2,1,1,0.666667,1.455244,-0.0424,-0.090505,5,1.787879,2,1.484848,'Not Spots'
1,0.496135,-0.051983,1,0.428571,0,0.285714,0.647263,0.151128,0.122409,2,0.545455,0,0.380682,'Not Spots'
0,0.452774,0.010688,1,0.714286,1,0.238095,0.647737,0.194963,0.131026,2,0.363636,0,0.301136,'Not Spots'
1,0.449375,0.12069,1,0.428571,0,0.285714,0.700646,0.251271,0.128566,2,0.424242,0,0.314394,'Not Spots'
1,0.60459,0.128697,1,0.571429,1,0.285714,0.820135,0.215545,0.098673,2,0.515152,0,0.382576,'Not Spots'
1,0.908516,0.043301,2,1,1,0.333333,0.99813,0.089614,0.041993,3,0.909091,1,0.647727,'Not Spots'
