@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
3375,3603.493164,3572.571533,3836484.5,4503.319824,899.82666,3392.71875,7247742.5,5314.56543,1711.072266,811.245605,4310.59082,11114744,5226.95459,1623.461426,723.634766,-87.61084,5116.049805,10847977,NotSpot
2879,3516.314941,4700.714355,7607162,4119.742676,603.427734,3344.1875,8584678,5009.859863,1493.544922,890.117188,3960.520264,9463587,5149.455078,1633.140137,1029.712402,139.595215,4885.195313,10123099,NotSpot
7041,3718.354736,3686.571533,5506177.5,4110.996094,392.641357,3489.875,9222998,5026.65918,1308.304443,915.663086,3809.111084,8651484,5163.132813,1444.778076,1052.136719,136.473633,4938.922852,10386514,NotSpot
2245,3823.085693,4484.428711,7886528.5,4139.871582,316.785889,3802.3125,9439548,5059.448242,1236.362549,919.57666,3901.565674,8961216,5176.288574,1353.202881,1036.416992,116.840332,4973.831543,10527588,NotSpot
6171,3943.202637,4915.714355,8470953,4202.838867,259.63623,3601.625,8914580,5108.035645,1164.833008,905.196777,3963.828369,9494535,5187.947266,1244.744629,985.108398,79.911621,5007.375,10618716,NotSpot
8282,3943.870117,4606.428711,6790850,4303.724609,359.854492,3380.5,6443891.5,5168.518555,1224.648438,864.793945,3932.792969,9395245,5197.246094,1253.375977,893.521484,28.727539,5061.747559,10711696,NotSpot
3865,3888.215088,4528.856934,6900289,4445.03125,556.816162,3627.28125,6943599,5237.21582,1349.000732,792.18457,4271.974609,11390774,5203.188477,1314.973389,758.157227,-34.027344,5100.218262,10808668,NotSpot
1683,3150.595459,3786.857178,7917554,4146.006836,995.411377,2815,6740647.5,4986.51123,1835.915771,840.504395,4086.363525,9676510,5101.779785,1951.184326,955.772949,115.268555,4884.175293,10047995,NotSpot
7974,3331.532959,3084,7140958,4075.786621,744.253662,3011.25,6597018.5,4989.813477,1658.280518,914.026855,3887.237305,8798028,5116.705566,1785.172607,1040.918945,126.89209,4887.489746,10029788,NotSpot
5195,3447.681396,4811.714355,9030866,4068.553711,620.872314,2878.625,6253607.5,5009.015137,1561.33374,940.461426,3890.01001,8985215,5131.770996,1684.0896,1063.217285,122.755859,4911.268066,10092420,NotSpot
7649,3536.691406,3729.714355,5824307,4113.041992,576.350586,3276.65625,7674701,5044.218262,1507.526855,931.17627,3866.469727,8613290,5146.249023,1609.557617,1033.207031,102.030762,4945.152344,10195244,NotSpot
4416,3729.334961,4097.571289,8177490.5,4197.875977,468.541016,3626.8125,8442890,5095.027832,1365.692871,897.151855,3957.813232,8751287,5159.072754,1429.737793,961.196777,64.044922,5005.012695,10691112,NotSpot
4889,3848.091064,4866.143066,6406850,4318.907227,470.816162,3739.9375,9375077,5157.523926,1309.432861,838.616699,4149.202148,10199588,5169.371582,1321.280518,850.464355,11.847656,5065.591309,10647070,NotSpot
2682,3237.474121,2832,3829354.25,4161.133789,923.659668,3159.21875,6923098.5,4959.254395,1721.780273,798.120605,3968.424316,8902366,5061.110352,1823.63623,899.976563,101.855957,4836.092773,9736794,NotSpot
2310,3209.699951,4003.857178,8375949.5,4069.427002,859.727051,2889.125,6034318.5,4967.268555,1757.568604,897.841553,3896.701904,8678007,5077.738281,1868.03833,1008.311279,110.469727,4819.418945,9775755,NotSpot
2344,3196.763184,3084.285645,5048462,4042.048828,845.285645,2906.625,6563115,4990.511719,1793.748535,948.462891,3892.257568,8888077,5094.453613,1897.69043,1052.404785,103.941895,4865.719238,9854132,NotSpot
2809,3247.234131,2635.714355,6272295,4075.430664,828.196533,3106.6875,7114630,5029.127441,1781.893311,953.696777,3849.40918,8202201.5,5110.529785,1863.295654,1035.099121,81.402344,4901.998535,10052786,NotSpot
417,3453.083496,3930.571533,10199285,4156.195801,703.112305,3271.46875,7627513.5,5082.46875,1629.385254,926.272949,3878.894043,8031651,5124.813965,1671.730469,968.618164,42.345215,4949.733887,10008142,NotSpot
5175,4096.306152,3995.571533,4990319.5,4508.952148,412.645996,4045.625,10676330,4930.47168,834.165527,421.519531,4345.611328,9756021,4981.435059,885.128906,472.48291,50.963379,4702.085449,9238007,NotSpot
5764,4015.650635,5164.428711,6843410.5,4367.022949,351.372314,3602.96875,8055704,4923.014648,907.364014,555.991699,4120.97998,9242973,4997.026855,981.376221,630.003906,74.012207,4722.367188,9354681,NotSpot
3926,3653.509277,4202.856934,6105794,4226.729004,573.219727,3465.84375,8199681.5,4925.46875,1271.959473,698.739746,4032.782715,9105587,5014.466797,1360.95752,787.737793,88.998047,4765.731934,9401190,NotSpot
6394,3406.595947,3575.857178,6090109,4117.757324,711.161377,3036.875,6472919,4940.414063,1533.818115,822.656738,3880.540283,8772111,5033.003906,1626.407959,915.246582,92.589844,4744.457031,9479558,NotSpot
6841,3320.376709,3588.571533,5664973,4062.729736,742.353027,3157.3125,6446360,4969.568848,1649.192139,906.839111,3843.823242,8044006,5051.588379,1731.21167,988.858643,82.019531,4799.879883,9582462,NotSpot
3123,3343.34375,3988,5508180,4069.517578,726.173828,3427.90625,8286364,5012.90625,1669.5625,943.388672,3851.338379,8259430.5,5069.495117,1726.151367,999.977539,56.588867,4876.629883,9805894,NotSpot
3475,3863.540039,3150.571533,2595690,4615.725098,752.185059,3707.46875,9608697,4872.341309,1008.80127,256.616211,4461.358398,10081096,4910.426758,1046.886719,294.70166,38.085449,4625.338867,9173597,NotSpot
3198,4052.355225,4028.571533,5658992.5,4532.150391,479.795166,4150.4375,10704869,4868.495605,816.140381,336.345215,4381.52002,9754511,4925.498535,873.143311,393.348145,57.00293,4637.273438,9191765,NotSpot
7932,4302.529297,5349.571289,10538076,4430.180176,127.650879,3943.25,9783433,4870.798828,568.269531,440.618652,4190.797852,9203836,4942.994629,640.465332,512.814453,72.195801,4654.044434,9082112,NotSpot
7173,4030.443848,4262.571289,8819647,4312.052246,281.608398,3796.0625,9753361,4882.876465,852.432617,570.824219,3949.651611,8556281,4962.426758,931.98291,650.374512,79.550293,4653.47998,8973805,NotSpot
1741,3582.914063,3463,6910929.5,4202.386719,619.472656,3609,9228173,4906.866211,1323.952148,704.479492,3940.843506,9103814,4982.989258,1400.075195,780.602539,76.123047,4735.832031,9330381,NotSpot
2657,3396.859863,4033,6668568.5,4132.252441,735.392578,3224.375,6791504.5,4943.869629,1547.009766,811.617188,3959.419189,9241373,5003.586426,1606.726563,871.333984,59.716797,4777.651367,9550643,NotSpot
4532,3964.211426,4004.714355,5279029,4607.625488,643.414063,3981.53125,9188919,4786.45459,822.243164,178.829102,4467.419434,10175045,4833.701172,869.489746,226.075684,47.246582,4478.185547,8565229,NotSpot
4501,3772.554199,3224.285645,2649732.75,4569.912109,797.35791,3517.375,7679339,4787.42627,1014.87207,217.51416,4431,9827483,4847.456543,1074.902344,277.544434,60.030273,4511.256348,8900142,NotSpot
3974,4039.344971,4440.856934,10004740,4526.82373,487.47876,3933.5,10718670,4793.679688,754.334717,266.855957,4411.257813,9797474,4864.387207,825.042236,337.563477,70.70752,4507.832031,8871182,NotSpot
3842,4355.762207,4695.571289,6510620,4464.688477,108.92627,4161.15625,11729659,4806.816895,451.054688,342.128418,4210.510254,9284763,4883.861816,528.099609,419.17334,77.044922,4531.752441,8879654,NotSpot
6293,4185.409668,4735,8953026,4377.305176,191.895508,4089.4375,12254405,4829.928223,644.518555,452.623047,4027.959717,8766342,4905.371094,719.961426,528.065918,75.442871,4586.30957,8914029,NotSpot
1855,3700.988525,3911.714355,8611603,4286.459961,585.471436,3470.09375,8994106,4864.560059,1163.571533,578.100098,4053.171631,9064589,4928.062012,1227.073486,641.602051,63.501953,4676.338867,9260212,NotSpot
7516,4416.209961,4840.143066,7616499.5,4506.308105,90.098145,3982.40625,9674744,4676.412598,260.202637,170.104492,4175.702148,9603613,4752.715332,336.505371,246.407227,76.302734,4357.222168,8210454,NotSpot
6726,4317.69873,5236.285645,10478255,4514.576172,196.877441,3951.03125,8931685,4680.248047,362.549316,165.671875,4322.666504,10151105,4764.606445,446.907715,250.030273,84.358398,4361.251953,8328523.5,NotSpot
2186,4052.001709,4503.714355,6979818.5,4510.193848,458.192139,3923.8125,9843079,4689.349609,637.3479,179.155762,4336.318359,9862912,4780.089844,728.088135,269.895996,90.740234,4409.941406,8616126,NotSpot
4974,4103.941406,3619.285645,4508450.5,4493.649902,389.708496,4096.15625,10825774,4705.609375,601.667969,211.959473,4272.262695,9393650,4798.887695,694.946289,305.237793,93.27832,4418.210938,8549401,NotSpot
4490,4313.878418,5065.571289,13671599,4456.245605,142.367188,4374.8125,11959783,4729.891602,416.013184,273.645996,4216.36377,9097892,4820.359375,506.480957,364.11377,90.467773,4420.854492,8536792,NotSpot
5639,4139.793457,4302.714355,4563787.5,4396.430176,256.636719,4106.625,12496988,4764.728516,624.935059,368.29834,4119.45459,9044735,4843.976074,704.182617,447.545898,79.247559,4495.59082,8673531,NotSpot
3866,3968.410156,4218,7455242.5,4306.767578,338.357422,4025.15625,10684012,4565.489746,597.07959,258.722168,4024.272705,9378046,4663.537109,695.126953,356.769531,98.047363,4274.008789,7880022,NotSpot
4883,3829.304688,4505.714355,8258814,4290.577148,461.272461,3369.625,8691949,4556.540527,727.23584,265.963379,4024.904053,9602760,4664.461914,835.157227,373.884766,107.921387,4278.512695,7958801,NotSpot
8968,4034.282959,4138.428711,8760807,4321.902344,287.619385,3722.8125,8823498,4553.241699,518.95874,231.339355,3924.742432,8751998,4669.526855,635.243896,347.624512,116.285156,4240.091309,7936014.5,NotSpot
6371,4381.836426,5668.856934,11865589,4377.660156,-4.17627,4236.40625,10188078,4555.710449,173.874023,178.050293,3996,9146047,4678.802246,296.96582,301.14209,123.091797,4231.256348,8000398,NotSpot
9364,4545.015137,6354.285645,9179943,4425.455566,-119.55957,4084.03125,9784158,4564.441406,19.42627,138.98584,4183.292969,9718475,4692.164551,147.149414,266.708984,127.723145,4244.989746,7988003.5,NotSpot
7694,4329.549805,4731.428711,11707258,4446.726563,117.176758,4068.34375,8822954,4580.52832,250.978516,133.801758,4181.838379,9135779,4709.313477,379.763672,262.586914,128.785156,4284.732422,8261239.5,NotSpot
3106,4161.29834,4411,5769459.5,4439.75,278.45166,4333.21875,12197515,4605.771973,444.473633,166.021973,4166.040527,9033630,4729.913574,568.615234,290.163574,124.141602,4295.552246,8347366.5,NotSpot
4144,4176.836914,4663.856934,7190155.5,4408.854492,232.017578,3971.15625,10666581,4640.467285,463.630371,231.612793,4020.959717,8768942,4753.318359,576.481445,344.463867,112.851074,4324.86084,8367890.5,NotSpot
9181,3787.184814,4690.856934,8874785,4160.249512,373.064697,3348.03125,8592416,4437.237305,650.05249,276.987793,3857.858643,8494311,4584.194824,797.01001,423.945313,146.95752,4136.830566,7484765,NotSpot
5365,3529.324219,3903.857178,9048076,4129.237793,599.913574,3106.34375,7284130.5,4428.074219,898.75,298.836426,3963.101074,9386583,4585.975586,1056.651367,456.737793,157.901367,4133.005859,7531141.5,NotSpot
4077,3756.088867,4317,7523579,4171.552734,415.463867,3728,10529807,4425.306641,669.217773,253.753906,3966.131348,9110491,4592.089355,836.000488,420.536621,166.782715,4102.12207,7449550,NotSpot
2485,4177.84375,4834.856934,8255190,4257.697266,79.853516,4084.0625,9946221,4429.708496,251.864746,172.01123,3899.146484,8574960,4602.621094,424.777344,344.923828,172.912598,4092.911621,7475819,NotSpot
6066,4415.862793,4332.856934,8776424,4336.661133,-79.20166,4374.09375,10842441,4442.135742,26.272949,105.474609,3946.550537,8483129,4617.395996,201.533203,280.734863,175.260254,4110.150879,7631027,NotSpot
3430,4412.894043,4975.714355,6681115,4373.699707,-39.194336,4271.75,11293175,4463.78125,50.887207,90.081543,4035.883789,8932706,4636.137207,223.243164,262.4375,172.355957,4158.728027,7837349,NotSpot
5420,4344.892578,4945.714355,12715832,4366.047852,21.155273,4177.9375,10046994,4496.503906,151.611328,130.456055,3997.40918,9091989,4658.45752,313.564941,292.409668,161.953613,4164.773438,7848295.5,NotSpot
4671,3392.926514,3105.285645,9627498,4023.356201,630.429688,3238.90625,7917575.5,4309.038086,916.111572,285.681885,3815.131348,8141503.5,4503.674805,1110.748291,480.318604,194.636719,4011.742188,7267271,NotSpot
1656,3222.017822,3833.571533,5079752,3990.513184,768.495361,2908.21875,6945493,4299.763184,1077.745361,309.25,3843.060547,8259793.5,4506.291504,1284.273682,515.77832,206.52832,4002.868408,7260458,NotSpot
4414,3583.151611,3573.285645,7185859,4037.780273,454.628662,3533.3125,8143294.5,4297.092285,713.940674,259.312012,3892.161621,8341879.5,4513.402344,930.250732,475.62207,216.310059,3995.153076,7265167.5,NotSpot
8604,4147.191406,4767.428711,9686837,4135.460938,-11.730469,3654.34375,8284398.5,4302.488281,155.296875,167.027344,3739.681885,7787596,4525.106445,377.915039,389.645508,222.618164,4021.965088,7306447,NotSpot
5295,4484.782227,5845.714355,8521077,4226.497559,-258.284668,4618.34375,12568812,4317.154297,-167.62793,90.656738,3787.798096,7981693.5,4541.180664,56.398438,314.683105,224.026367,4033.567627,7402934,NotSpot
5218,4658.06543,5790.714355,13671826,4268.909668,-389.155762,4413.28125,11002984,4342.533203,-315.532227,73.623535,3924.348389,9264234,4561.382324,-96.683105,292.472656,218.849121,4059.525146,7586215.5,NotSpot
3364,3286.029297,3378.142822,2596700.25,3908.99585,622.966553,3434.5625,9316296,4183.613281,897.583984,274.617432,3733.085938,7852837,4423.19043,1137.161133,514.19458,239.577148,3874.701416,6952985.5,NotSpot
4146,3158.331543,2433,1836601,3875.7146,717.383057,3084.25,6534462.5,4174.643066,1016.311523,298.928467,3700.802979,7675829,4426.586426,1268.254883,550.871826,251.943359,3874.240723,7076793,NotSpot
3057,3483.446289,4009.285645,4955913,3911.066895,427.620605,3471.90625,8219950,4172.008301,688.562012,260.941406,3674.626221,7604188.5,4434.601074,951.154785,523.53418,262.592773,3899.682861,7065070.5,NotSpot
4002,4015.901367,4826.571289,9036964,3993.14624,-22.755127,3862.1875,9853913,4177.812988,161.911621,184.666748,3662.737305,8027341.5,4447.347656,431.446289,454.201416,269.534668,3911.66333,7219444,NotSpot
8325,4463.776855,5698.714355,12684365,4073.433594,-390.343262,4145.5625,10558266,4193.547363,-270.229492,120.11377,3678.95459,8232832.5,4464.568848,0.791992,391.135254,271.021484,3931.557861,7230698,NotSpot
4703,3579.440918,4956.714355,10580392,3816.075439,236.634521,3147,6477365.5,4064.366943,484.926025,248.291504,3577.621094,7198776.5,4343.899414,764.458496,527.823975,279.532471,3749.227295,6708454,NotSpot
2794,3372.679443,3451.857178,3014601.25,3773.708252,401.028809,3245.4375,7365841.5,4056.256348,683.576904,282.548096,3509.712158,6966383.5,4348.024414,975.344971,574.316162,291.768066,3734.858887,6777026.5,NotSpot
5046,3478.678467,4124,6071799.5,3779.26123,300.582764,3311.25,7300715.5,4053.824951,575.146484,274.563721,3507.434326,7202285.5,4356.848145,878.169678,577.586914,303.023193,3718.950195,6640983.5,NotSpot
4353,3743.408691,4074,9434172,3823.53833,80.129639,3545.28125,8377811.5,4059.704834,316.296143,236.166504,3456.111084,7283533,4370.510742,627.102051,546.972412,310.805908,3775.397461,6813360.5,NotSpot
4835,3864.527588,4897.428711,7612282.5,3783.928223,-80.599365,3651.0625,8071238,3963.693115,99.165527,179.764893,3442.636475,6362837.5,4267.07666,402.549072,483.148438,303.383545,3677.51709,6553422,NotSpot
7957,3798.587646,4400.714355,6861299.5,3721.44458,-77.143066,3652.75,8510524,3953.220947,154.633301,231.776367,3328.914063,6049553,4267.014648,468.427002,545.570068,313.793701,3689.341064,6535506,NotSpot
4440,3554.097656,4348,8165561,3664.301025,110.203369,3373.03125,7091322,3946.348389,392.250732,282.047363,3306.611084,6127099.5,4271.788574,717.690918,607.487549,325.440186,3636.737061,6464562.5,NotSpot
8410,3962.830322,5608.428711,8443477,3701.094238,-261.736084,3482.59375,7795966.5,3869.68042,-93.149902,168.586182,3238.247559,6174214.5,4197.094727,234.264404,496.000488,327.414307,3595.727295,6230202,NotSpot
7621,3892.344727,4912.571289,8404771,3662.283447,-230.061279,3589.21875,8271300.5,3860.477783,-31.866943,198.194336,3192.101074,5688041,4192.692383,300.347656,530.408936,332.2146,3566.057129,6109843.5,NotSpot
6541,3727.570068,5685.143066,8668556,3604.109863,-123.460205,3118.875,7768013.5,3852.640137,125.070068,248.530273,3294.247559,5711652.5,4193.166504,465.596436,589.056641,340.526367,3560.765137,6112137.5,NotSpot
5784,3689.587646,4495,5243479,3542.531738,-147.055908,3386.3125,7246663.5,3781.178223,91.590576,238.646484,3148.757568,6428135.5,4134.757813,445.170166,592.226074,353.57959,3545.916748,5935604.5,NotSpot
5280,3699.699951,4353.143066,6943378,3531.488037,-168.211914,3748.28125,8331534.5,3775.101074,75.401123,243.613037,3131.580811,5866894,4126.464844,426.764893,594.976807,351.36377,3544.890869,6064215,NotSpot
3378,3505.324707,4195.428711,10052017,3506.768311,1.443604,3357.65625,7556202,3769.318115,263.993408,262.549805,3085.798096,5585473.5,4122.557129,617.232422,615.788818,353.239014,3528.165039,6001700.5,NotSpot
3575,2986.999756,2758.428467,3443360.25,3354.398438,367.398682,3161.53125,7298978.5,3701.68457,714.684814,347.286133,3013.505127,6163511,4080.800293,1093.800537,726.401855,379.115723,3527.902588,5966186.5,NotSpot
5402,3225.553955,4134.856934,4502828,3347.658447,122.104492,2797.90625,5826958,3697.624512,472.070557,349.966064,3043,6149134.5,4068.462402,842.908447,720.803955,370.837891,3477.887695,5825495,NotSpot
4760,3297.750732,4462,5385231.5,3350.081299,52.330566,3000.3125,6413201.5,3694.99292,397.242188,344.911621,3013.020264,5642670,4060.705322,762.95459,710.624023,365.712402,3492.625488,5868991.5,NotSpot
1580,2852.091553,2505.285645,3536607,3205.826904,353.735352,2818.78125,7366885,3634.979736,782.888184,429.152832,2908.888916,5976830,4035.518311,1183.426758,829.691406,400.538574,3444.457764,5883684,NotSpot
2155,2711.256836,3005.571533,4717827,3187.048584,475.791748,2721.125,5613690.5,3632.051025,920.794189,445.002441,2924.919189,6263302.5,4019.448486,1308.19165,832.399902,387.397461,3464.505127,5828181,NotSpot
3258,2874.033203,3516.142822,7220880.5,3192.681152,318.647949,2642.34375,5840896,3631.339355,757.306152,438.658203,3066.302979,6395610.5,4007.709473,1133.67627,815.02832,376.370117,3462.248779,5829700.5,NotSpot
10188,2914.561035,2950,12775567,3121.375977,206.814941,2640.8125,7636856.5,3585.019775,670.45874,463.643799,2933.944336,6353112,3999.308105,1084.74707,877.932129,414.28833,3410.133789,5801854.5,NotSpot
736,2672.907227,3153.714355,14934654,3094.804199,421.896973,2463.09375,6057491,3580.381592,907.474365,485.577393,2826.353516,5933084,3979.610596,1306.703369,884.806396,399.229004,3417.397461,5801196.5,NotSpot
6994,2699.155762,2812.428467,6687681,3093.578369,394.422607,2476.8125,6090717.5,3580.716553,881.560791,487.138184,2818.292969,5896733,3964.244141,1265.088379,870.665771,383.527588,3414.855957,5753822.5,NotSpot
8109,3109.828613,3315.142822,8749821,3086.91626,-22.912354,2894.15625,7374478.5,3553.368164,443.539551,466.451904,2865.515137,5850583,3971.434326,861.605713,884.518066,418.066162,3384.455322,5744515.5,NotSpot
1256,2777.686279,3779.142822,14897418,3056.87085,279.18457,2667.78125,7640831.5,3545.510254,767.823975,488.639404,2923.813232,5915655,3948.531738,1170.845459,891.660889,403.021484,3393.257813,5714249.5,NotSpot
1569,2584.259033,2344.857178,3954550.75,3047.878662,463.619629,2731.625,7330559,3544.275879,960.016846,496.397217,2832.277832,5582438.5,3929.656006,1345.396973,881.777344,385.380127,3368.304688,5608844.5,NotSpot
4921,2995.998291,3548.428467,5404399,3063.178955,67.180664,2716.0625,6082857.5,3540.39917,544.400879,477.220215,2928.338379,6466213.5,3952.124512,956.126221,888.945557,411.725342,3383.51709,5845565.5,NotSpot
6144,2995.740967,4649,9138275,3044.360596,48.619629,2531.59375,6361907.5,3527.969727,532.22876,483.609131,2788.358643,5497941,3926.178955,930.437988,881.818359,398.209229,3375.541504,5660020,NotSpot
1785,2569.336426,2338.428467,6047379.5,3032.355957,463.019531,2677.15625,7683074.5,3523.773438,954.437012,491.41748,2926.373779,5919989.5,3904.208008,1334.871582,871.852051,380.43457,3388.648682,5659501,NotSpot
1807,2315.976074,1773.714233,1928716.625,3035.739014,719.762939,2348.8125,4917085.5,3544.283447,1228.307373,508.544434,2921.787842,6161907,3940.70752,1624.731445,904.968506,396.424072,3351.424316,5775150.5,NotSpot
4318,2696.026611,3070.857178,5384811,3032.694824,336.668213,2411.53125,5830501.5,3526.0896,830.062988,493.394775,2885.217285,6087757.5,3911.881592,1215.85498,879.186768,385.791992,3350.941406,5632407.5,NotSpot
3777,2705.459473,2789.428467,6190641.5,3034.911621,329.452148,2745.5625,7069805.5,3517.553467,812.093994,482.641846,2913.373779,5870837,3886.992432,1181.532959,852.080811,369.438965,3345.615967,5464846.5,NotSpot
2124,2381.25415,2151.714355,1746866.875,3025.233154,643.979004,2228.90625,4494563,3563.48291,1182.22876,538.249756,2977.252441,6315019,3936.94458,1555.69043,911.711426,373.46167,3361.794922,5695858,NotSpot
2399,2491.224854,2391.428467,4629786,3022.868164,531.643311,2511.65625,6094987.5,3539.191162,1047.966309,516.322998,2949.030273,6465347.5,3905.318604,1414.09375,882.450439,366.127441,3364.05127,5750502,NotSpot
538,2635.003906,2977.857178,6825493.5,3040.309326,405.30542,2608.21875,5631733,3525.027588,890.023682,484.718262,2860.878906,5476043.5,3877.648193,1242.644287,837.338867,352.620605,3371.032715,5708268.5,NotSpot
3268,2517.164063,2151,2924439.75,3057.494141,540.330078,2605.09375,6777612.5,3595.402588,1078.238525,537.908447,2782.505127,5414149.5,3940.723389,1423.559326,883.229248,345.320801,3383.888672,5628056,NotSpot
3346,2706.239502,3502.142822,9151105,3030.104492,323.86499,2455.90625,5345207,3563.708984,857.469482,533.604492,2812.055664,5775870.5,3906.232666,1199.993164,876.128174,342.523682,3397.5625,5718724,NotSpot
6558,2822.619629,2860.428467,3985463,3044.320068,221.700439,2711.84375,6104328.5,3543.693848,721.074219,499.373779,2861.080811,5739312.5,3875.809326,1053.189697,831.489258,332.115479,3376.470947,5690169,NotSpot
1371,2609.673584,2857.428467,9345749,3167.047852,557.374268,2545.78125,6824453.5,3635.603271,1025.929688,468.55542,2995.934326,5873736.5,3951.331543,1341.657959,784.283691,315.728271,3450.362549,5874442,NotSpot
1695,2609.607422,2026.571411,5841830,3080.314453,470.707031,2706,7787250,3598.920898,989.313477,518.606445,2791.227295,5246453.5,3914.266846,1304.659424,833.952393,315.345947,3414.848389,5800152.5,NotSpot
810,2667.568604,2218.714355,2184933,3056.404785,388.836182,2844.625,6907523,3572.023926,904.455322,515.619141,2811.267578,5448000.5,3881.023193,1213.45459,824.618408,308.999268,3364.381836,5624244,NotSpot
6234,3564.361084,4949.428711,15878483,3494.889893,-69.471191,3169.6875,8243109,3727.350098,162.989014,232.460205,3238.343506,6642934,4013.095215,448.734131,518.205322,285.745117,3504.730225,5939470.5,NotSpot
1213,2983.441895,3007.714355,7251285.5,3343.358398,359.916504,3126.71875,8966520,3679.479248,696.037354,336.12085,3180.59082,6477008,3969.087402,985.645508,625.729004,289.608154,3504.726563,5918492.5,NotSpot
7249,2894.902344,2897.857178,9783379,3205.216309,310.313965,2834.21875,7661257.5,3639.28833,744.385986,434.072021,3067.48999,6002352.5,3929.049561,1034.147217,723.833252,289.76123,3477.779297,5867810.5,NotSpot
3479,3443.838623,3297,4599626.5,3617.286865,173.448242,3394.65625,9189571,3825.776367,381.937744,208.489502,3317.277832,6757665,4091.194824,647.356201,473.907959,265.418457,3569.265869,6286840,NotSpot
4627,3703.189941,5035.856934,14613663,3561.722656,-141.467285,3495.21875,8942060,3771.266846,68.076904,209.544189,3321.257568,6687314,4040.383301,337.193359,478.660645,269.116455,3546.027588,6061835.5,NotSpot
6727,3474.99707,3700.428467,6509606.5,3472.642822,-2.354248,3149.25,8338299,3723.006348,248.009277,250.363525,3255.565674,6810491,3993.501709,518.504639,520.858887,270.495361,3540.023682,6060497.5,NotSpot
2353,3083.383545,3417.571533,5991825,3353.458252,270.074707,2926.3125,5920668,3681.199219,597.815674,327.740967,3101.95459,6317616.5,3950.668457,867.284912,597.210205,269.469238,3514.282227,6030982.5,NotSpot
6670,3406.814453,3715.571533,8676594,3577.763916,170.949463,3022.09375,6922822,3869.072754,462.258301,291.308838,3266.085938,6818566.5,4127.722168,720.907715,549.958252,258.649414,3632.987305,6375135,NotSpot
5239,3353.102783,4149.856934,4848677,3523.648926,170.546143,2908.1875,6274603.5,3813.592773,460.48999,289.943848,3230.318115,6655683,4074.031982,720.929199,550.383057,260.439209,3587.599609,6255938.5,NotSpot
5870,3336.327637,3976.714355,6372207,3477.406006,141.078369,3389.875,9038594,3764.507324,428.179688,287.101318,3183.333252,6620515,4024.240234,687.912598,546.834229,259.73291,3597.560059,6268301.5,NotSpot
1238,3161.366699,3802,7017192,3414.137207,252.770508,3097.8125,5945462.5,3722.186035,560.819336,308.048828,3216.676758,6878410.5,3978.506348,817.139648,564.369141,256.320313,3568.226563,6168052.5,NotSpot
6639,3512.98291,4169.143066,7596587,3580.325928,67.343018,3494.21875,8526952,3915.70874,402.72583,335.382813,3272.222168,7018039.5,4170.211914,657.229004,589.885986,254.503174,3684.644775,6551802.5,NotSpot
7999,3456.25708,4779.856934,9014917,3490.318359,34.061279,2937.46875,6214237,3856.366699,400.109619,366.04834,3172.712158,6579339.5,4113.851074,657.593994,623.532715,257.484375,3637.23999,6415427,NotSpot
3265,3229.555176,3786.571533,6486757,3425.435303,195.880127,3185.09375,7351814.5,3805.486328,575.931152,380.051025,3226.717285,6633386,4061.104248,831.549072,635.668945,255.61792,3591.875244,6261428,NotSpot
3837,3033.906982,3500.142822,6835381.5,3379.180176,345.273193,2846.5625,6359621.5,3761.674805,727.767822,382.494629,3247.530273,6767976,4012.400391,978.493408,633.220215,250.725586,3590.22583,6229874,NotSpot
1285,3461.945068,3286,7769062.5,3749.560059,287.61499,3302.4375,7894175,4045.45166,583.506592,295.891602,3525.146484,8081880.5,4280.419434,818.474365,530.859375,234.967773,3825.730225,6806263.5,NotSpot
3068,3382.161377,3769.571533,7035372,3633.811035,251.649658,3337.40625,7117915.5,3969.556885,587.395508,335.74585,3325.474854,7248951,4218.225098,836.063721,584.414063,248.668213,3750.410889,6594195.5,NotSpot
3745,3445.032715,4141.285645,7548587,3516.522461,71.489746,3249.40625,7517982,3904.089844,459.057129,387.567383,3287.101074,6896208,4159.149902,714.117188,642.627441,255.060059,3716.47998,6504072,NotSpot
2063,3195.85083,4035.142822,7334234.5,3414.947021,219.096191,3185.59375,7477446.5,3848.340088,652.489258,433.393066,3071.505127,6196780,4103.71875,907.86792,688.771729,255.378662,3623.662598,6378193.5,NotSpot
4399,2925.297363,3012,6182357,3340.821777,415.524414,2605.53125,5840033,3801.759033,876.46167,460.937256,3033.883789,5669336,4052.016602,1126.719238,711.194824,250.257568,3595.277832,6301073,NotSpot
