@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_middle_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_middle_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_middle_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_middle_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_middle_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_middle_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Derivatives_1_1_1_8.0 numeric
@attribute Derivatives_2_2_2_8.0 numeric
@attribute Derivatives_3_3_3_8.0 numeric
@attribute Derivatives_4_4_4_8.0 numeric
@attribute Derivatives_5_5_5_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute Structure_largest_8.0_1.0 numeric
@attribute Structure_middle_8.0_1.0 numeric
@attribute Structure_smallest_8.0_1.0 numeric
@attribute Structure_largest_8.0_3.0 numeric
@attribute Structure_middle_8.0_3.0 numeric
@attribute Structure_smallest_8.0_3.0 numeric
@attribute Minimum_8.0 numeric
@attribute Maximum_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Median_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
64,20.324677,8.5453,6.947072,6.172056,-0.440235,-2.565765,0.195017,44.221897,8.302179,-21.664429,5.719486,18.981907,11.902379,9.393648,3.126905,2.445445,2.143659,10,64,31.142857,34,334.476196,8.987944,-11.336733,0.966069,0.926394,0.836027,-0.016936,-0.030227,0.002813,0.005398,-0.002222,-2.72849,0.900797,0.847472,0.438947,0.357467,0.331222,0.264772,0.217384,3,64,20.09091,17,199.46022,4.554241,-15.770435,-4.433702,0.07024,0.065488,0.063005,-0.000027,-0.000174,0.000001,0.000001,-0,-0.198733,0.098825,0.011791,0.004104,0.003183,0.016679,0.010758,0.007214,0,64,8.097277,6,65.486595,3.438615,-16.886063,-5.549329,-1.115626,0.009136,0.003282,0.002898,-0.000013,-0,-0,0,-0,-0.015316,0.031089,0.000971,0.000034,0.000008,0.000946,0.000166,0.000048,0,64,4.139402,4,13.462531,Spot
35,21.60244,8.127987,7.62151,6.03298,-0.462586,-1.3634,3.447883,-13.808155,-95.773285,-21.782476,3.468922,16.739391,12.231771,9.876942,3.18576,2.505041,2.144629,14,64,35.142857,35,247.476196,9.337362,-12.265078,1.107933,0.999242,0.851142,-0.007304,-0.032581,0.001256,0.005904,-0.001622,-2.958318,0.32311,0.594726,0.474036,0.377304,0.327267,0.271388,0.221759,4,64,21.545454,19,171.443176,4.614998,-16.987442,-4.722364,0.072745,0.070485,0.063613,-0.000012,-0.000179,0.000001,0.000001,-0,-0.206843,0.038872,0.005293,0.004333,0.003458,0.01708,0.009477,0.007375,0,64,8.252918,6,64.392815,3.455909,-18.14653,-5.881453,-1.159089,0.009248,0.00346,0.003091,-0.00001,-0,-0,0,-0,-0.015799,0.029664,0.000893,0.000032,0.000009,0.000913,0.00016,0.00005,0,64,4.186344,4,13.465734,Spot
10,12.25195,3.596995,1.715431,0.54264,0.53518,0.607468,-0.609677,-0.039053,8.342538,-2.424203,5.726933,14.56023,7.631981,1.601806,4.245687,2.322694,1.759236,8,17,12.285714,11,11.571428,8.499576,-3.752375,0.937931,0.619693,0.180147,0.008931,-0.006849,-0.002462,0.000456,0.002486,-1.737771,1.59215,1.519175,0.506898,0.256426,0.432974,0.378133,0.2796,3,44,13.090909,10,90.522728,4.697889,-7.554061,-3.801686,0.086919,0.076292,0.061724,-0.00006,-0.000164,-0,0,0,-0.224935,0.217336,0.045923,0.005059,0.003935,0.037668,0.012088,0.00902,0,55,8.785993,6,81.926682,3.472158,-8.779793,-5.027418,-1.225731,0.007345,0.004456,0.002759,0.000009,-0.000001,0,0,0,-0.01456,0.038258,0.001427,0.000019,0.000007,0.001195,0.000108,0.00004,0,55,4.277857,4,17.831676,Spot
16,13.129143,4.094205,2.465207,0.680909,0.779981,0.809523,0.268841,-26.011366,-43.584785,-5.878503,5.57455,12.516707,7.483625,3.085082,4.08985,2.253274,1.773414,10,40,16.857143,15,110.14286,8.389715,-4.739428,0.906397,0.715292,0.117758,0.05422,-0.009084,-0.00575,-0.000014,0.002299,-1.739447,1.543807,1.452549,0.470594,0.304673,0.427834,0.355436,0.285694,2,45,14,12,92.625,4.68404,-8.445103,-3.705675,0.084417,0.076799,0.059317,0.000364,-0.000156,-0.000002,0,0,-0.220534,0.221338,0.047149,0.004789,0.003961,0.037868,0.011808,0.008891,0,55,8.412452,6,77.274529,3.47079,-9.658353,-4.918925,-1.21325,0.007342,0.004346,0.002837,0.000008,-0.000001,-0,0,0,-0.014525,0.038457,0.001441,0.000017,0.000008,0.001204,0.000101,0.000044,0,55,4.294452,4,17.900448,Spot
12,11.047642,3.3534,2.8488,1.29529,0.147998,-0.157516,0.575225,5.432212,12.329501,-4.906911,5.07698,11.449278,4.321039,3.309058,3.629504,2.017354,1.635893,2,26,13.571428,14,51.952381,7.551206,-3.496436,0.695818,0.649002,0.087851,0.071073,-0.007077,-0.004083,0.000009,-0.000593,-1.256969,1.591467,1.581312,0.302042,0.259749,0.406333,0.308013,0.270654,2,40,10.939394,10,66.433716,4.595773,-6.451869,-2.955433,0.08239,0.06758,0.048241,0.000723,-0.000124,-0.000003,0,0,-0.198212,0.239568,0.052528,0.004625,0.003415,0.037539,0.011433,0.008266,0,55,7.66537,5,64.043839,3.46546,-7.582181,-4.085745,-1.130312,0.007301,0.004086,0.002834,0.000007,-0.000001,-0,0,0,-0.014221,0.03901,0.001481,0.000015,0.000008,0.001226,0.000091,0.000046,0,55,4.309626,4,17.927332,Spot
11,9.156761,2.735748,2.657105,1.12394,-0.643613,-0.562615,1.950785,12.254771,-31.271954,-1.202583,3.852938,11.100616,3.947899,1.244408,3.806023,2.00642,1.528049,3,17,8.571428,9,22.619047,7.337683,-1.819078,0.738249,0.500985,0.187212,-0.016899,-0.005186,0.003029,0.00214,-0.002833,-1.052022,1.588134,1.602784,0.343908,0.179527,0.402845,0.342903,0.244245,2,38,9.30303,8,48.842804,4.545053,-4.611709,-2.792631,0.086409,0.063272,0.044262,-0.000088,-0.000129,0,0,-0,-0.193943,0.246104,0.054437,0.00534,0.003213,0.036387,0.012761,0.008165,0,50,7.863813,5,71.477478,3.453984,-5.702777,-3.883699,-1.091069,0.007217,0.004193,0.002411,0.00001,-0,0,0,0,-0.013822,0.039777,0.001537,0.000019,0.000005,0.001256,0.000113,0.000032,0,55,4.234708,3,17.937771,Spot
10,11.843623,4.13139,2.195895,0.489255,0.206885,0.095781,2.339217,-9.625568,-58.792099,-2.42475,5.244946,14.154376,7.864602,1.378105,4.339909,2.305026,1.749854,10,23,13.285714,11,22.571428,8.43251,-3.411113,0.946707,0.587364,0.138419,0.01065,-0.005091,-0.002635,0.000153,0.002592,-1.67249,1.607041,1.54547,0.518504,0.237629,0.438166,0.380237,0.276209,3,38,12,10,55.0625,4.678491,-7.165133,-3.75402,0.089953,0.069478,0.064692,-0.000003,-0.000165,-0,0,0,-0.224124,0.222538,0.047493,0.005507,0.003806,0.037451,0.01281,0.00901,0,55,8.910506,6,82.777115,3.461551,-8.382072,-4.970959,-1.216939,0.007294,0.004424,0.002644,0.000008,-0.000001,0,0,0,-0.014361,0.039094,0.001488,0.00002,0.000007,0.001231,0.000114,0.000037,0,55,4.254623,3,17.870146,Spot
14,13.150476,4.399261,1.256846,0.643132,1.499829,0.845794,-2.673816,-8.421778,-11.959752,-2.499283,5.667383,14.817798,9.789584,1.22182,4.557161,2.422903,1.854878,6,22,13.142858,14,26.142857,8.955979,-4.194497,1.029831,0.624258,0.339882,0.034934,-0.002563,-0.007053,-0.002654,0.006197,-1.993971,1.543687,1.44324,0.586187,0.272155,0.461337,0.383829,0.292369,3,40,14.333333,11,89.729164,4.741401,-8.409076,-4.214579,0.087461,0.078211,0.071983,0.000085,-0.000177,-0.000001,0,0,-0.237655,0.207462,0.043645,0.005251,0.004082,0.038063,0.012568,0.009406,0,55,9.338521,6,83.545113,3.465161,-9.685316,-5.490819,-1.27624,0.007331,0.004527,0.00278,0.000006,-0.000001,-0,0,0,-0.014639,0.038739,0.001463,0.00002,0.000008,0.001219,0.000112,0.000042,0,55,4.287814,4,17.891981,Spot
15,12.257705,3.694563,1.28031,0.05413,1.001334,0.015628,-2.416914,14.133554,74.213043,-2.468383,5.569595,16.021931,6.580651,1.428175,4.404418,2.333984,1.818841,3,16,12.571428,14,20.285715,8.664337,-3.593368,0.907906,0.667581,0.211747,0.039243,0.000025,-0.00524,-0.002815,0.002214,-1.787234,1.623616,1.587664,0.462649,0.288455,0.461968,0.359056,0.290679,2,40,12.212121,12,60.234848,4.725226,-7.532478,-3.939111,0.085274,0.076129,0.070221,0.000156,-0.000163,-0.000001,0,0,-0.231624,0.213408,0.045238,0.005016,0.003982,0.038189,0.012207,0.009281,0,55,9.042802,6,82.25988,3.464582,-8.793122,-5.199755,-1.260644,0.007328,0.004477,0.00283,0.000004,-0.000001,-0,0,0,-0.014636,0.038787,0.001466,0.000019,0.000008,0.001221,0.000106,0.000045,0,55,4.305832,4,17.886024,Spot
15,9.805445,3.175127,2.177282,1.24284,-0.398142,-0.445277,0.981146,2.705875,29.387573,-2.240685,4.608981,13.468149,3.52762,1.495748,3.918509,2.068954,1.642313,4,15,11,12,18.666666,7.673474,-2.131971,0.667633,0.599731,0.096454,0.024232,0.000902,0.000559,-0.000236,-0.003987,-1.17091,1.693824,1.755982,0.286727,0.244822,0.438438,0.31344,0.269653,1,40,9.787879,10,61.547348,4.633046,-5.172399,-3.040428,0.083943,0.06641,0.056956,0.000195,-0.000125,-0.000001,0,0,-0.207309,0.235299,0.051337,0.004806,0.003498,0.037804,0.011756,0.008654,0,55,8.350195,6,76.236259,3.459924,-6.34552,-4.21355,-1.173122,0.007288,0.004267,0.002799,0.000003,-0.000001,-0,0,-0,-0.014354,0.039216,0.001497,0.000017,0.000009,0.001237,0.000097,0.000047,0,55,4.313893,4,17.917553,Spot
7,7.723507,2.162652,1.535363,1.270776,-0.369604,-0.00181,2.017405,-11.41791,-68.101654,-1.898065,2.473994,5.682585,2.171273,1.179789,3.004557,1.559853,1.326749,5,17,9.142858,8,16.476191,6.202071,-1.521436,0.546757,0.43325,0.339976,0.027686,-0.007687,0.001365,0.002812,-0.002214,-0.640031,1.301377,1.233619,0.203842,0.134379,0.33507,0.284784,0.211103,2,17,7.969697,7,15.717803,4.341761,-3.381747,-1.860311,0.078374,0.055783,0.019492,0.000727,-0.000086,-0.000002,0,0,-0.153649,0.26325,0.060512,0.004632,0.002532,0.03514,0.012339,0.007032,0,50,6.392996,5,46.653545,3.429754,-4.293753,-2.772317,-0.912006,0.007055,0.003591,0.00212,0.000008,-0,-0,0,0,-0.012766,0.041699,0.001682,0.000017,0.000004,0.001339,0.000105,0.000026,0,55,4.202466,3,17.938589,Spot
17,10.584324,3.894827,2.588028,1.856125,0.339298,-0.654103,-1.278987,11.513113,38.219414,-4.62673,3.676398,9.140651,5.330498,2.419382,3.728541,1.940007,1.609283,7,17,12.571428,12,15.285714,7.382182,-3.202142,0.766062,0.587331,0.158745,0.050977,-0.00993,-0.003065,0.002697,0.000438,-1.194649,1.501226,1.448359,0.362394,0.218907,0.381633,0.340108,0.254326,3,38,10.424242,9,46.626892,4.52349,-6.060833,-2.858692,0.085813,0.065242,0.041206,0.00065,-0.00013,-0.000002,0,0,-0.19226,0.248208,0.055372,0.00527,0.003339,0.036521,0.012845,0.008248,0,50,7.501945,5,65.547852,3.441912,-7.142412,-3.94027,-1.081578,0.007168,0.004007,0.002406,0.000005,-0,-0,0,0,-0.013581,0.040773,0.001612,0.000019,0.000005,0.001302,0.000111,0.000032,0,55,4.24751,3,17.944403,Spot
15,12.859929,4.661825,2.988685,1.421305,1.043919,0.640718,-1.804153,-16.524303,34.435226,-6.229204,4.900896,11.889334,8.497606,2.878451,4.267222,2.212275,1.795745,10,38,17,15,92.666664,8.322111,-4.537818,0.924751,0.66804,0.088124,0.059909,-0.006004,-0.006799,-0.000525,0.003374,-1.680915,1.561566,1.484879,0.491388,0.275071,0.430467,0.363679,0.282222,2,50,13.333333,11,93.479164,4.653309,-8.20662,-3.668802,0.088851,0.072819,0.058599,0.000476,-0.000159,-0.000002,0,0,-0.22027,0.227405,0.049026,0.005351,0.003975,0.037464,0.012819,0.009166,0,55,8.536965,6,82.733978,3.45036,-9.40957,-4.871752,-1.202949,0.007245,0.004325,0.002594,0.000003,-0.000001,-0,0,0,-0.014164,0.039987,0.001554,0.00002,0.000007,0.001272,0.000114,0.000038,0,55,4.285917,4,17.93956,Spot
2,4.624211,1.834703,0.895523,0.107311,0.310004,0.595502,1.161347,-7.024854,-98.094498,0.831869,1.897023,2.373321,0.624009,0.263968,0.456551,0.380533,0.28199,1,12,4.285714,2,14.904762,4.414767,-0.209444,0.222912,0.166711,0.060359,0.008819,0.002051,-0.001355,-0.001175,0.000386,-0.329264,0.562635,0.179355,0.032349,0.020524,0.047038,0.036546,0.025694,0,22,4.69697,4,17.717804,3.532174,-1.092036,-0.882592,0.036158,0.019926,0.010515,0.000071,-0.000039,-0,0,0,-0.066598,0.09669,0.010157,0.000327,0.000104,0.012277,0.000672,0.000546,0,33,4.607004,4,15.872294,3.247765,-1.376446,-1.167002,-0.284409,0.005076,0.000813,0.000565,0,-0,-0,0,0,-0.005325,0.039123,0.001484,0.000003,0,0.001201,0.00002,0.000005,0,33,3.427217,3,5.409904,Spot
6,4.385559,1.307759,0.92012,0.406734,0.308051,-0.206275,0.658586,1.128019,-12.456446,-0.019095,1.371492,1.542623,0.483789,0.190187,0.407469,0.350042,0.260091,2,12,4.714286,4,12.238095,4.214192,-0.171367,0.194433,0.144823,0.122301,0.020708,-0.000359,-0.002519,0.000643,0.000795,-0.216955,0.505323,0.158096,0.026151,0.016098,0.04422,0.033151,0.024343,0,17,4.212121,3,11.922348,3.523598,-0.86196,-0.690594,0.034758,0.01944,0.006652,0.000069,-0.000031,-0.000001,0,0,-0.06085,0.099292,0.010556,0.000296,0.000062,0.012459,0.000677,0.000451,0,33,4.459144,4,14.647738,3.250488,-1.135071,-0.963704,-0.273111,0.005085,0.000805,0.000413,-0.000005,-0,-0,0,0,-0.005478,0.039426,0.001507,0.000003,0,0.001217,0.00002,0.000004,0,33,3.463727,3,5.495481,Spot
6,6.820729,1.738348,1.241059,1.219908,0.038941,0.363441,1.95612,2.685534,-106.286545,-1.717197,3.560225,3.834716,1.23872,0.952639,0.537113,0.441697,0.330481,1,15,6.857143,6,28.476191,4.891022,-1.929707,0.312198,0.249657,0.155557,-0.006129,-0.00229,0.000285,-0.000763,0.000727,-0.717411,0.550903,0.173214,0.054523,0.034442,0.05104,0.04352,0.029272,1,33,7.242424,5,44.876892,3.533547,-3.287182,-1.357475,0.038882,0.021146,0.017323,0.000096,-0.00006,-0,0,-0,-0.07735,0.092914,0.009589,0.000434,0.000254,0.01193,0.000827,0.000692,0,33,4.766537,4,16.906219,3.233077,-3.587652,-1.657946,-0.30047,0.005038,0.000821,0.000534,0.000007,-0,-0,0,0,-0.004751,0.038765,0.001457,0.000002,0.000001,0.001184,0.000018,0.000007,0,33,3.405406,3,5.371147,Spot
12,7.051298,2.4247,1.539666,0.768143,0.600537,-0.206901,-2.926438,-0.667375,103.052795,-3.196222,3.169624,3.239115,1.477122,0.965729,0.524143,0.431864,0.330095,2,22,8.714286,6,50.904762,4.856246,-2.195052,0.322209,0.257414,0.117903,0.00277,-0.00397,-0.00189,0.000543,0.002361,-0.697526,0.53955,0.165169,0.055483,0.035174,0.050766,0.04221,0.02878,1,33,7.181818,5,46.403408,3.540612,-3.510686,-1.315634,0.038153,0.022467,0.015531,0.000041,-0.000057,-0,0,-0,-0.076151,0.094199,0.009886,0.000382,0.00021,0.012196,0.000758,0.000691,0,33,4.750973,4,16.633057,3.235039,-3.816259,-1.621207,-0.305573,0.005052,0.000648,0.00052,0.000002,-0,-0,0,0,-0.004924,0.039022,0.001477,0.000002,0,0.001198,0.000019,0.000005,0,33,3.400664,3,5.392998,Spot
12,5.974858,2.068565,1.509499,1.06942,0.471298,-0.484914,-1.32128,0.035494,6.706718,-2.508643,2.279534,2.19368,1.143436,0.684523,0.470343,0.391894,0.304025,2,17,8.285714,6,29.571428,4.55733,-1.417528,0.284657,0.219853,0.022828,0.009755,-0.003125,-0.002205,0.001199,0.001042,-0.481682,0.543614,0.167877,0.045579,0.027417,0.04786,0.038657,0.026547,1,22,5.454545,4,23.068182,3.527641,-2.447218,-1.02969,0.036602,0.020822,0.01165,-0.000019,-0.000044,-0,0,-0,-0.069074,0.098533,0.010481,0.000363,0.000121,0.012378,0.000787,0.000542,0,33,4.626459,4,16.16461,3.237511,-2.737348,-1.319819,-0.29013,0.00506,0.000499,0.00049,-0.000003,-0,-0,0,0,-0.005069,0.039332,0.0015,0.000002,0,0.001214,0.000019,0.000004,0,33,3.432907,3,5.377493,Spot
22,9.056372,3.639526,3.48597,0.520701,0.194668,-1.130508,-0.831185,16.363716,-2.35041,-7.646196,2.707862,2.862408,2.26551,1.847829,0.555482,0.453671,0.358981,5,22,13.142858,15,36.476189,5.095354,-3.961018,0.394844,0.313066,0.232728,-0.006376,-0.009506,-0.000547,0.002378,0.001634,-0.940639,0.443089,0.135143,0.074328,0.046819,0.052029,0.045077,0.030998,1,33,8.727273,6,53.767044,3.532056,-5.524316,-1.563298,0.039338,0.023152,0.018222,0.000003,-0.000065,0,0,-0,-0.080711,0.093776,0.009809,0.000426,0.000334,0.012036,0.000913,0.000733,0,33,4.832685,4,16.413303,3.221871,-5.834501,-1.873483,-0.310185,0.005015,0.000744,0.000209,0.000003,-0,-0,0,-0,-0.004481,0.038872,0.001466,0.000002,0,0.001192,0.000018,0.000006,0,33,3.435751,3,5.428152,Spot
17,6.992685,2.446696,2.262702,0.528925,0.19152,-0.277275,-0.590058,2.379163,19.150349,-4.180473,2.682044,2.534644,1.414025,1.213168,0.502289,0.40662,0.329738,2,22,9.571428,7,58.952381,4.72084,-2.271845,0.322302,0.257639,0.059164,-0.006721,-0.004956,-0.000251,0.000777,0.000431,-0.639105,0.554248,0.176439,0.053664,0.033964,0.04946,0.041571,0.027796,1,22,6.909091,5,29.835228,3.516096,-3.476589,-1.204744,0.037695,0.020059,0.015042,-0.000114,-0.00005,0.000001,0,-0,-0.072796,0.099207,0.010541,0.000427,0.000189,0.012216,0.000904,0.000597,0,33,4.638132,4,15.895884,3.224093,-3.768592,-1.496747,-0.292003,0.005022,0.000579,0.000174,-0.000001,-0,-0,0,-0,-0.004618,0.039183,0.001489,0.000002,0,0.001208,0.000018,0.000004,0,33,3.415837,3,5.363525,Spot
5,5.155221,1.69335,0.652694,0.44998,-0.056715,0.519308,-0.862304,-10.579561,3.160309,-1.490637,1.919527,1.354775,0.764483,0.217236,0.304995,0.253011,0.173255,3,15,6.285714,5,16.238094,4.091594,-1.063627,0.185827,0.155745,0.005304,-0.003366,-0.000535,0.0004,-0.000634,0.000359,-0.346876,0.3745,0.076153,0.019406,0.013547,0.060409,0.01643,0.011357,0,19,5.454545,4,17.693182,3.356234,-1.798987,-0.735359,0.035163,0.015035,0.007189,0.00021,-0.000025,-0,0,-0,-0.057387,0.089466,0.009171,0.000218,0.000054,0.010668,0.00057,0.000172,0,19,4,4,9.179688,3.210285,-1.944936,-0.881309,-0.14595,0.001926,0.000463,0.000414,0.000003,-0,-0,0,-0,-0.001877,0.038303,0.001406,0.000001,0,0.001081,0.000009,0.000001,0,19,3.21716,3,4.64535,Spot
15,7.124854,2.890596,1.734866,0.526774,-0.190502,-0.495162,-0.048667,5.348474,12.883619,-5.152236,1.868627,1.473175,1.405089,0.449238,0.327702,0.284288,0.19112,4,19,10,9,36.666668,4.414721,-2.710134,0.247142,0.233955,0.154067,-0.002409,-0.006361,0.00062,0.001111,-0.000617,-0.635164,0.279262,0.061933,0.027872,0.019413,0.063957,0.017159,0.012635,2,19,7.090909,6,19.210228,3.369466,-3.755388,-1.045255,0.036055,0.015915,0.009617,0.00021,-0.000034,0,0,-0,-0.061586,0.089112,0.009191,0.000228,0.000075,0.010696,0.000574,0.000187,0,19,4.182879,4,8.946894,3.213136,-3.911718,-1.201584,-0.15633,0.001933,0.000471,0.00045,0,-0,-0,0,-0,-0.001954,0.038306,0.001407,0.000001,0,0.001082,0.000009,0.000002,0,19,3.220068,3,4.576183,Spot
4,6.047814,1.570142,1.04492,0.341463,0.170456,0.456142,-0.374384,-8.829604,-8.151261,-2.273599,2.456749,1.925588,0.83337,0.369489,0.316095,0.278738,0.184508,2,15,7.142857,5,24.476191,4.278864,-1.76895,0.227569,0.176676,0.122536,0.001569,-0.003906,-0.000914,-0.000108,0.000977,-0.526781,0.35536,0.075431,0.026761,0.015785,0.061012,0.017224,0.012031,1,19,6.393939,5,22.433712,3.362623,-2.685191,-0.916241,0.034943,0.014209,0.009624,0.000375,-0.000031,-0,0,-0,-0.058775,0.088875,0.00899,0.000221,0.000071,0.010261,0.000569,0.000182,0,19,4.093385,4,8.97562,3.20803,-2.839784,-1.070834,-0.154593,0.001899,0.000484,0.000438,-0.000002,-0,-0,0,-0,-0.001945,0.037332,0.001336,0.000001,0,0.00103,0.000008,0.000002,0,19,3.240911,3,4.684417,Spot
19,8.300186,3.53134,2.453374,1.649309,-0.136903,-0.784917,0.916527,8.44562,-9.326613,-7.634023,0.534834,1.783488,1.252124,0.602148,0.331386,0.294827,0.20201,7,19,13,13,16,4.568431,-3.731755,0.304583,0.269473,0.214414,0.002444,-0.00988,0.000135,0.002238,-0.000894,-0.78847,0.061474,0.047778,0.030765,0.02258,0.065437,0.017023,0.013277,0,19,8,7,22.0625,3.371416,-4.928771,-1.197015,0.036418,0.015731,0.010622,0.000195,-0.000039,0,0,-0,-0.062772,0.091441,0.009613,0.000208,0.000084,0.010871,0.000543,0.00019,0,19,4.241245,4,9.254073,3.215454,-5.084733,-1.352977,-0.155962,0.001937,0.000513,0.000448,-0.000003,-0,-0,0,-0,-0.002002,0.0384,0.001414,0.000001,0,0.001088,0.000009,0.000002,0,19,3.238972,3,4.604843,Spot
13,7.217452,2.282165,1.507586,1.101342,0.087045,-0.142665,-0.042664,-2.567899,-27.799507,-4.891093,2.29499,1.915308,1.031267,0.565941,0.319135,0.288297,0.196097,3,19,9.714286,7,42.904762,4.43213,-2.785322,0.280759,0.204193,0.187652,0.003006,-0.007027,-0.000311,0.000766,0.000336,-0.672604,0.256201,0.051856,0.036973,0.021394,0.062313,0.016729,0.012959,2,19,7.545455,7,20.943182,3.367397,-3.850055,-1.064733,0.035295,0.014971,0.010111,0.000395,-0.000035,0,0,-0,-0.060377,0.09017,0.009248,0.000219,0.000077,0.010383,0.000556,0.000183,0,19,4.124514,4,8.789124,3.2103,-4.007153,-1.221831,-0.157097,0.001902,0.000529,0.000427,-0.000005,-0,-0,0,-0,-0.002004,0.03743,0.001343,0.000001,0,0.001036,0.000008,0.000002,0,19,3.24382,3,4.702405,Spot
15,7.476403,2.849232,1.583973,1.399318,0.197526,-0.243809,0.239516,-5.745284,-23.789295,-5.832523,1.896601,1.538095,1.288706,0.568817,0.314544,0.282102,0.202906,6,19,11.571428,10,28.952381,4.465846,-3.010557,0.263744,0.243883,0.191531,0.007467,-0.007623,-0.00058,0.001231,0.00017,-0.699157,0.226595,0.05203,0.031151,0.025307,0.064482,0.016036,0.013145,0,19,7.454545,6,23.005682,3.361031,-4.115373,-1.104815,0.035997,0.014522,0.009849,0.00017,-0.000038,0,0,-0,-0.060368,0.096422,0.010409,0.00017,0.000073,0.01116,0.000487,0.000179,0,19,4.214008,4,9.020428,3.217107,-4.259296,-1.248739,-0.143924,0.001937,0.000538,0.000458,-0.000007,-0,-0,0,-0,-0.002017,0.038586,0.001427,0.000001,0,0.001097,0.000009,0.000002,0,19,3.232186,3,4.63326,Spot
17,6.784494,2.231262,1.874759,0.51179,-0.021226,-0.874594,-0.599402,15.537658,54.107178,-4.617812,2.226834,1.574171,1.062186,0.586557,0.303233,0.274664,0.197825,3,17,9.142858,7,32.809525,4.34915,-2.435345,0.254663,0.207328,0.142625,0.003356,-0.006308,0.000719,0.000841,-0.00067,-0.604615,0.298203,0.055906,0.033941,0.022033,0.06134,0.015391,0.013135,1,19,6.424242,5,20.126894,3.359731,-3.424763,-0.989419,0.034974,0.014394,0.009088,0.000383,-0.000034,0,0,-0,-0.058455,0.094183,0.009886,0.00019,0.000067,0.010632,0.000509,0.00017,0,19,4.124514,4,9.023499,3.211903,-3.572591,-1.137246,-0.147828,0.001903,0.000553,0.000429,-0.000007,-0,0,0,-0,-0.002027,0.037623,0.001357,0.000001,0,0.001045,0.000008,0.000002,0,19,3.235579,3,4.607909,Spot
