@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
1,0.68299,0.266085,0.158407,0.087704,-0.073255,0.005434,-0.096396,0.019073,-8.385906,-0.195382,0.264409,0.115023,0.018236,0.18208,0.043005,0,1,0.714286,1,0.238095,0.773777,0.090787,0.11738,0.031188,0.000553,-0.006896,0.000121,0.000468,0.000389,0.000097,0.085639,0.300997,0.09747,0.001466,0.090699,0.00864,0,3,0.727273,1,0.767045,1.268091,0.585101,0.494314,0.032799,0.010915,0.007292,-0.000021,0.000006,0,-0,-0,0.036421,0.200259,0.038453,0.000183,0.029262,0.001134,0,8,0.731915,0,1.359447,NotSpot
1,0.599174,0.282094,0.154938,0.113287,0.0081,0.009287,-0.226716,-3.054594,5.882428,-0.240443,0.189221,0.058344,0.013854,0.141954,0.03435,0,3,1,1,1,0.628686,0.029512,0.09573,0.026096,0.001466,-0.008122,-0.000428,0.000038,0.000361,0.000449,0.068169,0.227022,0.060562,0.001206,0.075825,0.007424,0,3,0.575758,0,0.626894,1.127206,0.528032,0.49852,0.037163,0.012129,0.005721,-0.000434,-0.000001,0,-0,-0,0.043571,0.177283,0.030852,0.000199,0.026054,0.001268,0,4,0.574468,0,0.732679,NotSpot
3,0.642193,0.32881,0.277059,0.051425,0.00006,-0.18119,-0.094074,4.071629,1.900241,-0.657294,0.194688,0.038015,0.011195,0.108345,0.02868,0,3,1,0,2,0.529482,-0.112711,0.072263,0.023955,0.001761,-0.007642,-0.00044,-0.000222,0.000088,0.000206,0.046547,0.170003,0.035849,0.001056,0.061114,0.007034,0,3,0.545455,0,0.630682,1.006112,0.363919,0.476631,0.04039,0.01298,0.005004,-0.000856,-0.000009,0.000001,-0,-0,0.048367,0.150547,0.022947,0.000262,0.022322,0.001594,0,3,0.429787,0,0.519622,NotSpot
3,0.617874,0.354471,0.296206,0.095291,-0.014164,-0.141031,0.191669,3.682927,-6.60495,-0.745968,0.182868,0.02624,0.011639,0.081376,0.026153,0,3,1.142857,1,1.809524,0.462634,-0.15524,0.054273,0.020467,0.001668,-0.006421,-0.000062,-0.000248,-0.00015,-0.000052,0.032138,0.127432,0.02042,0.001044,0.047633,0.00763,0,3,0.484848,0,0.695076,0.910127,0.292253,0.447494,0.042296,0.013669,0.004957,-0.001245,-0.000016,0.000001,0,0,0.051009,0.122126,0.015715,0.000409,0.01844,0.00212,0,3,0.374468,0,0.457465,NotSpot
0,0.457505,0.19391,0.149799,0.124791,0.007215,0.243291,-0.053642,-5.226183,1.883161,-0.168902,0.180162,0.016887,0.010173,0.060648,0.026781,0,3,0.714286,0,1.571429,0.421752,-0.035753,0.044116,0.015292,0.002466,-0.005468,0.000336,-0.000187,-0.000283,-0.000055,0.026358,0.096222,0.01132,0.001322,0.036116,0.009287,0,3,0.606061,0,0.871212,0.842065,0.38456,0.420313,0.042935,0.014294,0.005378,-0.001558,-0.000021,0.000001,0,0,0.051851,0.094939,0.009904,0.000706,0.014778,0.002867,0,3,0.387234,0,0.477614,NotSpot
0,0.415361,0.282278,0.163188,0.153424,0.010862,0.162324,-0.145979,-1.945268,6.985585,-0.034334,0.103596,0.014369,0.008566,0.045685,0.030444,0,2,0.428571,0,0.619048,0.40737,-0.007991,0.039165,0.01224,0.005285,-0.005488,0.000312,-0.000108,-0.000231,-0.000088,0.02164,0.079109,0.006802,0.001855,0.02717,0.011807,0,3,0.545455,0,0.818182,0.803292,0.387931,0.395922,0.042456,0.014875,0.006056,-0.001761,-0.000023,0,0,0,0.051275,0.074081,0.005967,0.001227,0.01169,0.003802,0,3,0.353191,0,0.434552,NotSpot
2,0.581292,0.318637,0.291984,0.082928,-0.02121,-0.132448,0.376441,2.041955,-13.623723,-0.693548,0.212226,0.01998,0.011951,0.039295,0.033597,0,3,1.142857,1,1.47619,0.419623,-0.161669,0.035707,0.013113,0.007732,-0.006532,-0.000276,-0.00003,-0.000005,-0.000162,0.014863,0.080494,0.006949,0.001555,0.022616,0.013459,0,3,0.484848,0,0.632576,0.793152,0.21186,0.373529,0.041064,0.015369,0.006782,-0.001831,-0.000021,0,0,0,0.04965,0.067064,0.004472,0.001611,0.009684,0.00462,0,3,0.357447,0,0.444335,NotSpot
3,0.671158,0.380141,0.315765,0.132589,-0.001789,-0.095655,-0.009572,2.190068,8.171651,-0.828494,0.124167,0.023368,0.013617,0.048337,0.028456,0,3,1.142857,1,1.142857,0.455357,-0.215801,0.035399,0.017286,0.007273,-0.007977,-0.000987,0.000023,0.000173,0.000003,0.010839,0.095204,0.0107,0.000866,0.025465,0.01106,0,3,0.636364,0,0.676136,0.810808,0.139649,0.355451,0.039014,0.015674,0.007403,-0.001764,-0.000016,0,0,0,0.047286,0.076706,0.006081,0.00109,0.009696,0.00445,0,3,0.395745,0,0.488016,NotSpot
1,0.637382,0.301713,0.254245,0.101569,0.030386,0.023041,-0.266227,-2.141768,0.214181,-0.454388,0.049685,0.023947,0.012066,0.061129,0.02569,0,3,1,1,1.333333,0.507848,-0.129534,0.042608,0.021955,0.007243,-0.008963,-0.001184,0.000076,0.000175,0.000241,0.01341,0.116608,0.016959,0.000579,0.031907,0.008035,0,3,0.666667,1,0.604167,0.85359,0.216208,0.345742,0.036611,0.015669,0.007803,-0.00157,-0.000009,0,0,0,0.044477,0.096112,0.009497,0.000612,0.011448,0.003494,0,3,0.404255,0,0.472631,NotSpot
0,1.064132,0.335201,0.32884,0.045328,-0.048233,0.161992,0.476859,-4.746125,12.694637,-0.038967,0.568956,0.344072,0.031906,0.265741,0.063019,0,2,1.142857,1,0.47619,1.205055,0.140923,0.118324,0.053985,0.002026,0.001157,0.001502,0.000395,-0.000385,-0.000604,0.066365,0.455139,0.189627,0.002466,0.116544,0.012473,0,3,1.121212,1,0.922348,1.594195,0.530063,0.38914,0.024194,0.010734,0.006349,0.000547,0.000018,-0,-0,-0,0.019809,0.23162,0.049957,0.000233,0.033747,0.001532,0,8,1.182979,1,2.56894,NotSpot
1,0.781634,0.213422,0.180712,0.012596,-0.00528,-0.085714,-0.662302,3.686337,19.402996,0.045307,0.363263,0.186424,0.020807,0.217014,0.050514,0,1,0.428571,0,0.285714,0.951789,0.170155,0.123694,0.041074,0.0027,-0.00371,0.001261,0.000608,-0.000071,-0.000157,0.08532,0.367909,0.135894,0.001716,0.103681,0.010087,0,3,0.848485,1,0.820076,1.422688,0.641054,0.470899,0.02873,0.01012,0.008402,0.000215,0.000015,0,-0,-0,0.030448,0.217777,0.044746,0.000211,0.031892,0.001212,0,8,0.919149,0,1.843863,NotSpot
0,0.607671,0.270672,0.172839,0.041257,-0.014966,-0.029733,-0.052547,1.536761,-12.894238,0.139091,0.234014,0.093701,0.016595,0.173318,0.040211,0,1,0.428571,0,0.285714,0.761742,0.154071,0.11304,0.033175,0.002295,-0.006917,0.000534,0.000408,0.000133,0.000238,0.08216,0.286443,0.09098,0.00131,0.088862,0.008327,0,3,0.575758,0,0.751894,1.261737,0.654066,0.499995,0.033676,0.012103,0.006966,-0.00019,0.000009,0,-0,-0,0.038813,0.197716,0.037557,0.000206,0.029012,0.001229,0,5,0.66383,0,0.959156,NotSpot
0,0.593045,0.203197,0.142818,0.066863,-0.030795,0.086201,0.296084,-3.167098,-6.975117,-0.127242,0.227018,0.048436,0.014987,0.135656,0.032684,0,3,0.714286,0,1.238095,0.624347,0.031302,0.094033,0.02885,0.001151,-0.008086,-0.000152,0.000039,0.000127,0.00017,0.066334,0.217713,0.057519,0.001087,0.073468,0.007335,0,3,0.666667,0,0.854167,1.118168,0.525122,0.49382,0.03789,0.013197,0.006231,-0.000632,0,0.000001,-0,-0,0.044856,0.172864,0.0294,0.000233,0.025394,0.001454,0,4,0.531915,0,0.703037,NotSpot
1,0.593608,0.332165,0.078887,0.035732,0.003677,-0.067779,-0.300726,0.064681,9.242696,-0.446784,0.165445,0.028065,0.012304,0.1042,0.028088,0,3,0.857143,1,1.142857,0.526401,-0.067207,0.074687,0.024258,0.000011,-0.007856,-0.00046,-0.000253,0.000131,0.000042,0.050418,0.162982,0.034497,0.000998,0.058675,0.007237,0,3,0.515152,0,0.757576,0.997687,0.404079,0.471286,0.040841,0.013921,0.006016,-0.001066,-0.000009,0.000001,-0,-0,0.048746,0.144983,0.02134,0.000314,0.021405,0.001854,0,3,0.429787,0,0.528169,NotSpot
0,0.477801,0.20136,0.077003,0.066926,0.005766,-0.045663,-0.1524,1.28658,9.851893,-0.191283,0.145361,0.017434,0.009332,0.078723,0.026416,0,2,0.571429,0,0.619048,0.459128,-0.018673,0.0597,0.018032,0.001556,-0.007276,-0.000333,-0.000256,0.00012,0.000039,0.040111,0.120342,0.01955,0.001124,0.045359,0.008126,0,3,0.454545,0,0.568182,0.903508,0.425707,0.444381,0.042418,0.014517,0.006113,-0.001446,-0.000017,0.000001,0,0,0.050823,0.116288,0.014289,0.000492,0.01743,0.002466,0,3,0.417021,0,0.551846,NotSpot
0,0.390881,0.218422,0.159469,0.020072,-0.034767,0.022966,0.630631,0.876146,-25.917988,0.038882,0.066319,0.013818,0.008014,0.05892,0.027601,0,1,0.142857,0,0.142857,0.420363,0.029482,0.049403,0.013218,0.003949,-0.006914,0.000005,0.000014,-0.000052,-0.000062,0.032237,0.090125,0.010544,0.001575,0.034128,0.010007,0,2,0.454545,0,0.505682,0.837664,0.446784,0.417301,0.042703,0.01507,0.00633,-0.001728,-0.000022,0,0,0,0.051443,0.09018,0.008887,0.000839,0.013819,0.003312,0,3,0.370213,0,0.482015,NotSpot
0,0.429855,0.15758,0.152896,0.150679,-0.024476,0.046571,-0.270967,-1.634099,15.710089,-0.159797,0.222666,0.017822,0.009558,0.044486,0.031454,0,2,0.571429,0,0.619048,0.408912,-0.020943,0.041114,0.011672,0.004937,-0.006687,0.000157,0.000235,-0.000242,-0.000217,0.024505,0.076429,0.00626,0.002065,0.025614,0.012557,0,3,0.424242,0,0.564394,0.800105,0.37025,0.391193,0.041895,0.015568,0.006502,-0.001882,-0.000024,0,0,0,0.050961,0.072211,0.005501,0.001383,0.010916,0.004324,0,3,0.370213,0,0.456374,NotSpot
0,0.459289,0.187322,0.043185,0.006761,0.004548,0.038043,-0.391878,-0.042437,5.229602,-0.137376,0.276609,0.021239,0.012012,0.039811,0.032904,0,3,0.428571,0,1.285714,0.422843,-0.036446,0.033469,0.01348,0.001798,-0.006513,-0.000097,0.000135,-0.000193,-0.000134,0.018191,0.079461,0.006716,0.001396,0.02228,0.01335,0,3,0.515152,0,0.570076,0.790704,0.331415,0.367861,0.040279,0.015917,0.006542,-0.001891,-0.000022,0,0,0,0.049654,0.069196,0.004809,0.001515,0.009383,0.004984,0,3,0.357447,0,0.418694,NotSpot
0,0.498455,0.195706,0.147329,0.086148,0.000835,-0.010304,0.190483,0.623029,-5.895239,-0.134525,0.213269,0.019441,0.013381,0.048705,0.027348,0,1,0.428571,0,0.285714,0.456476,-0.041979,0.02978,0.016383,0.000689,-0.006623,-0.00055,-0.000161,0.000028,0.000126,0.014086,0.091701,0.009906,0.000696,0.026063,0.010245,0,3,0.545455,0,0.505682,0.807448,0.308993,0.350972,0.038207,0.015998,0.006408,-0.001759,-0.000017,0,0,0,0.047797,0.081127,0.006889,0.000949,0.010129,0.004381,0,3,0.404255,0,0.464084,NotSpot
2,1.279855,0.322328,0.256173,0.036765,0.12174,-0.052396,0.677351,4.139584,-47.094986,0.02939,0.698018,0.461065,0.027776,0.300405,0.071013,0,2,1.285714,2,0.904762,1.458994,0.179139,0.096909,0.062723,0.009566,0.004767,0.001333,-0.000096,-0.000275,-0.000034,0.043752,0.5134,0.228645,0.003081,0.125314,0.014544,0,3,1.181818,1,0.965909,1.766996,0.487142,0.308002,0.021859,0.011817,0.001566,0.000682,0.000023,-0.000001,-0,-0,0.011608,0.239397,0.052983,0.000279,0.034911,0.001728,0,8,1.442553,1,2.965703,NotSpot
0,0.924459,0.233081,0.163781,0.006558,-0.026099,0.030274,0.420269,-2.054856,8.841774,0.075858,0.488313,0.28982,0.018561,0.250137,0.058164,0,2,1.142857,1,0.809524,1.166929,0.24247,0.117598,0.048685,0.012277,0.000561,0.001872,0.000452,-0.000442,-0.000491,0.08119,0.436713,0.177539,0.00208,0.113994,0.011719,0,3,0.848485,1,0.820076,1.582028,0.657569,0.415099,0.025074,0.009922,0.007656,0.000412,0.000022,-0,-0,-0,0.022809,0.230074,0.049395,0.000247,0.033725,0.001453,0,8,1.204255,1,2.488016,NotSpot
1,0.678572,0.162029,0.068317,0.063199,-0.079984,0.02644,0.012172,-0.077331,0.699706,0.167147,0.365116,0.165926,0.014849,0.204376,0.046873,0,3,0.571429,0,1.285714,0.934628,0.256056,0.121844,0.039506,0.011801,-0.003455,0.001413,0.000633,-0.000184,-0.000385,0.094139,0.356787,0.129098,0.001512,0.10007,0.009472,0,3,0.69697,0,0.717803,1.404171,0.7256,0.469544,0.029546,0.011165,0.00869,0.00005,0.000017,0,-0,-0,0.032021,0.213925,0.043286,0.000225,0.031366,0.001331,0,5,0.910638,0,1.585997,NotSpot
0,0.558406,0.213609,0.098213,0.049067,-0.021494,0.118448,-0.137386,-0.652331,-0.129505,0.164464,0.265588,0.08921,0.015048,0.163872,0.037868,0,2,0.428571,0,0.619048,0.75661,0.198203,0.113889,0.033947,0.008218,-0.006421,0.00041,0.000321,0.000078,-0.00002,0.08816,0.282416,0.088551,0.001189,0.084826,0.007928,0,3,0.636364,0,0.801136,1.240504,0.682098,0.483894,0.034179,0.012927,0.00797,-0.000375,0.000009,0,-0,-0,0.039136,0.192137,0.03555,0.000224,0.028069,0.001401,0,5,0.723404,0,1.13257,NotSpot
0,0.498544,0.192213,0.190553,0.038443,0.028394,0.063569,-0.077309,-1.561071,9.987546,0.036783,0.156382,0.046749,0.013793,0.12877,0.031411,0,2,0.571429,0,0.619048,0.621663,0.123119,0.099378,0.028494,0.004226,-0.008187,-0.000507,-0.000143,0.000264,0.000225,0.07511,0.217686,0.057292,0.001006,0.06945,0.007183,0,3,0.545455,0,0.568182,1.097145,0.598601,0.475482,0.03796,0.013887,0.00759,-0.000823,-0.000001,0,-0,-0,0.044257,0.166208,0.027243,0.000258,0.024176,0.001666,0,5,0.561702,0,0.811348,NotSpot
2,0.440395,0.19515,0.096165,0.035971,0.005807,-0.19487,0.203026,3.218315,-18.44026,-0.134956,0.107929,0.026209,0.010047,0.099022,0.027564,0,2,0.428571,0,0.619048,0.521074,0.080679,0.083282,0.02143,0.001298,-0.009076,-0.000864,-0.000274,0.000353,0.000215,0.063149,0.16309,0.034627,0.000984,0.054922,0.007321,0,3,0.393939,0,0.496212,0.977838,0.537443,0.456763,0.040455,0.014541,0.007347,-0.001247,-0.000011,0,0,0,0.047649,0.137947,0.019374,0.000354,0.02007,0.002133,0,3,0.468085,0,0.626114,NotSpot
1,0.358962,0.132131,0.079086,0.001171,-0.03219,-0.099344,-0.163991,-0.87744,14.028852,-0.051874,0.126247,0.017012,0.009099,0.074621,0.026316,0,2,0.571429,0,0.619048,0.451694,0.092732,0.068796,0.015037,0.00002,-0.008972,-0.000497,-0.00001,0.000125,0.000049,0.053739,0.118611,0.019272,0.00121,0.041982,0.008394,0,2,0.30303,0,0.280303,0.885446,0.526484,0.433752,0.041571,0.015092,0.007086,-0.001596,-0.000019,0,0,0,0.049578,0.109849,0.012761,0.000558,0.016117,0.002838,0,3,0.429787,0,0.579451,NotSpot
0,0.28286,0.194707,0.055194,0.010565,-0.027474,0.130083,-0.138838,0.556219,0.438544,0.150077,0.138036,0.012777,0.011556,0.05547,0.027633,0,1,0.142857,0,0.142857,0.412315,0.129454,0.056356,0.011515,0.001433,-0.007566,0.000228,0.000241,-0.000307,-0.000125,0.046274,0.086505,0.009912,0.001724,0.031177,0.010381,0,2,0.333333,0,0.354167,0.820714,0.537853,0.408399,0.041425,0.015594,0.006693,-0.001831,-0.000024,0,0,0,0.050325,0.085587,0.007922,0.000938,0.012629,0.003797,0,3,0.404255,0,0.506819,NotSpot
0,0.24941,0.193408,0.120874,0.056615,-0.015905,0.058563,0.234634,-1.469,-8.583194,0.257667,0.137539,0.016132,0.008584,0.04141,0.03133,0,1,0.142857,0,0.142857,0.402995,0.153585,0.044144,0.010759,0.004789,-0.00549,0.000598,0.000137,-0.000433,-0.000189,0.038175,0.071937,0.005617,0.002083,0.023207,0.012843,0,3,0.30303,0,0.405303,0.784303,0.534893,0.381308,0.040285,0.015983,0.006157,-0.001925,-0.000025,0,0,0,0.050111,0.070914,0.005183,0.001428,0.009952,0.004882,0,3,0.387234,0,0.477614,NotSpot
0,0.31795,0.136188,0.10643,0.078896,0.005307,-0.03189,0.116365,1.635924,3.226155,0.163722,0.191673,0.016982,0.009529,0.038634,0.030683,0,1,0.142857,0,0.142857,0.41983,0.101881,0.031708,0.011759,0.005806,-0.004314,0.000259,-0.000213,-0.000142,-0.000068,0.025755,0.074949,0.006106,0.001174,0.021305,0.012554,0,1,0.30303,0,0.217803,0.774931,0.456981,0.3551,0.038537,0.016146,0.005506,-0.001872,-0.000023,0,0,0,0.049177,0.071248,0.005207,0.001323,0.009049,0.005209,0,3,0.417021,0,0.492017,NotSpot
2,1.537735,0.319067,0.14274,0.070032,0.134251,-0.050734,-0.558943,6.168434,18.021366,0.246359,0.882204,0.572771,0.024127,0.330285,0.077069,0,2,0.857143,0,1.142857,1.735938,0.198203,0.070588,0.064896,0.013665,0.00655,0.000727,-0.000533,0.000004,0.00045,0.007973,0.556195,0.25657,0.003839,0.130211,0.01652,0,5,1.606061,1,2.371212,1.933399,0.395664,0.197461,0.020796,0.01372,0.004033,0.000737,0.000024,-0.000001,-0,0,0.003043,0.24114,0.053588,0.000334,0.035117,0.00197,0,8,1.748936,1,3.291399,NotSpot
0,1.09113,0.433737,0.121829,0.087391,-0.037133,0.17281,0.988619,-3.142893,-39.904133,0.468175,0.683369,0.42632,0.017305,0.279735,0.065049,0,2,0.714286,1,0.571429,1.421818,0.330688,0.093659,0.056549,0.018883,0.004814,0.001719,-0.000024,-0.000469,-0.000274,0.055993,0.497277,0.214461,0.002608,0.120855,0.013405,0,5,1.212121,1,1.609848,1.739239,0.648109,0.317421,0.022875,0.012146,0.003464,0.00055,0.000025,-0,-0,-0,0.014193,0.236639,0.051923,0.000293,0.034692,0.001737,0,8,1.47234,1,2.942608,NotSpot
0,0.801424,0.311894,0.171289,0.025597,-0.083036,-0.037516,-0.17699,-1.575255,30.278282,0.457586,0.461846,0.290481,0.014959,0.233133,0.053659,0,2,0.571429,0,0.619048,1.157773,0.356349,0.111351,0.047098,0.016201,0.001463,0.001811,0.000429,-0.000302,-0.000479,0.080454,0.428956,0.169023,0.001865,0.108486,0.010783,0,4,0.787879,0,1.047348,1.548236,0.746812,0.390463,0.02607,0.011045,0.008785,0.00026,0.000022,-0,-0,-0,0.02381,0.225002,0.047402,0.000257,0.032998,0.001574,0,7,1.174468,1,2.050627,NotSpot
2,0.665407,0.177191,0.117668,0.089785,-0.01805,-0.184852,-0.185559,3.627612,3.600972,0.149308,0.338044,0.185409,0.014673,0.190918,0.043778,0,2,0.571429,0,0.619048,0.941878,0.27647,0.117853,0.040808,0.008215,-0.002769,0.001063,0.000429,0.000018,-0.000157,0.08526,0.35821,0.125994,0.001411,0.094167,0.008785,0,3,0.575758,0,0.689394,1.367624,0.702217,0.425746,0.030215,0.011803,0.010287,-0.000118,0.000015,0,-0,-0,0.031731,0.207116,0.040705,0.000233,0.030203,0.001496,0,5,0.923404,0,1.558211,NotSpot
0,0.559134,0.203707,0.143664,0.072329,-0.000708,0.032776,0.494947,0.235343,-27.931692,0.132372,0.246235,0.110941,0.013274,0.153151,0.035838,0,2,0.428571,0,0.619048,0.765948,0.206814,0.11398,0.034563,0.000963,-0.006841,-0.000023,0.000131,0.000167,0.000135,0.080379,0.289163,0.088323,0.001101,0.07899,0.007487,0,3,0.515152,0,0.695076,1.203915,0.644781,0.437967,0.034302,0.013357,0.009692,-0.00055,0.000006,0,-0,-0,0.037968,0.184199,0.032775,0.000233,0.026601,0.001583,0,5,0.748936,0,1.197381,NotSpot
0,0.483505,0.188868,0.161831,0.022245,-0.019999,0.039973,-0.215098,-3.005882,18.442125,0.004792,0.184729,0.062942,0.009897,0.119916,0.030064,0,3,0.714286,0,1.571429,0.624535,0.14103,0.102218,0.026935,0.002446,-0.009806,-0.000846,-0.000062,0.000237,0.000164,0.072837,0.224301,0.057405,0.000913,0.063954,0.006953,0,3,0.484848,0,0.632576,1.061464,0.577959,0.436929,0.037485,0.01424,0.009059,-0.00099,-0.000005,0,-0,-0,0.042665,0.157756,0.024633,0.000273,0.022556,0.001886,0,5,0.578723,0,0.851682,NotSpot
0,0.396805,0.150768,0.121233,0.01843,-0.045025,-0.022179,-0.273744,1.222675,1.115533,0.011105,0.179142,0.036208,0.007599,0.091482,0.026575,0,1,0.285714,0,0.238095,0.516843,0.120038,0.086705,0.019432,0.001736,-0.010578,-0.000917,-0.000024,0.000177,0.000067,0.065537,0.165707,0.033944,0.000911,0.049907,0.007245,0,3,0.363636,0,0.488636,0.944071,0.547267,0.427228,0.039366,0.01486,0.008279,-0.001386,-0.000014,0,0,0,0.045947,0.129773,0.017206,0.00038,0.018441,0.002421,0,3,0.485106,0,0.626914,NotSpot
0,0.293175,0.18886,0.095741,0.039569,-0.02401,0.058106,0.114827,-1.620389,-4.79388,0.132689,0.160181,0.02208,0.007763,0.06808,0.02544,0,1,0.285714,0,0.238095,0.443648,0.150473,0.071175,0.0137,0.001921,-0.008671,-0.00025,0.000045,-0.000102,-0.000035,0.059396,0.115988,0.017961,0.001158,0.037521,0.008411,0,3,0.333333,0,0.416667,0.853417,0.560242,0.409769,0.039885,0.01539,0.007304,-0.001689,-0.000021,0,0,0,0.04797,0.102881,0.011196,0.000603,0.014583,0.003222,0,3,0.429787,0,0.536716,NotSpot
0,0.214592,0.226394,0.100487,0.068505,0.030671,0.016764,0.149405,2.33865,3.149514,0.258377,0.076073,0.015365,0.007482,0.049744,0.026666,0,0,0,0,0,0.40659,0.191998,0.056359,0.010466,0.005101,-0.005355,0.000503,-0.00004,-0.00033,-0.000091,0.050994,0.080439,0.008633,0.001633,0.027306,0.010422,0,1,0.181818,0,0.153409,0.791002,0.576411,0.384413,0.039223,0.015838,0.006192,-0.001864,-0.000025,0,0,0,0.048869,0.080993,0.00701,0.000988,0.011253,0.004294,0,3,0.404255,0,0.481178,NotSpot
0,0.237864,0.207354,0.095402,0.034897,0.089846,-0.037386,-0.046459,-0.480116,-4.322005,0.267859,0.103204,0.014836,0.007605,0.0364,0.03011,0,0,0,0,0,0.402904,0.165041,0.040598,0.010434,0.00441,-0.003167,0.000638,-0.000222,-0.000234,-0.000019,0.034574,0.067652,0.00496,0.001705,0.020086,0.012682,0,1,0.272727,0,0.204545,0.756338,0.518474,0.353434,0.037754,0.016115,0.005034,-0.001896,-0.000025,0,0,0,0.048835,0.069732,0.004971,0.001349,0.008833,0.005408,0,3,0.417021,0,0.500564,NotSpot
0,1.964426,0.247901,0.17174,0.043541,0.11697,0.171358,-0.845623,-13.251988,44.426987,-0.119703,0.963779,0.625755,0.027244,0.354851,0.08009,0,5,2.714286,2,4.904762,2.021411,0.056985,0.080661,0.038829,0.005716,0.006755,0.000169,-0.000657,0.000069,0.000545,-0.047548,0.572859,0.265428,0.00488,0.131431,0.018116,0,6,1.969697,1,2.842803,2.086511,0.122084,0.0651,0.020341,0.017161,0.008294,0.000721,0.000021,-0.000001,-0,0,-0.005114,0.237579,0.052027,0.000398,0.034482,0.002263,0,10,2.051064,2,3.706783,NotSpot
1,1.492491,0.248899,0.156549,0.110772,0.13436,0.065922,-0.896494,3.322367,19.843203,0.294677,0.944506,0.55216,0.021457,0.304787,0.069972,0,4,1.142857,1,2.142857,1.706713,0.214222,0.067326,0.057097,0.008385,0.007885,0.001027,-0.000521,-0.000184,0.0003,-0.001844,0.534289,0.235841,0.003441,0.124086,0.014934,0,5,1.545455,1,2.943182,1.887282,0.394791,0.180569,0.021876,0.015262,0.001182,0.000623,0.000023,-0.000001,-0,0,0.005433,0.237746,0.052288,0.000349,0.034838,0.002063,0,10,1.753191,1,3.400364,NotSpot
1,1.138344,0.457461,0.170766,0.06083,0.029538,-0.040958,0.629101,6.528197,-34.206799,0.567397,0.754229,0.449905,0.019767,0.258106,0.059455,0,1,0.428571,0,0.285714,1.42677,0.288426,0.078156,0.058082,0.005249,0.006231,0.001588,-0.000065,-0.00017,-0.000068,0.025324,0.484614,0.19954,0.002505,0.113631,0.012112,0,4,1.090909,1,1.460227,1.687014,0.54867,0.260244,0.024012,0.014053,0.005059,0.000417,0.000023,-0.000001,-0,-0,0.015018,0.230791,0.049605,0.000301,0.033888,0.001882,0,7,1.425532,1,2.604474,NotSpot
