@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
4,2.312354,0.333063,0.185495,0.05976,0.064108,-0.175121,-0.644815,2.468049,22.353287,0.087808,0.282973,0.057596,0.043574,0.165035,0.050247,1,4,2.428571,2,0.952381,2.402345,0.08999,0.079008,0.030219,0.007898,-0.000234,0.000403,0.000024,0.000056,-0.000051,-0.056687,0.222353,0.057419,0.001889,0.064366,0.009669,0,4,2.121212,2,1.484848,2.178386,-0.133968,-0.223958,0.018865,0.012595,0.009664,0.000534,0.000009,-0,-0,0,-0.041124,0.184596,0.032262,0.000342,0.022992,0.00267,0,10,2.44358,2,2.599343,NotSpot
1,2.195891,0.442782,0.070214,0.029129,0.04536,-0.049913,-0.675029,1.781509,6.716224,0.483867,0.37282,0.082661,0.038482,0.167508,0.047222,0,4,1.714286,1,2.571429,2.411881,0.21599,0.071489,0.055407,0.008145,-0.001671,0.00047,0.000319,0.000209,-0.000167,-0.024227,0.233122,0.059227,0.001942,0.063619,0.009877,0,4,2.272727,2,1.892045,2.239244,0.043353,-0.172637,0.01771,0.01317,0.011427,0.000338,0.000009,-0,-0,0,-0.042307,0.179584,0.030518,0.000312,0.021865,0.002931,0,10,2.498055,2,2.922848,NotSpot
4,2.373671,0.19518,0.170094,0.013953,-0.095468,-0.124633,0.821564,-1.072448,-24.082209,0.039039,0.453306,0.106775,0.025921,0.170732,0.047559,0,4,2.571429,3,2.285714,2.473647,0.099976,0.074968,0.044938,0.0126,-0.003511,0.000177,0.000631,0.00011,-0.000314,-0.042629,0.243842,0.06169,0.002297,0.063073,0.010155,0,5,2.272727,2,2.204545,2.280158,-0.093513,-0.193489,0.01849,0.013614,0.012332,0.000145,0.000007,-0,-0,0,-0.044436,0.175057,0.028989,0.000332,0.020864,0.00327,0,10,2.552529,2,3.084144,NotSpot
3,2.605586,0.209653,0.177796,0.042555,-0.128602,-0.080496,-0.060125,3.170392,20.327923,-0.010698,0.322411,0.099179,0.024793,0.174272,0.048014,0,5,2.714286,3,2.571429,2.576959,-0.028627,0.085627,0.019619,0.012665,-0.0029,0.000096,0.000565,-0.000209,0.000028,-0.09258,0.244447,0.062301,0.002832,0.062563,0.010387,0,6,2.484848,3,2.570076,2.300902,-0.304683,-0.276057,0.020762,0.014189,0.012917,-0.000041,0.000003,-0,0,0,-0.047868,0.17127,0.027776,0.000411,0.020152,0.003672,0,10,2.661479,2,3.349799,NotSpot
2,2.747563,0.421574,0.25052,0.080864,-0.070528,0.309191,-0.084516,-2.473722,-11.096167,0.251919,0.173506,0.08,0.026912,0.177211,0.047578,0,4,2.428571,3,2.285714,2.686249,-0.061313,0.096974,0.035506,0.01158,0.001216,0.000348,0.000003,-0.000375,0.000458,-0.14406,0.230317,0.059467,0.00334,0.062118,0.010692,0,6,2.969697,3,3.530303,2.299614,-0.447948,-0.386635,0.023681,0.015309,0.013155,-0.000219,-0.000001,-0,0,0,-0.052144,0.169056,0.027122,0.000537,0.019899,0.004055,0,9,2.817121,3,3.157831,NotSpot
0,2.81029,0.454413,0.206883,0.15671,0.076651,0.306669,0.120102,-5.511208,-8.801358,0.504587,0.197627,0.077649,0.025434,0.178364,0.052122,0,6,2.571429,2,4.952381,2.763257,-0.047032,0.106304,0.059212,0.014692,0.006165,0.00062,-0.000572,-0.000192,0.000219,-0.180208,0.213601,0.056262,0.003479,0.062035,0.013225,0,7,3.030303,3,3.717803,2.273521,-0.536768,-0.489736,0.026612,0.016631,0.01295,-0.000391,-0.000004,-0,0,0,-0.056192,0.169695,0.02739,0.000671,0.020258,0.00428,0,9,2.933852,3,3.179201,NotSpot
4,2.946846,0.24445,0.202932,0.080839,0.086508,-0.091632,-0.101525,0.159702,26.40534,-0.039321,0.330232,0.072039,0.02392,0.176809,0.06041,0,7,2.857143,3,8.809524,2.781416,-0.16543,0.112316,0.0764,0.013652,0.007932,0.000679,-0.000616,0.000005,-0.000445,-0.202368,0.212308,0.057711,0.005512,0.062954,0.016773,0,7,3.090909,3,3.960227,2.219128,-0.727718,-0.562288,0.028722,0.017656,0.012266,-0.000553,-0.000007,-0,0,0,-0.058644,0.174343,0.028917,0.000751,0.021265,0.00424,0,9,2.945525,3,3.215771,NotSpot
6,3.010726,0.304688,0.238913,0.082095,0.035839,-0.35905,0.285286,5.749605,-19.980858,-0.461507,0.284262,0.059514,0.026311,0.172479,0.06947,1,6,3.142857,2,3.476191,2.726827,-0.283899,0.115002,0.086746,0.014163,0.005089,0.00047,-0.000263,0.000048,-0.000503,-0.215911,0.235458,0.067578,0.008229,0.065592,0.019221,0,7,2.818182,2,3.403409,2.134401,-0.876325,-0.592426,0.029157,0.018162,0.010991,-0.000689,-0.000009,0,0,0,-0.05831,0.183043,0.031756,0.000733,0.022751,0.003931,0,9,2.859922,3,3.097489,NotSpot
5,2.872458,0.176482,0.129091,0.121234,0.084526,-0.19332,-0.256207,5.083241,-5.902261,-0.168626,0.237335,0.07022,0.025279,0.166589,0.07645,0,6,2.571429,2,4.619048,2.593602,-0.278857,0.109786,0.089917,0.020955,-0.000502,-0.000008,-0.000016,0.000226,0.000146,-0.220659,0.281127,0.087839,0.008911,0.069908,0.019654,0,6,2.969697,2,2.717803,2.019217,-0.853242,-0.574385,0.027446,0.018037,0.008914,-0.000776,-0.00001,0.000001,-0,-0,-0.054397,0.19417,0.035464,0.000631,0.024368,0.003443,0,9,2.696498,2,2.813777,NotSpot
2,2.730026,0.216477,0.070336,0.017575,0.065648,0.021763,-0.370704,-5.909405,31.328146,-0.304389,0.15551,0.115862,0.019351,0.161164,0.077927,2,5,3,2,2,2.382661,-0.347365,0.094373,0.082207,0.035319,-0.00607,-0.000524,0.000005,0.000472,0.000556,-0.211899,0.338606,0.115379,0.007327,0.074599,0.018243,0,6,2.818182,3,2.278409,1.876271,-0.853755,-0.50639,0.0239,0.017157,0.005718,-0.000791,-0.000009,0.000001,-0,-0,-0.046774,0.2048,0.039107,0.000494,0.025693,0.002886,0,9,2.509728,2,3.047757,NotSpot
2,2.481152,0.417241,0.156077,0.104018,0.039942,0.063113,0.237464,-1.989462,-32.446201,-0.469299,0.415996,0.20166,0.023892,0.156728,0.072338,0,5,2.714286,3,2.571429,2.10104,-0.380112,0.073429,0.058598,0.049493,-0.009614,-0.000664,0.000016,0.000295,0.000332,-0.18152,0.391369,0.141238,0.005046,0.077783,0.015749,0,6,2.636364,3,2.551136,1.711481,-0.769671,-0.38956,0.019871,0.015182,0.000862,-0.000718,-0.000008,0.000001,0,-0,-0.035915,0.211729,0.041496,0.000366,0.026327,0.002351,0,9,2.167315,2,2.764865,NotSpot
0,1.910126,0.326654,0.159824,0.104838,0.006489,0.169374,-0.102642,0.015804,14.913416,0.271668,0.68835,0.285399,0.022807,0.150802,0.061708,0,3,1.714286,2,1.571429,1.766163,-0.143963,0.061175,0.048167,0.014984,-0.009825,-0.000366,0.000093,-0.000239,-0.000108,-0.124326,0.42056,0.153985,0.003348,0.077905,0.012899,0,5,1.909091,2,2.022727,1.533008,-0.377119,-0.233156,0.016802,0.011946,0.005997,-0.000559,-0.000007,0.000001,0,-0,-0.022751,0.212207,0.041564,0.000268,0.025984,0.001895,0,7,1.743191,1,2.449416,NotSpot
0,1.30106,0.385813,0.216836,0.115324,-0.045869,0.135302,-0.103325,0.177926,5.314308,0.717973,0.569173,0.282968,0.016921,0.140368,0.04941,0,3,0.571429,0,1.285714,1.409565,0.108505,0.05376,0.039178,0.035638,-0.006397,-0.000044,0.000111,-0.000499,-0.000326,-0.050219,0.409955,0.145275,0.002389,0.074186,0.010176,0,4,1.454545,1,1.755682,1.351395,0.050335,-0.058169,0.014332,0.014201,0.008435,-0.00034,-0.000005,0.000001,0,-0,-0.008566,0.204621,0.038754,0.000196,0.024546,0.001548,0,7,1.392996,1,2.098857,NotSpot
0,0.868405,0.349108,0.198799,0.040853,-0.032854,-0.009738,0.310156,1.871135,-20.530767,0.507054,0.399287,0.200399,0.012148,0.124335,0.037941,0,3,0.571429,0,1.285714,1.071943,0.203538,0.084203,0.040208,0.026143,-0.001,0.000029,0.000012,-0.000296,-0.0002,0.017852,0.355975,0.116008,0.001592,0.066773,0.007848,0,4,0.787879,0,1.484848,1.177097,0.308692,0.105154,0.02241,0.011921,0.005122,-0.000107,-0.000003,0,0,-0,0.005367,0.188567,0.033249,0.00014,0.022096,0.001356,0,7,1.089494,1,1.722428,NotSpot
1,1.451592,0.179506,0.156964,0.050902,0.013923,0.032146,-0.074588,-2.529501,1.695316,0.028359,0.574782,0.279947,0.013195,0.134663,0.042435,0,3,1.428571,1,0.952381,1.391032,-0.060561,0.068817,0.043089,0.031574,0.004209,0.000207,-0.000338,-0.000153,0.000203,-0.057303,0.378715,0.119364,0.003603,0.062737,0.010719,0,5,1.545455,1,1.630682,1.353512,-0.098081,-0.03752,0.02327,0.013875,0.005935,0.000131,-0.000003,0,0,-0,0.003459,0.173576,0.028118,0.000184,0.019678,0.001897,0,7,1.377432,1,2.056207,NotSpot
2,1.968099,0.151842,0.138029,0.020179,0.081459,0.071024,-0.731505,-0.169923,26.499014,-0.033992,0.567536,0.294832,0.019785,0.144149,0.048309,0,4,2,2,1.666667,1.716531,-0.251568,0.085483,0.05084,0.013465,0.004725,0.000042,-0.000478,-0.000072,0.000259,-0.149788,0.389008,0.126399,0.005029,0.065827,0.011476,0,6,2,2,1.875,1.48601,-0.482089,-0.230521,0.01653,0.0147,0.008102,0.000426,-0.000002,0,0,-0,-0.009933,0.18796,0.032831,0.00025,0.021962,0.001681,0,7,1.708171,1,2.19966,NotSpot
2,2.443701,0.234554,0.16882,0.021553,-0.001313,0.1429,0.024546,0.487665,-6.880404,-0.087287,0.547803,0.235947,0.028085,0.148542,0.053416,0,3,1.857143,2,0.809524,2.004774,-0.438927,0.1073,0.09365,0.026128,0.002242,-0.000429,-0.00018,0.00014,-0.000064,-0.227077,0.341768,0.108933,0.00642,0.066424,0.012314,0,6,2.818182,3,2.340909,1.620741,-0.822961,-0.384033,0.019294,0.009687,0.007748,0.000626,0.000001,0,0,-0,-0.021234,0.194957,0.035439,0.000327,0.023572,0.001775,0,7,2.046693,2,2.263436,NotSpot
2,2.845269,0.411852,0.248105,0.081579,-0.144785,-0.066221,1.135912,-1.550686,-21.00473,-0.741536,0.353025,0.141789,0.04118,0.149556,0.056005,2,5,3.285714,3,1.238095,2.20394,-0.641329,0.12781,0.098344,0.031637,-0.002018,-0.000842,0.000287,0.000344,-0.000406,-0.25779,0.270304,0.082475,0.007084,0.065447,0.012458,0,6,2.909091,3,2.397727,1.747869,-1.097401,-0.456071,0.021086,0.010753,0.002375,0.000718,0.000004,0,-0,-0,-0.029465,0.196689,0.036273,0.000386,0.024459,0.001944,0,7,2.182879,2,2.126581,NotSpot
3,2.898512,0.431962,0.330297,0.096959,-0.040122,-0.093915,0.082603,0.443817,-2.057266,-0.859219,0.235172,0.067172,0.064305,0.149623,0.055209,2,6,3,3,2,2.294667,-0.603845,0.107933,0.084169,0.035298,-0.005247,-0.000545,0.000412,0.000129,-0.000136,-0.2274,0.226747,0.064959,0.005415,0.064145,0.01143,1,6,3.151515,3,1.632576,1.860932,-1.03758,-0.433736,0.021228,0.011504,0.001783,0.000709,0.000007,0,-0,-0,-0.034515,0.195446,0.035989,0.0004,0.024704,0.002113,0,7,2.342412,2,2.179171,NotSpot
3,2.602833,0.335397,0.123078,0.029945,0.026994,-0.012348,-0.646935,3.28166,16.614754,-0.42853,0.399896,0.086944,0.034493,0.150284,0.052,1,3,2.571429,3,0.619048,2.300307,-0.302526,0.084953,0.042165,0.02388,-0.005859,0.000461,0.000177,-0.000426,0.000479,-0.150997,0.225207,0.060378,0.003047,0.063292,0.010249,0,6,2.666667,2,1.854167,1.956921,-0.645912,-0.343386,0.019901,0.012156,0.005049,0.000624,0.00001,0,-0,-0,-0.037106,0.193012,0.03518,0.000368,0.024465,0.002266,0,7,2.33463,2,2.207898,NotSpot
3,2.227522,0.417828,0.144672,0.114605,0.012753,0.057644,-0.61823,0.84483,11.801049,0.158551,0.353124,0.078164,0.045799,0.151958,0.048258,0,4,2.142857,2,1.809524,2.276426,0.048904,0.070292,0.034952,0.033602,-0.004662,0.001143,0.00007,-0.000542,0.000466,-0.071641,0.232776,0.060877,0.002731,0.062959,0.01067,0,4,2.242424,2,1.501894,2.034314,-0.193208,-0.242112,0.017964,0.012913,0.007564,0.000492,0.000011,-0,-0,-0,-0.03844,0.190262,0.034188,0.000318,0.023923,0.002423,0,10,2.342412,2,2.601046,NotSpot
0,2.120383,0.501833,0.086829,0.032153,-0.029414,0.172435,0.473357,-7.110713,-18.614241,0.382851,0.400006,0.087249,0.046256,0.154657,0.048957,0,4,2.142857,3,3.142857,2.282432,0.162049,0.065467,0.063113,0.032009,-0.003354,0.000628,0.000349,0.000088,-0.000336,-0.034363,0.240718,0.062914,0.002853,0.062879,0.011073,0,4,2.181818,2,1.715909,2.093476,-0.026907,-0.188956,0.016506,0.014079,0.009287,0.000337,0.00001,-0,-0,-0,-0.039873,0.187376,0.03314,0.000282,0.023239,0.002625,0,10,2.377432,2,2.743707,NotSpot
4,2.38809,0.324417,0.163546,0.103855,-0.125546,-0.087396,0.982185,1.275816,-12.911117,-0.264725,0.464759,0.114994,0.024282,0.158199,0.051161,0,4,2.571429,3,2.619048,2.348402,-0.039688,0.071047,0.050622,0.03399,-0.002395,-0.00051,0.000655,0.000662,-0.000838,-0.054415,0.252265,0.066409,0.003331,0.062797,0.011485,0,7,2.424242,3,2.626894,2.134611,-0.253479,-0.213791,0.016792,0.015304,0.010221,0.000175,0.000007,-0,-0,0,-0.042316,0.184423,0.032091,0.000293,0.02256,0.002909,0,10,2.474708,2,2.844085,NotSpot
2,2.653722,0.402558,0.198856,0.125008,-0.074213,-0.146257,-0.434843,4.414594,13.315782,-0.32871,0.204339,0.095028,0.026255,0.162003,0.052865,1,4,2.428571,2,1.619048,2.462032,-0.19169,0.080898,0.039346,0.010553,-0.000631,-0.000913,0.000451,0.000464,-0.000237,-0.109691,0.253697,0.067714,0.004014,0.062588,0.011879,0,7,2.575758,2,3.501894,2.156979,-0.496744,-0.305053,0.019358,0.015955,0.010684,0.000013,0.000003,-0,0,0,-0.045997,0.181678,0.031161,0.000369,0.022025,0.00327,0,9,2.505836,2,3.125942,NotSpot
4,2.759597,0.26637,0.21499,0.166414,0.103986,-0.140028,-1.475615,-1.055187,20.566895,-0.115033,0.080196,0.057074,0.028057,0.1651,0.053308,0,6,2.857143,2,4.809524,2.581973,-0.177624,0.089442,0.047012,0.028913,0.002817,-0.000186,-0.000278,-0.000133,0.000703,-0.165367,0.236961,0.06416,0.004671,0.062332,0.012352,0,7,2.848485,2,3.382576,2.158192,-0.601404,-0.423781,0.02272,0.016771,0.010829,-0.000147,-0.000001,-0,0,0,-0.05032,0.179916,0.030601,0.000497,0.021785,0.003638,0,9,2.669261,2,3.159715,NotSpot
0,2.737881,0.323147,0.130755,0.010917,0.138744,-0.005689,0.139882,0.928065,-6.473015,0.464818,0.061266,0.044632,0.027013,0.166496,0.057601,0,5,2.285714,2,3.571429,2.662967,-0.074914,0.09844,0.06891,0.035332,0.006619,0.000792,-0.000888,-0.000452,0.00068,-0.202683,0.218618,0.060299,0.004924,0.062444,0.014284,0,6,2.666667,2,3.854167,2.135108,-0.602773,-0.527859,0.026037,0.017474,0.010604,-0.000304,-0.000005,-0,0,0,-0.054115,0.180323,0.030772,0.000636,0.021976,0.003898,0,9,2.832685,3,3.132052,NotSpot
3,2.788839,0.235763,0.154622,0.055857,0.015506,0.150364,1.58026,0.424675,-34.140877,0.334527,0.08432,0.048828,0.021882,0.165663,0.066045,0,5,2.285714,2,3.238095,2.672503,-0.116336,0.104091,0.088095,0.02903,0.00795,0.001099,-0.000821,-0.000426,-0.000198,-0.221217,0.22637,0.064724,0.006868,0.063681,0.017324,0,7,2.969697,2,3.967803,2.084041,-0.704798,-0.588462,0.028329,0.017791,0.009863,-0.00045,-0.000007,-0,0,0,-0.055984,0.183953,0.03199,0.000726,0.022647,0.003937,0,9,2.859922,3,3.167802,NotSpot
1,2.812541,0.228365,0.167039,0.051218,-0.018289,0.202287,0.036995,-2.723001,15.514607,0.112543,0.10712,0.068685,0.025579,0.162975,0.073788,1,6,3,3,2.666667,2.59547,-0.217071,0.102603,0.101882,0.019326,0.005249,0.000631,-0.000292,-0.000215,-0.000625,-0.223811,0.26771,0.08178,0.008631,0.066655,0.019109,0,6,2.727273,2,3.079545,2.003068,-0.809474,-0.592402,0.02877,0.017605,0.008428,-0.000567,-0.000008,0,0,0,-0.054804,0.190844,0.034281,0.000722,0.023684,0.00372,0,9,2.708171,2,3.13716,NotSpot
2,2.705584,0.167359,0.089529,0.032345,0.05819,0.150427,-1.02613,-5.505975,34.075691,-0.045485,0.224257,0.127412,0.020158,0.159693,0.077604,1,5,2.857143,2,2.476191,2.430883,-0.2747,0.102095,0.094269,0.013579,-0.000414,-0.000108,0.000099,0.000176,-0.000151,-0.209943,0.326881,0.108536,0.008416,0.070937,0.018915,0,6,2.787879,2,2.297348,1.892402,-0.813182,-0.538481,0.027055,0.016865,0.006029,-0.000634,-0.000008,0.000001,-0,-0,-0.049949,0.19947,0.037189,0.00063,0.024806,0.003302,0,8,2.451362,2,2.693914,NotSpot
5,2.558858,0.485234,0.085644,0.016721,0.058684,-0.233351,0.134024,6.731678,-42.287235,-0.5876,0.37397,0.210927,0.01708,0.156676,0.075138,2,5,2.857143,2,2.142857,2.190411,-0.368447,0.087387,0.074047,0.018772,-0.006412,-0.000541,0.000193,0.000522,0.000345,-0.180205,0.383392,0.136228,0.006632,0.074958,0.017133,0,5,2.333333,2,1.916667,1.755166,-0.803692,-0.435245,0.023637,0.015545,0.002321,-0.000628,-0.000007,0.000001,-0,-0,-0.041503,0.207112,0.03981,0.000493,0.025642,0.002777,0,7,2.214008,2,2.629803,NotSpot
5,2.30647,0.565634,0.369597,0.036376,-0.038718,-0.234309,0.431538,3.770216,14.779043,-0.971608,0.57177,0.286349,0.029021,0.152623,0.066887,0,5,2.857143,3,3.142857,1.8941,-0.412371,0.068311,0.041103,0.027102,-0.010098,-0.000424,0.000202,0.000413,0.000297,-0.136517,0.419089,0.153686,0.004497,0.076924,0.014519,0,5,2.242424,2,1.689394,1.597578,-0.708892,-0.296522,0.019588,0.013618,0.003051,-0.000539,-0.000005,0.000001,-0,-0,-0.030154,0.210844,0.041064,0.000356,0.02584,0.002243,0,7,1.972763,2,2.542224,NotSpot
2,1.792357,0.475581,0.15192,0.090367,-0.066259,0.047985,-0.14529,-4.338363,3.605153,-0.414028,0.714896,0.304277,0.03692,0.144944,0.055541,0,5,2,2,3.666667,1.567634,-0.224723,0.055141,0.044397,0.01784,-0.009743,-0.000032,0.000206,-0.000091,0.000058,-0.081698,0.420812,0.152451,0.002897,0.075582,0.011703,0,5,1.939394,2,2.183712,1.427963,-0.364394,-0.13967,0.015869,0.011107,0.009979,-0.000373,-0.000004,0.000001,-0,-0,-0.016997,0.208257,0.04007,0.000242,0.02515,0.001771,0,7,1.571984,1,2.253587,NotSpot
0,1.246248,0.357682,0.195894,0.013316,-0.024205,0.111403,-0.294191,-1.526696,-13.66946,0.148472,0.527498,0.240145,0.029389,0.132011,0.043769,0,3,1.142857,1,1.47619,1.241596,-0.004652,0.065855,0.052875,0.037899,-0.005498,0.000126,0.000152,-0.000446,-0.000121,-0.024919,0.383969,0.13113,0.00203,0.07052,0.009091,0,5,1.363636,1,1.926136,1.256555,0.010307,0.014959,0.017578,0.01272,0.008207,-0.000157,-0.000002,0,-0,-0,-0.003349,0.19813,0.036486,0.000159,0.023483,0.00141,0,7,1.2607,1,1.888801,NotSpot
3,0.911587,0.185828,0.115499,0.049595,-0.02303,-0.009337,-0.116332,3.625396,33.327866,-0.119925,0.345163,0.141799,0.019399,0.114068,0.033301,0,3,1,0,2,0.947273,0.035687,0.095421,0.043629,0.031675,0.000285,-0.000109,0.000061,-0.000333,-0.000297,0.020117,0.31561,0.09653,0.001423,0.062182,0.006905,0,3,0.848485,0,1.132576,1.093297,0.181711,0.146024,0.024642,0.009958,0.005099,0.000062,-0.000001,-0,0,-0,0.009585,0.180397,0.030655,0.000101,0.020932,0.001211,0,7,0.953307,1,1.583749,NotSpot
1,1.375427,0.193091,0.119741,0.006484,0.07237,-0.205916,-0.33859,4.59769,8.611971,0.079834,0.594249,0.275678,0.014065,0.120324,0.039552,0,3,1.142857,1,1.142857,1.320604,-0.054823,0.072729,0.047853,0.041607,0.004076,-0.00034,-0.000737,0.000316,0.000655,-0.066482,0.365188,0.10921,0.003846,0.055585,0.010553,0,4,1.242424,1,1.689394,1.265674,-0.109753,-0.054931,0.024711,0.014522,0.005754,-0.000119,-0.000006,-0,0,0,0.004436,0.161991,0.024638,0.000198,0.017829,0.002036,0,7,1.354086,1,2.026477,NotSpot
0,1.849079,0.26736,0.113556,0.032227,0.044203,0.084591,0.863871,-1.935014,-51.451241,0.18603,0.630777,0.309729,0.021623,0.129649,0.044384,0,3,1.428571,2,1.285714,1.622353,-0.226726,0.086946,0.058799,0.012007,0.005729,-0.000412,-0.000865,0.000026,0.000689,-0.157753,0.382956,0.119415,0.005113,0.059101,0.01102,0,6,1.969697,2,2.217803,1.381836,-0.467242,-0.240516,0.017021,0.016968,0.007906,0.000167,-0.000004,-0,0,0,-0.007959,0.178168,0.029606,0.000261,0.020272,0.001698,0,7,1.642023,1,2.261977,NotSpot
0,2.32678,0.217226,0.157183,0.102067,-0.064719,0.285389,0.311109,-4.144487,21.713717,-0.042024,0.664513,0.269177,0.03235,0.134745,0.048811,0,6,2.285714,2,5.904762,1.888776,-0.438004,0.100739,0.094712,0.037828,0.003259,-0.000505,-0.000141,-0.000169,-0.000224,-0.233278,0.348408,0.107956,0.006412,0.060737,0.011589,0,6,2.454545,2,2.068182,1.50161,-0.82517,-0.387166,0.019406,0.010558,0.009525,0.00038,-0.000001,0,0,0,-0.018373,0.187827,0.032941,0.000329,0.022196,0.001704,0,6,1.875486,2,2.164123,NotSpot
4,2.706854,0.586294,0.209764,0.001695,-0.1614,-0.045183,-0.157278,3.639993,17.19095,-0.797753,0.428115,0.175791,0.057591,0.136836,0.051459,0,5,2.857143,2,3.476191,2.070385,-0.636469,0.123956,0.091432,0.046413,-0.002017,-0.000536,0.000761,0.000074,-0.000888,-0.261801,0.292475,0.087625,0.007147,0.061189,0.011558,0,6,2.727273,2,2.704545,1.615754,-1.091099,-0.45463,0.020775,0.010615,0.005488,0.000503,0.000003,0,-0,-0,-0.025902,0.192718,0.034804,0.000375,0.023521,0.001816,0,12,2.155642,2,2.545993,NotSpot
2,2.692722,0.448734,0.169965,0.135211,-0.016751,-0.184266,-0.424052,-0.88319,-9.103521,-0.75391,0.428967,0.10453,0.077959,0.13786,0.051687,2,4,3.142857,3,0.809524,2.1487,-0.544022,0.105846,0.074219,0.050098,-0.006441,-0.000024,0.000954,0.000139,-0.000387,-0.230162,0.258374,0.073734,0.005837,0.061369,0.011017,0,6,2.575758,2,2.064394,1.718224,-0.974498,-0.430476,0.020655,0.011337,0.00151,0.000537,0.000007,0,-0,-0,-0.030483,0.194743,0.035651,0.000379,0.02428,0.001936,0,12,2.214008,2,2.52824,NotSpot
2,2.363042,0.13141,0.103305,0.048986,0.052062,0.079045,-0.307231,-0.726995,0.316093,-0.185728,0.514148,0.11415,0.040714,0.139174,0.050523,1,4,2.571429,2,1.285714,2.146257,-0.216784,0.078025,0.051471,0.02481,-0.007309,0.001001,0.000471,-0.000349,0.000404,-0.154306,0.25423,0.069765,0.004214,0.061775,0.011197,0,6,2.363636,2,1.738636,1.806206,-0.556836,-0.340052,0.019342,0.011881,0.001626,0.000501,0.000009,0,-0,-0,-0.032849,0.195338,0.035912,0.000344,0.024573,0.002044,0,12,2.272373,2,2.503648,NotSpot
2,2.042876,0.453806,0.203037,0.02206,-0.049221,0.099189,0.41569,-1.553078,-13.13201,0.228708,0.335795,0.086856,0.047368,0.141312,0.050249,1,3,2.142857,2,0.47619,2.11688,0.074004,0.067885,0.043216,0.034853,-0.004632,0.001541,-0.000006,-0.000609,0.000481,-0.076248,0.255567,0.069771,0.003753,0.062401,0.011505,0,4,1.878788,2,1.609848,1.87817,-0.164706,-0.23871,0.01768,0.012406,0.00408,0.000418,0.000011,0,-0,-0,-0.034166,0.195165,0.035834,0.000297,0.024525,0.002157,0,7,2.171206,2,2.165886,NotSpot
3,2.025804,0.36396,0.217255,0.047235,-0.01163,-0.236729,0.005375,6.53745,13.547545,0.09947,0.418636,0.09018,0.045601,0.144424,0.051971,0,3,1.714286,2,1.904762,2.119537,0.093733,0.067196,0.067132,0.040119,-0.000454,0.000781,-0.000118,-0.00006,0.000088,-0.040055,0.260414,0.071997,0.003741,0.063033,0.011855,0,4,1.878788,2,1.797348,1.93422,-0.091584,-0.185318,0.016563,0.013234,0.005911,0.000308,0.00001,-0,-0,-0,-0.035708,0.194356,0.035506,0.000265,0.024258,0.002316,0,7,2.217899,2,2.421085,NotSpot
