@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute class {Spots,'No Spots'}

@data
8,8.471449,-2.799766,12,9.714286,10,1.571429,6.929378,-1.542071,-0.769913,14,8.939394,9,6.871212,'No Spots'
9,8.240074,-2.538497,11,9.428572,9,2.285714,6.820942,-1.419132,-0.714734,14,8.212121,8,6.859848,'No Spots'
11,7.88707,-2.327965,11,7.857143,7,6.142857,6.61758,-1.26949,-0.623976,15,8.181818,8,7.403409,'No Spots'
9,7.687397,-1.689738,11,8,7,4,6.642598,-1.044799,-0.634622,14,8.212121,8,9.922348,'No Spots'
7,8.1744,-2.086579,13,8.571428,9,10.285714,6.885394,-1.289007,-0.719784,14,8.545455,9,8.880682,'No Spots'
13,8.453543,-2.921864,13,9.714286,10,5.238095,6.996703,-1.45684,-0.751472,13,8.454545,9,7.318182,'No Spots'
10,8.159278,-2.108692,13,8.857142,8,6.809524,6.952099,-1.207179,-0.718375,13,8.30303,8,6.155303,'No Spots'
8,7.706913,-1.261779,10,7.571429,8,2.952381,6.769678,-0.937235,-0.634536,13,8.151515,8,6.382576,'No Spots'
5,7.448225,-1.702521,11,8,8,6,6.500253,-0.947971,-0.522954,11,7.757576,8,6.314394,'No Spots'
12,8.152965,-2.546756,12,9.142858,9,3.142857,6.883897,-1.269067,-0.674934,17,8.030303,8,9.842803,'No Spots'
9,8.284793,-2.624307,13,9.571428,10,7.619048,6.949864,-1.334929,-0.697901,17,8.333333,9,11.416667,'No Spots'
11,7.849482,-1.939046,11,8.285714,9,3.904762,6.853487,-0.995995,-0.64618,13,7.757576,8,6.376894,'No Spots'
6,7.230437,-1.033601,11,7.571429,8,3.619048,6.616542,-0.613895,-0.535786,12,7.484848,7,5.320076,'No Spots'
5,5.670955,-1.10879,9,5,5,6.666667,5.082762,-0.588193,-0.360301,12,5.878788,6,8.859848,'No Spots'
2,5.851642,-1.304159,12,6.142857,5,10.476191,5.148495,-0.703146,-0.39339,17,6.515152,7,12.507576,'No Spots'
5,5.846452,-0.818891,10,5.285714,5,8.571428,5.231668,-0.614784,-0.434454,12,6.333333,6,8.541667,'No Spots'
7,5.714035,-0.788813,9,5,6,8,5.064634,-0.6494,-0.4366,15,6.212121,6,11.422348,'No Spots'
6,6.090613,-1.676165,12,6.714286,7,9.238095,5.103291,-0.987322,-0.4689,17,6.393939,7,12.496212,'No Spots'
12,6.668314,-3.735869,17,8.571428,7,23.952381,5.181933,-1.48638,-0.513019,17,6.515152,6,11.445076,'No Spots'
10,6.558312,-2.960873,12,8.571428,10,7.952381,5.261199,-1.297113,-0.539199,17,6.484848,6,10.882576,'No Spots'
6,6.309045,-1.623461,10,6.571429,6,6.285714,5.31246,-0.996584,-0.548917,13,6.787879,7,8.922348,'No Spots'
9,5.714186,-1.430753,9,6.428571,7,8.619047,4.966553,-0.747633,-0.459622,17,5.939394,6,16.246212,'No Spots'
2,6.414723,-2.835252,17,8.285714,7,21.238094,5.028271,-1.386453,-0.522425,17,6.848485,7,12.695076,'No Spots'
17,6.946198,-4.516798,17,8.857142,9,25.142857,5.118246,-1.827952,-0.578823,17,6.909091,6,12.085227,'No Spots'
11,6.636288,-3.127349,17,8.142858,6,23.809525,5.195468,-1.440819,-0.596792,17,6.30303,6,11.405303,'No Spots'
4,6.083108,-0.932649,11,6.428571,6,10.952381,5.239686,-0.843423,-0.590951,17,6.454545,6,11.068182,'No Spots'
7,6.097916,-2.859776,14,7.285714,7,13.904762,4.809265,-1.288651,-0.494208,17,6.121212,6,11.359848,'No Spots'
5,6.238614,-2.300016,17,7.571429,6,17.952381,4.899127,-1.339488,-0.554054,17,6.606061,6,12.308712,'No Spots'
6,6.068772,-1.63923,11,6.714286,6,7.904762,4.976563,-1.092209,-0.577555,17,6.30303,6,11.405303,'No Spots'
6,5.173542,0.991118,7,5.142857,6,2.142857,5.385469,0.211927,-0.228857,14,4.818182,4,7.840909,'No Spots'
6,5.674265,-0.07978,14,5.285714,4,18.904762,5.477707,-0.196558,-0.255099,14,5.878788,5,11.672348,'No Spots'
14,6.531208,-2.875208,14,9.428572,9,13.619047,5.583933,-0.947275,-0.298854,14,5.848485,5,11.757576,'No Spots'
5,5.34028,0.392687,10,5.142857,4,6.809524,5.259381,-0.080898,-0.247044,10,5.333333,5,6.666667,'No Spots'
4,5.193638,0.992272,7,4.857143,5,1.809524,5.318005,0.124367,-0.250173,11,5.030303,5,6.155303,'No Spots'
4,5.908516,-0.701444,11,6.571429,6,6.952381,5.40718,-0.501337,-0.2919,18,6.454545,6,14.380682,'No Spots'
11,6.529372,-2.372456,14,7.714286,7,18.571428,5.496181,-1.03319,-0.328627,14,6.333333,6,10.479167,'No Spots'
11,6.252488,-1.136015,11,6.428571,7,16.619047,5.558331,-0.694157,-0.319045,14,6.242424,6,10.939394,'No Spots'
4,5.390819,0.314487,7,5.571429,6,2.619048,5.154957,-0.235862,-0.270122,10,5.515152,5,5.320076,'No Spots'
7,5.570826,-0.102543,7,4.857143,4,3.476191,5.217741,-0.353086,-0.298323,18,5.69697,5,8.842803,'No Spots'
7,6.21887,-1.610078,18,7.857143,7,23.142857,5.29993,-0.91894,-0.347168,18,5.909091,6,9.335227,'No Spots'
4,6.295585,-1.006149,11,7,7,5.666667,5.364188,-0.931396,-0.36108,18,6.727273,6,12.329545,'No Spots'
7,5.886894,-0.262086,11,5.857143,5,9.142858,5.39285,-0.494044,-0.3146,12,5.939394,5,7.496212,'No Spots'
3,5.342381,0.181152,6,4.571429,5,1.619048,4.991064,-0.351316,-0.273862,18,5.515152,5,9.507576,'No Spots'
6,5.880719,-1.503688,18,8,7,26,5.055878,-0.824841,-0.325275,18,5.787879,6,9.297348,'No Spots'
18,6.446073,-2.998853,18,7.428571,6,23.285715,5.126425,-1.319648,-0.373075,18,6,5,10.6875,'No Spots'
6,6.216611,-1.634799,18,7.714286,5,28.238094,5.164762,-1.05185,-0.361419,18,6.151515,5,10.757576,'No Spots'
4,5.5903,-0.266821,9,6,6,4.666667,5.164885,-0.425415,-0.285065,18,6.060606,5,12.621212,'No Spots'
3,5.132616,-0.21077,11,5.428571,4,9.619047,4.764404,-0.368211,-0.245521,11,5.363636,5,5.176136,'No Spots'
11,5.635573,-1.617417,11,6.285714,6,9.571428,4.820569,-0.815004,-0.301826,18,5.606061,5,12.183712,'No Spots'
6,6.008704,-2.159674,18,8.285714,6,31.571428,4.873778,-1.134926,-0.340101,18,5.848485,5,11.820076,'No Spots'
12,5.846538,-1.930147,12,6.571429,6,8.952381,4.889797,-0.956741,-0.311435,18,5.757576,5,11.564394,'No Spots'
9,5.204247,-0.732861,12,5.571429,5,15.619047,4.871481,-0.332765,-0.224557,12,5.030303,5,5.592803,'No Spots'
4,4.726108,-0.086986,8,4.571429,4,2.619048,4.491985,-0.234123,-0.20191,14,4.515152,4,9.070076,'No Spots'
8,4.964452,-0.528283,11,5,5,13.333333,4.529413,-0.435039,-0.244464,12,4.969697,4,7.467803,'No Spots'
5,5.228251,-0.985193,10,5.857143,5,5.809524,4.561633,-0.666619,-0.267159,18,5.30303,4,14.342803,'No Spots'
5,5.163467,-1.130724,12,6,5,9.333333,4.560752,-0.602715,-0.233173,12,5.272727,5,6.954545,'No Spots'
5,4.697652,-0.605497,9,5.428571,5,3.285714,4.533601,-0.164051,-0.156735,12,4.454545,4,5.318182,'No Spots'
2,4.361006,0.417215,8,3.857143,4,4.142857,4.21735,-0.143655,-0.193036,12,4.545455,4,7.380682,'No Spots'
4,4.56792,-0.365859,12,5,4,10.666667,4.231635,-0.336286,-0.201462,12,4.636364,4,5.801136,'No Spots'
4,4.517429,-0.49151,6,4.285714,4,1.238095,4.219466,-0.297963,-0.170366,12,4.878788,4,7.109848,'No Spots'
4,3.190801,-0.086554,4,2.857143,3,1.142857,3.03601,-0.154791,-0.062088,8,3.060606,3,3.246212,'No Spots'
3,2.814056,-0.477556,5,2.857143,3,3.142857,2.570128,-0.243928,-0.013236,8,3.090909,3,3.460227,'No Spots'
1,2.122787,-0.057724,5,1.857143,1,2.809524,2.111044,-0.011743,0.078504,8,2.333333,2,3.479167,'No Spots'
0,1.453051,0.423198,2,1,1,0.666667,1.750826,0.297775,0.163686,5,1.575758,1,2.001894,'No Spots'
4,3.597078,0.71315,5,2.285714,2,2.904762,3.594881,-0.002197,-0.131392,9,4,4,4.0625,'No Spots'
2,3.289836,0.509391,6,3,3,2.666667,3.309409,0.019573,-0.101964,9,3.212121,3,4.359848,'No Spots'
1,2.719598,1.074767,4,1.571429,1,2.285714,2.918949,0.199351,-0.039784,9,3.030303,3,3.655303,'No Spots'
0,2.236089,0.68168,4,1.857143,1,2.142857,2.47777,0.241681,0.052804,5,2.060606,2,1.996212,'No Spots'
1,1.770843,0.268929,5,1.714286,1,2.904762,2.07048,0.299637,0.152413,5,1.818182,1,2.340909,'No Spots'
1,1.336247,0.410592,3,1.142857,1,1.142857,1.78847,0.452223,0.215939,5,1.181818,1,1.403409,'No Spots'
1,1.22649,0.5301,2,0.714286,1,0.571429,1.691647,0.465157,0.20488,4,1.181818,1,1.215909,'No Spots'
0,1.518191,0.428908,3,1.428571,1,1.619048,1.776613,0.258421,0.115072,8,1.636364,1,2.801136,'No Spots'
5,3.834454,0.09601,8,3.285714,2,7.904762,3.565289,-0.269165,-0.196375,10,3.878788,4,4.922348,'No Spots'
0,3.827585,-0.107906,7,4.714286,5,5.238095,3.453343,-0.374242,-0.205489,9,3.969697,4,5.280303,'No Spots'
6,3.574617,-0.675776,9,3.571429,3,10.952381,3.196222,-0.378396,-0.153329,9,3.515152,3,4.570076,'No Spots'
0,2.814168,0.303965,6,2.857143,3,5.142857,2.822687,0.008519,-0.04266,9,2.939394,3,4.371212,'No Spots'
4,2.111059,0.403868,4,1.714286,2,2.238095,2.410596,0.299537,0.091557,6,2.151515,2,2.257576,'No Spots'
1,1.563877,0.497014,4,1.285714,1,1.904762,2.061598,0.497721,0.202298,5,1.484848,1,1.695076,'No Spots'
2,1.220031,0.767376,2,0.714286,1,0.571429,1.862687,0.642657,0.249551,5,1.121212,1,1.547348,'No Spots'
0,1.231801,0.988361,2,0.714286,1,0.571429,1.852674,0.620873,0.215204,4,1.212121,1,1.172348,'No Spots'
0,1.626113,0.738237,4,1,1,2,2.006092,0.37998,0.112559,8,1.727273,1,3.079545,'No Spots'
1,2.252077,0.052993,8,2.857143,2,7.476191,2.247879,-0.004198,-0.023181,8,2.090909,2,3.460227,'No Spots'
2,3.437132,0.147155,8,2.571429,2,5.952381,3.268854,-0.168278,-0.148633,10,3.787879,3,4.234848,'No Spots'
2,3.849809,-0.415247,10,4.714286,5,8.904762,3.343145,-0.506664,-0.23137,10,3.848485,3,5.382576,'No Spots'
6,4.041308,-0.911768,6,3.142857,3,3.476191,3.285601,-0.755708,-0.2629,10,4.484848,4,5.007576,'No Spots'
3,3.745906,-1.078126,8,5,5,3.333333,3.069554,-0.676352,-0.202598,9,3.606061,3,5.183712,'No Spots'
5,2.995104,-0.508222,5,2.428571,2,2.285714,2.733304,-0.2618,-0.063286,9,3.212121,3,4.297348,'No Spots'
2,2.187358,-0.019031,5,2.857143,3,2.809524,2.372646,0.185288,0.096531,5,1.848485,2,2.007576,'No Spots'
0,1.519495,0.875109,2,0.857143,1,0.809524,2.099442,0.579946,0.211377,5,1.606061,1,1.558712,'No Spots'
0,1.295666,1.064615,2,0.857143,1,0.809524,1.991819,0.696153,0.242302,6,1.30303,1,1.530303,'No Spots'
1,1.558783,0.523426,4,1.428571,1,1.952381,2.065068,0.506285,0.189707,6,1.484848,1,1.820076,'No Spots'
4,2.003894,0.154379,4,1.714286,1,1.904762,2.271613,0.267719,0.085502,8,2,1,3.9375,'No Spots'
2,2.443559,0.222233,5,2.285714,2,3.238095,2.528877,0.085318,-0.03227,8,2.484848,2,3.507576,'No Spots'
1,2.876121,0.235977,5,2.142857,1,2.809524,2.751743,-0.124378,-0.13975,11,2.969697,2,6.655303,'No Spots'
1,3.159569,-0.077842,10,3.714286,3,8.571428,2.945995,-0.213574,-0.132304,10,3.30303,3,4.030303,'No Spots'
10,3.815495,-1.439822,10,4.142857,4,9.476191,3.06809,-0.747406,-0.236916,10,3.515152,3,3.882576,'No Spots'
4,3.954062,-1.233044,10,5.142857,4,7.476191,3.060478,-0.893584,-0.279247,10,3.787879,3,4.672348,'No Spots'
3,3.569577,-0.698328,6,3.714286,3,1.904762,2.89769,-0.671887,-0.216633,10,3.787879,3,3.859848,'No Spots'
3,2.92209,-0.48112,5,3.571429,3,0.619048,2.625559,-0.296531,-0.069529,8,2.878788,3,3.234848,'No Spots'
4,2.210421,-0.069053,4,1.857143,2,2.142857,2.348166,0.137745,0.090885,5,2.181818,2,1.778409,'No Spots'
0,1.646346,0.772674,4,1.428571,1,2.619048,2.176626,0.530281,0.189674,4,1.545455,1,1.255682,'No Spots'
0,1.59091,1.022089,1,0.571429,1,0.285714,2.173398,0.582488,0.192114,6,1.818182,2,1.778409,'No Spots'
1,2.036771,0.311134,6,2.142857,1,4.476191,2.32822,0.291449,0.118095,6,1.939394,1,2.433712,'No Spots'
1,2.449822,0.208336,4,2.285714,3,1.571429,2.57383,0.124008,0.018125,12,2.636364,2,5.363636,'No Spots'
3,2.702885,0.551964,5,2.285714,2,3.238095,2.826028,0.123143,-0.069463,6,2.484848,3,2.382576,'No Spots'
1,2.96906,0.667346,6,2.857143,3,3.142857,3.014683,0.045623,-0.136142,11,3.151515,3,5.195076,'No Spots'
3,2.903214,-0.446419,4,2.857143,3,1.47619,2.592929,-0.310285,-0.109843,10,3,3,3.375,'No Spots'
4,3.409695,-1.027994,10,4.428571,4,8.285714,2.737089,-0.672606,-0.206568,10,3.363636,3,4.551136,'No Spots'
4,3.504988,-0.813395,6,3.571429,4,1.952381,2.766817,-0.738171,-0.240782,10,3.757576,3,4.939394,'No Spots'
6,3.237328,-0.746759,6,3.571429,3,1.619048,2.664951,-0.572377,-0.177036,7,3.181818,3,3.340909,'No Spots'
4,2.729729,-0.58196,6,3.142857,3,5.476191,2.481834,-0.247895,-0.040485,6,2.69697,3,2.217803,'No Spots'
0,2.141725,0.06697,4,2.571429,3,2.285714,2.319025,0.177299,0.094225,6,2.212121,2,2.672348,'No Spots'
3,1.796232,0.665053,4,1.428571,1,2.619048,2.274198,0.477966,0.152601,4,1.606061,1,1.746212,'No Spots'
1,2.050841,0.639702,4,1.857143,2,1.809524,2.386183,0.335343,0.111359,7,2.090909,1,4.335227,'No Spots'
4,2.78601,-0.559863,6,2.714286,3,3.571429,2.618608,-0.167402,0.01184,12,2.727273,2,6.329545,'No Spots'
3,3.224172,-0.695461,12,4.285714,4,12.904762,2.890268,-0.333904,-0.0805,12,3.242424,3,5.626894,'No Spots'
4,3.298097,-0.018301,4,2.857143,3,0.47619,3.123209,-0.174889,-0.13243,12,3.121212,3,4.797348,'No Spots'
2,3.36323,0.245877,7,3.285714,3,3.904762,3.267628,-0.095602,-0.153214,7,3.484848,4,3.195076,'No Spots'
4,2.491558,-0.4073,4,2.714286,3,1.571429,2.223873,-0.267685,-0.074507,6,2.333333,2,2.041667,'No Spots'
1,2.732657,-0.055126,4,2.142857,2,2.476191,2.365247,-0.367409,-0.14062,10,3.060606,3,3.933712,'No Spots'
3,2.862098,-0.314803,7,3.428571,3,3.619048,2.420103,-0.441995,-0.154449,7,2.878788,3,2.984848,'No Spots'
3,2.768667,-0.697601,6,3.285714,3,4.571429,2.383877,-0.38479,-0.092064,7,2.575758,2,2.501894,'No Spots'
6,2.438777,-0.768838,6,3.142857,3,2.476191,2.307764,-0.131014,0.018748,6,2.121212,2,2.359848,'No Spots'
3,2.021726,0.144299,6,1.857143,1,4.476191,2.280599,0.258873,0.106973,6,2.121212,2,2.172348,'No Spots'
0,1.932759,1.000893,3,1.285714,1,1.904762,2.37468,0.44192,0.10952,7,2,1,3.4375,'No Spots'
2,2.60498,0.115858,7,2.428571,1,8.285714,2.599159,-0.005821,0.022614,12,2.818182,2,6.840909,'No Spots'
6,3.65266,-2.037028,12,5.857143,6,10.142858,2.895293,-0.757366,-0.093866,12,3.393939,3,6.621212,'No Spots'
12,4.042635,-2.088242,12,4.571429,3,14.619047,3.178111,-0.864524,-0.170824,12,3.939394,4,4.683712,'No Spots'
2,3.863012,-0.616531,12,5,4,12.333333,3.384433,-0.47858,-0.187978,12,3.909091,4,5.022727,'No Spots'
7,3.778567,-0.434424,7,4.285714,4,3.571429,3.486779,-0.291787,-0.170423,12,3.666667,3,5.229167,'No Spots'
3,1.963861,-0.169427,4,1.857143,2,2.476191,1.856648,-0.107213,-0.022394,4,2.090909,2,1.460227,'No Spots'
0,2.087466,0.177701,4,2.142857,3,2.142857,1.980826,-0.10664,-0.051645,7,2.121212,2,2.359848,'No Spots'
4,2.249665,-0.299217,4,2,2,1.666667,2.055144,-0.19452,-0.043848,7,2.242424,2,2.189394,'No Spots'
2,2.189698,-0.368502,4,2.571429,2,1.285714,2.088195,-0.101503,0.012474,7,2.333333,2,3.541667,'No Spots'
2,1.970621,-0.054196,6,2.142857,2,3.476191,2.127873,0.157252,0.087241,6,1.909091,2,2.085227,'No Spots'
1,1.923197,0.234767,3,2,2,1,2.241419,0.318222,0.119514,7,1.878788,2,3.172348,'No Spots'
1,2.260879,0.298289,7,2.428571,1,6.619048,2.466877,0.205998,0.068796,7,2.181818,2,3.215909,'No Spots'
7,3.140934,-0.834099,7,3.285714,3,5.571429,2.782681,-0.358253,-0.045241,7,3.060606,3,5.808712,'No Spots'
6,4.07025,-2.274205,7,5.571429,6,2.285714,3.117156,-0.953094,-0.155534,12,3.939394,4,6.683712,'No Spots'
6,4.184763,-1.399485,12,5.428571,4,10.285714,3.394746,-0.790017,-0.20659,12,4.212121,4,5.109848,'No Spots'
2,3.847328,0.357608,6,3.285714,3,3.238095,3.573811,-0.273518,-0.197283,12,3.848485,4,5.195076,'No Spots'
4,3.809386,0.210926,7,3.142857,3,5.809524,3.646696,-0.162691,-0.160787,8,3.757576,4,4.251894,'No Spots'
1,1.512864,0.312465,2,1,1,1,1.620448,0.107583,0.037106,4,1.515152,1,1.257576,'No Spots'
2,1.665818,-0.152916,4,2,2,2.333333,1.715007,0.04919,0.06123,4,1.69697,2,1.655303,'No Spots'
2,1.591187,0.155221,3,1.571429,2,0.952381,1.819182,0.227995,0.107304,4,1.424242,1,1.689394,'No Spots'
0,1.488961,0.887527,3,1,0,1.666667,1.973043,0.484082,0.143621,6,1.575758,1,2.001894,'No Spots'
3,1.843002,0.393426,3,1.285714,1,1.238095,2.215651,0.372649,0.125397,5,1.848485,2,1.882576,'No Spots'
2,2.508479,-0.147829,4,2.857143,3,1.142857,2.547427,0.038948,0.040755,7,2.393939,2,3.308712,'No Spots'
3,3.304004,-0.748077,7,3.714286,3,7.238095,2.921237,-0.382768,-0.071845,7,3.424242,3,3.126894,'No Spots'
7,3.931305,-1.529655,7,5.142857,5,2.476191,3.264993,-0.666312,-0.153608,7,3.666667,4,3.541667,'No Spots'
4,3.860265,-0.177553,7,3.714286,4,4.904762,3.523794,-0.336471,-0.175313,12,4.060606,4,4.746212,'No Spots'
1,3.60202,1.182323,5,2.857143,3,2.476191,3.679746,0.077726,-0.153589,11,3.818182,4,5.465909,'No Spots'
1,1.198646,0.170215,2,0.857143,1,0.47619,1.435052,0.236406,0.137003,4,1.272727,1,1.392045,'No Spots'
1,1.191086,0.452087,3,1,1,1.333333,1.60996,0.418874,0.168901,4,1.121212,1,1.484848,'No Spots'
0,1.258209,1.109077,1,0.285714,0,0.238095,1.869213,0.611005,0.168856,4,1.393939,1,1.621212,'No Spots'
0,1.770611,0.741522,3,1.857143,3,2.142857,2.219821,0.44921,0.11338,4,1.636364,1,1.926136,'No Spots'
3,2.488075,0.29835,3,2,2,1,2.626427,0.138352,0.017954,13,2.757576,3,5.751894,'No Spots'
2,3.125149,-0.000179,5,3,3,1,3.024845,-0.100303,-0.070554,7,3.151515,3,4.007576,'No Spots'
5,3.539086,-0.336268,7,3.714286,3,3.904762,3.353588,-0.185497,-0.113128,7,3.575758,4,3.439394,'No Spots'
2,3.590993,0.25666,5,3.571429,4,1.619048,3.584477,-0.006516,-0.10924,7,3.545455,4,3.630682,'No Spots'
0,1.323846,0.68052,4,1,0,2.333333,1.828215,0.504368,0.149132,6,1.393939,1,2.058712,'No Spots'
1,1.84329,0.807043,3,1.285714,1,1.238095,2.264835,0.421544,0.06346,6,1.757576,2,2.314394,'No Spots'
2,2.48503,0.676739,3,1.857143,2,1.47619,2.719171,0.234141,-0.030474,6,2.515152,3,2.445076,'No Spots'
3,3.007862,0.341723,6,3.428571,3,2.285714,3.11779,0.109927,-0.085,6,2.666667,3,2.166667,'No Spots'
