@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
81,41.485676,19.125978,13.769738,7.321529,0.076135,-3.34102,-3.813008,4.619375,122.516571,-40.217247,6.179135,64.868614,40.37133,12.180182,8.483788,450,19.780828,-21.704847,2.110645,1.80102,1.306457,-0.042834,-0.055704,0.001161,0.010706,0.000067,-5.218122,0.075225,2.057503,1.574998,1.15686,0.991956,536.371216,11.170861,-30.314816,-8.609967,0.15947,0.135469,0.111321,-0.001002,-0.000343,0.000002,0.000002,-0,-0.40626,0.126924,0.03734,0.01429,0.100809,0.032792,207.85524,Spot
96,40.552666,17.983974,13.778881,11.214847,-0.845574,-3.722805,2.351547,11.630198,-128.057388,-42.977703,9.148201,63.116039,47.890491,11.678677,8.230041,581.238098,18.983822,-21.568844,1.919186,1.578433,1.301178,-0.066204,-0.053263,0.003375,0.011105,-0.001039,-4.798796,1.555175,2.329442,1.721287,1.083207,0.96998,552.609863,11.100523,-29.452143,-7.883299,0.154939,0.129887,0.098705,-0.001256,-0.000306,0.000003,0.000001,-0,-0.383531,0.183924,0.047868,0.013267,0.101889,0.031348,206.007782,Spot
30,27.741983,9.883965,7.360074,2.377441,-1.148689,0.897587,3.044059,-11.866142,-12.049314,-14.866599,15.001066,66.308578,31.356588,10.240597,7.448174,786.809509,16.895576,-10.846407,1.469019,1.249574,0.519979,-0.066327,-0.023257,0.003425,0.001301,-0.001041,-3.238572,2.517938,3.637099,1.171776,0.93771,0.90156,643.267029,10.929896,-16.812088,-5.96568,0.145367,0.118743,0.072379,-0.001287,-0.000223,0.000003,0.000001,-0,-0.336488,0.256701,0.067022,0.011481,0.100977,0.028588,194.486115,Spot
2,10.096802,3.551445,0.292638,0.089759,0.084578,-0.352679,1.217096,6.337121,-42.499535,3.754324,2.746147,9.07554,1.018941,4.021866,3.188953,18.142857,11.37148,1.274678,0.583663,0.395909,0.28534,0.00766,0.016458,0.001673,-0.001923,-0.000203,-0.097585,1.445799,1.685485,0.162095,0.523422,0.478033,22.780304,10.072821,-0.023981,-1.298659,0.102441,0.083395,0.004807,0.0011,0.000006,-0.000001,-0.000001,0,-0.181028,0.344869,0.102164,0.009415,0.072426,0.033491,54.876034,Spot
9,13.758748,3.418443,1.686388,0.457033,0.076959,0.220966,0.716792,13.310875,2.73422,1.275022,5.874215,17.462564,3.250479,5.791397,4.427068,75.809525,12.988041,-0.770707,0.686826,0.475439,0.429974,0.028471,0.012895,0.000866,-0.002908,-0.000941,-0.73229,1.951396,2.589589,0.377209,0.66363,0.628808,82.80114,10.400496,-3.358252,-2.587544,0.118695,0.099715,0.025358,0.000973,-0.000078,-0.000002,-0,0,-0.243768,0.336786,0.096919,0.012296,0.079344,0.034091,75.309608,Spot
20,18.816078,3.159866,1.982211,0.868543,0.065757,1.063362,0.467111,-18.921032,-13.487632,-4.273535,7.451561,25.433033,7.610755,7.772216,5.735751,200.571426,14.934609,-3.881469,1.045988,0.738953,0.125918,0.047324,0.004228,-0.001275,-0.002799,-0.001825,-1.659023,2.236536,3.103626,0.725123,0.843309,0.74491,184.280304,10.699804,-8.116274,-4.234805,0.133983,0.11421,0.057546,0.000705,-0.00017,-0.000002,0,0,-0.305739,0.300292,0.079411,0.015193,0.086079,0.032908,134.725647,Spot
12,23.064087,5.052673,1.551723,1.54539,0.553984,0.44093,0.107927,-12.570966,-1.751408,-5.04634,8.199443,36.204948,14.334061,9.644133,6.928416,243.619049,16.874281,-6.189806,1.402284,1.091177,0.251259,0.053074,-0.010036,-0.005178,-0.000865,0.000527,-2.74472,2.200234,2.971355,1.123436,0.997491,0.853973,189.109848,10.936896,-12.127191,-5.937385,0.146694,0.124661,0.085712,0.00033,-0.000252,-0.000001,0.000001,0,-0.357067,0.241098,0.057065,0.017306,0.092163,0.031959,204.7556,Spot
24,27.599657,7.057261,4.98818,4.720394,1.227452,-0.440222,-1.982758,16.918623,35.930847,-6.789475,11.202361,53.383106,22.364336,11.014208,7.783522,280.571442,18.327915,-9.271742,1.628941,1.440799,0.685094,0.034852,-0.027792,-0.00716,0.003024,0.004507,-3.754834,1.919245,2.705541,1.337166,1.094136,0.935692,394.4375,11.084271,-16.515385,-7.243644,0.155114,0.12889,0.104311,-0.000082,-0.000305,-0,0.000001,0,-0.388314,0.181192,0.042275,0.017264,0.097011,0.03279,207.556488,Spot
35,32.45961,9.450861,7.935987,0.552955,0.821567,-0.470115,-2.134215,-4.306699,13.444072,-17.939804,14.198423,69.013313,29.710012,11.545385,8.115375,565.619019,18.776129,-13.683481,1.650563,1.511658,1.071903,-0.005815,-0.039378,-0.0033,0.006132,0.003638,-4.234123,1.865302,2.899904,1.396558,1.112702,0.969046,615.507568,11.123609,-21.336002,-7.65252,0.157504,0.126872,0.108797,-0.000441,-0.000314,0.000001,0.000001,-0,-0.393173,0.165929,0.0423,0.0161,0.100153,0.032853,208.057846,Spot
48,31.020533,11.021804,8.176011,0.811633,-0.862846,-0.606786,2.1048,-2.741804,-44.365158,-20.009449,15.166734,72.871208,30.722378,11.091382,7.847791,734.952393,17.929375,-13.091158,1.558484,1.242402,0.947403,-0.048121,-0.033465,0.003825,0.004509,-0.002244,-3.748289,2.335643,3.45819,1.269911,1.051731,0.943287,639.8125,11.052789,-19.967743,-6.876586,0.153366,0.121942,0.095209,-0.000668,-0.000275,0.000002,0.000001,-0,-0.370517,0.211393,0.053747,0.014753,0.101346,0.031579,199.983582,Spot
21,21.85088,7.417809,6.608472,5.144242,-1.562069,-0.253207,3.71212,14.732121,-12.891002,-4.334906,12.961044,63.172012,19.901735,9.764997,7.046005,201.142853,16.020647,-5.830233,1.243109,1.082678,0.09467,-0.066541,-0.011713,0.007261,-0.000826,-0.004953,-2.420457,2.66623,3.989684,0.906645,0.936276,0.853832,473.609863,10.884553,-10.966327,-5.136094,0.143939,0.11295,0.068008,-0.000718,-0.000196,0.000003,0.000001,-0,-0.324896,0.27234,0.072439,0.012909,0.100577,0.029146,192.423737,Spot
11,14.548699,4.476385,2.167493,0.535946,-0.54816,0.260125,0.227352,-2.750693,34.20089,1.772945,5.775836,20.970911,3.318537,6.874781,4.953907,19.333334,13.793219,-0.755481,0.785177,0.561769,0.361012,0.032127,-0.002033,0.000224,0.000322,-0.002921,-0.985934,2.163262,3.062035,0.464385,0.792769,0.654493,147.204544,10.559626,-3.989074,-3.233593,0.127903,0.101624,0.043927,0.000863,-0.000143,-0.000002,0,0,-0.273454,0.327483,0.092598,0.013852,0.084825,0.034554,122.781799,Spot
10,16.886801,4.07725,2.3146,0.130334,0.524069,-0.75043,-1.201137,7.154331,47.949017,1.892984,7.174356,31.072075,6.002803,8.476392,6.00772,103.809525,15.233744,-1.653057,1.024331,0.745094,0.131613,0.058193,-0.006663,-0.005306,0.002309,0.001058,-1.637812,2.408328,3.540654,0.702557,0.927302,0.763198,120.132576,10.779254,-6.107547,-4.45449,0.139601,0.108326,0.070486,0.000689,-0.000201,-0.000002,0.000001,0,-0.318413,0.293553,0.077733,0.015911,0.090549,0.034205,184.869583,Spot
9,18.129757,5.921946,2.062619,1.202866,1.10581,0.386754,2.321069,-3.472392,-106.074051,5.062192,8.835062,45.582279,9.672962,9.649138,6.760505,55.57143,16.215321,-1.914436,1.190089,0.849753,0.112417,0.058856,-0.008199,-0.008212,0.000999,0.004705,-2.152259,2.571324,3.876125,0.885521,1.015515,0.840473,201.501892,10.915186,-7.214571,-5.300135,0.1472,0.10779,0.090353,0.00045,-0.000234,-0.000001,0.000001,0,-0.345343,0.262815,0.066926,0.016805,0.095157,0.03397,207.726532,Spot
9,19.213747,7.538168,3.555515,0.515679,0.806541,1.561194,0.634151,-3.140483,-55.816593,3.466973,10.924144,58.093834,13.106358,10.106556,7.046056,108.571426,16.401398,-2.812349,1.24016,0.799519,0.2587,0.028686,-0.005839,-0.004735,-0.002591,0.00314,-2.29838,2.718608,4.213512,0.939825,1.038932,0.867447,250.757568,10.951014,-8.262733,-5.450384,0.149323,0.101587,0.097958,0.000209,-0.000234,-0,0.000001,0,-0.348867,0.25663,0.066122,0.016334,0.098203,0.033385,206.57402,Spot
14,18.140505,7.973099,4.287821,2.190816,-0.119075,1.471101,-3.090221,-6.958868,174.504623,1.494461,10.674205,57.696331,12.748535,9.723075,6.794033,193.142853,15.662271,-2.478234,1.136054,0.781814,0.020689,-0.013539,-0.001337,0.002252,-0.003841,-0.001579,-1.897179,2.780871,4.382046,0.817106,0.996172,0.833934,318.445068,10.885139,-7.255366,-4.777132,0.145621,0.103802,0.078793,0.000031,-0.0002,0.000001,0.000001,-0,-0.328216,0.279501,0.074985,0.014887,0.099425,0.031982,201.1492,Spot
9,14.422875,7.937128,2.492567,1.836587,-0.532122,-0.568871,-0.531317,3.670433,-53.021233,3.607974,7.013315,41.742558,7.950235,8.591342,6.060008,24.952381,14.229089,-0.193787,0.900797,0.721721,0.531246,-0.039652,0.00213,0.006277,-0.001265,-0.003876,-1.091272,2.563272,4.017493,0.56998,0.902271,0.741921,84.36364,10.729592,-3.693283,-3.499496,0.137033,0.098802,0.05181,-0.000037,-0.000138,0.000002,0,-0,-0.287645,0.312818,0.088579,0.012879,0.098764,0.029767,186.370071,Spot
15,18.664185,5.663055,4.892333,1.542588,-0.354534,-0.148904,2.048572,-10.615209,-7.982029,-0.771865,9.50456,54.684814,17.040691,14.644136,9.160419,46.476189,15.866076,-2.798108,1.394038,0.868162,0.432639,-0.08279,-0.005807,0.002016,0.001754,0.00162,-1.829561,3.506144,7.786716,1.281867,1.783774,1.428687,182.109848,10.853963,-7.810222,-5.012114,0.165241,0.117054,0.076285,-0.00292,-0.000205,0.000002,0,-0,-0.35858,0.486412,0.200895,0.02269,0.127379,0.069499,265.455353,Spot
24,17.87229,5.741943,4.830273,0.317369,1.795669,-1.650328,-7.454463,36.43082,152.988861,0.594301,9.152764,61.172649,14.728886,15.685109,9.331909,34.476189,15.99582,-1.87647,1.313267,0.839303,0.43211,0.017558,0.003971,-0.009169,0.001426,0.011276,-1.720461,3.716856,8.614265,1.179335,1.935123,1.39212,200.547348,10.953859,-6.91843,-5.041961,0.172295,0.120588,0.073332,-0.002254,-0.00021,-0.000001,0,0,-0.366215,0.459234,0.178846,0.0244,0.127281,0.06857,305.770416,Spot
16,15.022236,5.814068,3.106902,0.510474,1.638445,0.139712,-0.996684,-9.772483,-135.345459,2.196692,7.604626,55.484982,9.207747,15.533669,8.809956,47.809525,15.050035,0.027799,1.092724,0.732945,0.717009,0.107813,0.014796,-0.01187,-0.002075,0.007524,-1.076789,3.67623,8.717589,0.904298,1.970639,1.288961,106.496216,10.939284,-4.082952,-4.11075,0.173365,0.129701,0.039962,-0.001645,-0.000182,-0.000004,0,0,-0.343028,0.431806,0.155418,0.024635,0.124202,0.064554,297.740387,Spot
22,21.13052,6.239545,5.783855,2.695824,-1.529435,1.177775,0.466817,-16.132822,91.966606,-3.151514,9.818629,54.015228,21.901815,14.848617,9.447103,17.238094,16.653965,-4.476555,1.582735,0.932577,0.234912,-0.127729,-0.006972,0.008605,-0.001096,-0.004271,-2.2804,3.459821,7.441128,1.573735,1.668771,1.595784,359.359863,10.944461,-10.186059,-5.709504,0.161929,0.140026,0.084661,-0.002884,-0.000235,0.000005,0.000001,-0,-0.386616,0.471172,0.191584,0.021427,0.129633,0.064265,269.546844,Spot
24,26.393364,8.386723,3.856637,2.363894,-2.341083,0.948907,9.273969,-16.081978,-239.929306,-6.89398,11.625125,63.369522,34.98526,17.102682,10.606298,447.238098,18.563381,-7.829983,1.937211,1.147999,0.301878,-0.12123,-0.014517,0.011602,0.000296,-0.006733,-3.387089,3.50862,7.475198,2.144785,1.925201,1.646185,395.272736,11.176444,-15.21692,-7.386937,0.175224,0.139512,0.119725,-0.002806,-0.000307,0.000004,0.000001,-0,-0.434461,0.424883,0.16243,0.024459,0.133478,0.065895,331.147644,Spot
17,27.325001,9.469283,4.05864,0.437257,-0.738171,-0.236569,-2.128753,3.976001,17.855522,-5.8479,12.255488,76.734306,33.987236,18.207582,10.973886,88.952377,19.125849,-8.199152,1.927059,1.19391,0.554892,-0.060132,-0.013583,0.006208,0.00108,-0.00145,-3.675861,3.63131,8.020434,2.058588,2.082921,1.606454,456.354156,11.277332,-16.047668,-7.848516,0.182687,0.145447,0.118838,-0.002629,-0.000333,0.000001,0.000001,-0,-0.446973,0.388933,0.139184,0.025932,0.134158,0.065015,356.445282,Spot
20,24.014849,7.067872,5.659613,1.858822,1.121607,0.13601,-10.927879,5.206143,302.625275,-3.267081,12.310948,83.595543,23.894552,17.914604,10.471921,102,18.13986,-5.874989,1.636275,1.139108,0.220373,0.030533,-0.004919,-0.003299,-0.000758,0.004418,-2.995757,3.86235,8.884092,1.593574,2.1088,1.488519,387.751892,11.241986,-12.772862,-6.897874,0.183626,0.154164,0.084055,-0.002436,-0.000306,-0.000001,0.000001,0,-0.421845,0.376,0.12506,0.025544,0.131421,0.061493,360.571716,Spot
16,18.066633,7.065422,4.282657,1.87552,1.400826,0.200003,3.152108,10.311033,-193.330429,0.907245,10.309158,69.806618,13.348331,16.329237,9.238421,36.238094,16.03116,-2.035473,1.242551,1.00261,0.516922,0.104388,0.004446,-0.009493,-0.002212,0.004356,-1.72824,3.754203,8.707249,1.055059,2.010566,1.303516,188.02272,11.087463,-6.97917,-4.943697,0.178096,0.150853,0.036746,-0.002288,-0.000235,-0.000003,0,0,-0.365695,0.375217,0.116614,0.02386,0.125473,0.055915,307.158325,Spot
22,22.03661,6.010703,5.813301,1.526001,1.003598,-0.596557,-8.529579,30.889465,168.660233,-1.328598,9.896429,62.101322,20.464899,16.120934,9.865323,12.238095,17.64459,-4.392019,1.651865,0.990701,0.007999,-0.05292,0.001519,-0.001644,-0.001844,0.007185,-2.634566,3.584206,7.758761,1.706294,1.850105,1.57455,249.592804,11.118474,-10.918136,-6.526116,0.164295,0.15535,0.104044,-0.001911,-0.000268,0.000003,0.000001,-0,-0.423689,0.434625,0.16772,0.021362,0.132239,0.059485,297.074432,Spot
24,30.047131,9.668791,3.064999,0.553748,-2.1937,0.887882,-3.554248,4.979905,110.192245,-7.15754,12.068585,67.614182,40.803074,18.459101,11.271102,230.238098,20.154341,-9.89279,2.198349,1.293659,0.814156,-0.108161,-0.015304,0.013244,-0.002075,-0.00698,-4.306164,3.244232,6.541017,2.658452,2.036449,1.703642,427.403412,11.361646,-18.685486,-8.792695,0.17644,0.161002,0.14139,-0.002359,-0.000365,0.000003,0.000001,-0,-0.478831,0.367872,0.132537,0.024089,0.136818,0.061597,349.858978,Spot
25,35.527164,12.21163,1.430681,0.978382,-4.344404,1.178259,12.298222,-45.579819,-174.904053,-14.620693,12.451912,66.529739,56.090309,19.535435,11.835769,833.238098,21.239264,-14.287901,2.396397,1.505276,1.272829,-0.116139,-0.029172,0.019243,0.000377,-0.015547,-5.174502,2.896163,5.865675,2.919791,2.150118,1.698327,559.058716,11.462539,-24.064625,-9.776725,0.183518,0.166079,0.146379,-0.002739,-0.000409,0.000003,0.000001,-0,-0.495976,0.323205,0.110801,0.024989,0.138103,0.061699,349.465759,Spot
40,34.927948,12.629217,5.552927,0.069725,-2.302055,-0.008062,6.157145,12.871092,-26.323418,-18.251869,13.55391,83.812675,43.477955,19.099764,11.426865,244.476196,20.455173,-14.472775,2.113514,1.628601,1.014016,-0.066171,-0.030849,0.009687,0.002807,-0.007128,-4.756131,3.260328,6.980047,2.254996,2.14092,1.587855,727.835205,11.413222,-23.514725,-9.041951,0.185608,0.168795,0.117,-0.003039,-0.000388,0.000002,0.000001,-0,-0.471404,0.327717,0.106334,0.023508,0.135719,0.059565,351.7388,Spot
26,27.022287,9.255047,4.855469,4.305677,1.495748,-0.55472,-7.127136,21.635199,56.416393,-9.804838,14.648666,85.789314,28.140324,17.273834,10.1551,106.904762,18.116743,-8.905544,1.618899,1.450406,0.190645,0.008315,-0.017865,-0.005739,0.002394,0.007701,-3.259949,3.678846,8.099054,1.49846,2.013163,1.393766,647.403381,11.229453,-15.792834,-6.88729,0.180764,0.15803,0.072132,-0.003246,-0.000309,0.000001,0.000001,0,-0.410926,0.362401,0.114647,0.022304,0.129816,0.055965,323.98999,Spot
19,19.250368,5.932525,4.057672,0.182143,2.240443,-0.79652,-1.517641,0.004634,-200.103317,2.056996,8.587956,61.716454,12.74218,16.131252,9.48944,59.904762,17.272364,-1.978004,1.444775,0.941149,0.205107,0.050538,0.011759,-0.009995,-0.002141,0.009623,-2.180817,3.677084,8.175942,1.403475,1.925481,1.461904,138.6875,11.139737,-8.110631,-6.132627,0.16409,0.15659,0.103754,-0.000747,-0.000258,-0.000001,0,0,-0.424433,0.427448,0.162206,0.020166,0.131967,0.054369,294.698364,Spot
31,28.058714,8.67063,5.171788,0.536561,0.262545,-0.094982,-10.705924,16.312496,311.562073,-4.035403,11.909027,77.370476,28.562332,18.386524,11.004461,85.619049,20.009678,-8.049036,2.011969,1.336186,0.713009,-0.038201,-0.007979,0.00397,-0.0035,0.000705,-4.061164,3.370257,6.958531,2.244128,2.07549,1.615541,372.363647,11.382762,-16.675953,-8.626916,0.172931,0.167553,0.141995,-0.001686,-0.000365,0.000002,0.000001,-0,-0.482479,0.359455,0.127969,0.022967,0.136975,0.05798,347.345154,Spot
44,37.303608,13.001812,4.060739,1.666632,-3.19162,0.204717,5.995973,23.928129,-52.720959,-18.729183,12.328506,71.857689,48.236855,19.354654,11.71242,206,21.477402,-15.826206,2.402795,1.75513,1.216684,-0.111429,-0.033079,0.016036,-0.00003,-0.011308,-5.374609,2.674455,5.12489,2.971045,2.131246,1.647039,582.541687,11.481094,-25.822514,-9.996307,0.17733,0.170442,0.155154,-0.002612,-0.000419,0.000004,0.000002,-0,-0.502926,0.317337,0.109771,0.024026,0.138712,0.059612,340.462677,Spot
53,40.758923,14.755848,8.893557,7.881281,-3.40624,-0.441459,14.791385,-36.687473,-361.047272,-31.530685,11.367548,65.998215,56.340126,18.807701,11.440425,690.571411,21.042084,-19.716839,2.332574,1.915446,1.121466,-0.129214,-0.046583,0.014501,0.005953,-0.01029,-5.369486,2.751313,5.313189,2.762109,2.069467,1.56142,720.3125,11.424788,-29.334133,-9.617295,0.181219,0.166474,0.133346,-0.003421,-0.000408,0.000005,0.000002,-0,-0.481039,0.332525,0.112615,0.023596,0.136767,0.059228,327.476593,Spot
33,33.24715,11.306973,8.235721,3.034843,-0.227911,-0.525324,-5.954636,-23.607489,297.031921,-22.577538,15.775246,80.287132,37.89867,16.886114,10.262735,1039.952393,18.841127,-14.406023,1.843096,1.671823,0.47923,-0.095204,-0.035677,0.002981,0.006615,0.001937,-3.99415,3.388303,7.005615,1.874094,1.903449,1.387175,775.505676,11.227569,-22.019581,-7.613559,0.176888,0.151529,0.093127,-0.004018,-0.000333,0.000005,0.000001,-0,-0.421544,0.382462,0.1311,0.023154,0.131257,0.057656,315.513672,Spot
15,20.291233,8.232077,5.690667,4.746306,1.286124,0.142152,-6.85426,33.012226,18.509699,-2.204897,13.005178,68.940063,18.177454,14.049462,8.476706,93.476189,15.742252,-4.548981,1.278861,1.193467,0.439914,-0.045811,-0.007897,-0.0056,0.000722,0.008669,-2.032414,3.418717,7.231008,1.077025,1.679507,1.233569,540.070068,10.924254,-9.366979,-4.817998,0.164488,0.128777,0.043889,-0.004321,-0.000212,0.000004,0.000001,-0,-0.337154,0.424378,0.151252,0.021426,0.12281,0.05582,271.231354,Spot
27,22.430035,5.947625,4.526914,2.537243,1.717414,0.37235,4.062463,-16.570335,-272.968445,-1.116531,10.670307,71.830589,15.731023,16.89481,9.875908,177.476196,18.227861,-4.202173,1.564242,1.218982,0.042974,0.048811,0.000698,-0.00745,-0.002293,0.005554,-2.826199,3.651413,7.954407,1.507408,2.008003,1.42766,239.609848,11.237465,-11.19257,-6.990396,0.170586,0.153601,0.120787,-0.000926,-0.000308,-0.000001,0.000001,-0,-0.444973,0.40635,0.150848,0.02246,0.134076,0.056403,344.769775,Spot
44,31.114502,10.169325,5.553638,2.428353,1.050229,-0.393294,-10.066884,29.375671,200.422729,-13.294611,13.301439,77.016426,30.526545,17.703339,10.640726,331.571442,19.754562,-11.35994,1.938655,1.626128,0.611112,-0.05629,-0.022844,0.000707,-0.000173,0.004841,-4.175894,3.290448,6.713354,1.994729,2.023885,1.475251,524.683716,11.329617,-19.784885,-8.424946,0.174717,0.151329,0.140567,-0.002305,-0.000362,0.000004,0.000001,-0,-0.466614,0.37931,0.137708,0.023418,0.136165,0.058926,325.021576,Spot
68,36.098438,14.992255,9.504381,3.649049,-0.291735,-2.404118,-7.661623,14.630572,222.910339,-28.145685,12.846426,64.583252,45.225735,17.103489,10.516254,246.904755,19.641397,-16.457041,2.054984,1.7554,0.661567,-0.134031,-0.039926,0.007679,0.004817,-0.000471,-4.471951,3.131459,6.155828,2.274857,1.917262,1.421422,749.255676,11.272465,-24.825974,-8.368933,0.173638,0.148646,0.126491,-0.00356,-0.00036,0.000007,0.000001,-0,-0.448775,0.392805,0.143671,0.023138,0.134776,0.059705,310.209167,Spot
49,30.844538,11.683176,9.688845,1.145501,-1.477485,-1.241113,7.430952,-5.986938,-268.636749,-22.517521,15.145095,70.879021,34.996635,15.245422,9.546484,805.238098,17.866455,-12.978083,1.732375,1.522913,0.215664,-0.157293,-0.034757,0.009109,0.005812,-0.004581,-3.470953,3.377906,6.888988,1.756166,1.707993,1.417632,801.967773,11.077291,-19.767246,-6.789164,0.167173,0.136478,0.091332,-0.004523,-0.0003,0.000008,0.000001,-0,-0.394982,0.431836,0.163055,0.021889,0.129995,0.059258,288.38205,Spot
9,19.134598,7.908586,5.581923,4.440805,-1.868251,1.146177,6.385457,-19.331549,-31.712147,-2.114142,12.637826,63.329529,16.199278,12.571526,8.005271,248.809525,15.142987,-3.991611,1.206769,1.086473,0.503923,-0.135291,-0.010848,0.006327,0.000567,-0.004377,-1.78932,3.286607,6.775433,1.007088,1.471933,1.296082,587.592773,10.776362,-8.358235,-4.366625,0.154655,0.115224,0.046624,-0.005063,-0.000197,0.000007,0.000001,-0,-0.316503,0.464439,0.181563,0.019462,0.122369,0.057924,259.513763,Spot
18,21.092482,6.202898,5.471111,3.242688,2.088851,0.506909,-3.116056,-46.788742,-35.269436,-2.510901,10.964505,63.151882,14.381946,14.96261,8.88383,237.571426,16.812996,-4.279486,1.346291,1.239927,0.279491,0.003377,-0.005582,-0.010464,-0.000216,0.011066,-2.306727,3.523868,7.657702,1.135416,1.8458,1.228881,265.314392,11.030483,-10.061998,-5.782513,0.161708,0.138102,0.095514,-0.001885,-0.000253,0.000002,0.000001,-0,-0.395324,0.456425,0.181265,0.021028,0.131125,0.059064,290.732513,Spot
48,24.460676,8.972915,6.096459,4.382143,1.277107,-1.015362,-8.819223,33.794659,131.047897,-10.687231,12.590606,62.61026,23.246553,14.381319,8.895081,471.285706,16.880962,-7.579714,1.507829,1.320652,0.159195,-0.098148,-0.016022,-0.001501,-0.00019,0.006848,-2.669285,3.416411,7.196737,1.365268,1.730337,1.282374,428.926147,10.976871,-13.483806,-5.904092,0.159474,0.133859,0.088615,-0.003454,-0.000258,0.000006,0.000001,-0,-0.381948,0.464208,0.186499,0.020504,0.130368,0.059921,282.546112,Spot
28,21.688984,8.243688,5.988714,5.64898,-1.109189,-0.564376,3.081746,12.005109,-65.794113,-8.583421,12.234128,58.335709,21.305916,12.727603,8.225966,293.666656,15.643073,-6.045911,1.33128,1.145759,0.380233,-0.159632,-0.016349,0.00838,0.000244,-0.004684,-2.096806,3.308896,6.861199,1.145987,1.517567,1.305314,416.630676,10.796425,-10.892559,-4.846648,0.152122,0.122481,0.062507,-0.004695,-0.00022,0.000009,0.000001,-0,-0.33711,0.483749,0.198863,0.018923,0.126501,0.059511,260.812469,Spot
8,14.556458,7.695395,3.40438,2.382143,-2.318009,0.640221,5.379007,-18.607286,-46.481155,1.908872,8.817378,45.070198,10.36567,10.395438,7.141917,59.809525,13.600882,-0.955576,0.938016,0.814566,0.773943,-0.166284,-0.005922,0.011315,-0.000215,-0.009674,-0.978639,2.953712,5.910276,0.68589,1.288804,1.203195,287.121216,10.517465,-4.038993,-3.083417,0.140129,0.103806,0.026194,-0.005438,-0.000148,0.000009,0,-0,-0.270128,0.496261,0.207129,0.016481,0.119912,0.057807,214.613663,Spot
6,15.95514,4.733535,2.673157,0.149349,-0.437936,0.092578,-2.381642,-0.117542,39.664028,2.209726,7.878049,35.665947,7.348964,6.798134,5.686362,30.809525,14.388433,-1.566708,1.027508,0.731599,0.173246,-0.061482,-0.001483,0.006039,0.000553,-0.002744,-1.585861,2.552309,3.826964,0.700612,0.828668,0.749328,167.217804,10.072734,-5.882406,-4.315699,0.129021,0.111988,0.067068,-0.001204,-0.000186,0.000002,0,-0,-0.308077,0.295696,0.07945,0.012645,0.083141,0.032099,168.242859,Spot
18,19.058475,4.359451,4.345016,0.124586,-0.934345,-0.115686,-0.021674,18.807238,42.888012,-0.110152,9.152122,42.382679,10.798882,7.46837,6.076396,215.619049,15.404099,-3.654376,1.176742,0.898477,0.160435,-0.028937,-0.0026,0.003138,-0.001197,-0.001793,-2.235655,2.566841,3.793285,0.84257,0.899066,0.763825,204.359848,10.195824,-8.862652,-5.208276,0.13311,0.115306,0.081309,-0.001164,-0.000224,0.000001,0.000001,-0,-0.329725,0.262273,0.065754,0.012684,0.083869,0.02819,172.300919,Spot
