@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
4,14.327172,6.233756,4.000212,2.651541,-0.417997,8.616464,11.205614,-3.121558,0.910725,0.649785,0.011338,-1.549173,1.754554,8.116602,-6.21057,-3.089012,0.086106,0.059512,0.03206,-0.177679,0.150564,7.15471,-7.172462,-4.050904,-0.961892,0.016819,0.002164,0.001653,-0.020636,0.025374,Spot
10,19.599251,6.891009,3.591905,3.034138,-6.333242,10.359421,12.534296,-7.064955,1.100004,0.814936,0.543332,-2.458272,1.533355,8.339895,-11.259356,-4.194401,0.090392,0.066391,0.053463,-0.210246,0.057921,7.189284,-12.409966,-5.345012,-1.150611,0.017101,0.00284,0.002229,-0.022171,0.027236,Spot
71,28.488602,12.633854,10.665929,6.046113,-29.345894,7.663221,13.437568,-15.051034,1.303305,1.215365,0.852361,-3.371031,0.874577,8.335239,-20.153362,-5.102328,0.092973,0.068757,0.058459,-0.22019,0.056418,7.181269,-21.307333,-6.256299,-1.153971,0.01703,0.002713,0.002095,-0.021837,0.026267,Spot
68,27.907598,12.994953,10.226507,6.63607,-29.857531,8.041767,13.181047,-14.726551,1.318688,1.123527,0.769694,-3.211909,1.101612,8.271824,-19.635775,-4.909224,0.09208,0.06792,0.052878,-0.212878,0.098658,7.170505,-20.737095,-6.010543,-1.101319,0.016937,0.002535,0.001872,-0.021344,0.025642,Spot
26,18.481335,7.175889,4.665795,3.273824,-8.567861,10.320209,11.874035,-6.6073,1.047408,0.776202,0.286329,-2.109939,1.710206,8.15486,-10.326475,-3.719175,0.0878,0.062961,0.038468,-0.189229,0.142291,7.157349,-11.323986,-4.716686,-0.997511,0.016829,0.002335,0.001552,-0.020716,0.025256,Spot
16,18.225245,6.134908,3.8422,1.349415,-3.642124,9.526668,12.349883,-5.875361,1.08895,0.750745,0.460435,-2.30013,1.579321,8.317184,-9.90806,-4.032699,0.088601,0.064255,0.053692,-0.206549,0.079967,7.188486,-11.036758,-5.161397,-1.128699,0.017069,0.002802,0.002137,-0.022008,0.027318,Spot
42,25.468021,11.423251,6.472612,2.634404,-20.530268,9.431973,13.18,-12.288021,1.280289,1.069008,0.771067,-3.120364,1.140654,8.312366,-17.155655,-4.867635,0.091031,0.065982,0.058783,-0.215796,0.080368,7.180817,-18.287205,-5.999184,-1.131549,0.017002,0.00272,0.001977,-0.021699,0.026327,Spot
43,24.725615,10.030396,8.011862,3.058278,-21.100536,10.122268,12.881238,-11.844377,1.140419,1.082846,0.704024,-2.927289,1.386368,8.24862,-16.476994,-4.632618,0.090195,0.06416,0.053317,-0.207672,0.114323,7.170472,-17.555141,-5.710766,-1.078148,0.016915,0.002588,0.001731,-0.021234,0.025665,Spot
23,16.829132,6.317867,4.098557,3.915346,-6.134656,9.651083,11.577836,-5.251296,0.925835,0.698886,0.241748,-1.866469,1.844229,8.13153,-8.697602,-3.446306,0.086077,0.058959,0.038237,-0.183273,0.152584,7.157789,-9.671343,-4.420047,-0.973741,0.016814,0.00242,0.001402,-0.020636,0.02524,Spot
48,26.982515,11.524188,7.857872,0.417716,-19.799778,10.586246,15.180675,-11.801841,1.537409,1.432047,0.186505,-3.155961,2.20417,9.4382,-17.544315,-5.742475,0.123558,0.118977,0.081478,-0.324013,0.236334,7.494379,-19.488136,-7.686296,-1.943821,0.018939,0.006141,0.005696,-0.030776,0.015196,Spot
55,26.400127,11.103608,9.007063,0.577695,-19.532976,9.79156,15.128361,-11.271767,1.540998,1.429343,0.09376,-3.064101,2.184919,9.439228,-16.960899,-5.689133,0.12517,0.114966,0.085356,-0.325492,0.24142,7.491472,-18.908655,-7.636889,-1.947756,0.0189,0.006273,0.005569,-0.030742,0.015811,Spot
19,20.20615,5.941824,5.357211,3.785529,-7.513505,10.461467,13.786621,-6.419529,1.256165,1.098942,0.140905,-2.214202,2.340251,9.27509,-10.93106,-4.511531,0.120229,0.110095,0.057677,-0.288001,0.27761,7.481339,-12.724811,-6.305282,-1.793751,0.018859,0.005915,0.005355,-0.030129,0.019664,Spot
19,20.397043,6.457294,5.838498,3.171669,-9.124123,10.003878,13.736709,-6.660335,1.189806,1.170689,0.188563,-2.171932,2.332421,9.270712,-11.126331,-4.465997,0.120535,0.106466,0.061,-0.288,0.285647,7.478766,-12.918278,-6.257943,-1.791946,0.018816,0.006095,0.005177,-0.030088,0.019886,Spot
48,26.982515,11.524188,7.857872,0.417716,-19.799778,10.586246,15.180675,-11.801841,1.537409,1.432047,0.186505,-3.155961,2.20417,9.4382,-17.544315,-5.742475,0.123558,0.118977,0.081478,-0.324013,0.236334,7.494379,-19.488136,-7.686296,-1.943821,0.018939,0.006141,0.005696,-0.030776,0.015196,Spot
55,26.400127,11.103608,9.007063,0.577695,-19.532976,9.79156,15.128361,-11.271767,1.540998,1.429343,0.09376,-3.064101,2.184919,9.439228,-16.960899,-5.689133,0.12517,0.114966,0.085356,-0.325492,0.24142,7.491472,-18.908655,-7.636889,-1.947756,0.0189,0.006273,0.005569,-0.030742,0.015811,Spot
36,24.899799,9.111393,5.996341,2.45632,-12.651413,12.479781,15.290222,-9.609577,1.499287,1.358398,0.18546,-3.043145,2.387372,9.495132,-15.404667,-5.79509,0.122515,0.117535,0.094112,-0.334162,0.220965,7.501422,-17.398376,-7.7888,-1.99371,0.018986,0.006256,0.005799,-0.031041,0.012004,Spot
2,10.12513,8.405461,1.690403,0.243833,6.471226,5.565619,12.330491,2.205361,1.222089,1.059466,0.766304,-0.603681,3.425872,9.127206,-0.997924,-3.203285,0.143594,0.113691,0.040305,-0.29759,0.373971,7.260874,-2.864256,-5.069617,-1.866332,0.019418,0.004865,0.004195,-0.028478,0.035121,Spot
11,14.596972,12.652132,4.353795,1.159833,7.138504,11.178611,14.288622,-0.30835,1.49464,1.060331,0.732853,-1.822119,3.915956,9.302341,-5.29463,-4.98628,0.153443,0.125066,0.066706,-0.345215,0.350185,7.269779,-7.327192,-7.018843,-2.032562,0.019499,0.005323,0.003998,-0.02882,0.034042,Spot
9,17.293501,13.967349,6.343153,2.650054,4.974142,13.791538,15.111932,-2.181569,1.683005,1.174593,0.477941,-2.379657,4.012392,9.362651,-7.93085,-5.749281,0.15695,0.130092,0.076979,-0.364021,0.339505,7.273695,-10.019806,-7.838237,-2.088956,0.019531,0.005598,0.003663,-0.028792,0.033274,Spot
8,14.683317,13.310733,4.252467,2.382553,6.675713,11.030603,14.34512,-0.338197,1.501822,1.041759,0.732573,-1.811008,3.917267,9.294833,-5.388484,-5.050287,0.15333,0.127383,0.067984,-0.348696,0.355919,7.272371,-7.410946,-7.072749,-2.022462,0.019511,0.005683,0.003187,-0.02838,0.032914,Spot
10,16.130854,13.075336,4.956722,1.577986,6.540628,12.841496,14.911377,-1.219477,1.548958,1.167452,0.545913,-2.170497,4.087425,9.380254,-6.7506,-5.531123,0.158277,0.128627,0.076207,-0.363111,0.331206,7.267683,-8.863171,-7.643694,-2.112571,0.019557,0.00523,0.00444,-0.029228,0.033449,Spot
12,29.139223,13.009128,10.030465,4.690395,-7.669057,22.260054,17.835409,-11.303814,2.205301,1.610643,0.631487,-4.447431,4.022789,9.58046,-19.558764,-8.25495,0.169077,0.141686,0.109399,-0.420162,0.271257,7.276089,-21.863134,-10.55932,-2.304371,0.01964,0.00561,0.004342,-0.029591,0.032331,Spot
54,37.339802,18.858221,9.569366,2.645643,-25.781942,24.450001,19.070335,-18.269466,2.502837,1.803226,1.170247,-5.47631,3.683667,9.651075,-27.688726,-9.41926,0.172711,0.147247,0.122939,-0.442897,0.241048,7.279199,-30.060604,-11.791137,-2.371877,0.019669,0.005793,0.0041,-0.029562,0.031698,Spot
31,29.754,12.957635,9.790051,8.629378,-11.796963,22.846416,17.940161,-11.813839,2.1908,1.606789,0.655881,-4.45347,3.999928,9.576816,-20.177185,-8.363345,0.168436,0.143065,0.113636,-0.425137,0.277421,7.276798,-22.477201,-10.663363,-2.300017,0.019643,0.005774,0.00371,-0.029126,0.031638,Spot
10,16.61367,13.562529,5.552727,3.215241,4.79456,13.464595,15.078269,-1.535401,1.543014,1.124304,0.460159,-2.207159,4.110906,9.366558,-7.247112,-5.711711,0.156772,0.130256,0.083385,-0.370413,0.346115,7.2693,-9.34437,-7.808969,-2.097258,0.019561,0.005568,0.003174,-0.028303,0.032068,Spot
15,22.125999,13.823204,8.123877,2.717638,2.981688,17.736799,16.694954,-5.431046,1.853257,1.439606,0.124975,-3.417839,4.196982,9.525007,-12.600992,-7.169947,0.167533,0.13746,0.098166,-0.40316,0.289575,7.270042,-14.855957,-9.424911,-2.254965,0.01964,0.005462,0.004451,-0.029553,0.032283,Spot
26,43.605446,20.272755,8.581103,3.057573,-31.91143,24.636723,20.270197,-23.335249,2.604945,2.059966,1.803524,-6.468435,3.229499,9.740267,-33.865181,-10.52993,0.17884,0.151345,0.135728,-0.465913,0.184793,7.277948,-36.327499,-12.992249,-2.462319,0.019723,0.005754,0.00445,-0.029927,0.031183,Spot
159,57.661003,31.203297,25.759792,14.193317,-71.156403,12.840655,21.796534,-35.864471,3.046783,2.704635,2.107081,-7.858499,1.758419,9.817731,-47.843273,-11.978803,0.182351,0.157415,0.151432,-0.491198,0.111265,7.280356,-50.380646,-14.516178,-2.537375,0.019749,0.005836,0.00431,-0.029895,0.030699,Spot
110,45.536633,21.482824,16.049238,6.134734,-43.666794,23.923071,20.443598,-25.093035,2.590905,2.229043,1.709218,-6.529166,3.090174,9.740912,-35.795719,-10.702685,0.177532,0.150608,0.144184,-0.472324,0.18876,7.277091,-38.259541,-13.166508,-2.463822,0.019719,0.005703,0.004023,-0.029444,0.030897,Spot
21,23.356674,13.283334,9.100058,5.848635,-1.665359,19.043398,16.975426,-6.381248,1.875932,1.409925,0.250011,-3.535868,4.147378,9.518921,-13.837753,-7.456505,0.165,0.137715,0.110364,-0.413079,0.30307,7.268551,-16.088123,-9.706875,-2.25037,0.01963,0.005378,0.003585,-0.028593,0.031651,Spot
10,21.609602,13.811689,7.064076,2.096114,4.651499,17.042419,16.808783,-4.800819,1.863644,1.439232,0.121147,-3.424024,4.14448,9.53681,-12.072792,-7.271973,0.16991,0.13853,0.100056,-0.408496,0.28535,7.267462,-14.34214,-9.541321,-2.269348,0.019656,0.005549,0.004217,-0.029423,0.031718,Spot
23,42.055279,17.9561,7.539065,0.330817,-25.825981,24.429474,20.392155,-21.663124,2.588027,2.101219,1.768274,-6.45752,3.136582,9.754464,-32.300816,-10.637691,0.181272,0.151519,0.139195,-0.471986,0.173691,7.274846,-34.780434,-13.11731,-2.479619,0.019739,0.005758,0.004297,-0.029794,0.030705,Spot
114,55.62672,29.129025,20.448481,11.340821,-60.918327,15.461976,21.942402,-33.684319,3.030309,2.757627,2.079248,-7.867185,1.491216,9.834092,-45.792629,-12.10831,0.184648,0.158105,0.155118,-0.49787,0.083907,7.276641,-48.350079,-14.665761,-2.557451,0.019763,0.005746,0.004247,-0.029757,0.030368,Spot
81,44.373093,19.710972,13.262017,4.163787,-37.136776,23.580584,20.620295,-23.752798,2.669933,2.212389,1.697897,-6.580219,2.912512,9.75897,-34.61412,-10.861324,0.179417,0.156063,0.143948,-0.479428,0.172258,7.272713,-37.10038,-13.347582,-2.486257,0.019729,0.005503,0.004069,-0.0293,0.030746,Spot
14,23.069216,13.465031,7.755855,4.544279,1.164896,18.488056,17.174206,-5.89501,1.95467,1.398897,0.26892,-3.622487,4.044998,9.537933,-13.531282,-7.636272,0.166527,0.142554,0.111331,-0.420412,0.293914,7.263444,-15.805771,-9.910761,-2.274489,0.019635,0.00505,0.003756,-0.02844,0.031684,Spot
11,15.868103,12.050551,4.171144,0.347291,7.532116,11.337314,15.241053,-0.62705,1.580033,1.17248,0.520996,-2.231517,3.976447,9.412561,-6.455542,-5.828491,0.165008,0.131191,0.081797,-0.377996,0.323858,7.260272,-8.607832,-7.980781,-2.15229,0.019607,0.005511,0.003733,-0.028852,0.031672,Spot
14,27.732697,10.920375,10.7057,3.018291,-2.803616,19.75136,18.189289,-9.543407,2.195767,1.627815,0.652341,-4.475924,3.861926,9.619423,-18.113274,-8.569866,0.17582,0.142614,0.118623,-0.437057,0.255253,7.267056,-20.465641,-10.922234,-2.352367,0.019688,0.005654,0.003864,-0.029206,0.030806,Spot
43,35.720963,16.70624,7.322886,5.936246,-18.09288,21.290077,19.481361,-16.239601,2.479228,1.860897,1.210508,-5.550633,3.444892,9.696025,-26.024937,-9.785336,0.179067,0.148307,0.134044,-0.461418,0.215577,7.268273,-28.45269,-12.213088,-2.427752,0.01971,0.005578,0.003874,-0.029162,0.030603,Spot
30,29.380301,11.969851,9.414626,5.585995,-8.141219,20.07773,18.421041,-10.959259,2.248319,1.617666,0.752601,-4.618587,3.758358,9.626453,-19.753847,-8.794588,0.173995,0.149183,0.121655,-0.444833,0.252754,7.263823,-22.116478,-11.157219,-2.362631,0.019673,0.005267,0.003766,-0.028706,0.03107,Spot
6,17.13987,12.75213,4.785563,1.510912,6.455655,12.159942,15.607081,-1.532788,1.678228,1.119232,0.353279,-2.444181,3.942764,9.418788,-7.721082,-6.188293,0.161388,0.139313,0.090049,-0.39075,0.328556,7.254074,-9.885796,-8.353007,-2.164714,0.019575,0.00473,0.00355,-0.027855,0.032047,Spot
38,24.553989,9.131437,5.045654,2.224899,-6.310681,15.002763,16.100723,-8.453266,1.703941,1.114167,0.742369,-3.560478,2.852765,9.273751,-15.280238,-6.826972,0.140384,0.121692,0.100245,-0.362321,0.175306,7.233642,-17.320347,-8.867081,-2.040109,0.018403,0.006032,0.003681,-0.028116,0.019403,Spot
38,33.739597,15.864624,4.20887,0.017381,-20.090874,14.309107,17.638769,-16.100828,2.148563,1.564639,1.194371,-4.907573,2.056225,9.341551,-24.398046,-8.297218,0.144269,0.128604,0.114704,-0.387577,0.128922,7.229515,-26.510082,-10.409254,-2.112036,0.01835,0.006036,0.003802,-0.028188,0.021099,Spot
11,29.645535,11.376478,1.15029,0.298094,-10.524282,16.637705,17.16118,-12.484354,1.994751,1.353149,1.12341,-4.47131,2.432449,9.283851,-20.361683,-7.87733,0.141656,0.122877,0.114398,-0.378931,0.176638,7.219777,-22.425758,-9.941403,-2.064074,0.018246,0.005774,0.003797,-0.027817,0.023765,Spot
6,15.243055,10.090362,3.486782,1.470697,5.132883,11.035315,14.040292,-1.202764,1.25904,0.836092,0.146403,-1.948729,3.130891,9.148752,-6.094303,-4.89154,0.13227,0.108635,0.081241,-0.322145,0.233234,7.241188,-8.001867,-6.799104,-1.907564,0.018453,0.005539,0.003814,-0.027806,0.017216,Spot
45,30.467337,10.652717,6.478074,0.403362,-16.727428,17.961918,17.013966,-13.453371,1.809266,1.299077,1.272914,-4.381258,2.577676,9.333559,-21.133778,-7.680407,0.142356,0.120846,0.113234,-0.376436,0.136479,7.24364,-23.223696,-9.770325,-2.089919,0.018459,0.005939,0.00398,-0.028378,0.01714,Spot
103,44.196022,21.642292,15.448388,9.709702,-46.800385,7.675108,18.728327,-25.467695,2.331264,2.129249,1.522859,-5.983374,0.708812,9.40605,-34.78997,-9.322277,0.14655,0.131217,0.124707,-0.402474,0.033913,7.240641,-36.955379,-11.487686,-2.165409,0.018412,0.006069,0.004023,-0.028504,0.018552,Spot
40,39.480732,15.776583,12.170631,5.380738,-33.32795,14.776451,18.226723,-21.254009,2.067156,2.0441,1.418064,-5.52932,1.652871,9.349955,-30.130777,-8.876768,0.14416,0.127055,0.122238,-0.393453,0.124396,7.232006,-32.248726,-10.994717,-2.117949,0.01831,0.005938,0.003934,-0.028182,0.021169,Spot
11,14.247932,10.420267,2.951202,1.935887,5.533177,9.988608,13.506655,-0.741278,1.161075,0.844595,0.326086,-1.679584,3.084377,9.093059,-5.154874,-4.413596,0.12881,0.104053,0.073969,-0.306831,0.252662,7.245603,-7.002329,-6.261052,-1.847456,0.018465,0.005171,0.003975,-0.027611,0.016388,Spot
21,28.014612,9.492192,8.188227,2.960925,-14.719496,17.865641,16.243572,-11.77104,1.731306,1.285179,0.848422,-3.864908,2.845921,9.27413,-18.740482,-6.969442,0.13892,0.116223,0.103438,-0.358581,0.178283,7.248929,-20.765684,-8.994644,-2.025201,0.018474,0.005691,0.004057,-0.028222,0.015927,Spot
130,40.760857,20.621845,13.305341,11.028462,-44.955647,12.429036,17.820175,-22.940681,2.175908,1.65901,1.480477,-5.315395,1.971401,9.346023,-31.414833,-8.474153,0.143326,0.126405,0.113517,-0.383249,0.125092,7.246937,-33.51392,-10.573238,-2.099085,0.018429,0.005943,0.004022,-0.028394,0.01697,Spot
55,36.335339,15.13818,8.892413,7.004267,-31.034861,16.565128,17.357098,-18.978241,2.035256,1.510736,1.371262,-4.917255,2.35577,9.293248,-27.042091,-8.063849,0.141337,0.125666,0.107406,-0.374409,0.166412,7.239388,-29.095951,-10.117709,-2.05386,0.01833,0.005933,0.003859,-0.028122,0.019353,Spot
27,19.351004,8.290543,7.105072,5.489588,-4.304118,13.251471,14.145498,-5.205505,1.387116,1.023046,0.059053,-2.351108,3.069232,9.107354,-10.243649,-5.038144,0.131709,0.107892,0.073563,-0.313164,0.245847,7.249362,-12.101641,-6.896136,-1.857992,0.018444,0.005312,0.00391,-0.027666,0.016024,Spot
51,26.297859,12.529069,8.770185,3.761437,-17.537817,15.608815,15.329158,-10.968701,1.683236,1.202775,0.439882,-3.325892,2.987501,9.174078,-17.123781,-6.15508,0.136064,0.116111,0.082474,-0.334649,0.221417,7.248248,-19.04961,-8.08091,-1.92583,0.0184,0.00567,0.003805,-0.027876,0.016683,Spot
18,23.036985,8.234608,6.09892,5.701093,-7.836782,16.028927,14.944844,-8.092141,1.574259,1.113946,0.33144,-3.019645,3.099118,9.126374,-13.910611,-5.81847,0.134274,0.11576,0.076517,-0.326552,0.23934,7.241757,-15.795229,-7.703087,-1.884617,0.018304,0.005768,0.003583,-0.027655,0.01863,Spot
27,28.072208,11.05404,10.422879,7.609057,-8.240217,18.174007,17.93961,-10.132599,2.09376,1.752236,0.328628,-4.174624,3.811415,9.8005,-18.271709,-8.13911,0.168387,0.149225,0.114052,-0.431664,0.265095,7.386533,-20.685675,-10.553076,-2.413967,0.020304,0.007203,0.00615,-0.033657,0.0312,Spot
93,45.977631,20.864445,19.521402,0.918505,-41.304352,20.490944,20.799234,-25.178396,2.634223,2.49053,1.481025,-6.605778,2.85281,9.977844,-35.999786,-10.82139,0.17799,0.159115,0.145191,-0.482296,0.160318,7.389628,-38.588001,-13.409607,-2.588216,0.020407,0.007402,0.006375,-0.034184,0.03094,Spot
116,51.365654,25.140953,22.006359,7.373804,-54.521118,18.68787,21.479809,-29.885845,2.790624,2.600083,1.825498,-7.216206,2.407809,10.01007,-41.355583,-11.469739,0.179873,0.160671,0.153186,-0.493731,0.129373,7.385159,-43.980495,-14.09465,-2.624911,0.020436,0.007354,0.006454,-0.034243,0.032229,Spot
20,28.419615,10.650857,9.37502,7.794654,-6.518816,19.28134,18.107378,-10.312237,2.083351,1.807959,0.449946,-4.341256,3.841776,9.802671,-18.616943,-8.304707,0.170714,0.150668,0.112383,-0.433765,0.262681,7.383256,-21.036358,-10.724121,-2.419415,0.0203,0.007204,0.005928,-0.033431,0.031793,Spot
78,47.570221,22.126003,17.576874,3.012959,-42.715836,20.880035,21.05147,-26.518751,2.694022,2.532973,1.652446,-6.879442,2.713293,9.978995,-37.591225,-11.072474,0.180626,0.16028,0.144041,-0.484947,0.158609,7.385941,-40.18428,-13.665529,-2.593054,0.020401,0.007286,0.006259,-0.033946,0.031724,Spot
107,53.003567,24.060539,21.064434,10.408085,-55.533058,19.137774,21.748835,-31.254732,2.797795,2.702148,2.002043,-7.501987,2.175551,10.010655,-42.992912,-11.738179,0.18279,0.161009,0.152951,-0.49675,0.128602,7.381229,-45.622337,-14.367605,-2.629426,0.02043,0.007175,0.006399,-0.034004,0.033046,Spot
17,21.129227,11.591587,6.215582,4.814652,0.561352,14.970342,16.343353,-4.785873,1.734195,1.453004,0.147826,-3.039372,4.022086,9.658105,-11.471122,-6.685248,0.165837,0.13895,0.091266,-0.396052,0.316438,7.373446,-13.755781,-8.969908,-2.284659,0.020238,0.007081,0.005484,-0.032804,0.033287,Spot
54,33.316017,14.777542,10.555275,8.799347,-16.53347,20.405212,18.831026,-14.484991,2.284024,1.90617,0.822434,-5.012628,3.775248,9.822988,-23.493031,-9.008039,0.175866,0.145601,0.122144,-0.443611,0.260549,7.375599,-25.940418,-11.455427,-2.447388,0.020337,0.007062,0.005897,-0.033296,0.033454,Spot
55,36.11866,15.014133,11.610293,6.598035,-20.02639,22.292253,19.410681,-16.707979,2.366043,1.98432,1.124195,-5.474558,3.660592,9.851864,-26.266796,-9.558817,0.178559,0.144325,0.131891,-0.454775,0.24911,7.370625,-28.748035,-12.040056,-2.481239,0.020365,0.006896,0.006087,-0.033349,0.03476,Spot
5,13.433795,8.424538,2.813767,1.657853,3.952917,8.051943,13.543709,0.109914,1.219988,0.987288,0.964272,-1.243005,3.642846,9.391561,-4.042234,-4.152148,0.154129,0.120893,0.052956,-0.327978,0.375176,7.35759,-6.076205,-6.186119,-2.03397,0.020119,0.006818,0.004858,-0.031795,0.03539,Spot
18,18.416464,10.490336,6.667627,3.690913,0.131797,11.941863,15.272358,-3.144106,1.59997,1.284199,0.525964,-2.358205,3.961253,9.536011,-8.880453,-5.736347,0.163381,0.127448,0.077633,-0.368462,0.354553,7.3591,-11.057364,-7.913258,-2.176911,0.020214,0.006722,0.005318,-0.032254,0.0358,Spot
18,18.938089,11.546972,6.271925,3.568297,1.70675,13.198739,15.663237,-3.274853,1.64756,1.34344,0.399046,-2.591954,4.032357,9.559986,-9.378103,-6.103251,0.16609,0.127668,0.084309,-0.378066,0.352124,7.353843,-11.584247,-8.309394,-2.206143,0.020242,0.006528,0.005532,-0.032302,0.037055,Spot
21,19.842604,10.620153,6.175918,4.093738,0.350498,13.430051,15.913942,-3.928661,1.672873,1.311918,0.343681,-2.64111,3.912851,9.652173,-10.190431,-6.261769,0.159549,0.135611,0.094547,-0.389707,0.321273,7.383335,-12.459269,-8.530607,-2.268838,0.020252,0.007153,0.006081,-0.033486,0.031625,Spot
19,29.521614,10.853034,9.521531,8.779585,-10.111088,19.739941,18.191441,-11.330173,2.097364,1.76559,0.506521,-4.369474,3.876502,9.820215,-19.701399,-8.371225,0.168964,0.144283,0.122501,-0.435748,0.262066,7.386713,-22.134901,-10.804728,-2.433502,0.020356,0.007436,0.006222,-0.034014,0.031252,Spot
31,32.547943,13.844952,9.886812,8.050119,-15.681643,20.961723,18.728556,-13.819387,2.212056,1.81527,0.784423,-4.811749,3.830054,9.850798,-22.697145,-8.877758,0.171135,0.145623,0.129143,-0.445902,0.248523,7.38246,-25.165483,-11.346096,-2.468338,0.020385,0.00743,0.006258,-0.034072,0.032457,Spot
16,24.425283,11.525209,8.509765,5.773123,-2.757678,17.645784,17.219002,-7.206282,1.938864,1.467269,0.186858,-3.59299,4.05977,9.738151,-14.687133,-7.480851,0.165992,0.141075,0.110634,-0.417702,0.296472,7.370534,-17.054749,-9.848468,-2.367617,0.02034,0.00713,0.006191,-0.033661,0.035039,Spot
8,14.391878,10.019225,2.805437,1.270454,5.943335,9.73058,14.446758,0.05488,1.408158,0.998223,0.780141,-1.626241,3.817802,9.499867,-4.892011,-4.946891,0.154515,0.129108,0.074219,-0.357842,0.360689,7.35132,-7.040558,-7.095438,-2.148547,0.020225,0.006562,0.006013,-0.0328,0.038458,Spot
27,28.072208,11.05404,10.422879,7.609057,-8.240217,18.174007,17.93961,-10.132599,2.09376,1.752236,0.328628,-4.174624,3.811415,9.8005,-18.271709,-8.13911,0.168387,0.149225,0.114052,-0.431664,0.265095,7.386533,-20.685675,-10.553076,-2.413967,0.020304,0.007203,0.00615,-0.033657,0.0312,Spot
93,45.977631,20.864445,19.521402,0.918505,-41.304352,20.490944,20.799234,-25.178396,2.634223,2.49053,1.481025,-6.605778,2.85281,9.977844,-35.999786,-10.82139,0.17799,0.159115,0.145191,-0.482296,0.160318,7.389628,-38.588001,-13.409607,-2.588216,0.020407,0.007402,0.006375,-0.034184,0.03094,Spot
116,51.365654,25.140953,22.006359,7.373804,-54.521118,18.68787,21.479809,-29.885845,2.790624,2.600083,1.825498,-7.216206,2.407809,10.01007,-41.355583,-11.469739,0.179873,0.160671,0.153186,-0.493731,0.129373,7.385159,-43.980495,-14.09465,-2.624911,0.020436,0.007354,0.006454,-0.034243,0.032229,Spot
42,36.847675,16.028263,11.617073,5.874296,-21.771042,22.388897,19.602249,-17.245426,2.435512,1.940499,1.140606,-5.516618,3.562053,9.890877,-26.956799,-9.711372,0.174931,0.155532,0.132778,-0.463241,0.223757,7.373101,-29.474575,-12.229149,-2.517776,0.020391,0.00704,0.006404,-0.033835,0.034853,Spot
18,19.727074,11.819628,6.508202,3.570227,1.741199,13.709073,16.152147,-3.574926,1.754977,1.313762,0.314718,-2.754021,3.979586,9.638898,-10.088176,-6.513249,0.163394,0.141739,0.092897,-0.398031,0.324806,7.353841,-12.373233,-8.798306,-2.285057,0.020276,0.006496,0.006208,-0.03298,0.038284,Spot
7,14.544995,9.281635,2.538939,1.396413,5.346282,9.170748,14.361076,-0.183919,1.34903,1.062898,0.794592,-1.617336,3.705622,9.511631,-5.033364,-4.849445,0.154355,0.133701,0.066868,-0.354924,0.346421,7.373635,-7.17136,-6.987441,-2.137996,0.02013,0.006963,0.005399,-0.032492,0.033089,Spot
20,28.419615,10.650857,9.37502,7.794654,-6.518816,19.28134,18.107378,-10.312237,2.083351,1.807959,0.449946,-4.341256,3.841776,9.802671,-18.616943,-8.304707,0.170714,0.150668,0.112383,-0.433765,0.262681,7.383256,-21.036358,-10.724121,-2.419415,0.0203,0.007204,0.005928,-0.033431,0.031793,Spot
78,47.570221,22.126003,17.576874,3.012959,-42.715836,20.880035,21.05147,-26.518751,2.694022,2.532973,1.652446,-6.879442,2.713293,9.978995,-37.591225,-11.072474,0.180626,0.16028,0.144041,-0.484947,0.158609,7.385941,-40.18428,-13.665529,-2.593054,0.020401,0.007286,0.006259,-0.033946,0.031724,Spot
107,53.003567,24.060539,21.064434,10.408085,-55.533058,19.137774,21.748835,-31.254732,2.797795,2.702148,2.002043,-7.501987,2.175551,10.010655,-42.992912,-11.738179,0.18279,0.161009,0.152951,-0.49675,0.128602,7.381229,-45.622337,-14.367605,-2.629426,0.02043,0.007175,0.006399,-0.034004,0.033046,Spot
