@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
4,5.813416,0.877877,0.305176,0.271346,0.911707,0.638189,5.907112,0.093696,0.180114,0.018345,0.008407,-0.170176,0.344145,5.98496,0.171545,0.077848,0.01228,0.010312,0.008585,0.006617,0.334451,6.483728,0.670312,0.576616,0.498768,0.00697,0.001348,0.000269,0.008049,0.086631,NotSpot
4,5.920743,0.857351,0.559378,0.193227,0.491201,0.462222,5.873173,-0.047569,0.181784,0.016866,0.008099,-0.173017,0.362195,5.943737,0.022994,0.070563,0.012166,0.011254,0.008166,0.007254,0.334224,6.464272,0.54353,0.591099,0.520536,0.007029,0.001579,0.000084,0.008524,0.086568,NotSpot
3,5.655103,0.946998,0.264672,0.052787,1.158883,0.489441,5.84117,0.186068,0.186107,0.026398,0.002054,-0.157656,0.389402,5.912126,0.257023,0.070956,0.013116,0.0122,0.00624,0.007156,0.334857,6.445686,0.790584,0.604516,0.53356,0.007084,0.001748,0.000061,0.008893,0.086448,NotSpot
2,5.576484,0.771862,0.55944,0.200959,1.130342,0.712265,5.810493,0.23401,0.185811,0.04465,0.001506,-0.142667,0.411817,5.887787,0.311304,0.077294,0.0148,0.01233,0.004449,0.006919,0.336189,6.428235,0.851751,0.617742,0.540448,0.007132,0.001851,0.000172,0.009155,0.086282,NotSpot
6,5.790225,0.474007,0.401279,0.07677,0.004042,0.788141,5.776572,-0.013653,0.180807,0.060028,0.015754,-0.136533,0.419407,5.868923,0.078698,0.092351,0.016297,0.012476,0.003049,0.00687,0.337937,6.412015,0.62179,0.635443,0.543092,0.007177,0.001889,0.000254,0.00932,0.086115,NotSpot
3,6.368478,1.202707,0.184754,0.003439,1.384022,0.760982,6.596409,0.227931,0.230899,0.056009,0.027229,-0.202119,0.516818,6.472822,0.104344,-0.123588,0.024419,0.006327,0.005611,-0.025136,0.389048,6.59231,0.223832,-0.004099,0.119488,0.00591,0.00374,0.000361,0.001809,0.080644,NotSpot
11,6.970968,0.396486,0.381505,0.27836,-0.263378,0.61152,6.699184,-0.271784,0.247714,0.053401,0.042456,-0.236769,0.478841,6.529937,-0.441031,-0.169247,0.023369,0.008988,0.002987,-0.02937,0.388457,6.609649,-0.36132,-0.089535,0.079711,0.005951,0.003867,0.000683,0.001401,0.080781,NotSpot
7,7.369073,0.567116,0.346146,0.014914,-0.898348,0.361898,6.806718,-0.562355,0.264794,0.039215,0.031854,-0.272155,0.438132,6.579261,-0.789813,-0.227458,0.022032,0.013183,0.001844,-0.03337,0.384203,6.624203,-0.74487,-0.182515,0.044942,0.005998,0.003953,0.000954,0.001091,0.080941,NotSpot
11,7.407938,0.843315,0.193754,0.156905,-0.806465,0.350831,6.921675,-0.486264,0.279066,0.031157,0.011231,-0.298992,0.405934,6.618439,-0.789499,-0.303236,0.021346,0.016318,0.000409,-0.037255,0.377151,6.635536,-0.772402,-0.286139,0.017097,0.006053,0.003991,0.001157,0.000906,0.081161,NotSpot
5,7.179172,0.541645,0.29903,0.289671,0.551004,0.479006,7.039286,-0.139885,0.289447,0.029141,0.00916,-0.327748,0.374043,6.64555,-0.533622,-0.393736,0.022954,0.016022,0.00205,-0.041025,0.368543,6.643518,-0.535653,-0.395768,-0.002031,0.006114,0.003972,0.001286,0.000856,0.081469,NotSpot
8,7.234471,0.590952,0.336584,0.151716,0.775821,0.454711,7.141892,-0.092579,0.296123,0.043759,0.027039,-0.366921,0.324506,6.657915,-0.576557,-0.483978,0.02462,0.014278,0.005379,-0.044277,0.359718,6.647617,-0.586854,-0.494275,-0.010297,0.006184,0.003886,0.00134,0.000957,0.081894,NotSpot
7,7.540216,0.632572,0.603115,0.254946,0.284403,0.522393,7.193642,-0.346574,0.295206,0.072671,0.029102,-0.396978,0.258801,6.653766,-0.88645,-0.539876,0.024983,0.01244,0.008944,-0.046367,0.3519,6.647962,-0.892254,-0.54568,-0.005804,0.006258,0.003725,0.001325,0.001209,0.082433,NotSpot
7,7.79295,0.912728,0.290057,0.164789,-0.78746,0.714823,7.161555,-0.631395,0.274273,0.079599,0.026006,-0.379878,0.219651,6.631351,-1.161599,-0.530204,0.023873,0.012205,0.010395,-0.046473,0.345998,6.644513,-1.148438,-0.517042,0.013162,0.006338,0.003487,0.001247,0.001605,0.083077,NotSpot
6,7.498687,0.629613,0.255161,0.061081,-0.945855,1.009166,7.042159,-0.456528,0.240603,0.050781,0.013795,-0.305179,0.230502,6.590131,-0.908556,-0.452028,0.021597,0.013853,0.008636,-0.044086,0.342495,6.637488,-0.861199,-0.404671,0.047357,0.00642,0.003173,0.00112,0.002127,0.083785,NotSpot
12,6.723582,0.565221,0.278585,0.161307,0.125329,0.993472,6.869969,0.146387,0.219573,0.024307,0.020361,-0.215627,0.249139,6.531503,-0.192079,-0.338466,0.019077,0.013668,0.006409,-0.039154,0.341004,6.627055,-0.096527,-0.242914,0.095552,0.006504,0.002796,0.00095,0.002758,0.084527,NotSpot
5,6.217905,1.119195,0.109132,0.046466,1.274793,0.317485,6.692495,0.47459,0.215801,0.055672,0.011101,-0.17123,0.26647,6.458952,0.241047,-0.233543,0.017323,0.011581,0.003248,-0.032152,0.340699,6.613506,0.395601,-0.07899,0.154554,0.006589,0.00237,0.000744,0.003475,0.085254,NotSpot
6,6.548905,0.476102,0.337346,0.240924,-0.102168,0.594117,6.534646,-0.01426,0.219501,0.044372,0.009995,-0.185124,0.301361,6.378024,-0.170882,-0.156622,0.016072,0.008922,0.000879,-0.024114,0.34075,6.597775,0.04887,0.06313,0.219752,0.006671,0.001921,0.000507,0.004243,0.085915,NotSpot
11,6.96151,1.027982,0.583451,0.004912,-1.606522,0.339409,6.388239,-0.573271,0.218316,0.018034,0.007251,-0.207532,0.342141,6.294164,-0.667346,-0.094075,0.01503,0.006219,0.005147,-0.016102,0.340552,6.579907,-0.381603,0.191668,0.285743,0.006751,0.001479,0.000239,0.005034,0.086486,NotSpot
3,6.579024,0.447047,0.338738,0.234165,-0.55162,0.813499,6.244669,-0.334355,0.210029,0.01203,0.007901,-0.190098,0.363951,6.213793,-0.365231,-0.030876,0.014204,0.008533,0.003486,-0.009157,0.340006,6.560604,-0.018421,0.315935,0.34681,0.00683,0.001075,0.000062,0.005817,0.086945,NotSpot
5,5.826403,0.543834,0.341957,0.045406,0.840385,0.680321,6.115757,0.289354,0.196434,0.040222,0.011864,-0.144348,0.360756,6.141042,0.314639,0.025284,0.013583,0.01044,0.000795,-0.003938,0.339373,6.540419,0.714015,0.424661,0.399377,0.006905,0.000733,0.000389,0.006562,0.087277,NotSpot
6,5.489389,0.682327,0.416638,0.185905,1.28487,0.217403,6.025508,0.536119,0.181724,0.045312,0.016432,-0.11998,0.35222,6.078662,0.589273,0.053154,0.013122,0.010738,0.001718,-0.000666,0.339039,6.51966,1.030271,0.494151,0.440998,0.006976,0.000726,0.000457,0.007245,0.087479,NotSpot
2,5.722676,0.596198,0.310689,0.058587,0.8483,0.501957,5.977143,0.254467,0.172794,0.029216,0.011741,-0.131836,0.361407,6.0272,0.304523,0.050057,0.012814,0.009697,0.00398,0.000863,0.339173,6.498885,0.776209,0.521742,0.471685,0.007045,0.001044,0.000239,0.007849,0.087576,NotSpot
6,5.967415,0.587316,0.57208,0.136539,0.151775,0.520553,5.952967,-0.014448,0.171122,0.029284,0.006063,-0.147901,0.390473,5.98566,0.018245,0.032693,0.012637,0.007852,0.00598,0.001195,0.33986,6.478625,0.51121,0.525658,0.492965,0.007109,0.001318,0.000068,0.008359,0.087582,NotSpot
2,5.796259,0.637718,0.125248,0.015141,0.527612,0.825869,5.932613,0.136354,0.169708,0.034943,0.010983,-0.145748,0.428116,5.952571,0.156312,0.019958,0.012558,0.007811,0.00574,0.000993,0.341074,6.459196,0.662936,0.526582,0.506624,0.007168,0.001529,0.000064,0.008761,0.087518,NotSpot
8,5.634779,0.391388,0.213521,0.105096,0.710005,0.97108,5.910843,0.276064,0.166694,0.036804,0.010445,-0.140335,0.456534,5.925672,0.290893,0.014829,0.012534,0.009478,0.003898,0.000842,0.342679,6.440876,0.806098,0.530033,0.515204,0.00722,0.001671,0.000165,0.009057,0.087395,NotSpot
5,5.784033,0.415684,0.361436,0.257118,0.20287,0.856581,5.884134,0.100101,0.167602,0.035464,0.015048,-0.147186,0.462654,5.903228,0.119195,0.019094,0.012497,0.011079,0.002502,0.001084,0.344421,6.423776,0.639743,0.539642,0.520548,0.007269,0.001745,0.000241,0.009255,0.087258,NotSpot
2,6.998599,0.896535,0.883737,0.021278,0.034076,0.953762,6.728941,-0.269658,0.224652,0.075149,0.034097,-0.265704,0.568422,6.506697,-0.491902,-0.222244,0.023516,0.009088,0.00244,-0.030164,0.401899,6.599451,-0.399148,-0.12949,0.092754,0.005954,0.003863,0.000573,0.001518,0.081439,NotSpot
9,7.178389,0.851331,0.830101,0.552029,-0.573259,0.412381,6.78378,-0.394609,0.243186,0.076787,0.062936,-0.257037,0.515112,6.562753,-0.615636,-0.221027,0.022584,0.012689,0.00214,-0.033133,0.399317,6.618612,-0.559777,-0.165168,0.055859,0.005993,0.004033,0.000893,0.001067,0.081444,NotSpot
12,7.438888,0.953154,0.438098,0.090909,-1.300343,0.342465,6.849378,-0.58951,0.26364,0.063883,0.056627,-0.270896,0.454021,6.608543,-0.830344,-0.240834,0.021592,0.016593,0.002812,-0.035372,0.392691,6.634842,-0.804046,-0.214536,0.026299,0.006038,0.00416,0.001155,0.000723,0.081472,NotSpot
10,7.642392,0.868604,0.733051,0.046431,-1.648085,0.205086,6.94152,-0.700872,0.281476,0.055914,0.029753,-0.307637,0.403783,6.642808,-0.999583,-0.298711,0.022522,0.017444,0.002617,-0.03735,0.383121,6.647664,-0.994728,-0.293856,0.004855,0.006091,0.00423,0.001346,0.000515,0.081572,NotSpot
9,7.612313,0.633712,0.259287,0.213174,-0.587599,0.400725,7.049508,-0.562806,0.296527,0.054341,0.006752,-0.35762,0.360495,6.664634,-0.94768,-0.384874,0.024521,0.015772,0.000898,-0.039394,0.372091,6.656954,-0.955359,-0.392553,-0.007679,0.006151,0.004233,0.001466,0.000452,0.081776,NotSpot
6,7.664241,0.240191,0.225341,0.0045,-0.01035,0.515674,7.142741,-0.5215,0.30608,0.05734,0.03997,-0.40339,0.309282,6.672421,-0.99182,-0.47032,0.02546,0.013716,0.002199,-0.041375,0.361153,6.662164,-1.002077,-0.480577,-0.010256,0.006219,0.004158,0.001513,0.000549,0.082124,NotSpot
6,7.893286,0.780479,0.338303,0.32767,-0.769846,0.466271,7.180375,-0.712911,0.30552,0.075692,0.034829,-0.416041,0.254924,6.665251,-1.228035,-0.515124,0.02506,0.011762,0.005993,-0.042815,0.351639,6.663436,-1.22985,-0.516939,-0.001815,0.006294,0.003996,0.001496,0.000802,0.082616,NotSpot
15,7.865907,1.034939,0.746705,0.266333,-1.515311,0.73322,7.136602,-0.729305,0.289133,0.068608,0.013292,-0.371033,0.228795,6.641781,-1.224126,-0.494821,0.023452,0.01054,0.008925,-0.042916,0.344516,6.660719,-1.205188,-0.475883,0.018938,0.006374,0.003747,0.001423,0.001204,0.083245,NotSpot
5,7.208916,0.506894,0.390828,0.143244,0.027178,1.032532,7.019957,-0.188959,0.263533,0.041434,0.02368,-0.281287,0.233275,6.601561,-0.607355,-0.418396,0.021068,0.012501,0.007532,-0.041101,0.340274,6.654254,-0.554662,-0.365703,0.052693,0.006457,0.003413,0.001307,0.001737,0.083968,NotSpot
9,6.596057,0.73589,0.186392,0.07135,0.620848,0.690593,6.869409,0.273352,0.243524,0.060298,0.017643,-0.200869,0.242546,6.545746,-0.050311,-0.323662,0.018751,0.013358,0.005073,-0.037182,0.338531,6.644221,0.048164,-0.225187,0.098475,0.006543,0.003006,0.001156,0.002382,0.084752,NotSpot
3,6.366484,0.530964,0.3858,0.010056,0.906708,0.479424,6.724701,0.358218,0.235678,0.063046,0.006277,-0.178909,0.2615,6.477453,0.11097,-0.247248,0.017308,0.012427,0.00174,-0.031475,0.338455,6.630879,0.264395,-0.093822,0.153426,0.006631,0.002541,0.000976,0.003114,0.085543,NotSpot
4,6.547678,0.842383,0.059639,0.031117,0.751627,0.402635,6.59696,0.049283,0.234983,0.034202,0.008426,-0.209207,0.297024,6.401725,-0.145953,-0.195235,0.016403,0.010656,0.002211,-0.024847,0.339176,6.615217,0.06754,0.018257,0.213492,0.006716,0.002044,0.000776,0.003897,0.086284,NotSpot
4,6.83821,0.682006,0.54661,0.377111,-0.241715,0.166006,6.469555,-0.368655,0.231084,0.013833,0.010828,-0.234088,0.334662,6.3234,-0.51481,-0.146155,0.015611,0.00865,0.006029,-0.018232,0.339994,6.597274,-0.240936,0.127718,0.273874,0.006801,0.001542,0.000554,0.004704,0.086947,NotSpot
10,6.673524,0.668659,0.474819,0.47377,-0.669708,0.478328,6.332865,-0.340659,0.219574,0.008664,0.001571,-0.209339,0.357913,6.248371,-0.425154,-0.084495,0.01493,0.008912,0.006545,-0.012563,0.340686,6.577755,-0.095769,0.24489,0.329385,0.006884,0.001078,0.000301,0.005504,0.087504,NotSpot
6,6.08128,0.391007,0.389762,0.167534,0.168779,0.649252,6.203064,0.121785,0.202465,0.03657,0.013298,-0.152597,0.361997,6.180464,0.099184,-0.022601,0.014391,0.010386,0.004442,-0.008447,0.341384,6.557232,0.475952,0.354167,0.376768,0.006964,0.000701,0.000004,0.006266,0.087935,NotSpot
8,5.767704,0.64231,0.25568,0.120993,0.507623,0.355767,6.109263,0.34156,0.186172,0.048813,0.022122,-0.115237,0.361515,6.121958,0.354255,0.012695,0.013958,0.010367,0.002466,-0.006057,0.342289,6.536028,0.768324,0.426764,0.41407,0.00704,0.000429,0.000357,0.006968,0.088233,NotSpot
8,5.939532,0.375024,0.138182,0.104375,-0.132467,0.455869,6.060299,0.120768,0.175439,0.03667,0.024038,-0.11473,0.3761,6.073167,0.133635,0.012867,0.013636,0.009131,0.000685,-0.00519,0.343461,6.514713,0.575181,0.454414,0.441546,0.007113,0.000714,0.000235,0.007592,0.088419,NotSpot
8,6.089354,0.506525,0.321022,0.245439,-0.582108,0.396261,6.044095,-0.045259,0.170199,0.033596,0.008071,-0.128532,0.408372,6.033096,-0.056257,-0.010999,0.013407,0.007192,0.000904,-0.005311,0.344936,6.493829,0.404476,0.449734,0.460733,0.007182,0.001032,0.00009,0.008123,0.088504,NotSpot
11,5.944258,0.658392,0.414952,0.136153,-0.107287,0.609753,6.040388,0.09613,0.165491,0.032938,0.007726,-0.140279,0.44866,6.000205,0.055947,-0.040183,0.013232,0.005108,0.002358,-0.005766,0.346677,6.473714,0.529456,0.433326,0.473509,0.007245,0.001284,0.000019,0.008548,0.088506,NotSpot
3,5.857697,0.590262,0.451333,0.324912,0.463841,0.756448,6.036704,0.179008,0.160174,0.020945,0.017625,-0.156853,0.47995,5.972339,0.114643,-0.064365,0.013081,0.00392,0.003169,-0.005991,0.34858,6.454654,0.596958,0.41795,0.482315,0.0073,0.001465,0.000103,0.008868,0.088433,NotSpot
7,6.064698,0.257451,0.246812,0.036296,-0.046935,0.815669,6.021432,-0.043266,0.161764,0.022686,0.004949,-0.179501,0.487952,5.947866,-0.116832,-0.073566,0.012897,0.005293,0.001951,-0.005652,0.350429,6.436781,0.372083,0.415349,0.488914,0.007352,0.001572,0.000167,0.009091,0.088333,NotSpot
7,6.968207,0.893825,0.519637,0.321888,0.0523,0.823993,6.824536,-0.143672,0.216084,0.091972,0.06757,-0.240486,0.557892,6.584722,-0.383486,-0.239814,0.021013,0.015873,0.000693,-0.036193,0.408571,6.625467,-0.34274,-0.199069,0.040746,0.006031,0.004134,0.001046,0.000851,0.082106,NotSpot
8,7.022565,0.588084,0.547971,0.102146,-0.142259,0.705839,6.844275,-0.178291,0.242831,0.083766,0.075336,-0.234401,0.483166,6.625863,-0.396703,-0.218412,0.020976,0.018423,0.002864,-0.036536,0.400293,6.643364,-0.379201,-0.20091,0.017502,0.006074,0.004306,0.001291,0.000477,0.081999,NotSpot
9,7.419621,0.7471,0.258868,0.157368,-0.8486,0.654893,6.910233,-0.509387,0.266603,0.068252,0.051915,-0.28294,0.419656,6.654513,-0.765108,-0.255721,0.023635,0.016744,0.003861,-0.036519,0.388937,6.6577,-0.76192,-0.252533,0.003187,0.006125,0.004416,0.001464,0.000245,0.081971,NotSpot
6,7.800261,0.86513,0.399561,0.011504,-1.253187,0.323589,7.006964,-0.793297,0.288591,0.065065,0.000918,-0.354575,0.371256,6.670743,-1.129518,-0.33622,0.025334,0.014442,0.002981,-0.036794,0.376137,6.668368,-1.131893,-0.338596,-0.002376,0.006184,0.004451,0.001568,0.000165,0.082063,NotSpot
12,8.02047,0.82706,0.536378,0.012399,-1.351039,0.190671,7.093787,-0.926682,0.306126,0.054518,0.04746,-0.408104,0.32461,6.674032,-1.346437,-0.419755,0.025705,0.012097,0.000303,-0.037499,0.363609,6.674794,-1.345676,-0.418993,0.000762,0.006251,0.004397,0.001604,0.00025,0.082322,NotSpot
9,8.11409,1.088646,0.490683,0.075771,-1.6551,0.192299,7.12887,-0.98522,0.313313,0.069846,0.029667,-0.412827,0.280851,6.664221,-1.449869,-0.464649,0.024866,0.009963,0.003482,-0.03831,0.352784,6.677135,-1.436955,-0.451735,0.012914,0.006325,0.004248,0.001581,0.000496,0.082754,NotSpot
12,7.881866,1.34069,0.495243,0.04927,-1.786663,0.553122,7.094526,-0.78734,0.305648,0.065953,0.008112,-0.363489,0.255024,6.640368,-1.241498,-0.454158,0.023079,0.008468,0.006892,-0.03844,0.344677,6.675324,-1.206542,-0.419201,0.034956,0.006405,0.004003,0.001509,0.000893,0.083351,NotSpot
6,7.203346,0.800832,0.608161,0.146518,-0.046153,0.742436,7.005261,-0.198085,0.287431,0.048525,0.04526,-0.290696,0.249965,6.602028,-0.601318,-0.403233,0.020828,0.010729,0.00567,-0.037227,0.339801,6.669618,-0.533729,-0.335643,0.06759,0.00649,0.003666,0.0014,0.001424,0.084073,NotSpot
4,6.803361,0.553551,0.318493,0.230476,0.465534,0.576609,6.893507,0.090147,0.270164,0.056927,0.029458,-0.242695,0.260517,6.550062,-0.253299,-0.343446,0.018848,0.012187,0.003302,-0.034336,0.337785,6.660202,-0.143159,-0.233306,0.11014,0.006577,0.00325,0.001261,0.002066,0.084883,NotSpot
10,6.777009,0.199774,0.098002,0.010531,0.308307,0.714237,6.783489,0.006481,0.260174,0.033472,0.017286,-0.243989,0.284389,6.487199,-0.28981,-0.29629,0.017668,0.012004,0.000257,-0.02993,0.337799,6.647308,-0.129701,-0.136181,0.160109,0.006668,0.002768,0.001102,0.002798,0.085727,NotSpot
4,6.883585,0.350347,0.083251,0.004763,0.262333,0.721283,6.675167,-0.208419,0.253989,0.016021,0.002174,-0.272183,0.313296,6.417879,-0.465706,-0.257288,0.016963,0.010959,0.003217,-0.024705,0.33896,6.631962,-0.251623,-0.043204,0.214083,0.006756,0.002245,0.000933,0.003579,0.086538,NotSpot
11,6.975367,0.521609,0.345608,0.256806,-0.432807,0.520457,6.55528,-0.420087,0.245036,0.021416,0.01415,-0.280602,0.339691,6.34636,-0.629007,-0.20892,0.016324,0.009647,0.006487,-0.019485,0.340488,6.614191,-0.361176,0.058911,0.267831,0.006845,0.001701,0.000758,0.004386,0.087288,NotSpot
9,6.79545,0.52511,0.195522,0.029453,-0.750086,0.528552,6.423344,-0.372106,0.230333,0.02555,0.00943,-0.246453,0.357455,6.277954,-0.517496,-0.145391,0.015739,0.008866,0.008232,-0.015105,0.342067,6.594707,-0.200743,0.171362,0.316753,0.006932,0.001167,0.00058,0.005185,0.087941,NotSpot
9,6.425883,0.651789,0.485093,0.143578,-0.310274,0.547785,6.300305,-0.125578,0.212303,0.03853,0.018739,-0.192512,0.365829,6.216145,-0.209738,-0.08416,0.015267,0.00994,0.006793,-0.01212,0.34373,6.574078,0.148195,0.273773,0.357933,0.007017,0.000702,0.000367,0.005949,0.088471,NotSpot
2,6.188063,0.599822,0.507689,0.23146,0.323593,0.603741,6.211601,0.023538,0.195973,0.047393,0.005312,-0.153893,0.3735,6.162729,-0.025334,-0.048872,0.014881,0.009656,0.005425,-0.010651,0.34553,6.552649,0.364586,0.341049,0.38992,0.007098,0.000425,0.000019,0.006654,0.088869,NotSpot
8,6.122413,0.644665,0.524887,0.091167,0.210946,0.570145,6.165047,0.042634,0.18322,0.039427,0.005066,-0.138727,0.390023,6.117785,-0.004627,-0.047261,0.014582,0.008291,0.004198,-0.010489,0.347443,6.530993,0.408581,0.365947,0.413208,0.007176,0.000386,0.000277,0.007284,0.089149,NotSpot
5,5.938618,0.598696,0.307746,0.237814,0.668628,0.378034,6.154685,0.216067,0.175039,0.029753,0.005208,-0.140078,0.417502,6.080349,0.141731,-0.074336,0.014351,0.006346,0.003105,-0.01111,0.349481,6.50967,0.571052,0.354985,0.429321,0.007248,0.000748,0.000171,0.007825,0.089319,NotSpot
4,5.848312,0.678272,0.3827,0.333639,0.727333,0.199937,6.164468,0.316156,0.171126,0.01644,0.004921,-0.159607,0.45162,6.048861,0.200549,-0.115607,0.014137,0.004337,0.002087,-0.011887,0.351608,6.48902,0.640708,0.324553,0.440159,0.007315,0.00104,0.000092,0.008262,0.089393,NotSpot
8,6.100636,0.605593,0.443916,0.392646,0.230968,0.527617,6.174511,0.073875,0.167867,0.021811,0.004843,-0.194521,0.479781,6.021316,-0.079321,-0.153196,0.013916,0.002682,0.001057,-0.01229,0.35376,6.469348,0.368711,0.294837,0.448032,0.007373,0.001256,0.000033,0.008597,0.089378,NotSpot
9,6.456837,0.809331,0.295341,0.255688,-0.848984,0.626755,6.161805,-0.295032,0.166319,0.041084,0.012906,-0.220309,0.490627,5.996217,-0.46062,-0.165588,0.01364,0.001551,0.000074,-0.012015,0.355762,6.450803,-0.006034,0.288998,0.454586,0.007426,0.001397,0.000014,0.008838,0.089318,NotSpot
4,6.498679,0.800632,0.375822,0.016361,1.160094,0.761908,6.797118,0.298439,0.171968,0.075708,0.062457,-0.185219,0.597529,6.592516,0.093837,-0.204602,0.018695,0.017632,0.001143,-0.03747,0.415268,6.629908,0.131229,-0.16721,0.037392,0.006064,0.004165,0.001141,0.000758,0.08276,NotSpot
5,6.444645,0.723743,0.421126,0.248116,1.392984,0.560505,6.776328,0.331683,0.205442,0.101866,0.058127,-0.161704,0.517624,6.629048,0.184403,-0.147279,0.021517,0.016753,0.002162,-0.036107,0.406056,6.649447,0.204802,-0.126881,0.020399,0.006105,0.004387,0.001364,0.000354,0.082523,NotSpot
3,6.858043,0.541566,0.049063,0.006192,0.584437,0.783072,6.815841,-0.042202,0.236462,0.072656,0.047142,-0.210947,0.447768,6.65266,-0.205383,-0.163181,0.02411,0.014415,0.004155,-0.034371,0.393649,6.665319,-0.192724,-0.150521,0.01266,0.006154,0.004543,0.001514,0.000097,0.082368,NotSpot
8,7.392484,0.450774,0.238246,0.023678,-0.665342,0.792785,6.902236,-0.490249,0.267107,0.037203,0.01173,-0.29258,0.399694,6.664245,-0.72824,-0.237991,0.025391,0.011831,0.004047,-0.033174,0.379759,6.677417,-0.715067,-0.224818,0.013173,0.006211,0.004616,0.001599,-0.000005,0.082342,NotSpot
9,7.703923,0.843012,0.388027,0.123801,-1.107238,0.760137,6.991648,-0.712275,0.294706,0.046593,0.014574,-0.355873,0.357982,6.664184,-1.039739,-0.327464,0.025416,0.009297,0.001845,-0.032868,0.366227,6.685159,-1.018764,-0.306489,0.020975,0.006277,0.004593,0.001623,0.000061,0.082502,NotSpot
8,7.757328,0.661178,0.267129,0.143154,-1.071461,0.839122,7.043134,-0.714194,0.310972,0.06947,0.006667,-0.373774,0.318134,6.652836,-1.104491,-0.390297,0.024376,0.007099,0.001751,-0.033226,0.354575,6.688701,-1.068626,-0.354433,0.035865,0.00635,0.004468,0.001594,0.000289,0.082859,NotSpot
11,7.550771,0.825706,0.18851,0.079228,-0.716424,0.671879,7.041655,-0.509116,0.311116,0.069756,0.028073,-0.352799,0.290472,6.629588,-0.921183,-0.412066,0.022566,0.006205,0.004685,-0.033456,0.345863,6.687966,-0.862805,-0.353689,0.058378,0.006431,0.00424,0.001522,0.000669,0.083409,NotSpot
6,7.252922,0.703237,0.677904,0.026272,-0.000939,0.196191,6.997609,-0.255313,0.30012,0.059055,0.034575,-0.324599,0.284731,6.593914,-0.659008,-0.403695,0.020477,0.009077,0.00325,-0.032804,0.340616,6.683206,-0.569716,-0.314403,0.089292,0.006516,0.003916,0.001417,0.001183,0.084113,NotSpot
11,7.214849,0.580151,0.222893,0.16628,-0.190978,0.388208,6.929105,-0.285744,0.288492,0.045996,0.016732,-0.317757,0.299539,6.546389,-0.668459,-0.382716,0.018806,0.010647,0.001359,-0.030811,0.338468,6.674623,-0.540225,-0.254481,0.128234,0.006606,0.003508,0.001289,0.001809,0.084934,NotSpot
7,7.291843,0.526581,0.327614,0.10986,-0.308827,0.549976,6.844511,-0.447332,0.280226,0.03689,0.014454,-0.33157,0.323231,6.489406,-0.802437,-0.355105,0.017902,0.010658,0.001038,-0.027522,0.338575,6.662399,-0.629444,-0.182112,0.172994,0.006699,0.003031,0.001144,0.002523,0.085815,NotSpot
7,7.36027,0.670993,0.243512,0.153767,-0.760738,0.578601,6.740407,-0.619864,0.271194,0.047775,0.020189,-0.339158,0.344741,6.426836,-0.933434,-0.313571,0.017345,0.010009,0.003853,-0.0235,0.34005,6.647602,-0.712668,-0.092805,0.220766,0.006791,0.002508,0.000997,0.003286,0.086685,NotSpot
5,7.171645,0.737226,0.114722,0.112456,-0.734959,0.631198,6.61684,-0.554804,0.257854,0.052721,0.006862,-0.317438,0.359848,6.362439,-0.809206,-0.254401,0.016777,0.00926,0.006542,-0.019495,0.342048,6.630232,-0.541412,0.013392,0.267793,0.006883,0.001956,0.00085,0.004077,0.087513,NotSpot
6,6.749723,0.413188,0.353128,0.00612,0.053941,0.618185,6.488328,-0.261396,0.240117,0.052993,0.021941,-0.27117,0.367428,6.300987,-0.448736,-0.18734,0.016221,0.008495,0.008454,-0.016262,0.344197,6.611001,-0.138722,0.122674,0.310014,0.006975,0.001401,0.000713,0.004862,0.088256,NotSpot
9,6.626049,0.747461,0.731372,0.478537,-0.462448,0.179671,6.379916,-0.246132,0.221555,0.050354,0.044202,-0.227707,0.373304,6.245629,-0.38042,-0.134287,0.015784,0.009191,0.007706,-0.014299,0.346476,6.590478,-0.035571,0.210562,0.344849,0.007065,0.000862,0.00059,0.005613,0.088884,NotSpot
