@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spots,NotSpots}

@data
12,12.803363,1.594306,1.106622,0.234496,0.111625,-0.490274,-3.325297,2.468261,79.811562,0.253189,4.145954,1.069499,1.429737,1.298935,13.571428,6.285714,12.875381,0.072019,0.358482,0.304884,0.134133,-0.011259,0.008825,0.001121,-0.00166,0.000525,-0.18773,0.563073,0.086341,0.142263,0.136236,11.969697,17.342804,12.121394,-0.681969,-0.753987,0.047148,0.034511,0.014293,0.000888,-0.000037,0.000001,-0,-0,-0.095953,0.038094,0.001502,0.063629,0.005944,13.237354,45.064537,NotSpots
12,12.868637,1.55585,1.055315,0.458978,0.527581,0.358844,-0.964985,-4.214112,22.732519,0.959513,4.560612,1.085718,1.511612,1.299862,12.571428,13.285714,13.082322,0.213685,0.355394,0.25492,0.139416,0.010661,0.010189,-0.001039,-0.003842,0.001051,-0.239891,0.543711,0.091718,0.145886,0.128626,12.818182,15.340909,12.200643,-0.667994,-0.88168,0.047857,0.037965,0.017742,0.001496,-0.000033,0,0,-0,-0.103563,0.034329,0.001508,0.064066,0.005536,13.591439,48.406647,NotSpots
10,12.501668,1.42068,0.759014,0.311982,0.323865,0.563326,0.842407,-1.058673,-54.446606,0.973647,3.649423,0.742151,1.484776,1.202464,13,11,12.973366,0.471698,0.282542,0.277429,0.124961,0.032342,0.004668,-0.002109,-0.002271,-0.000072,-0.130074,0.48711,0.070454,0.143129,0.113256,11.848485,14.945076,12.242023,-0.259645,-0.731342,0.047199,0.037376,0.018413,0.002021,-0.000019,-0.000001,0,0,-0.102988,0.032594,0.00132,0.064403,0.00496,13.525291,48.265961,NotSpots
12,12.226505,1.544899,0.565368,0.044343,-0.045436,0.053993,0.516312,4.795824,32.246037,1.023873,1.964186,0.528894,1.353234,1.034585,10.714286,6.571429,12.661246,0.434741,0.32875,0.227123,0.076993,0.043988,-0.005039,-0.001701,0.001923,-0.001036,0.024634,0.376393,0.045621,0.133621,0.096283,12.666667,24.104166,12.246099,0.019594,-0.415147,0.045298,0.033126,0.016998,0.002399,0.000001,-0.000002,0,0,-0.095422,0.033242,0.000981,0.064701,0.004327,12.859922,38.831863,NotSpots
10,12.841194,1.420271,1.026178,0.101792,-0.078377,-0.24473,1.223681,-18.148365,-15.455185,-2.344657,0.721343,0.494639,1.15021,0.835197,15.285714,43.238094,12.316948,-0.524246,0.333689,0.182791,0.030793,0.04119,-0.01138,-0.000654,0.004161,-0.000451,0.120105,0.230436,0.025806,0.120194,0.085893,12.515152,22.132576,12.21847,-0.622725,-0.098478,0.042762,0.026906,0.01393,0.002582,0.000023,-0.000002,0,0,-0.083598,0.035407,0.000642,0.064913,0.003774,12.128405,19.729542,NotSpots
13,10.494203,0.845337,0.711554,0.04326,-0.077754,-0.879805,-0.429512,9.873845,-32.608959,-0.177043,3.077125,0.410908,9.982855,8.598999,10.714286,17.904762,11.501703,1.007501,0.947124,0.225591,0.134032,0.023055,-0.023985,-0.000589,0.005797,0.003556,0.5875,2.462288,0.100834,1.541212,0.934157,10.121212,11.672348,11.908259,1.414057,0.406556,0.127959,0.076685,0.068386,0.000754,0.000012,-0.000003,0,0,-0.136258,0.34501,0.012169,0.213767,0.040654,11.529182,34.632935,NotSpots
9,10.502777,2.432115,0.447443,0.401663,-0.543765,0.108619,0.654042,-6.418246,-10.353507,2.386335,10.958121,1.356509,13.8355,11.139848,9.857142,14.142858,12.545514,2.042737,1.283142,0.447066,0.283038,0.005519,-0.018296,0.002997,0.007238,-0.000638,0.553038,4.652915,0.262805,1.862875,1.199533,10.424242,14.126894,12.200283,1.697506,-0.345231,0.144446,0.092127,0.041069,0.00047,-0.000032,-0.000002,0,0,-0.195504,0.387971,0.014979,0.227226,0.046433,12.801557,100.620621,NotSpots
4,11.085242,5.276769,0.923326,0.632227,-1.007752,0.436613,2.930891,-10.283748,17.031664,5.567868,25.845617,3.723197,17.634886,13.251814,7.428571,6.619048,13.805696,2.720454,1.45471,0.696478,0.471617,-0.024965,0.003984,0.006935,0.001932,-0.007457,0.286615,7.038341,0.508608,2.117918,1.440825,11.30303,42.530304,12.449759,1.364516,-1.355938,0.158226,0.106615,0.012874,0.000074,-0.000073,0.000001,-0,-0,-0.251967,0.413106,0.017713,0.236344,0.051381,14.198443,194.229996,NotSpots
6,12.628049,6.221576,1.503682,0.034869,-1.106354,0.603114,3.373785,-1.927405,-51.195683,4.752763,41.683601,6.567878,20.559626,14.482779,10.285714,48.238094,14.879348,2.251299,1.461594,0.888728,0.63615,-0.059531,0.033696,0.00803,-0.007241,-0.008286,-0.063284,8.784616,0.736544,2.279025,1.600308,12.393939,73.433716,12.618421,-0.009628,-2.260927,0.167269,0.117987,0.008236,-0.000334,-0.000101,0.000003,-0,-0,-0.293492,0.423072,0.019684,0.241338,0.054687,15.494164,247.680634,NotSpots
12,13.286535,6.66152,1.996426,0.64552,-0.48523,0.73736,-3.847557,10.544357,70.434143,4.019575,48.988235,6.685651,21.880793,14.541281,11.142858,18.476191,15.308105,2.02157,1.426689,0.931003,0.701283,-0.076559,0.049978,0.003683,-0.011755,0.000313,-0.205598,9.400627,0.799513,2.332029,1.636356,13.090909,104.710228,12.677436,-0.609099,-2.63067,0.170057,0.123658,0.016507,-0.000642,-0.000112,0.000004,-0.000001,-0,-0.310222,0.424571,0.020332,0.242721,0.055813,16.295719,333.826263,NotSpots
6,12.28669,6.039717,0.520095,0.074386,0.572472,0.4791,-4.048981,9.202508,10.497613,5.445236,42.271172,4.041575,21.2523,13.411857,8.571428,6.619048,14.895949,2.60926,1.42532,0.807164,0.633031,-0.058865,0.039364,-0.003934,-0.006657,0.009067,-0.014875,8.791061,0.658362,2.271523,1.543886,12.242424,47.376892,12.614833,0.328143,-2.281116,0.166121,0.121573,0.010069,-0.000762,-0.000104,0.000004,-0,-0,-0.297763,0.421769,0.019459,0.240818,0.054599,15.817121,286.806274,NotSpots
7,11.324282,3.944417,0.30336,0.170759,1.187005,-0.154105,0.955736,-15.059614,-55.851643,3.811816,25.790937,1.718025,18.85397,11.366042,10.142858,11.809524,13.848499,2.524218,1.393704,0.599193,0.46624,-0.014524,0.010794,-0.008635,0.002708,0.00774,0.328271,7.080587,0.42361,2.102419,1.354196,11.030303,15.467803,12.43799,1.113708,-1.410509,0.15605,0.111895,0.009271,-0.000652,-0.00008,0.000003,-0,-0,-0.258674,0.412135,0.017316,0.235484,0.051275,14.470818,181.765747,NotSpots
11,10.949287,1.915148,0.709346,0.139031,0.733367,-0.723316,1.833472,-2.208979,19.261332,1.066771,11.091357,0.849786,15.303694,8.856316,10.571428,8.285714,12.594898,1.645611,1.228071,0.391456,0.275715,0.027711,-0.013903,-0.006931,0.007329,-0.000625,0.5609,4.778177,0.218033,1.843336,1.116677,10.727273,13.142045,12.175954,1.226666,-0.418944,0.141485,0.096972,0.0367,-0.000327,-0.000045,0.000001,-0,0,-0.201756,0.38883,0.014488,0.226247,0.046404,12.579766,80.658653,NotSpots
7,10.61368,0.98554,0.820063,0.431776,0.100381,-0.095423,-1.21695,-5.216868,12.442244,-0.597253,0.689558,0.320017,7.119348,5.804421,10.714286,8.904762,10.70351,0.08983,0.584686,0.137932,0.049431,-0.005889,-0.023068,0.000514,0.003228,0.001492,0.397323,1.074711,0.036646,1.23316,0.699737,10.969697,10.155303,11.4352,0.82152,0.731689,0.110127,0.091089,0.05702,0.000387,0.000022,-0.000001,0.000001,0,-0.076058,0.308961,0.009814,0.207991,0.034814,10.350195,17.564384,NotSpots
15,10.811333,1.072908,0.594254,0.404686,-0.058478,-0.833077,-0.936907,5.572661,21.926252,-1.262476,2.331151,0.462046,9.763168,7.562697,11.714286,24.571428,11.217922,0.40659,0.877816,0.236638,0.151954,-0.022435,-0.017708,0.004214,0.003555,-0.001499,0.489224,2.097939,0.089373,1.503923,0.883232,10.393939,14.871212,11.656928,0.845595,0.439006,0.123316,0.076146,0.069668,0.000127,0.000031,0,0,-0,-0.116838,0.357091,0.011501,0.223262,0.038773,10.867704,28.716805,NotSpots
6,10.580246,1.82634,0.502112,0.214616,-0.496083,0.003471,1.425574,-6.998419,-37.546032,1.109612,5.768105,0.81243,12.372538,9.014043,10,24.333334,11.822282,1.242036,1.120075,0.337519,0.252216,-0.041813,0.003779,0.006696,0.000034,-0.004219,0.53034,3.334948,0.167705,1.722119,1.052022,10.727273,20.079546,11.848023,1.267777,0.025742,0.134291,0.08202,0.059639,-0.000193,0.000041,0.000002,-0.000001,-0,-0.156672,0.392066,0.013186,0.234359,0.042261,11.498055,45.77441,NotSpots
8,10.62996,2.615187,0.784329,0.316728,-0.440894,0.650993,-0.714878,0.287499,37.426979,2.147587,9.793034,1.26648,14.390824,9.838869,8.714286,8.571428,12.33038,1.70042,1.255446,0.412717,0.319831,-0.055506,0.030755,0.005137,-0.003671,-0.002239,0.522897,4.3654,0.239699,1.860862,1.166801,10.939394,19.496212,11.97793,1.34797,-0.35245,0.141469,0.091785,0.046704,-0.000485,0.00005,0.000003,-0.000001,-0,-0.186551,0.412021,0.014413,0.240984,0.044633,12.175097,72.098129,NotSpots
13,10.642016,2.585267,1.039291,0.126941,-0.194192,0.087553,-0.618061,4.678631,0.037432,1.672917,11.954874,1.211157,15.314812,9.843461,10.428572,9.285714,12.528549,1.886533,1.298117,0.431038,0.331058,-0.050696,0.044133,-0.000324,-0.003626,0.00266,0.53602,4.78349,0.260671,1.905432,1.198456,10.181818,18.65341,12.023201,1.381185,-0.505348,0.143672,0.096484,0.0411,-0.000658,0.000053,0.000003,-0.000001,-0,-0.199056,0.418448,0.014806,0.243193,0.045443,12.482491,105.266296,NotSpots
28,23.473303,8.921433,7.212237,6.356255,0.942696,-1.005671,-1.221525,30.304163,-19.205828,-9.777416,45.90675,25.875109,8.49365,7.72156,25.714285,275.904755,15.613577,-7.859726,1.277346,1.153386,0.103722,0.043482,-0.020493,-0.004804,0.001952,0.002465,-2.534454,2.27145,0.842568,0.571746,0.522318,25.060606,469.558716,11.227854,-12.245449,-4.385723,0.108592,0.067936,0.057591,0.001313,-0.000168,-0,0.000001,0,-0.234119,0.014841,0.007967,0.066744,0.010458,15.120623,254.840866,Spots
22,21.34837,7.016959,6.928862,6.592528,-3.028127,-0.616538,8.86409,-2.283855,-140.018204,-6.680625,47.736221,21.135763,8.423018,7.491467,22.571428,211.285721,15.232203,-6.116166,1.126485,1.08908,0.036154,-0.05502,-0.016243,0.011921,0.00226,-0.011786,-2.17941,2.505242,0.681272,0.569573,0.514899,22.424242,461.251892,11.245167,-10.103203,-3.987037,0.107777,0.064187,0.061176,0.000024,-0.000145,0.000002,0.000001,-0,-0.233141,0.010827,0.009756,0.067205,0.010563,15.322957,255.852325,Spots
12,15.081986,7.027851,3.671184,2.436177,-2.715025,0.04787,1.748242,-9.040165,37.792641,0.92049,37.912197,11.065476,7.679691,6.61766,13.285714,27.904762,13.876859,-1.205128,0.838962,0.672539,0.457586,-0.118376,-0.003288,0.017253,0.000542,-0.01085,-1.053915,2.697604,0.450803,0.543347,0.46584,15.545455,174.880676,11.19508,-3.886907,-2.681779,0.105134,0.063206,0.04612,-0.001407,-0.000096,0.000004,0,-0,-0.214461,0.013842,0.009274,0.067902,0.010253,14.548638,255.998596,Spots
22,22.318739,8.086391,6.599416,6.075612,0.985482,0.459639,2.313877,1.838859,-164.069977,-7.562588,51.847775,24.370325,8.467972,7.682043,25.142857,324.476196,15.435257,-6.883482,1.170321,1.103762,0.104901,0.046661,-0.018341,-0.005638,0.000519,0.004123,-2.378984,2.5687,0.722898,0.587897,0.525338,22.939394,437.183716,11.196744,-11.121995,-4.238513,0.109477,0.071989,0.04845,0.001791,-0.000178,-0,0.000001,0,-0.229915,0.019247,0.006163,0.067233,0.009857,15.132296,253.794922,Spots
49,29.072575,12.684935,11.1758,1.484565,0.345541,0.638904,2.465586,-24.406332,-132.706787,-22.376171,47.375252,35.839306,9.043729,8.27013,44.57143,996.285706,16.370695,-12.70188,1.419679,1.360934,0.412732,0.031004,-0.02942,-0.003416,0.001383,0.001432,-3.193345,2.043006,0.980603,0.604515,0.557305,29.121212,752.734863,11.284602,-17.787971,-5.086093,0.111224,0.074915,0.062588,0.001207,-0.000195,0,0.000001,-0,-0.248726,0.011635,0.005517,0.067304,0.010426,15.416343,255.275208,Spots
51,26.212297,11.547278,9.627875,3.944003,-0.570728,-1.138278,-3.441514,11.16996,304.170135,-17.231152,52.411423,33.01741,8.88879,8.09903,36,456.666656,15.970241,-10.242057,1.331556,1.204794,0.268398,0.003132,-0.022821,0.001461,0.001414,-0.002932,-2.804748,2.377161,0.869672,0.600266,0.544906,26,542.75,11.298295,-14.914002,-4.671946,0.107761,0.073209,0.065841,0.000298,-0.000175,0,0.000001,-0,-0.246811,0.011793,0.004592,0.067512,0.010496,15.389105,255.16832,Spots
17,17.347229,7.227011,6.042811,2.992365,-0.474989,-0.525823,-1.208586,9.730544,-120.552597,-1.808165,45.988411,16.911945,8.051951,7.199705,18.857143,206.476196,14.470872,-2.876357,1.009722,0.74125,0.261768,-0.022983,-0.004055,0.004539,-0.000129,-0.003275,-1.489205,2.78424,0.587241,0.566809,0.492432,16.666666,209.666672,11.242323,-6.104906,-3.228549,0.10435,0.068637,0.053181,-0.000823,-0.000125,0,0.000001,-0,-0.226168,0.014009,0.005917,0.067805,0.010129,14.801557,257.815948,Spots
21,19.474005,8.165213,5.950453,4.966804,-2.752823,-0.36111,7.834726,15.936163,-72.950539,-2.752044,52.931572,20.331234,8.276394,7.494279,18.714285,87.571426,14.991735,-4.482269,1.115968,0.914924,0.063778,-0.052653,-0.013625,0.010847,0.000896,-0.010161,-1.967114,2.730459,0.692171,0.570773,0.537898,19.757576,413.564392,11.18321,-8.290794,-3.808525,0.110615,0.070182,0.044731,0.001035,-0.000163,0.000002,0.000001,-0,-0.225529,0.018558,0.007366,0.0673,0.010089,14.984436,252.179443,Spots
35,24.346466,9.044703,6.902647,5.606339,-0.369344,2.218322,-0.56881,-24.546659,158.201263,-10.341011,61.003078,29.131418,8.767449,8.136624,27.714285,274.904755,15.857001,-8.489465,1.29528,1.112505,0.282355,0.003112,-0.020869,0.000386,-0.000375,-0.000363,-2.690139,2.522625,0.863209,0.592996,0.562622,27.636364,948.926147,11.266513,-13.079953,-4.590488,0.110855,0.072505,0.059829,0.000882,-0.000182,0,0.000001,-0,-0.243189,0.011351,0.007726,0.067273,0.010669,15.326848,254.439621,Spots
23,21.820562,7.254366,6.852253,5.107282,2.832771,0.189056,-7.112914,9.980889,-102.133682,-5.509395,59.760452,25.630415,8.535962,8.041412,23.428572,231.952377,15.509666,-6.310896,1.224787,0.972884,0.163516,0.060871,-0.015292,-0.01094,-0.000985,0.010596,-2.361187,2.68749,0.793896,0.595502,0.537714,22.30303,507.717804,11.277569,-10.542994,-4.232098,0.106094,0.070933,0.063773,0.000423,-0.000169,-0.000001,0.000001,0,-0.240799,0.012877,0.005802,0.067267,0.010834,15.217898,254.241394,Spots
10,15.095548,7.74958,3.577955,0.949254,2.409294,-0.384008,-2.13022,-1.713925,48.597504,3.222371,44.149338,13.371339,7.692154,7.179572,12.428572,43.285713,14.161914,-0.933634,0.948765,0.629687,0.354184,0.085417,-0.001504,-0.012316,-0.000911,0.008345,-1.224268,2.789066,0.548283,0.561426,0.480464,15.666667,185.166672,11.220956,-3.874592,-2.940958,0.102558,0.067014,0.05073,-0.000302,-0.000127,-0.000003,0,0,-0.220302,0.015855,0.00649,0.067222,0.010713,14.595331,249.288727,Spots
18,16.132265,4.566864,3.606646,2.203488,0.135036,-0.295448,-1.299609,27.519854,49.165432,-5.970023,8.151748,5.005431,1.51252,1.302559,16.285715,43.238094,12.238063,-3.894202,0.50219,0.438882,0.065058,0.016195,-0.01133,-0.001708,0.001443,0.001858,-1.00613,0.328281,0.12387,0.119661,0.084167,16.90909,211.08522,10.642466,-5.489799,-1.595597,0.062132,0.027845,0.010404,0.000699,-0.000055,-0.000001,0,0,-0.100381,0.034162,0.001034,0.058399,0.003091,11.875486,61.382874,Spots
24,16.330826,4.261311,3.899299,0.773157,-1.472475,-1.851851,8.331236,-5.017405,-178.992004,-7.387454,8.646708,4.668551,1.539329,1.304728,21.571428,382.285706,12.310242,-4.020584,0.472983,0.417501,0.103048,-0.008823,-0.014489,0.004137,0.003653,-0.005509,-0.993531,0.333651,0.11188,0.118498,0.087219,16.121212,219.422348,10.698082,-5.632744,-1.61216,0.063648,0.031671,0.01064,0.000493,-0.000049,-0,0,-0,-0.105959,0.030785,0.001076,0.057725,0.003267,12.07393,61.303108,Spots
63,19.733269,7.0464,6.394605,2.011443,-0.5187,-3.093935,1.63907,77.93145,-26.635189,-15.452448,8.128864,7.215631,1.648198,1.406419,27.285715,302.904755,12.871319,-6.86195,0.565009,0.544617,0.302086,-0.004384,-0.017611,0.001459,0.003451,-0.002334,-1.411712,0.221803,0.138877,0.123003,0.09495,18.181818,214.903412,10.772281,-8.960988,-2.099038,0.066258,0.03584,0.016644,0.000464,-0.000054,-0,0,-0,-0.118742,0.028885,0.001183,0.059005,0.003499,12.272373,61.964584,Spots
9,13.306383,3.404735,2.989509,2.186173,-0.127398,0.526467,0.611986,-19.626867,-20.922916,-1.770947,8.899876,4.24297,1.762839,1.633716,15.285714,152.904755,11.329889,-1.976494,0.443605,0.336317,0.064277,-0.00444,-0.006442,0.000493,-0.000155,-0.000285,-0.715645,0.570174,0.105235,0.136396,0.096981,13.545455,101.818184,10.173388,-3.132995,-1.156501,0.053796,0.017403,0.007549,0.000176,-0.00005,0.000001,0,-0,-0.078748,0.030241,0.000744,0.047341,0.002679,11.268482,64.509666,Spots
43,18.803244,7.359706,6.024512,0.358037,-0.272699,-2.73254,0.235171,42.583923,27.095726,-13.742256,10.671494,9.760061,2.079167,1.886671,26,262.666656,12.229867,-6.573377,0.61573,0.543009,0.203094,-0.012358,-0.020039,0.00138,0.00524,-0.00061,-1.361832,0.470075,0.170056,0.148506,0.10565,17.848484,222.382568,10.291103,-8.51214,-1.938764,0.05923,0.024592,0.017791,-0.000081,-0.000079,0,0,-0,-0.101613,0.024253,0.000873,0.04604,0.002903,11.626459,68.063049,Spots
22,16.348766,4.537892,3.69756,2.694489,0.279509,-1.573513,-1.761896,27.992805,25.161671,-5.540964,12.099004,6.570561,2.573322,2.437047,18.857143,56.476189,12.645002,-3.703764,0.588977,0.536578,0.002204,-0.005265,-0.010051,-0.00033,0.00238,0.000756,-1.127759,0.545872,0.188374,0.167355,0.14788,16,146.0625,10.618546,-5.73022,-2.026456,0.066425,0.038963,0.020505,-0.000517,-0.00008,-0.000001,0,0,-0.125893,0.016377,0.001782,0.048668,0.003806,12.428016,96.409836,Spots
16,14.984861,3.861212,3.713845,3.105076,-1.423868,-0.017212,4.777951,-5.462404,-191.817963,-2.957709,10.745035,5.528753,2.459531,2.30881,15.428572,15.619047,12.282506,-2.702355,0.571673,0.497032,0.12516,-0.052582,-0.010128,0.006763,0.001766,-0.005004,-0.943544,0.601699,0.171218,0.15775,0.151924,15.787879,142.109848,10.54478,-4.440082,-1.737726,0.062249,0.032696,0.018114,-0.000954,-0.000075,0.000001,0,-0,-0.113059,0.019793,0.001825,0.04751,0.003892,12.245136,89.560768,Spots
12,12.137594,3.353111,1.908466,1.39241,-1.048506,0.598106,0.216476,-13.82761,77.548248,0.052235,7.679982,2.516209,2.166919,2.001909,12.571428,13.285714,11.517556,-0.620038,0.418545,0.36222,0.333318,-0.0716,-0.005081,0.007503,-0.000178,-0.004219,-0.447446,0.628713,0.104644,0.150361,0.139075,12.181818,42.840908,10.440801,-1.696794,-1.076756,0.056908,0.025041,0.010666,-0.001286,-0.000057,0.000002,0,-0,-0.092615,0.023691,0.001564,0.046406,0.003761,11.789884,86.486931,Spots
33,19.995644,7.01772,6.445889,1.119365,0.09509,-0.541629,-3.139139,-5.684702,133.063766,-12.344244,13.253203,11.236207,2.836465,2.687239,27.857143,390.142853,13.22094,-6.774704,0.732676,0.678807,0.217173,-0.000759,-0.014364,0.000729,0.001767,0.000033,-1.628656,0.458245,0.263343,0.179463,0.163455,20.09091,211.58522,10.62896,-9.366684,-2.59198,0.066862,0.040678,0.028369,-0.000119,-0.000097,-0.000002,0.000001,0,-0.13591,0.01453,0.002041,0.047288,0.003889,12.645914,96.393661,Spots
15,17.314701,4.460929,4.416419,2.941497,-0.961546,-0.071257,0.47001,-5.625067,54.918762,-5.935851,14.985268,8.305716,2.695155,2.562462,19.285715,145.238098,12.756057,-4.558644,0.674286,0.621274,0.04971,-0.021314,-0.013418,0.004318,0.001571,-0.003959,-1.34527,0.635749,0.204202,0.172048,0.165486,17.939394,196.246216,10.552229,-6.762472,-2.203828,0.063005,0.033217,0.025339,-0.000346,-0.000089,-0.000001,0.000001,0,-0.121561,0.018419,0.002067,0.046199,0.004008,12.420234,95.627403,Spots
8,12.404978,4.786075,1.386225,1.076147,-0.665042,0.596495,1.646128,6.902276,-81.137566,2.323704,11.822412,3.61831,2.368649,2.223486,9.142858,10.809524,11.805124,-0.599854,0.452346,0.444972,0.240309,-0.027413,-0.005322,0.003946,-0.000566,-0.00296,-0.657009,0.765449,0.12543,0.166106,0.14871,13.242424,83.626892,10.444123,-1.960855,-1.361001,0.05802,0.025525,0.015399,-0.000536,-0.000065,-0,0,-0,-0.098944,0.022811,0.001753,0.045179,0.003891,11.894941,90.727203,Spots
8,12.698125,4.485141,2.17531,1.33736,-0.184329,1.489843,-0.439662,-28.744617,69.161949,0.972471,11.115418,3.763559,2.443469,2.243601,12.857142,19.809525,12.044271,-0.653853,0.478333,0.371094,0.226596,-0.021365,0.003165,0.001469,-0.00372,-0.000373,-0.62283,0.635721,0.140151,0.215484,0.134913,13.606061,118.433716,10.503553,-2.194571,-1.540718,0.082455,0.037104,0.012363,-0.000786,-0.000064,0.000001,0,-0,-0.131922,0.041299,0.001615,0.069783,0.003681,12.424125,95.237381,Spots
8,15.654906,4.767603,3.694112,1.634897,0.82452,-0.159949,1.174193,9.766689,-123.676552,-0.561407,18.334593,8.398571,2.806388,2.62369,13.571428,27.952381,12.933779,-2.721128,0.617377,0.513214,0.094417,0.016707,-0.008762,-0.003131,0.000005,0.002394,-1.225007,0.615511,0.201964,0.237749,0.152428,16.454546,179.193176,10.580992,-5.073915,-2.352787,0.088682,0.041246,0.024049,-0.000159,-0.000098,-0.000001,0.000001,0,-0.153978,0.037763,0.001455,0.070019,0.003568,12.782102,96.850769,Spots
22,18.595594,6.199883,4.470512,2.803435,-0.319787,0.036438,1.231067,0.310708,-77.650032,-7.866961,18.464802,10.98496,2.926797,2.705762,22.285715,488.238098,13.123984,-5.47161,0.724501,0.61032,0.199844,-0.017083,-0.016099,0.001914,0.00165,-0.00132,-1.534665,0.599006,0.256352,0.235684,0.162425,19,206.125,10.548067,-8.047527,-2.575917,0.085991,0.040914,0.024296,-0.000466,-0.000104,-0.000001,0.000001,-0,-0.151201,0.037934,0.00187,0.068235,0.003875,12.579766,97.213341,Spots
19,16.471275,4.753953,4.108096,3.841333,-0.755466,0.283836,-1.96125,-10.932649,183.124237,-4.48719,16.792885,8.229624,2.800177,2.556687,18.285715,105.238098,12.642411,-3.828864,0.657594,0.527566,0.047661,-0.03931,-0.013923,0.004938,0.001733,-0.002719,-1.232821,0.748862,0.21761,0.223196,0.166536,17.09091,212.08522,10.474853,-5.996423,-2.167559,0.081459,0.035034,0.021326,-0.000739,-0.000091,0,0.000001,-0,-0.137819,0.04008,0.002026,0.066422,0.003952,12.2607,96.943489,Spots
18,20.79142,7.987779,3.536387,1.450883,1.575786,0.505028,-11.118928,-22.49703,317.235657,-10.073282,22.203234,14.913318,3.108422,2.873374,25.285715,458.571442,13.673281,-7.118139,0.789196,0.654875,0.456888,0.014784,-0.01977,-0.00312,0.00267,0.004148,-1.900959,0.472709,0.283311,0.249444,0.168052,22.575758,452.001892,10.601469,-10.189951,-3.071812,0.090499,0.043221,0.031932,0.000019,-0.000119,-0.000002,0.000001,0,-0.165652,0.034809,0.001587,0.068351,0.003629,12.92607,95.826546,Spots
70,25.764267,11.744794,10.72278,3.540601,-0.375769,-3.62655,0.479025,51.022667,6.819139,-26.008175,20.090311,18.952278,3.221678,2.988845,39.857143,319.142853,13.897754,-11.866513,0.900667,0.85978,0.525537,-0.006982,-0.031968,0.001448,0.007822,-0.001165,-2.285984,0.389579,0.354194,0.247653,0.181312,24.636364,434.363647,10.566989,-15.197278,-3.330765,0.087812,0.042864,0.031647,-0.000146,-0.000127,-0.000002,0.000001,0,-0.162322,0.035277,0.002088,0.066648,0.003973,12.692607,97.299675,Spots
39,21.383488,8.412299,6.456647,0.132397,-1.714599,-1.632922,10.509353,-7.334564,-286.817963,-15.001343,20.959139,14.313231,3.064035,2.843565,29.857143,502.809509,13.289721,-8.093766,0.787513,0.717022,0.33871,-0.021946,-0.024847,0.004856,0.004986,-0.005326,-1.843245,0.724918,0.278994,0.234177,0.186268,21.636364,468.051147,10.490321,-10.893167,-2.7994,0.083249,0.035519,0.028581,-0.000312,-0.000112,-0.000001,0.000001,0,-0.147348,0.038031,0.002265,0.064937,0.004069,12.435798,98.059341,Spots
