@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spots,NotSpots}

@data
15,8.334488,1.736867,1.075063,0.106731,0.517064,-0.514799,-0.491879,13.979445,-14.77427,-2.705199,5.48447,0.428283,2.856078,0.516411,9,13.333333,7.255357,-1.079131,0.283318,0.203298,0.177597,0.020659,0.004049,-0.001487,-0.00002,0.000801,-0.257617,2.324627,0.037242,1.270614,0.135323,8.30303,21.405304,7.972272,-0.362216,0.716915,0.082183,0.035878,0.026381,0.004425,0.000019,0,-0,-0,0.09168,0.399474,0.00616,0.245495,0.029976,7.097656,21.72768,NotSpots
8,7.713816,1.434748,0.822674,0.549169,0.013675,-0.306375,0.505567,1.543909,-9.957791,-1.161243,5.024427,0.407517,2.845102,0.559467,8.428572,12.285714,7.190442,-0.523374,0.285282,0.270267,0.153893,-0.005083,0.004399,-0.000155,0.000001,0.001339,-0.168908,2.280948,0.053471,1.273317,0.142689,7.454545,16.693182,8.032056,0.31824,0.841614,0.081593,0.03672,0.026751,0.004027,0.00003,0.000002,-0,-0,0.091561,0.405957,0.006104,0.250172,0.029213,6.972656,22.269838,NotSpots
5,7.790666,0.710344,0.594488,0.222402,0.109395,0.165643,-1.027743,1.558713,17.388639,-0.338258,5.035231,0.303646,2.952878,0.530991,7.285714,5.571429,7.308954,-0.481712,0.277268,0.232067,0.145453,-0.014861,0.001198,0.000573,-0.000302,0.000769,-0.190654,2.352698,0.045922,1.314553,0.131227,7.939394,11.621212,8.166425,0.375759,0.857471,0.075849,0.033104,0.020135,0.003406,0.000025,0.000002,-0,-0,0.088818,0.418341,0.005342,0.254885,0.025854,7.074219,23.167019,NotSpots
8,8.513011,0.56127,0.30542,0.221778,-0.178798,0.182819,-0.519804,-3.880361,-5.601539,-0.477629,4.589049,0.245024,3.265686,0.459514,8.714286,2.904762,7.997576,-0.515435,0.351394,0.10271,0.071427,-0.019267,-0.001659,0.000472,0.000026,-0.000029,-0.320111,2.370215,0.019765,1.354243,0.101639,8.606061,13.871212,8.50482,-0.008191,0.507244,0.063653,0.021388,0.018285,0.002293,0.000008,0.000002,0,-0,0.060549,0.420296,0.003959,0.254373,0.021743,7.96875,24.414705,NotSpots
12,8.828341,0.524487,0.310438,0.011314,-0.13104,-0.100045,-0.711203,4.157822,43.230583,-0.202735,4.510572,0.319439,3.511382,0.422301,9.285714,18.904762,8.414543,-0.413797,0.386052,0.123556,0.109505,-0.010132,-0.0033,0.000824,0.000014,-0.000051,-0.372001,2.420212,0.018911,1.401312,0.085981,8.727273,14.079545,8.765944,-0.062396,0.351401,0.054381,0.016635,0.007246,0.001662,-0.000003,0.000002,0,-0,0.044992,0.422817,0.002995,0.252951,0.018175,8.355469,24.708441,NotSpots
9,9.455819,0.897899,0.56063,0.161219,-0.198882,-0.000808,2.345286,6.722069,-40.200943,1.29731,4.111433,0.183342,3.969819,0.374705,7.714286,6.571429,9.385665,-0.070154,0.500887,0.097059,0.0762,-0.004846,-0.00243,0.000685,0.000195,-0.000527,-0.480028,2.267122,0.016316,1.407655,0.066656,9.787879,18.484848,9.259931,-0.195889,-0.125734,0.039468,0.025081,0.012256,0.0006,-0.000021,0.000001,0,-0,0.00213,0.3934,0.001886,0.238947,0.014539,9.46875,24.626471,NotSpots
13,13.315412,0.913141,0.523163,0.101973,0.131101,0.348662,-0.307414,0.527263,-27.340332,-0.49195,2.431922,0.491407,5.62522,0.266009,12.857142,16.809525,11.940886,-1.374525,0.841889,0.134083,0.011469,-0.007275,-0.001605,0.000137,-0.00001,0.000659,-0.987441,1.204018,0.019957,1.244001,0.044738,13.484848,17.007576,10.818101,-2.497311,-1.122786,0.057389,0.024567,0.004538,-0.000661,0.000006,-0.000001,-0,0,-0.086494,0.181814,0.002056,0.128082,0.011659,11.71875,24.995098,NotSpots
11,12.16949,0.941444,0.407765,0.107002,0.013645,0.383513,-0.068075,7.132953,-10.155368,1.242207,1.84493,0.301594,5.727233,0.229437,10.285714,8.238095,11.785745,-0.383745,0.799754,0.025827,0.00294,-0.009416,0.001453,-0.000334,-0.000444,0.000638,-0.776867,1.126884,0.011641,1.213924,0.031659,12.545455,10.318182,10.940212,-1.229278,-0.845532,0.047488,0.022612,0.011467,-0.000535,0.000018,-0,-0,0,-0.081567,0.155833,0.001584,0.109215,0.010629,11.703125,25.966421,NotSpots
10,11.80191,1.883359,0.719142,0.209204,-0.107575,-0.178602,0.160064,-1.79289,-54.195759,-1.373421,3.997772,0.276441,4.62989,0.542555,11.714286,6.571429,10.335081,-1.466829,0.705111,0.229935,0.106407,-0.026805,-0.003095,0.000794,0.001418,0.000469,-0.828639,2.000691,0.048965,1.382409,0.104575,11.878788,15.109848,9.505575,-2.296335,-0.829506,0.051234,0.015217,0.000617,-0.000562,-0.000039,0.000001,0,-0,-0.036634,0.340933,0.001236,0.207247,0.01254,10.140625,28.717402,NotSpots
9,10.915104,1.807381,0.380017,0.252685,-0.116263,-0.109795,-0.461152,-4.686385,36.828304,-1.934713,5.629429,0.272752,4.24372,0.574509,12.285714,26.238094,9.488465,-1.426639,0.573826,0.184009,0.091221,-0.021099,-0.0024,0.000609,0.000761,-0.000209,-0.666613,2.370999,0.042703,1.389105,0.110604,10.939394,21.121212,9.081488,-1.833616,-0.406978,0.033761,0.027702,0.00503,-0.000271,-0.000037,0.000001,0,-0,-0.001029,0.379686,0.001525,0.221871,0.015332,9.300781,27.364079,NotSpots
8,9.000176,0.555753,0.436578,0.072278,0.006699,-0.269012,0.373279,12.690102,-17.041214,-0.191454,6.464862,0.272205,3.806387,0.602387,8.285714,12.571428,8.4564,-0.543777,0.409978,0.089218,0.084003,-0.009998,-0.000062,0.000183,-0.000339,-0.000648,-0.404763,2.57378,0.034538,1.359207,0.125634,8.848485,20.570076,8.646633,-0.353543,0.190233,0.042946,0.016327,0.014493,0.000225,-0.000027,0.000001,0,0,0.041112,0.402651,0.002429,0.230788,0.019394,8.222656,27.350229,NotSpots
10,9.915243,1.028314,0.656618,0.326864,0.235542,0.175532,-0.399556,1.475277,37.278885,-1.358068,6.020621,0.388115,3.747066,0.568471,10.571428,16.619047,8.665593,-1.24965,0.455073,0.125433,0.011127,-0.006291,-0.001555,-0.000875,-0.000072,-0.000371,-0.591633,2.558174,0.04136,1.369339,0.114369,10,20.3125,8.597982,-1.317261,-0.067611,0.038409,0.016508,0.013558,-0.000325,-0.000039,0.000001,0,0,0.041359,0.414786,0.002094,0.235956,0.01809,8.367188,25.135233,NotSpots
7,8.130575,0.785556,0.567166,0.139614,0.111615,0.265598,1.182346,-2.358575,-40.406597,-0.078776,5.761413,0.40072,3.299487,0.599844,7.857143,10.809524,7.596229,-0.534347,0.32947,0.032077,0.01318,0.003378,-0.001057,-0.000561,-0.000859,-0.000815,-0.348367,2.526069,0.034754,1.303659,0.137521,8.575758,20.126894,8.16229,0.031714,0.566061,0.055242,0.028696,0.003716,0.000249,-0.000023,0.000001,0,0,0.087654,0.421455,0.003471,0.239724,0.022819,7.371094,24.602926,NotSpots
11,9.270528,1.229699,0.584989,0.029156,0.229366,0.441246,-0.402597,0.134728,32.390427,-1.785532,5.365399,0.549448,3.256097,0.556331,10.142858,9.809524,7.796551,-1.473977,0.383596,0.136903,0.043376,0.006274,-0.003763,-0.00121,-0.000102,0.000037,-0.563875,2.516194,0.040798,1.308791,0.119305,9.515152,22.820076,8.117721,-1.152807,0.32117,0.048858,0.030168,0.011018,-0.000395,-0.00003,0.000001,0,0,0.090043,0.430376,0.002895,0.24329,0.020882,7.503906,24.054886,NotSpots
5,6.421624,0.854395,0.361687,0.177788,-0.099438,-0.013867,-0.313724,7.881607,10.109235,0.670496,4.707219,0.311627,2.849557,0.661258,6,19.666666,6.541072,0.119448,0.225495,0.191938,0.033764,0.006279,-0.001183,0.000044,-0.000594,-0.00027,-0.067321,2.231273,0.037639,1.201379,0.178105,6.242424,12.439394,7.771809,1.350184,1.230736,0.076359,0.040059,0.015343,0.000895,-0.000002,0.000001,0,0,0.131762,0.410666,0.005567,0.238172,0.028355,6.359375,23.093872,NotSpots
14,7.784383,1.303417,0.724159,0.241176,-0.090726,-0.37208,0.874089,10.671609,-17.807056,-1.7864,4.72,0.536327,2.819624,0.59078,8.428572,10.952381,6.712924,-1.071459,0.276906,0.13224,0.099274,0.006894,-0.004768,0.000035,0.00026,-0.000643,-0.309872,2.306227,0.033304,1.211874,0.149749,7.787879,19.672348,7.709485,-0.074899,0.99656,0.066964,0.041842,0.028024,0.000197,-0.000009,0.000001,0,0,0.13683,0.420322,0.004605,0.24216,0.025845,6.390625,22.560539,NotSpots
7,6.209431,1.066864,0.943263,0.58149,-0.120643,-0.073072,0.571695,-6.648694,-16.397406,-1.428636,3.501142,0.404533,2.406291,0.657296,7.714286,33.57143,5.699213,-0.510219,0.267956,0.178011,0.096321,0.00337,-0.004286,0.000382,0.000598,-0.000483,-0.006376,1.902801,0.042923,1.090914,0.194933,6.121212,12.984848,7.368983,1.159552,1.66977,0.087182,0.050322,0.039989,0.00078,0.000017,0.000001,0,-0,0.177493,0.397934,0.006825,0.237121,0.031096,5.355469,18.535892,NotSpots
16,6.617767,1.743443,1.241097,0.339804,-0.011909,-0.510612,-0.138451,17.320433,17.723867,-2.644736,3.901835,0.635287,2.384368,0.574973,7.857143,15.809524,5.68726,-0.930507,0.202307,0.185908,0.07774,0.003952,-0.005086,0.000738,0.000546,-0.000941,-0.061341,1.97169,0.030218,1.092615,0.158451,6.212121,14.047348,7.343554,0.725787,1.656294,0.076277,0.059013,0.046986,0.000075,0.000015,0.000001,0,-0,0.182276,0.402336,0.005547,0.239398,0.027811,5.359375,19.63505,NotSpots
8,4.85509,1.130415,0.778027,0.373932,-0.007262,-0.378281,1.055346,4.383029,-40.035397,-1.53451,2.755388,0.368324,2.033838,0.628364,6.571429,25.952381,4.78229,-0.072799,0.328264,0.067687,0.017466,0.000251,-0.001936,0.00009,0.000084,0.000126,0.278042,1.512505,0.053303,0.971927,0.201764,4.30303,11.405303,7.0787,2.22361,2.29641,0.092751,0.068057,0.054214,0.000562,0.000041,0.000001,-0,-0,0.215022,0.375933,0.007539,0.23292,0.032276,4.308594,15.202435,NotSpots
4,3.89001,0.937435,0.588172,0.190535,0.120035,0.285054,-0.62892,2.633974,34.221092,0.539798,2.898825,0.357187,2.04396,0.674862,3.428571,6.619048,4.700877,0.810867,0.337227,0.142856,0.062892,0.006032,0.000812,-0.000036,-0.000403,0.000024,0.417191,1.484179,0.061397,0.975342,0.171988,4.030303,14.092803,7.123356,3.233346,2.422479,0.082943,0.077965,0.05282,-0.000038,0.000039,0,-0,0,0.213727,0.380113,0.006045,0.234817,0.028304,4.472656,15.858073,NotSpots
3,2.704144,1.112186,0.144492,0.045847,0.087924,-0.009455,0.392754,6.049604,-18.11231,1.013541,1.595789,0.378439,1.803483,0.712706,2.857143,1.809524,4.094382,1.390238,0.392169,0.250427,0.017354,0.003905,0.003016,-0.000368,-0.000075,0.000246,0.659951,1.091201,0.094772,0.882678,0.203461,2.30303,2.842803,6.951846,4.247702,2.857464,0.092891,0.085243,0.05651,0.000355,0.000059,0,-0,0,0.234644,0.358598,0.007639,0.229145,0.032043,3.875,12.345098,NotSpots
1,2.444903,1.447429,0.435623,0.03614,-0.030358,-0.001623,-0.102513,1.954837,22.858025,1.846913,1.150132,0.990723,1.929715,0.802646,1.285714,1.571429,4.300805,1.855902,0.50952,0.22345,0.018327,0.009369,0.004105,-0.000028,0.000376,-0.000913,0.714643,1.157218,0.158702,0.915694,0.211151,2.393939,2.746212,7.091146,4.646244,2.790342,0.089467,0.079196,0.052572,-0.000045,0.000049,-0,-0,0,0.221235,0.369284,0.00689,0.232013,0.028029,4.199219,13.203294,NotSpots
2,2.189445,0.994861,0.162205,0.005702,0.109301,0.082765,0.158234,-3.214496,-2.104708,1.151364,0.801847,0.584497,1.689278,0.756868,2.142857,0.809524,3.845827,1.656382,0.399398,0.321545,0.045095,0.001493,0.004494,-0.000276,0.000047,0.000233,0.766038,0.895956,0.113696,0.828611,0.237863,1.909091,2.147727,6.883377,4.693933,3.03755,0.101866,0.083407,0.057164,0.000614,0.000074,0,-0,0,0.242437,0.345207,0.009033,0.224921,0.034691,3.644531,9.947657,NotSpots
3,2.459068,1.278927,0.096206,0.020198,0.052818,-0.208638,-0.202003,5.640914,-4.811787,1.354936,1.706249,0.433995,1.85381,0.795638,2.142857,1.142857,4.143904,1.684836,0.482474,0.243252,0.002334,0.006322,0.003882,-0.000345,0.000321,-0.000493,0.723392,1.096585,0.12649,0.874113,0.217927,2.090909,2.710227,7.019059,4.55999,2.875154,0.092732,0.082423,0.053493,0.000265,0.000062,-0,-0,0,0.228648,0.357419,0.007648,0.228318,0.031051,3.933594,11.301455,NotSpots
1,2.807243,1.136762,0.113001,0.032472,0.004305,0.003356,0.574043,-8.6907,2.314605,1.217292,2.205592,0.27031,1.877824,0.791674,3,5,4.281264,1.474021,0.458695,0.217149,0.031333,0.002194,0.003726,-0.000666,-0.000177,0.000837,0.64451,1.171134,0.109589,0.865808,0.233469,2.424242,3.189394,7.042145,4.234902,2.760881,0.098314,0.074626,0.051499,0.000454,0.000068,0,-0,0,0.224438,0.35259,0.008462,0.225964,0.032656,4.082031,12.805009,NotSpots
6,4.478804,0.993084,0.458624,0.077187,-0.08809,-0.045751,0.140646,11.346231,12.474335,0.457273,3.963544,0.215128,2.170019,0.761614,3.857143,5.142857,5.086216,0.607412,0.322192,0.137177,0.131158,-0.001733,0.00113,-0.000811,-0.000243,0.000762,0.328211,1.617131,0.054894,0.93792,0.194117,4.424242,9.876894,7.276197,2.797393,2.189981,0.084172,0.068626,0.043487,0.000334,0.000047,0,-0,0,0.196286,0.369288,0.006527,0.22944,0.028415,4.683594,16.444593,NotSpots
4,4.993636,0.907929,0.405688,0.069775,-0.028769,0.698804,-0.048878,-13.974157,-23.374262,0.432466,3.824658,0.285467,2.257683,0.734123,5.428571,12.952381,5.430473,0.436837,0.306725,0.189209,0.089866,-0.008315,0.000648,-0.000512,-0.000224,0.00128,0.207382,1.668411,0.063292,0.946737,0.198712,5.333333,18.979166,7.372164,2.378528,1.941691,0.086368,0.059753,0.037288,0.000457,0.000048,0.000001,-0,0,0.183409,0.36689,0.006755,0.227501,0.028611,5.085938,16.761213,NotSpots
13,7.382099,1.231616,0.697721,0.119783,0.030651,-0.254846,-1.325386,-4.11154,62.522812,-2.049121,4.204762,0.433696,2.576165,0.693628,9,20.333334,6.511093,-0.871006,0.301481,0.155195,0.055969,-0.015525,-0.001898,-0.000119,0.000499,-0.000068,-0.202255,1.913299,0.042359,1.004629,0.158098,7.242424,17.689394,7.680623,0.298524,1.16953,0.071871,0.05274,0.02108,0.000532,0.000024,0.000001,0,-0,0.145691,0.376775,0.004909,0.228396,0.024117,6.152344,21.408073,NotSpots
3,5.558402,1.282326,0.859659,0.05174,-0.076331,0.071694,0.229951,-4.281462,9.579087,0.370926,3.575321,0.436726,2.395254,0.69952,5.428571,33.952381,5.885567,0.327165,0.300958,0.255982,0.049979,-0.014252,0.000343,0.000672,0.000544,0.00019,0.094955,1.704424,0.067072,0.967154,0.195454,5.575758,14.626894,7.535558,1.977156,1.649991,0.083983,0.051964,0.027751,0.000478,0.000044,0.000001,-0,-0,0.163698,0.365972,0.006376,0.225759,0.027333,5.667969,18.33246,NotSpots
6,7.233546,1.68465,1.021609,0.785777,-0.017597,0.140089,0.558671,1.381543,-21.405415,-0.122737,3.559758,0.431519,2.689178,0.648245,7.142857,19.809525,6.847028,-0.386518,0.348524,0.212081,0.101163,-0.021034,-0.000066,0.00068,0.000103,0.000252,-0.237606,1.833095,0.046219,1.009455,0.155573,7.060606,18.621212,7.820347,0.586801,0.973319,0.071571,0.046861,0.010976,0.00059,0.000025,0.000002,-0,-0,0.129407,0.369967,0.004785,0.225183,0.023252,6.703125,20.829166,NotSpots
5,8.632653,1.019604,0.813816,0.223587,0.075362,0.166115,-1.375033,-2.93163,25.485025,-0.0178,3.035349,0.395053,2.981272,0.609492,8.571428,22.952381,7.849366,-0.783287,0.440477,0.232586,0.142909,-0.021158,0.000361,0.000523,-0.00041,-0.000273,-0.530154,1.732847,0.058304,1.029983,0.127975,8.484848,11.820076,8.157804,-0.474849,0.308438,0.061062,0.040425,0.010552,0.000806,0.000007,0.000002,0,-0,0.090935,0.363402,0.003565,0.221147,0.019413,7.683594,21.589691,NotSpots
13,7.988621,1.483161,0.719891,0.563944,-0.23154,-0.194904,1.306562,1.131902,-52.363182,-1.639107,3.420215,0.406408,2.847943,0.595536,9.428572,25.285715,7.26187,-0.726751,0.400974,0.221326,0.122525,-0.022819,0.001381,0.001404,-0.000001,0.000083,-0.302173,1.779098,0.043994,1.021291,0.145995,7.969697,15.030303,8.00883,0.020209,0.74696,0.06698,0.041403,0.00092,0.000568,0.000022,0.000002,-0,-0,0.109303,0.362453,0.004179,0.221563,0.021236,7.15625,21.355883,NotSpots
7,8.608202,1.393991,0.844679,0.147994,0.104022,0.873975,-1.778631,-10.084051,25.297543,0.401318,2.710106,0.413347,3.112862,0.552245,8,6.666667,8.088402,-0.5198,0.480425,0.218936,0.201786,-0.020212,0.003435,0.000455,-0.001193,0.00132,-0.497575,1.619794,0.053288,1.027758,0.121234,9.272727,15.954545,8.311152,-0.29705,0.22275,0.059195,0.036357,0.019267,0.000812,0.00001,0.000002,-0,-0,0.076285,0.350149,0.003287,0.215921,0.018012,8.027344,21.124739,NotSpots
12,9.133739,1.883487,0.715443,0.221188,-0.283907,-0.258894,-0.683771,2.8528,74.582527,-2.820117,3.613783,0.369252,3.048357,0.540427,11,4.333333,7.778053,-1.355685,0.463555,0.160099,0.132469,-0.018515,0.001063,0.001329,0.000149,-0.000564,-0.435925,1.764816,0.042593,1.038941,0.130274,8.848485,11.757576,8.235106,-0.898633,0.457052,0.058682,0.035909,0.007685,0.000474,0.000016,0.000002,-0,-0,0.086906,0.353894,0.00324,0.21739,0.018384,7.617188,21.484253,NotSpots
8,9.4252,1.448099,0.292518,0.014048,-0.18532,-0.082266,1.44205,0.090862,-37.657936,-1.16963,2.800124,0.330759,3.287745,0.495729,10.285714,7.904762,8.43317,-0.992029,0.533214,0.201386,0.188888,-0.01369,0.003613,0.000486,-0.000282,0.00103,-0.545712,1.561161,0.047997,1.033191,0.110377,9.272727,10.892045,8.499681,-0.925518,0.066511,0.053487,0.03219,0.025991,0.00076,0.000011,0.000002,-0,-0,0.059686,0.336901,0.002678,0.210348,0.015822,8.285156,20.22817,NotSpots
8,9.675779,0.910165,0.849203,0.031835,0.171742,0.286978,-0.213901,4.597067,-48.755856,-0.029126,2.129412,0.30009,3.502707,0.449662,8.857142,13.476191,8.96476,-0.71102,0.579077,0.213215,0.189805,-0.006353,0.004721,-0.000344,-0.000645,0.00169,-0.602487,1.317306,0.045972,1.011551,0.09923,9.909091,9.085227,8.775873,-0.899906,-0.188887,0.050534,0.042495,0.027548,0.001091,0.000008,0.000002,-0,-0,0.035588,0.311019,0.002401,0.199736,0.013911,8.925781,20.029764,NotSpots
16,10.52361,1.811541,0.061119,0.041457,-0.060664,-0.53914,1.380893,1.697135,-25.723625,-1.914116,2.51246,0.388142,3.679497,0.401719,11.285714,7.238095,9.259094,-1.264516,0.625896,0.197433,0.14748,0.002866,0.002741,0.000269,0.000154,0.000477,-0.675849,1.300259,0.040765,1.017096,0.089051,10.787879,11.672348,8.946106,-1.577504,-0.312988,0.04459,0.044475,0.0244,0.001024,0.00001,0.000002,-0,0,0.024285,0.296838,0.001921,0.193212,0.011975,9.125,20.258823,NotSpots
12,10.584671,1.386425,0.300733,0.213251,0.047536,-0.072652,-1.792197,12.01449,14.965564,-1.298942,2.144785,0.318403,3.826755,0.352179,11,14.333333,9.48252,-1.102151,0.638308,0.17655,0.157358,0.001619,0.001814,0.000419,-0.000425,0.000665,-0.657499,1.123682,0.02897,0.98529,0.080755,10.363636,14.238636,9.162395,-1.422276,-0.320125,0.053026,0.045682,0.020278,0.001399,0.000014,0.000001,-0,0,0.012934,0.266685,0.002099,0.17955,0.011341,9.347656,20.768858,NotSpots
9,11.33905,2.258285,0.186295,0.064791,-0.041283,0.365199,-0.682363,-4.991267,48.432877,-2.007199,2.988989,0.475968,3.874818,0.364941,12.142858,12.476191,9.643425,-1.695625,0.67373,0.198197,0.057524,0.012794,0.000024,0.000617,0.000185,-0.001563,-0.814402,1.293539,0.037511,1.029197,0.078165,11.515152,11.570076,9.137762,-2.201288,-0.505663,0.044556,0.035606,0.021151,0.000923,0.000009,0.000001,-0,0,0.012201,0.284991,0.001543,0.186996,0.00997,9.414063,20.918076,NotSpots
13,11.443476,2.183501,0.426321,0.047242,-0.035645,0.250831,1.566904,-15.118098,-33.251709,-2.657064,2.746896,0.398477,3.983929,0.319859,14,9.333333,9.735651,-1.707825,0.675965,0.17469,0.092741,0.009006,-0.000503,0.000305,-0.000042,0.000131,-0.757914,1.142798,0.025217,0.995411,0.070503,11.636364,17.426136,9.309518,-2.133958,-0.426133,0.051048,0.039721,0.017737,0.001321,0.000015,0.000001,-0,0,0.00641,0.256392,0.001883,0.173548,0.009903,9.527344,20.383564,NotSpots
11,13.691996,1.484191,1.234055,0.540306,0.141389,0.557538,0.103348,-9.798268,-58.268848,-0.29017,2.813286,0.655823,5.162683,0.805315,13.285714,22.238094,11.965856,-1.72614,0.801493,0.403046,0.0996,0.003944,0.001635,-0.001267,-0.002054,0.001468,-1.304138,1.728259,0.11948,1.336695,0.183951,14.333333,19.416666,10.071936,-3.62006,-1.89392,0.09391,0.019856,0.009744,0.001459,-0.00004,-0.000001,0,0,-0.104023,0.30351,0.004805,0.21035,0.025723,12.132813,32.233273,NotSpots
14,14.887611,2.273273,2.15376,0.725576,0.204958,-0.300328,-1.35504,0.373386,54.681797,-3.701457,3.443035,0.970536,5.251486,0.803619,16.428572,31.619047,12.071836,-2.815776,0.827801,0.381093,0.1465,0.00105,-0.002063,-0.00119,0.000948,0.001571,-1.355395,1.653166,0.108117,1.33304,0.185257,15.090909,34.835228,10.099847,-4.787765,-1.971989,0.093044,0.022342,0.00596,0.000601,-0.000044,-0,0,0,-0.109427,0.302635,0.004128,0.213269,0.022983,12.027344,31.767878,NotSpots
20,14.812158,2.754454,1.561392,0.08819,0.004564,-0.052222,0.915576,-1.714164,-71.627831,-4.404036,4.092378,1.329566,4.989527,0.952674,17.142857,53.476189,11.569886,-3.242271,0.788901,0.474963,0.143759,0.005845,-0.004496,0.000306,0.000529,-0.001101,-1.407624,1.993681,0.161611,1.397185,0.203286,15.121212,40.109848,9.690786,-5.121371,-1.8791,0.091266,0.015989,0.011212,0.000732,-0.000036,-0,0,0,-0.08649,0.378899,0.003468,0.254356,0.021397,11.347656,32.619839,NotSpots
18,13.455747,2.362787,1.819657,0.607377,-0.237177,-0.459635,1.188594,18.074303,45.761311,-3.575068,5.23955,1.596404,4.649389,1.043454,14.571428,26.619047,10.609011,-2.846736,0.682949,0.433121,0.114003,0.008427,-0.004942,0.00121,-0.000132,-0.002312,-1.230072,2.559593,0.154975,1.467234,0.200234,13.060606,27.996212,9.185837,-4.26991,-1.423174,0.080236,0.0281,0.0017,0.000857,-0.000021,0,0,0,-0.050435,0.463845,0.002942,0.296169,0.021161,10.332031,34.191284,NotSpots
25,15.628026,3.285044,2.040006,1.399531,-0.027933,-1.065594,-0.841505,12.301744,23.494423,-6.724582,3.967086,1.384309,5.275262,0.770418,19.285715,71.571426,11.99384,-3.634186,0.846477,0.333047,0.153551,-0.004394,-0.004624,-0.000061,0.002751,-0.000042,-1.333075,1.582512,0.087227,1.312721,0.180861,15.454545,40.25568,10.108244,-5.519782,-1.885596,0.092426,0.019259,0.003313,-0.000111,-0.000043,0,0,0,-0.108372,0.296706,0.003748,0.212785,0.020803,11.773438,31.281801,NotSpots
32,16.018902,3.827988,2.765944,2.22088,0.295676,-1.499556,-0.577567,-3.062487,8.842806,-8.814812,4.842896,1.563336,5.024395,0.9247,22,49,11.587267,-4.431635,0.826411,0.471387,0.147017,0.00164,-0.00935,0.000137,0.004344,0.000688,-1.444815,1.854156,0.152529,1.377656,0.201649,15.545455,42.44318,9.696678,-6.322224,-1.890589,0.091961,0.013278,0.009155,0.000074,-0.000038,-0,0,0,-0.087838,0.37355,0.003244,0.254688,0.019946,11.242188,30.897978,NotSpots
14,13.950801,2.75349,0.710235,0.521214,0.081209,0.324009,0.85352,-14.111806,-33.706631,-3.984939,5.587317,1.860453,4.693733,1.026398,15.857142,64.14286,10.738446,-3.212355,0.73634,0.476663,0.108825,0.008636,-0.007337,0.000432,0.001147,-0.000022,-1.321828,2.366661,0.164791,1.451824,0.20058,14.636364,40.176136,9.188681,-4.76212,-1.549766,0.081934,0.02523,0.002535,0.000308,-0.000024,-0,0,0,-0.054169,0.459933,0.002816,0.29729,0.020246,10.488281,32.517509,NotSpots
28,15.242982,3.829707,2.376537,0.443551,0.314446,-1.157772,-2.404998,22.222038,76.968361,-6.649796,4.632654,1.302512,4.996662,0.863397,17.857143,86.476189,11.415265,-3.827717,0.833362,0.418287,0.094602,-0.002737,-0.008376,0.000189,0.003677,0.001361,-1.346251,1.710202,0.125934,1.339664,0.193852,15.121212,46.484848,9.696499,-5.546483,-1.718766,0.09279,0.011272,0.00245,-0.000407,-0.000036,0,0,-0,-0.083968,0.360382,0.00323,0.2506,0.018841,11.09375,29.018627,NotSpots
