@relation segment

@attribute original numeric
@attribute Bilateral_5.0_50.0 numeric
@attribute Bilateral_5.0_100.0 numeric
@attribute Bilateral_10.0_50.0 numeric
@attribute Bilateral_10.0_100.0 numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Median_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Entropy_1_32 numeric
@attribute Entropy_1_64 numeric
@attribute Entropy_1_128 numeric
@attribute Entropy_1_256 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Median_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Entropy_2_32 numeric
@attribute Entropy_2_64 numeric
@attribute Entropy_2_128 numeric
@attribute Entropy_2_256 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Median_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Entropy_4_32 numeric
@attribute Entropy_4_64 numeric
@attribute Entropy_4_128 numeric
@attribute Entropy_4_256 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Variance_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Minimum_8.0 numeric
@attribute Maximum_8.0 numeric
@attribute Median_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Structure_largest_8.0_1.0 numeric
@attribute Structure_smallest_8.0_1.0 numeric
@attribute Structure_largest_8.0_3.0 numeric
@attribute Structure_smallest_8.0_3.0 numeric
@attribute Entropy_8_32 numeric
@attribute Entropy_8_64 numeric
@attribute Entropy_8_128 numeric
@attribute Entropy_8_256 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Variance_16.0 numeric
@attribute Mean_16.0 numeric
@attribute Minimum_16.0 numeric
@attribute Maximum_16.0 numeric
@attribute Median_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Laplacian_16.0 numeric
@attribute Structure_largest_16.0_1.0 numeric
@attribute Structure_smallest_16.0_1.0 numeric
@attribute Structure_largest_16.0_3.0 numeric
@attribute Structure_smallest_16.0_3.0 numeric
@attribute Entropy_16_32 numeric
@attribute Entropy_16_64 numeric
@attribute Entropy_16_128 numeric
@attribute Entropy_16_256 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute Neighbors_1_0 numeric
@attribute Neighbors_1_1 numeric
@attribute Neighbors_1_2 numeric
@attribute Neighbors_1_3 numeric
@attribute Neighbors_1_4 numeric
@attribute Neighbors_1_5 numeric
@attribute Neighbors_1_6 numeric
@attribute Neighbors_1_7 numeric
@attribute Neighbors_2_0 numeric
@attribute Neighbors_2_1 numeric
@attribute Neighbors_2_2 numeric
@attribute Neighbors_2_3 numeric
@attribute Neighbors_2_4 numeric
@attribute Neighbors_2_5 numeric
@attribute Neighbors_2_6 numeric
@attribute Neighbors_2_7 numeric
@attribute Neighbors_4_0 numeric
@attribute Neighbors_4_1 numeric
@attribute Neighbors_4_2 numeric
@attribute Neighbors_4_3 numeric
@attribute Neighbors_4_4 numeric
@attribute Neighbors_4_5 numeric
@attribute Neighbors_4_6 numeric
@attribute Neighbors_4_7 numeric
@attribute Neighbors_8_0 numeric
@attribute Neighbors_8_1 numeric
@attribute Neighbors_8_2 numeric
@attribute Neighbors_8_3 numeric
@attribute Neighbors_8_4 numeric
@attribute Neighbors_8_5 numeric
@attribute Neighbors_8_6 numeric
@attribute Neighbors_8_7 numeric
@attribute Neighbors_16_0 numeric
@attribute Neighbors_16_1 numeric
@attribute Neighbors_16_2 numeric
@attribute Neighbors_16_3 numeric
@attribute Neighbors_16_4 numeric
@attribute Neighbors_16_5 numeric
@attribute Neighbors_16_6 numeric
@attribute Neighbors_16_7 numeric
@attribute class {Yes,No}

@data
160,93,96,86,87,172,186,200,214,219,179.282608,179.282608,215.236847,131.939377,733.212097,192,-336896,928,-736,0.392699,51036291072,1384448,171.652115,133.786392,656.913879,25.965942,-295022.9375,781.346802,-755.380859,0.412348,796108032,1180766,910.222229,218.666672,160,272,224,-8.358405,-12.921468,-126.574211,-206.712814,-1.693705,766.664246,49.405209,533.796326,387.791107,0,0,1.918296,2.503258,210.371841,179.49588,598.872803,-734.726135,56789.820313,28.024855,-762.750977,0.5971,168782643200,312663.21875,-38.719727,2184.997803,211.047623,112,304,224,0.390291,0.368622,0.08474,0.027467,-10.626623,372.030823,30.481634,174.5793,113.017136,0,0,2.625815,3.105672,203.070847,192.50444,558.076355,-780.21875,148608.671875,-305.532196,-474.686554,1.498289,8709015552,14306.595703,-31.418732,7.300995,5160.342285,186.385971,64,336,192,-0.00324,-0.001927,0.000698,0.000103,-1.454334,12.775297,0.666349,6.324957,3.285986,0,1.80161,3.267601,3.871966,175.255356,65.880264,153.143707,-192.905426,6350.769531,-19.61059,-173.29483,-1.249908,439458240,11809.423828,-3.603241,35.116486,27.815491,4695.11084,161.352112,48,336,144,0.000434,0.000021,-0.000002,0,-0.033476,0.142631,0.000669,0.120182,0.005838,0,2.023398,3.418129,3.95437,163.350632,4.711325,4.202332,-5.346863,4.351317,-0.308725,-5.038137,0.551342,319.729309,11.183671,8.301483,47.02121,39.720215,11.904724,4822.453125,165.823608,32,384,160,-0.000007,0,0,0,-0.028332,0.011804,0.00064,0.015278,0.004368,0.322757,2.181241,3.512641,4.029034,172.916962,194.10527,149.333328,1729.169556,14.887402,176.666656,208,224,224,240,272,192,208,240,208,240,336,208,240,128,160,192,64,224,272,80,208,48,64,112,240,176,48,144,144,128,288,48,112,240,224,96,224,176,112,192,Yes
240,125,115,125,111,221,240,250,255,255,189.973679,189.973679,215.236847,121.852371,1255.260986,-1696,647168,-468.695374,-1227.304688,1.419354,827671445504,287744,232.480194,138.382187,1198.953979,-1632.065674,611602,-486.464478,-1145.601196,1.453304,578623766528,217230.609375,1308.444458,192,112,240,208,-4.167319,12.714521,-4.339541,105.749031,-23.983788,1029.802612,110.216606,567.29364,359.096039,0,0,2.405639,2.641604,201.725754,228.781036,840.247009,-1175.225586,335432.84375,-447.213501,-728.012085,-1.211341,54450565120,39423.929688,30.75444,3274.013672,189.714279,64,304,208,0.336699,0.182804,0.08315,0.031942,-6.618278,443.28537,22.716208,181.873138,98.769211,0,0.918296,2.875,3.308751,183.734756,223.52739,407.771637,-540.831116,53432.234375,-71.959778,-468.871338,-0.719879,23039911936,78769.390625,48.745438,17.990997,5477.091797,169.824554,64,336,176,-0.004627,-0.005805,0.000693,-0.000135,-0.618485,15.392747,0.33296,6.654777,2.660818,0,1.891374,3.276146,3.853517,167.859924,72.501785,74.385651,-82.357971,-446.098511,24.270344,-106.628319,-0.785553,58110108,8567.229492,64.62027,33.865829,15.874832,4603.982422,164.431931,48,336,160,0.000452,0.000027,-0.000001,0,-0.022822,0.146365,0.000564,0.123487,0.005501,0,2.012222,3.436959,3.956796,162.745834,4.836439,3.35091,-2.882904,-3.624603,1.935644,-4.818548,0.529199,189.573257,22.809549,69.73436,38.979919,20.988922,5.11409,4801.447754,163.597519,32,384,160,-0.000009,0,-0,0,-0.027288,0.011095,0.000637,0.014276,0.004386,0.309543,2.184204,3.511878,4.014058,169.597626,181.89473,149.777771,1695.976318,10.002546,169.263153,176,208,224,208,160,112,192,208,112,304,240,176,272,80,128,160,144,240,288,112,192,112,80,112,208,64,160,192,96,128,272,96,144,240,160,128,224,128,112,144,Yes
208,115,109,112,102,201,212,217,222,227,179.282608,179.282608,179.282608,222.854218,2184.688477,-1600,-1131520,1082.296509,-2682.296387,-1.486246,18140364800000,7086080,212.131699,219.426056,2007.924316,-1559.467529,-820633.0625,910.602173,-2470.06958,-1.485217,13897244344320,5714471,1536,218.666672,160,304,208,2.188719,-10.274195,-55.938095,-33.523838,-23.334253,962.74469,122.196617,560.1922,348.799438,0,0,1.792481,2.419382,218.727249,228.972977,1148.297974,-1332.371582,222633.921875,-1.099988,-1331.271606,-1.456496,1570493300736,884678.25,-6.595551,3395.918457,205.714279,64,304,208,0.911009,0.141337,0.144505,-0.004958,-10.661594,423.644257,33.048801,184.475616,102.607704,0,0.918296,2.664498,3.308751,199.519623,208.824402,576.373962,-806.508057,155696.65625,-285.634796,-520.87323,-0.737917,17997162496,27668.5625,12.612076,19.207626,5270.810547,178.526321,64,336,192,0.023245,-0.004879,0.00173,-0.000131,-1.189747,14.832771,0.651684,6.352265,2.937198,0,1.85056,3.177616,3.812922,172.354767,72.188095,128.167618,-166.644653,5328.675781,-26.50799,-140.136658,-0.355129,179278688,6455.737793,39.776932,46.372482,27.164856,4391.458984,160.450699,48,336,144,0.000475,0.000024,-0.000001,0,-0.020353,0.13473,0.000885,0.115642,0.007012,0,1.99802,3.417263,3.903069,162.690094,4.563543,4.811317,-3.619812,-9.246812,3.194606,-6.814418,0.481885,656.334961,50.090286,49.441605,56.037155,36.829529,9.664673,4809.351074,163.776398,32,384,160,-0.000011,0,-0,0,-0.029269,0.014658,0.000561,0.020113,0.003617,0.33729,2.175715,3.509102,4.016102,172.975433,181.473679,159.555557,1729.754395,7.115152,174.315796,208,304,240,176,224,208,240,160,208,288,208,64,224,112,192,240,96,256,192,80,176,128,64,144,240,112,80,192,80,144,256,80,144,272,144,80,288,144,96,304,Yes
304,153,135,152,131,252,255,255,255,255,199.236847,223.657898,223.657898,295.025421,3174.740234,-4256,4001792,-1101.752441,-3154.247559,-1.448307,38153771548672,2106368,293.326538,280.500366,2923.800781,-3925.865967,3419835,-1032.050781,-2893.815186,-1.451646,26711016079360,1733083.375,1763.555542,234.666672,176,304,224,12.20237,-9.594563,69.031372,-110.039009,-54.711212,967.731567,156.230179,551.249146,349.92923,0,0,1.921928,2.947703,244.984024,223.465912,1645.125732,-2250.240723,1176317,-701.850647,-1548.390137,-1.457641,1814355509248,358314.53125,48.342514,3205.514648,207.238098,64,304,208,1.124255,0.058365,0.100585,0.069912,-12.671909,392.18692,38.893932,180.887436,110.921158,0,0.918296,2.495603,3.136864,208.292648,196.542313,677.626587,-957.47467,228510.890625,-441.898468,-515.576233,-0.568016,2488269056,2714.205566,85.03389,36.691376,4872.903809,186.385971,64,336,208,0.042884,-0.002461,0.002294,-0.000093,-1.533446,13.218041,1.112606,5.865512,3.393335,0,1.857718,3.273004,3.909918,174.899033,68.791176,168.947495,-216.983521,9249.941406,-37.491463,-179.49205,0.062123,474683136,10082.083984,118.427505,70.084991,33.393616,4296.268066,156.469482,48,336,144,0.000472,0.00002,-0.000001,0,-0.016764,0.120847,0.001206,0.10627,0.00851,0,2.030183,3.423534,3.880525,162.572098,4.267529,5.834062,-3.77063,-16.84692,4.502381,-8.273011,0.484827,1160.235962,81.605331,130.75444,82.411926,45.720551,12.326935,4897.152832,163.41864,32,384,160,-0.000013,0,-0,0,-0.031394,0.020303,0.000472,0.028112,0.003005,0.33729,2.17568,3.509063,4.030817,175.525131,192,156.631577,1755.251343,11.479146,175.368408,192,288,272,208,240,176,208,224,112,240,256,112,240,176,240,272,144,176,240,80,176,96,128,144,304,112,80,112,144,176,144,80,192,256,128,96,192,208,240,304,Yes
288,145,131,144,126,245,255,255,255,255,208.5,208.5,208.5,387.319,3154.232666,-4288,4210688,-1265.310059,-3022.689941,-1.467048,28392971829248,1544192,282.052765,355.638153,2932.648193,-3996.958252,3682239.25,-1208.94812,-2788.010254,-1.4773,19917170540544,1246718.5,2964.543213,231.111115,112,304,240,2.093391,-21.873217,-24.701155,-251.523544,-54.268936,988.460571,156.783081,545.069519,357.597748,0,0,2,2.947703,244.940598,237.343658,1711.140381,-2367.947266,1339557,-831.166077,-1536.78125,-1.555433,1395885473792,248946.34375,37.112167,2801.487549,211.809525,112,304,208,0.951649,-0.043211,0.026267,0.10161,-12.601128,376.708496,44.063213,173.297729,120.526482,0,0,2.287784,3.196155,208.254105,196.22522,681.053406,-959.439026,227228.546875,-403.532166,-555.90686,0.534825,10686375936,11609.023438,73.79866,36.686493,5111.175293,188.350876,64,336,208,0.048354,0.000979,0.002223,-0.000013,-1.549301,11.802667,1.491939,5.237813,3.915326,0,1.857718,3.271588,3.89332,174.731628,66.142891,179.715714,-220.794678,7288.837891,-11.415175,-209.379501,0.333511,955258880,19594.9375,107.321136,70.208969,33.522476,4379.338379,155.718307,48,336,144,0.000439,0.000016,-0.000001,0,-0.011724,0.105879,0.001446,0.096227,0.009714,0,2.071529,3.441705,3.880124,162.381897,3.993432,6.2854,-3.211578,-24.320951,5.728992,-8.940571,0.508304,1109.791504,107.598038,119.670868,82.558701,45.872208,12.349731,4864.969727,162.981369,32,352,160,-0.000016,0,-0,0,-0.033654,0.028443,0.000392,0.038751,0.002523,0.353359,2.166644,3.505501,4.013638,175.260818,194.666672,155.789474,1752.608154,11.383201,173.847961,112,240,224,192,272,208,304,240,96,256,224,208,208,64,208,224,192,160,160,112,304,112,192,304,208,128,80,96,128,208,128,64,240,160,192,80,208,160,208,208,Yes
240,127,119,124,112,221,239,244,249,254,220.289474,220.289474,220.289474,301.88739,2373.776855,-1824,-1157120,1082.424194,-2906.424316,1.542418,26467610132480,7955456,236.820816,296.731873,2191.158936,-1787.430664,-804918,897.175598,-2684.606201,1.547206,20493996392448,6414580.5,2793.876465,216.888885,112,288,224,1.551117,39.810524,-12.830256,476.189056,-27.621044,1056.011841,106.617058,544.732727,366.885406,0,0,2.321928,3.169925,220.823914,266.839752,1272.579834,-1503.253052,319874.15625,-51.529034,-1451.723999,1.546847,2215191248896,980273,15.996902,3240.344727,206.476196,96,304,208,0.557689,-0.165426,0.039079,0.015902,-10.449759,383.693939,46.191814,166.408539,126.044769,0,0.918296,2.753434,3.499228,199.095642,207.879578,580.22052,-796.385986,140004.671875,-205.563843,-590.822144,0.668992,47067508736,74211.976563,37.725174,21.728271,5308.789063,183.017548,64,336,192,0.037625,0.004654,0.001546,0.000101,-1.215875,11.227974,1.43511,4.651342,4.266709,0,1.919691,3.330086,3.941524,171.729233,65.713432,158.783691,-175.442474,-89.180176,37.052124,-212.494598,0.516828,958392128,31136.783203,65.091583,49.094681,27.366409,4336.962402,156.9953,48,336,144,0.000374,0.000011,-0.000001,0,-0.00522,0.090995,0.001533,0.086367,0.010387,0,2.063906,3.447408,3.88367,162.121094,3.764188,6.209297,-1.97525,-29.03191,6.759285,-8.734536,0.541383,468.307739,120.029251,74.699722,58.70282,36.974548,9.608139,4817.775879,162.544098,32,352,160,-0.000018,0,-0,0,-0.036039,0.039577,0.000326,0.052581,0.002142,0.353359,2.167443,3.50519,4.018875,173.485382,194.526321,155.368423,1734.85376,12.585784,170.315796,208,256,160,112,224,192,288,272,96,176,272,112,256,112,304,240,160,64,64,144,288,112,240,192,144,192,112,128,128,208,80,112,224,144,208,112,288,144,192,256,Yes
112,61,69,63,75,117,152,166,180,192,104.921051,104.921051,104.921051,371.117218,2367.729736,1760,-1300480,2917.095947,-1157.095947,-0.106322,25708592103424,8299520,115.590599,369.411011,2239.510254,1736.561646,-1045483.75,2765.328857,-1028.76709,-0.113543,21705361719296,7197582,1580.246948,124.444443,64,208,112,3.909794,-8.47499,-53.619938,-193.996796,22.929132,1466.723389,140.243378,710.771545,572.401611,0,1.521928,2.725481,2.725481,127.049812,337.677521,1535.124634,1520.242188,-59753.574219,1889.313354,-369.071198,-0.17387,5893745278976,2550150.5,-11.459213,5155.990723,137.904755,64,336,112,0.136446,-0.400971,0.221542,-0.175583,11.41408,269.650726,24.067581,153.438858,141.991592,0,1.825011,3.031116,3.291393,146.789673,189.316238,696.804138,889.343079,144849.703125,769.88855,119.454521,-0.288072,167307411456,211532.21875,-31.199074,-19.739861,5306.740723,162.526321,64,352,144,-0.020434,-0.001101,-0.000518,-0.000134,0.700907,9.963025,0.327382,6.551401,3.426688,0,1.949082,3.272447,3.876783,175.944672,47.800442,118.139755,160.563232,5692.367676,119.082909,41.480324,-0.434359,77627320,3011.080566,-60.354073,-48.894859,-29.154999,6191.240234,190.572769,64,432,192,0.000797,-0.000005,0.000004,-0,-0.085181,0.439356,0.002173,0.339874,0.020327,0,2.034483,3.460266,4.182313,179.650146,8.977262,8.719772,-11.806519,31.670036,-3.381977,-8.424542,-1.53172,1772.216675,12.713734,-64.059547,-52.600334,-32.860474,-3.705475,5674.086914,173.257141,48,432,160,0.000006,0,0,0,-0.044979,0.016398,0.000284,0.031887,0.00131,0,2.00299,3.444907,4.122983,169.922821,185.263153,150.315796,1699.228149,11.187937,171.555542,144,128,96,208,96,160,112,64,144,128,128,288,80,352,96,224,160,192,288,240,96,272,112,288,288,272,96,368,80,176,80,192,80,128,256,240,224,64,144,192,No
96,56,64,58,70,113,153,172,191,208,113.891304,113.891304,145.195648,181.019333,1744.146729,2272,1059840,1815.199585,456.800476,0.01666,4762570326016,922624,94.864449,166.740631,1757.314697,2307.945068,1118481.625,1806.921265,501.023773,0.041881,4541916381184,852684.1875,455.111115,96,64,128,96,4.299363,-23.580645,35.883118,-175.00499,35.313988,638.960632,278.796265,695.67218,603.341064,0,1.905639,2.19716,2.19716,96.518509,111.027542,1695.085693,2311.461426,1230126,1615.268311,696.193054,0.150545,2256552591360,422349.6875,-1.65406,1753.106567,113.523811,64,224,112,-0.899444,-0.151121,-0.089137,-0.264906,17.241926,120.588478,57.210072,167.281113,134.543167,0,1.985228,2.951143,2.951143,127.512749,85.876648,956.398743,1344.948242,446331,781.013855,563.934387,0.266923,42620518400,23561.751953,-32.6483,-30.99424,5505.930664,159.438599,64,352,144,-0.059158,0.001324,-0.00155,-0.000109,1.161785,8.394673,0.67337,7.026298,3.880727,0,1.925864,3.318815,3.893046,170.583817,33.857437,160.59584,225.224121,12428.676758,135.09758,90.126534,1.277345,51293908,1011.19751,-75.719368,-74.065308,-43.071068,6280.743164,189.746475,64,432,192,0.000594,-0,0.000003,0,-0.057209,0.470099,0.001297,0.353752,0.014906,0,1.942008,3.432488,4.189191,178.503067,9.79346,5.974693,-7.810669,12.644117,-1.621688,-6.188981,1.525481,636.303101,10.430079,-83.638618,-81.984558,-50.990318,-7.91925,5668.101074,173.098129,48,432,160,0.000002,0,-0,0,-0.043307,0.014356,0.000337,0.028606,0.001504,0,2.008604,3.448299,4.126523,165.920471,188.444443,149.89473,1659.204712,12.663954,163.555542,128,96,112,112,80,112,64,64,96,64,144,208,80,192,96,224,128,224,336,240,128,208,160,272,176,224,96,256,112,128,144,176,112,128,128,256,240,48,192,240,No
96,57,65,58,70,111,151,168,183,198,103.236839,103.236839,103.236839,64,1783.695068,2112,266240,2358.993408,-246.993469,-0.608045,15146151837696,3395584,96.6987,65.273712,1752.82019,2114.046875,357529.3125,2289.718994,-175.672241,-0.622304,13582225899520,3039077.25,461.432098,104.888885,64,128,112,0.397639,7.011961,34.784233,185.556641,32.858723,519.220154,376.662109,681.307251,583.783325,0,1.918296,2.19716,2.19716,104.192688,118.387215,1540.850098,2005.862549,645785.125,1851.560913,154.301682,-0.744615,5795203252224,1440344.375,-7.493988,2279.038574,121.904762,64,256,112,-0.497305,-0.585824,0.041917,-0.34982,15.524021,104.914215,83.444595,176.669571,128.286713,0,1.959148,2.870951,3.010434,131.928879,99.817886,892.703186,1194.413818,277864.53125,994.174377,200.239426,-0.910297,449624014848,315166.375,-35.230179,-27.736191,4393.839355,154.947372,64,336,144,-0.044789,-0.005084,-0.001175,-0.000325,1.117282,8.574041,1.075654,7.820684,3.699923,0,1.939471,3.363501,3.82797,171.346558,34.541264,174.063248,217.475586,7337.547852,203.462234,14.013347,-1.169253,848740992,17945.441406,-74.647858,-67.15387,-39.417679,6368.068359,191.173706,64,432,192,0.000685,-0.000014,0.000004,-0,-0.062867,0.454011,0.001548,0.342987,0.016895,0,1.924314,3.423601,4.192343,178.798157,9.615822,6.65019,-8.475189,12.135145,-0.825245,-7.649944,-1.141686,1672.768066,23.288254,-82.099457,-74.605469,-46.869278,-7.451599,5693.99707,173.177643,48,432,160,0.000004,0,-0,0,-0.046261,0.024225,0.000249,0.041793,0.001277,0,2.001904,3.448312,4.120222,168.007019,192,131.555557,1680.07019,19.795937,170.315796,128,64,128,128,112,112,96,80,128,144,208,144,112,160,64,80,128,176,256,224,64,224,112,192,272,224,128,432,80,128,128,192,80,112,64,224,256,96,208,128,No
112,60,67,63,73,125,170,192,212,226,103.236839,103.236839,114.184212,160,1267.438354,1120,-256000,1627.33313,-507.33313,-1.291497,2858024960000,2278400,110.707817,161.302673,1303.799683,1210.666382,-177284.1875,1648.129883,-437.463531,-1.325839,3187706167296,2174850,568.888916,101.333336,64,144,96,1.505944,-24.421169,24.507137,-96.363014,19.89324,749.137207,125.476051,760.358521,505.068542,0,1.950212,2.503258,2.503258,106.097336,172.077148,1445.376221,1605.298218,236705,1705.467651,-100.169395,-1.476047,4200900067328,1630162.5,4.610481,2194.285645,112,64,256,96,-0.920939,-0.118399,0.056593,-0.181321,15.993336,155.733887,25.413866,199.053802,115.462555,0,1.985228,2.708695,2.855905,127.135536,97.106842,963.580261,1202.36499,257548.296875,1056.972168,145.392868,-1.499494,600663916544,415488.375,-16.427719,-21.0382,4564.033203,152.421051,64,336,128,-0.073068,-0.000492,-0.001752,-0.000183,1.317654,9.39628,1.393949,8.873147,4.22024,0,1.91327,3.360831,3.796324,167.836227,30.886686,206.244965,231.991699,5625.410156,241.132797,-9.141091,-1.538637,1685566720,31318.507813,-57.12841,-61.738892,-40.700691,6134.15918,188.018784,64,384,192,0.000422,-0.000011,0.000003,0,-0.032562,0.464289,0.000947,0.345039,0.012915,0,1.965155,3.441456,4.180119,177.572144,10.242749,3.677526,-3.862549,-0.455925,0.962079,-4.824627,-1.152482,249.793304,16.742983,-66.864326,-71.474808,-50.436607,-9.735916,5644.01123,172.899384,48,432,160,-0,0,-0,0,-0.044528,0.021367,0.000287,0.037623,0.001434,0,1.98655,3.438478,4.118355,166.774261,216.444443,124.888885,1667.742676,30.479269,157.052643,64,128,144,96,112,96,80,80,192,256,208,128,64,112,64,176,160,272,272,336,128,256,208,272,160,208,160,176,144,112,288,128,144,160,128,336,272,48,176,128,No
