@relation segment

@attribute original numeric
@attribute Bilateral_5.0_50.0 numeric
@attribute Bilateral_5.0_100.0 numeric
@attribute Bilateral_10.0_50.0 numeric
@attribute Bilateral_10.0_100.0 numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Median_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Entropy_1_32 numeric
@attribute Entropy_1_64 numeric
@attribute Entropy_1_128 numeric
@attribute Entropy_1_256 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Median_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Entropy_2_32 numeric
@attribute Entropy_2_64 numeric
@attribute Entropy_2_128 numeric
@attribute Entropy_2_256 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Median_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Entropy_4_32 numeric
@attribute Entropy_4_64 numeric
@attribute Entropy_4_128 numeric
@attribute Entropy_4_256 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Variance_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Minimum_8.0 numeric
@attribute Maximum_8.0 numeric
@attribute Median_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Structure_largest_8.0_1.0 numeric
@attribute Structure_smallest_8.0_1.0 numeric
@attribute Structure_largest_8.0_3.0 numeric
@attribute Structure_smallest_8.0_3.0 numeric
@attribute Entropy_8_32 numeric
@attribute Entropy_8_64 numeric
@attribute Entropy_8_128 numeric
@attribute Entropy_8_256 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Variance_16.0 numeric
@attribute Mean_16.0 numeric
@attribute Minimum_16.0 numeric
@attribute Maximum_16.0 numeric
@attribute Median_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Laplacian_16.0 numeric
@attribute Structure_largest_16.0_1.0 numeric
@attribute Structure_smallest_16.0_1.0 numeric
@attribute Structure_largest_16.0_3.0 numeric
@attribute Structure_smallest_16.0_3.0 numeric
@attribute Entropy_16_32 numeric
@attribute Entropy_16_64 numeric
@attribute Entropy_16_128 numeric
@attribute Entropy_16_256 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute Neighbors_1_0 numeric
@attribute Neighbors_1_1 numeric
@attribute Neighbors_1_2 numeric
@attribute Neighbors_1_3 numeric
@attribute Neighbors_1_4 numeric
@attribute Neighbors_1_5 numeric
@attribute Neighbors_1_6 numeric
@attribute Neighbors_1_7 numeric
@attribute Neighbors_2_0 numeric
@attribute Neighbors_2_1 numeric
@attribute Neighbors_2_2 numeric
@attribute Neighbors_2_3 numeric
@attribute Neighbors_2_4 numeric
@attribute Neighbors_2_5 numeric
@attribute Neighbors_2_6 numeric
@attribute Neighbors_2_7 numeric
@attribute Neighbors_4_0 numeric
@attribute Neighbors_4_1 numeric
@attribute Neighbors_4_2 numeric
@attribute Neighbors_4_3 numeric
@attribute Neighbors_4_4 numeric
@attribute Neighbors_4_5 numeric
@attribute Neighbors_4_6 numeric
@attribute Neighbors_4_7 numeric
@attribute Neighbors_8_0 numeric
@attribute Neighbors_8_1 numeric
@attribute Neighbors_8_2 numeric
@attribute Neighbors_8_3 numeric
@attribute Neighbors_8_4 numeric
@attribute Neighbors_8_5 numeric
@attribute Neighbors_8_6 numeric
@attribute Neighbors_8_7 numeric
@attribute Neighbors_16_0 numeric
@attribute Neighbors_16_1 numeric
@attribute Neighbors_16_2 numeric
@attribute Neighbors_16_3 numeric
@attribute Neighbors_16_4 numeric
@attribute Neighbors_16_5 numeric
@attribute Neighbors_16_6 numeric
@attribute Neighbors_16_7 numeric
@attribute class {Yes,No}

@data
224,115,106,113,97,247,255,255,255,255,184.078949,184.078949,184.078949,226.27417,1463.278564,-704,-847872,1042.113281,-1746.113281,1.45618,1926510936064,3887104,217.902939,203.098404,1298.357422,-647.348389,-646496.375,902.100159,-1549.448486,1.476652,1259294162944,3005045.5,1750.913574,195.555557,112,240,208,3.679091,38.842831,74.912094,250.719391,-9.363825,66.767273,48.776051,223.122849,172.368576,0,0,2.521641,2.725481,197.774445,93.333458,514.494324,-398.117371,-57101.1875,240.772095,-638.889465,-1.424984,61323010048,386902.21875,20.128494,1523.229004,192.761902,112,256,192,-0.290046,-0.044135,-0.196024,0.147641,-8.407818,27.203506,11.32778,69.750359,43.261932,0,0,2.69866,3.077573,190.315262,19.168863,371.093231,-507.370789,55433.066406,-120.094841,-387.27594,-0.739681,9188241408,35692.871094,27.587677,7.459183,1653.875,189.192978,112,272,176,0.056305,-0.003678,0.001022,-0.000205,-1.887753,0.957328,0.552421,2.354088,1.387342,0,0.721928,2.90976,3.282296,163.455704,1.527383,183.327881,-257.799866,16290.339844,-103.410614,-154.389252,-0.575693,86359848,1299.410889,54.447235,34.318741,26.859558,2634.866211,138.892014,48,272,128,0.000402,-0.000012,0.000001,-0,-0.058861,0.291775,0.001543,0.304603,0.0105,0,1.98655,3.35828,3.550231,147.982025,4.035223,5.79448,-7.750488,11.883474,-1.37163,-6.378859,-0.969712,753.048523,12.536169,69.920914,49.792419,42.333237,15.473679,2499.472656,148.452179,48,320,144,0,-0,0,-0,-0.004435,0.352711,0.000001,0.353116,0.000008,0,1.919233,3.383208,3.612557,157.394165,171.555557,146.526321,1573.94165,8.729826,159.742691,240,224,208,144,176,112,192,240,128,256,240,160,128,224,208,112,96,160,112,208,224,112,192,96,144,128,144,96,192,208,80,160,160,64,112,80,144,176,208,80,Yes
176,98,98,92,87,221,230,235,240,245,180.710526,180.710526,180.710526,224,609.471924,-96,-191488,574.562439,-670.562439,1.404174,7143948288,775168,179.720764,194.776337,521.730103,-133.78717,-132751.9375,456.98938,-590.77655,1.425931,9824885760,548906.75,1024,197.333328,128,240,208,-3.091874,8.540944,-35.736645,-154.935165,-1.417559,84.914284,41.237782,217.790726,174.091766,0,0,2.25,2.503258,193.042999,87.519707,249.132172,-319.604065,18923.542969,-44.796413,-274.807648,-1.260778,2702045696,26452.583984,-13.322235,1864.562378,192.761902,112,256,192,-0.040483,0.032617,-0.087999,0.271808,-8.634888,35.528614,15.521351,67.617661,43.159954,0,0,2.82782,3.177566,189.192551,39.246319,393.445953,-540.183472,66376.234375,-155.432953,-384.750519,-0.466751,7672328192,26293.269531,-9.471786,3.850449,1623.618286,182.175446,96,256,176,0.064205,-0.002274,0.001102,-0.000187,-1.765787,1.209681,0.539494,2.289708,1.23335,0,0.591673,2.975121,3.321993,162.615112,13.800561,174.603104,-241.814178,13974.845703,-85.027328,-156.78685,-0.122977,150554080,2574.714111,17.105652,30.427887,26.577438,2586.757324,140.244125,48,272,128,0.000457,-0.000007,0.000001,0,-0.061912,0.296341,0.001686,0.309526,0.011501,0,2.001122,3.369932,3.568649,148.102768,4.102524,5.604678,-7.61322,12.092391,-1.616683,-5.996537,-0.845047,555.937561,9.591559,31.617996,44.940231,41.089783,14.512344,2475.670898,148.889435,48,320,144,0.000001,-0,0,-0,-0.004674,0.35219,0,0.352399,0.000006,0,1.903256,3.383597,3.613366,154.657318,168.444443,142.315796,1546.57312,7.970238,154.116959,224,208,208,224,128,192,240,176,208,176,192,144,256,176,176,144,112,160,96,176,160,128,144,112,240,112,256,144,176,160,64,112,208,48,96,112,192,144,208,80,Yes
128,77,87,71,77,189,194,199,204,209,180.710526,180.710526,180.710526,64,1442.042969,1248,-271360,1773.552979,-525.552979,-0.089046,4116395851776,2642944,139.756775,52.551239,1246.088135,1012.423889,-271634.6875,1533.718872,-521.294922,-0.086203,2164333740032,2111540.75,1390.61731,193.777771,128,256,192,-10.692363,-0.481184,-112.331375,141.761841,11.754309,120.671463,52.537228,212.012314,183.069778,0,0,2.235926,2.725481,183.312332,65.931328,426.136597,-144.565186,-81253.851563,343.598694,-488.163879,-0.07268,7229299200,345914.5,-43.555557,1389.714233,192,112,256,192,0.304828,0.027009,0.009828,0.008147,-8.8092,55.507019,24.052954,64.585625,43.218052,0,0,2.794653,3.118275,184.839661,62.694805,441.907898,-600.781799,82675.515625,-177.434128,-423.347687,-0.101151,10913610752,30236.738281,-45.082886,-1.527328,1980.86792,171.789474,80,256,176,0.063477,-0.000596,0.001024,-0.000136,-1.439212,1.522998,0.731952,2.21903,1.079978,0,1.241946,3.154955,3.393796,160.107056,23.629866,154.434662,-195.549683,7191.623535,-28.951933,-166.597748,0.025933,362251584,9473.185547,-20.350281,23.205276,24.732605,2505.672852,142.798126,48,272,128,0.000494,-0.000001,0.000001,0,-0.063831,0.306328,0.001715,0.318747,0.011846,0,1.95653,3.363031,3.554728,148.159409,4.236623,5.294212,-7.187805,10.794791,-1.534124,-5.653681,-0.690777,438.393188,8.485378,-8.402634,35.152924,36.680252,11.947647,2493.995605,148.770187,48,320,144,0.000002,-0,0,-0,-0.004893,0.351866,0,0.351853,0.000004,0,1.912855,3.38645,3.620695,154.692398,168.888885,133.333328,1546.92395,11.751376,156.53801,208,208,160,176,256,240,176,192,256,240,208,224,224,208,112,176,128,176,112,160,128,160,112,112,208,144,176,96,208,96,176,144,160,64,160,112,192,128,160,112,Yes
256,126,110,125,104,255,255,255,255,255,150.39473,150.39473,164.710526,271.528992,510.748474,-608,17408,83.318993,-691.31897,0.843953,110911029248,300032,242.409088,233.989349,472.183746,-562.801392,15087.25,76.647072,-639.448486,0.828977,81212383232,256396.40625,1649.777832,181.333328,112,256,176,12.726795,-11.935327,149.910156,-186.710342,-14.572442,130.487915,35.465591,229.630692,172.914215,0,0,2.405639,2.641604,193.631546,51.179783,357.647308,-475.807068,42777.878906,-71.649414,-404.157654,0.914067,12515166208,55280.867188,48.777542,1981.82312,189.714279,96,256,192,0.26545,0.229576,0.095224,0.076931,-8.038791,58.854317,22.195433,70.542038,39.17894,0,1,2.939829,3.272804,181.588196,60.178268,398.356873,-550.355164,68739.390625,-156.997101,-393.358063,-0.882385,8460725248,27933.251953,60.820892,12.04335,2672.51709,171.789474,64,272,176,0.01593,-0.007151,0.000635,-0.000127,-1.412777,2.055969,0.975311,2.767502,1.349436,0,1.591917,3.221225,3.528305,158.896942,25.590853,146.277054,-184.789856,4569.42334,-3.31744,-181.472412,-0.633302,541903744,15869.597656,83.512146,34.734604,22.691254,2674.127686,143.774643,64,288,144,0.000252,-0.000025,0,-0,-0.052279,0.30919,0.001188,0.317731,0.008332,0,1.916263,3.351015,3.577749,147.077133,4.29765,5.781516,-7.306854,7.380147,-0.198754,-7.1081,-0.968296,1274.397095,23.869532,95.331955,46.554413,34.511063,11.819809,2438.054688,147.060867,48,320,144,-0.000001,-0,0,-0,-0.003913,0.358577,0.000001,0.359114,0.000015,0,1.88127,3.364729,3.586771,153.663147,172,136,1536.63147,14.342755,155.964905,176,160,144,176,112,208,224,176,160,160,224,256,192,160,128,208,64,272,224,112,176,176,64,128,112,256,144,176,80,128,192,160,144,160,128,96,160,160,112,80,Yes
112,71,85,65,74,181,186,191,196,201,140.32608,140.32608,185.763153,137.637207,1606.387207,2112,888832,1728.761475,383.238525,-0.368908,4037755797504,905216,124.481712,115.181129,1373.006226,1811.611572,658125.9375,1475.644653,335.966888,-0.390727,2131397050368,649432.75,1807.80249,188.444443,112,256,192,-22.521563,-19.041914,-103.087433,-100.866867,25.833086,69.053658,28.064169,219.372528,168.615463,0,0,2.75,2.947703,175.442764,25.908878,288.757263,365.075439,16773.945313,364.450195,0.625245,-0.839738,8821048320,66184.296875,-50.961052,1414.095215,192,112,256,192,-0.151105,0.073458,-0.291982,-0.098728,-8.086529,30.561373,26.066425,70.987373,38.232018,0,0,2.705229,3.041625,185.906952,34.193336,368.312653,-501.470276,54171.765625,-118.853806,-382.616455,-0.97749,8747561984,34785.371094,-61.42524,-10.464188,2477.897217,177.122803,64,272,176,0.028619,-0.00569,0.000766,-0.000134,-1.70416,1.61082,0.974999,2.748641,1.283639,0,1.614331,3.197684,3.528492,161.391159,19.136797,167.757904,-228.031982,10967.102539,-50.257946,-177.774033,-0.667529,422757664,8130.17627,-36.909447,14.051605,24.515793,2614.947754,140.845078,48,288,128,0.000322,-0.000021,0,-0,-0.057979,0.307287,0.001517,0.317046,0.010191,0,1.954834,3.362265,3.571337,147.313217,4.303752,6.02183,-7.792969,9.811854,-0.619066,-7.173903,-0.944629,1304.667114,21.482946,-22.831505,28.129547,38.593735,14.077942,2453.544434,147.855896,48,320,144,0,-0,0,-0,-0.004201,0.357522,0.000001,0.358059,0.00001,0,1.869324,3.362345,3.586231,153.18129,173.777771,135.578949,1531.812866,11.897965,153.777771,160,144,224,256,192,224,176,208,240,240,208,176,240,176,224,176,80,176,112,96,192,96,224,112,112,176,240,144,144,176,128,112,144,128,128,96,112,208,160,64,Yes
192,104,100,100,90,230,239,244,249,254,143.108688,206.815796,206.815796,288,1155.993042,-256,-697344,1066.761841,-1322.761841,-1.355915,187099512832,2854912,192.437698,240.345261,1069.750488,-251.483032,-599873.375,983.928955,-1235.411987,-1.343585,155752644608,2462737,1371.654297,183.111115,112,240,176,-11.260892,4.407203,-74.337036,12.106677,-2.077569,76.740196,43.473564,215.013245,161.571579,0,0,2.405639,2.641604,189.495468,41.10107,577.319336,-187.920288,-186283.125,530.718384,-718.638672,-1.237527,27560714240,780446.5,2.94223,1664.870728,189.714279,112,256,192,-0.258801,-0.124057,-0.318668,-0.04939,-7.458633,45.234936,10.626272,71.192665,37.104656,0,0,2.705229,3.041625,186.277252,42.8391,334.971191,-442.233856,35209.734375,-55.690426,-386.543427,-0.902536,10703951872,54731.855469,6.160446,3.218216,1912.790405,182.736847,96,256,176,0.038761,-0.003715,0.000794,-0.000138,-1.783218,2.315495,0.428079,2.778778,1.159406,0,1.378783,3.071337,3.420456,162.120239,19.212526,173.112366,-240.552124,13602.791992,-78.717926,-161.834198,-0.554313,199875920,3454.156982,30.317459,27.375229,24.157013,2459.967529,139.19249,48,288,128,0.000379,-0.000015,0,-0,-0.061839,0.309526,0.001736,0.319835,0.011612,0,1.952955,3.337471,3.547866,147.475143,4.392719,5.938377,-7.849731,11.130756,-1.001233,-6.848499,-0.889142,1053.380493,17.095259,44.962555,42.020325,38.802109,14.645096,2453.308105,148.313049,48,320,144,0.000001,-0,0,-0,-0.004475,0.356778,0,0.357213,0.000007,0,1.86965,3.365992,3.590223,153.578934,172.888885,139.789474,1535.789307,10.30994,151.789474,144,224,176,112,240,176,208,176,160,224,208,256,176,128,208,144,96,128,112,256,160,128,96,96,80,112,192,128,176,128,128,128,192,64,128,96,64,192,176,112,Yes
240,119,107,118,100,255,255,255,255,255,190.815796,206.815796,206.815796,226.27417,1040.369141,-1152,60416,160.695328,-1312.695313,-1.199823,1440491765760,1085440,230.619308,202.086975,905.957336,-965.472168,-4462.914063,206.462097,-1171.934204,-1.174823,885518696448,949988.25,1536,181.333328,112,240,176,13.473576,15.877545,87.339394,280.324951,-15.412553,144.374252,32.353996,212.688217,158.961624,0,0,2.405639,2.641604,192.445374,98.40432,383.927765,-231.811981,-88089.109375,334.700958,-566.512939,-1.009145,21822148608,406093.25,38.173935,1547.609985,182.095245,112,256,176,-0.097797,-0.227093,-0.058298,0.023298,-6.740375,71.047958,6.813092,70.219337,36.555115,0,0,2.649795,2.946388,182.93837,70.527588,298.207031,-390.934692,25763.361328,-37.707264,-353.227417,-0.748307,7607337472,49776.488281,47.680939,9.507004,1905.383789,178.807022,96,256,176,0.043792,-0.001388,0.000701,-0.000128,-1.637405,3.042511,0.295248,2.79674,1.023348,0,0.94566,3.049308,3.324007,161.013351,26.003019,160.390671,-220.012268,11298.964844,-69.946548,-150.06572,-0.163007,155359072,3209.540283,69.605957,31.432022,21.925018,2463.545166,139.718307,48,272,128,0.000423,-0.000009,0.000001,-0,-0.064155,0.316604,0.001826,0.326673,0.012384,0,1.981566,3.343734,3.526561,147.567291,4.546306,5.638525,-7.558075,11.05158,-1.237564,-6.320511,-0.794908,737.944336,12.918177,83.052017,44.878082,35.371078,13.44606,2459.134277,148.889435,48,320,144,0.000002,-0,0,-0,-0.004696,0.356325,0,0.356561,0.000005,0,1.866291,3.36572,3.593909,152.594162,176,139.111115,1525.94165,10.465385,150.888885,224,176,128,192,176,208,176,112,240,208,160,112,192,224,176,176,176,176,80,176,96,96,112,128,112,96,272,176,176,112,112,144,224,144,96,96,96,128,128,128,Yes
176,96,94,92,86,218,225,232,239,245,170.60527,170.60527,170.60527,151.789322,1661.536621,1088,-888832,2083.329834,-995.329712,-0.212097,5609848045568,4739072,174.89032,146.719681,1444.424072,951.289917,-674651.5,1817.94873,-866.658813,-0.223189,3261049602048,3603558.75,2016.39502,177.777771,112,256,176,5.577859,-24.179287,48.091526,-297.407257,7.620048,198.866669,37.077133,209.872253,163.327209,0,0,2.128085,2.641604,175.591614,115.585861,408.230927,169.172485,-95860.9375,538.493225,-369.320709,-0.403287,11792968704,412063.0625,-0.701294,1258.521484,183.619049,112,256,176,0.149077,-0.220008,0.130732,-0.055764,-6.09748,97.534225,8.499156,67.180611,37.020092,0,0,2.760314,3.046381,176.940521,93.643456,280.039398,-379.160004,30775.761719,-87.945213,-291.214783,-0.514208,2970022912,20659.259766,-2.050201,-1.348907,2252.390381,171.508774,80,256,176,0.042222,0.001133,0.000481,-0.000089,-1.314645,3.450448,0.346581,2.743273,0.911292,0,1.194174,3.162175,3.414898,158.468887,31.512758,140.030243,-172.461517,5044.58252,-17.076426,-155.385086,0.069071,284480960,9564.643555,16.421432,17.122726,18.471634,2431.630371,141.596237,48,272,128,0.000456,-0.000002,0.000001,0,-0.065352,0.329127,0.001798,0.33775,0.012447,0,1.945914,3.344063,3.534407,147.598602,4.733376,5.253758,-7.054047,9.852488,-1.252202,-5.801845,-0.670266,514.992981,10.349627,27.291718,27.993011,29.341919,10.870285,2477.133545,148.531677,48,320,144,0.000003,-0,0,-0,-0.004895,0.356068,0,0.356082,0.000004,0,1.879266,3.368267,3.598927,152.470184,165.777771,131.555557,1524.701782,10.817871,156.842102,176,128,256,240,192,176,112,144,224,208,224,192,160,208,144,176,272,224,112,256,80,64,128,80,128,80,208,112,176,96,128,112,192,64,96,112,256,96,128,176,Yes
176,97,95,92,86,218,225,232,239,246,170.60527,170.60527,170.60527,113.137085,749.61322,-32,-360448,833.357422,-865.357422,0.364427,1477443584,1442816,178.506714,98.76535,641.587646,-145.198059,-257040.390625,651.708923,-796.906982,0.378153,22120660992,1049244,1934.222168,192,112,256,208,-6.925931,38.89069,-26.441101,446.96463,-3.357164,116.29409,61.86655,214.272003,167.286163,0,0,2.5,2.725481,188.575638,30.615129,475.953186,-639.344604,82103.382813,-119.237762,-520.106812,0.622256,32843173888,80348.007813,-10.068924,1363.011353,190.476196,112,256,192,0.206293,0.317487,-0.039754,0.252449,-8.291584,67.721748,17.714025,70.422523,33.615604,0,0,2.774402,3.100917,181.59584,57.949142,426.498108,-597.430298,86331.625,-222.569077,-374.861237,-1.008532,4139038976,11596.449219,-3.089127,6.979797,2668.735107,167.578949,64,256,176,0.008122,-0.005447,0.000508,-0.00004,-1.390212,3.400468,0.528194,3.03867,1.039415,0,1.677421,3.287343,3.539727,158.454361,30.092836,139.09494,-182.813019,5766.313477,-19.450459,-163.362564,-0.716912,346081888,10355.34668,20.052353,30.121277,23.141479,2514.057861,141.746475,64,288,128,0.000305,-0.000023,-0,-0,-0.060589,0.324147,0.001709,0.331406,0.011284,0,1.889308,3.328895,3.538455,146.786377,4.598903,6.024093,-7.684021,8.373569,-0.267804,-7.416217,-0.908617,1508.57312,25.549904,31.720337,41.789261,34.809464,11.667984,2402.51709,146.94162,48,320,144,0.000002,-0,0,-0,-0.004254,0.361412,0,0.361976,0.000008,0,1.85965,3.353331,3.573251,152.895905,174.666672,137.684204,1528.959106,11.73315,153.801178,256,112,192,224,208,128,224,208,176,144,176,208,176,128,240,144,96,208,192,96,144,64,80,144,64,112,96,160,128,176,160,208,80,128,144,64,144,144,176,128,Yes
208,109,101,106,93,240,251,255,255,255,170.60527,170.60527,170.60527,113.137085,1384.80896,-1248,-487424,700.235657,-1948.235596,-1.07466,5462478028800,3507200,204.899216,89.397217,1279.422852,-1190.134888,-360250.78125,600.220032,-1790.354858,-1.075256,4047315927040,2857424.25,1219.950562,190.222229,112,240,192,-2.400664,-36.678692,-4.003372,-327.442719,-15.445266,165.42215,46.746059,214.357407,153.962662,0,0,2.155639,2.419382,192.380844,30.25432,734.404907,-836.532349,23744.34375,131.646973,-968.179321,-1.04893,423237058560,604808.9375,12.518372,1721.759644,184.380951,112,256,176,0.130804,-0.124152,-0.114247,-0.211497,-7.416469,88.254066,10.053189,72.523842,31.63195,0,0,2.663291,3.005679,180.363495,70.512642,375.177856,-513.594666,57585.257813,-127.494469,-386.100189,-0.91007,8820379648,33438.460938,24.535721,12.017349,2346.942383,172.070175,64,256,176,0.013727,-0.002821,0.000451,-0.000024,-1.393509,4.696727,0.260428,3.177064,0.933841,0,1.649397,3.247476,3.511792,158.525879,35.10236,135.274109,-186.441559,7804.447754,-51.133579,-135.307983,-0.687988,123144640,3542.664795,46.373337,33.854965,21.837616,2397.300781,140.469482,64,288,128,0.000344,-0.000017,-0,-0,-0.063607,0.328728,0.001878,0.335974,0.012514,0,1.854159,3.298084,3.509288,146.911179,4.775816,5.744565,-7.453125,8.80652,-0.538852,-6.914273,-0.870199,1128.92334,20.322992,57.988037,45.469666,33.452316,11.6147,2396.938965,147.41864,48,320,144,0.000002,-0,0,-0,-0.004513,0.360732,0,0.361189,0.000006,0,1.85626,3.357517,3.577214,153.487717,167.111115,136.842102,1534.877197,10.066977,153.894745,112,192,240,176,176,224,208,176,160,224,128,224,112,160,192,112,176,256,208,96,176,96,112,80,96,64,192,144,144,96,176,176,128,144,48,96,112,160,160,112,Yes
